Tissue	adiposesubcutaneous
N_samples	295
Chr	10
Gene	ENSG00000197893.9
SNP	rs10787497
Gene_list	ENSG00000140986.7	ENSG00000077009.9	ENSG00000109061.9	ENSG00000125414.14	ENSG00000129170.4	ENSG00000092054.12	ENSG00000138100.9	ENSG00000180209.7	ENSG00000101306.6	ENSG00000156885.4	ENSG00000198125.8	ENSG00000173991.5	ENSG00000124701.5	ENSG00000157119.11	ENSG00000101470.5	ENSG00000104879.4	ENSG00000086967.9	ENSG00000114854.3	ENSG00000105048.12	ENSG00000101210.6	ENSG00000163380.11	ENSG00000166317.7	ENSG00000079393.16	ENSG00000164309.10	ENSG00000182676.4	ENSG00000196091.8	ENSG00000111245.10	ENSG00000197893.9	ENSG00000170807.11	ENSG00000168509.13	ENSG00000183091.15	ENSG00000143318.8	ENSG00000163092.15	ENSG00000239474.2	ENSG00000155657.19	ENSG00000159173.14	ENSG00000168530.11	ENSG00000143632.10	ENSG00000077522.8
Gene expression stats (Y^T * Y): 
285.302015061	211.803681591	196.668005485	221.717769978	236.226593826	211.181027788	178.547687135	179.989729959	218.966142739	224.260465788	183.182390978	200.294386487	233.976463933	183.029097116	154.13844427	169.233841375	227.845701432	180.932145225	183.086854654	204.343551895	222.085526625	181.064799039	204.206274181	157.755096312	206.952489977	195.056013336	186.866136514	239.763087589	226.536746512	197.795414656	184.635573203	193.588280036	223.564333256	198.718583176	209.470712567	202.30328866	176.402200559	140.239473084	212.707043081
211.803681591	285.302015061	159.52848904	171.235805327	211.589905901	204.136476927	152.776293184	136.271954202	167.721297282	200.187941715	171.548568693	184.897816139	183.407118187	140.018433838	123.203822887	153.093432897	166.806207002	164.511365784	147.725730362	190.678239361	188.991666056	170.070147225	154.559662232	126.269233177	172.252367447	157.177511262	174.73576399	199.439507484	210.493172951	152.859656997	155.492350972	146.373243015	174.561843022	157.269724592	185.770536649	163.846604817	139.508561271	121.590772465	206.004757261
196.668005485	159.52848904	285.302015061	247.522635562	194.229789178	166.959395343	148.865715905	208.969071648	223.316455961	191.806003841	182.692906974	173.162102961	203.127928922	194.485418213	189.471431032	180.533557111	243.909152831	160.376438538	197.518209168	173.602204153	187.575818929	134.006246187	173.099435071	144.815570181	205.277746481	227.389187692	170.437147668	229.079850421	170.956012714	165.524083454	214.069510072	196.681539753	224.126961891	214.531694752	176.784223952	217.666255919	203.592463012	161.427278559	183.73672913
221.717769978	171.235805327	247.522635562	285.302015061	205.6134697	188.978641404	153.683916229	240.70175424	243.792818344	223.168966874	201.41624688	206.007554425	216.365993702	193.312736413	211.178850889	191.039275077	264.957931614	181.375316248	228.175901056	191.562370792	201.339581299	133.107875333	189.750541737	150.278650301	221.55164255	243.493765307	191.930617919	230.508335909	180.9114269	179.208082121	226.84248583	220.605069841	225.321858169	218.505429584	181.450542518	253.515903913	241.582696302	172.9134222	204.290697371
236.226593826	211.589905901	194.229789178	205.6134697	285.302015061	229.524828034	177.810892827	175.372001527	200.897756622	229.504351315	203.371865863	214.595465888	225.777402218	156.133708881	152.522234006	174.512491551	197.334153115	192.845606375	176.440188479	202.482352324	215.973155015	192.889869029	175.487498576	146.042810398	190.171118427	179.42076707	205.156475803	232.564388552	241.860205085	175.588750019	178.705899073	173.581014306	210.462885528	181.366990094	203.512257905	191.645103794	169.969842427	152.940748646	222.420339176
211.181027788	204.136476927	166.959395343	188.978641404	229.524828034	285.302015061	174.665537988	191.287357221	151.92747726	255.02460067	221.76727873	254.559419933	184.541018689	126.609250046	170.681268417	200.700312792	162.452653978	212.54851999	194.792633762	198.399859687	185.279615472	171.854242247	147.481278588	133.104005271	151.634368139	184.390228569	239.250908663	201.334306601	234.1928554	151.764075574	181.481397918	146.997436636	177.820795022	172.474090455	191.517261968	207.661435956	189.452296413	160.068062603	214.494678244
178.547687135	152.776293184	148.865715905	153.683916229	177.810892827	174.665537988	285.302015061	126.937922561	146.946626041	169.362224952	162.054574163	158.788420497	165.351275037	123.912599706	132.146232372	153.757658553	151.74175578	138.331105857	143.426261669	183.051151809	157.279449008	146.35710069	152.11947879	110.113703398	148.883278183	158.84812641	156.335084006	181.006926123	191.860107229	165.306292918	151.172112974	114.884296309	175.670654828	167.49392799	170.546076097	144.467827842	134.179445646	124.508506509	136.703656356
179.989729959	136.271954202	208.969071648	240.70175424	175.372001527	191.287357221	126.937922561	285.302015061	195.060300639	226.905740803	229.466557939	227.905946421	170.782198852	142.067120704	245.291964955	206.484441556	211.976667414	189.574340784	250.13930561	161.961201768	156.655190548	119.906019222	149.139658268	123.682400209	175.631337956	222.642928651	211.031928097	189.699703871	150.221447057	139.977554008	214.506303958	187.488923606	180.782842541	184.423940706	150.883769176	258.530832885	270.951687246	182.711633585	181.519660791
218.966142739	167.721297282	223.316455961	243.792818344	200.897756622	151.92747726	146.946626041	195.060300639	285.302015061	190.282005512	164.072967667	164.425370512	217.474112947	203.642362045	164.408528615	156.562866856	253.590416437	141.806462283	189.083020932	182.201342307	196.09215934	140.378825411	193.47717571	142.625733156	218.756193726	216.168742784	150.980566383	229.278830612	170.506813152	185.487519961	200.690469516	206.064443413	226.105798443	207.679672315	184.246001537	214.097322444	188.630497039	134.943568913	187.824264912
224.260465788	200.187941715	191.806003841	223.168966874	229.504351315	255.02460067	169.362224952	226.905740803	190.282005512	285.302015061	234.895262595	261.78103449	208.516352066	141.423213154	208.814054937	208.537298889	200.276799828	214.636344337	228.310985979	205.253408911	198.076313968	169.066346079	177.532325641	140.847976617	183.691373981	208.577536252	233.6663034	214.770380709	217.68799299	171.270372556	203.849618484	188.705411059	194.252866056	193.555174289	189.991394166	241.247529558	229.444338964	165.621999536	221.219372232
