Tissue	adiposesubcutaneous
N_samples	295
Chr	12
Gene	ENSG00000111245.10
SNP	rs112787403
Gene_list	ENSG00000130598.11	ENSG00000140986.7	ENSG00000077009.9	ENSG00000125414.14	ENSG00000129170.4	ENSG00000092054.12	ENSG00000180209.7	ENSG00000156885.4	ENSG00000198125.8	ENSG00000173991.5	ENSG00000101470.5	ENSG00000104879.4	ENSG00000160808.5	ENSG00000114854.3	ENSG00000105048.12	ENSG00000101210.6	ENSG00000163380.11	ENSG00000196091.8	ENSG00000111245.10	ENSG00000197893.9	ENSG00000170807.11	ENSG00000183091.15	ENSG00000163092.15	ENSG00000239474.2	ENSG00000155657.19	ENSG00000159173.14	ENSG00000168530.11	ENSG00000143632.10	ENSG00000077522.8
Gene expression stats (Y^T * Y): 
285.302015061	157.964226836	125.808003861	210.614994935	156.376863793	164.607720731	234.026829972	197.354898644	194.951361033	197.727859721	210.792700075	173.196307126	125.547130342	167.935323641	215.855951986	135.33786435	134.847333358	192.988647008	178.864252609	155.491974555	133.50096388	182.146809817	149.30027342	157.508748748	127.959159435	220.386194228	235.742639408	162.326442982	152.691382439
157.964226836	285.302015061	211.803681591	221.717769978	236.226593826	211.181027788	179.989729959	224.260465788	183.182390978	200.294386487	154.13844427	169.233841375	180.285163272	180.932145225	183.086854654	204.343551895	222.085526625	195.056013336	186.866136514	239.763087589	226.536746512	184.635573203	223.564333256	198.718583176	209.470712567	202.30328866	176.402200559	140.239473084	212.707043081
125.808003861	211.803681591	285.302015061	171.235805327	211.589905901	204.136476927	136.271954202	200.187941715	171.548568693	184.897816139	123.203822887	153.093432897	167.19312741	164.511365784	147.725730362	190.678239361	188.991666056	157.177511262	174.73576399	199.439507484	210.493172951	155.492350972	174.561843022	157.269724592	185.770536649	163.846604817	139.508561271	121.590772465	206.004757261
210.614994935	221.717769978	171.235805327	285.302015061	205.6134697	188.978641404	240.70175424	223.168966874	201.41624688	206.007554425	211.178850889	191.039275077	146.572691603	181.375316248	228.175901056	191.562370792	201.339581299	243.493765307	191.930617919	230.508335909	180.9114269	226.84248583	225.321858169	218.505429584	181.450542518	253.515903913	241.582696302	172.9134222	204.290697371
156.376863793	236.226593826	211.589905901	205.6134697	285.302015061	229.524828034	175.372001527	229.504351315	203.371865863	214.595465888	152.522234006	174.512491551	195.807618366	192.845606375	176.440188479	202.482352324	215.973155015	179.42076707	205.156475803	232.564388552	241.860205085	178.705899073	210.462885528	181.366990094	203.512257905	191.645103794	169.969842427	152.940748646	222.420339176
164.607720731	211.181027788	204.136476927	188.978641404	229.524828034	285.302015061	191.287357221	255.02460067	221.76727873	254.559419933	170.681268417	200.700312792	240.998997359	212.54851999	194.792633762	198.399859687	185.279615472	184.390228569	239.250908663	201.334306601	234.1928554	181.481397918	177.820795022	172.474090455	191.517261968	207.661435956	189.452296413	160.068062603	214.494678244
234.026829972	179.989729959	136.271954202	240.70175424	175.372001527	191.287357221	285.302015061	226.905740803	229.466557939	227.905946421	245.291964955	206.484441556	143.182429042	189.574340784	250.13930561	161.961201768	156.655190548	222.642928651	211.031928097	189.699703871	150.221447057	214.506303958	180.782842541	184.423940706	150.883769176	258.530832885	270.951687246	182.711633585	181.519660791
197.354898644	224.260465788	200.187941715	223.168966874	229.504351315	255.02460067	226.905740803	285.302015061	234.895262595	261.78103449	208.814054937	208.537298889	213.39304712	214.636344337	228.310985979	205.253408911	198.076313968	208.577536252	233.6663034	214.770380709	217.68799299	203.849618484	194.252866056	193.555174289	189.991394166	241.247529558	229.444338964	165.621999536	221.219372232
194.951361033	183.182390978	171.548568693	201.41624688	203.371865863	221.76727873	229.466557939	234.895262595	285.302015061	247.428876527	223.020285331	257.682339196	169.018936158	218.313358731	249.138619593	186.171541555	175.315110018	215.541582602	260.739092343	212.540493497	194.527802412	208.740682852	183.36282953	194.06744	174.880291179	229.537227626	240.165505933	216.731694721	208.444412248
197.727859721	200.294386487	184.897816139	206.007554425	214.595465888	254.559419933	227.905946421	261.78103449	247.428876527	285.302015061	209.205659939	215.453664424	208.463846467	217.030190506	229.567406077	187.398183233	173.062782576	194.727034543	244.057640576	198.533230976	204.399876235	192.789890935	176.330026906	174.090907226	175.792283804	233.328516079	232.316936205	180.709966307	207.575023269
210.792700075	154.13844427	123.203822887	211.178850889	152.522234006	170.681268417	245.291964955	208.814054937	223.020285331	209.205659939	285.302015061	209.305418127	128.774162984	175.107518307	238.483914492	145.048669027	140.960335446	210.419721822	195.803533585	172.631748752	133.184297694	204.073694291	155.606097851	177.583915992	133.90055657	233.431667809	251.867722198	183.042441593	154.940631257
173.196307126	169.233841375	153.093432897	191.039275077	174.512491551	200.700312792	206.484441556	208.537298889	257.682339196	215.453664424	209.305418127	285.302015061	146.151726772	208.225246053	247.214519524	185.791008627	168.646149602	222.122806715	255.790034266	210.753755945	181.075896161	220.02097262	188.712414729	218.187913665	174.175271117	216.369143593	220.317101147	230.595918735	196.215734093
125.547130342	180.285163272	167.19312741	146.572691603	195.807618366	240.998997359	143.182429042	213.39304712	169.018936158	208.463846467	128.774162984	146.151726772	285.302015061	159.105961043	142.25780923	158.019733389	156.115173155	131.159656477	186.081462887	159.216995469	200.684106976	127.974737328	139.80111019	130.516356342	155.710448124	159.626419755	142.177833388	113.720582755	174.984100698
