Tissue	adiposesubcutaneous
N_samples	295
Chr	4
Gene	ENSG00000145425.5
SNP	rs28593016
Gene_list	ENSG00000171863.8	ENSG00000130255.8	ENSG00000116251.5	ENSG00000161970.8	ENSG00000166441.8	ENSG00000144713.8	ENSG00000110700.2	ENSG00000105640.8	ENSG00000134419.11	ENSG00000137154.8	ENSG00000174748.14	ENSG00000142676.8	ENSG00000198242.9	ENSG00000231500.2	ENSG00000124614.9	ENSG00000198755.6	ENSG00000125691.8	ENSG00000108298.5	ENSG00000100129.13	ENSG00000100316.11	ENSG00000105193.4	ENSG00000188846.9	ENSG00000131469.8	ENSG00000142937.7	ENSG00000133112.12	ENSG00000265681.2	ENSG00000063177.8	ENSG00000142534.2	ENSG00000213741.4	ENSG00000162244.6	ENSG00000123349.9	ENSG00000143947.8	ENSG00000229117.4	ENSG00000008988.5	ENSG00000196531.6	ENSG00000083845.4	ENSG00000171858.13	ENSG00000174444.10	ENSG00000172809.8	ENSG00000145741.11	ENSG00000147604.9	ENSG00000149273.10	ENSG00000138326.14	ENSG00000186468.8	ENSG00000167526.9	ENSG00000122406.8	ENSG00000156482.6	ENSG00000114391.8	ENSG00000071082.6	ENSG00000104408.5	ENSG00000109475.12	ENSG00000089009.11	ENSG00000118181.6	ENSG00000136942.10	ENSG00000197958.8	ENSG00000112306.7	ENSG00000148303.12	ENSG00000164587.7	ENSG00000145425.5	ENSG00000177954.7	ENSG00000182899.10	ENSG00000114942.9	ENSG00000197756.5
Gene expression stats (Y^T * Y): 
285.302015061	203.038648392	189.621232626	216.91045178	195.896029155	233.499883294	210.733804127	192.410688692	229.19975235	220.908121236	192.620459037	221.48314233	226.823787108	187.799635053	203.1349386	192.473797298	228.845971035	213.580275304	135.304107486	160.104098619	206.808190302	199.107334168	240.867071422	208.202404445	194.742341376	217.293528004	191.000611368	195.844452334	206.969531299	210.188393155	176.840611812	217.514597297	202.989076188	187.029305123	190.991402261	194.061097008	206.814785272	190.612144303	209.430761122	185.57590731	197.309330464	205.306248619	216.248112339	211.078899021	175.550485734	203.29316879	204.794237666	223.216604338	217.464259594	137.575895538	209.779425053	185.571464044	211.534584261	212.738077618	196.225630301	206.841685821	211.269355978	175.133263186	206.756759066	151.735778015	212.501331038	206.519995156	218.373830402
203.038648392	285.302015061	183.496290674	193.139103031	217.026353997	234.520247096	192.168168377	252.046367264	225.941045936	206.703217663	195.822530903	223.000477717	226.235596151	190.310131801	242.807237724	201.398025629	214.958047242	241.204606689	116.137830086	166.360939439	250.032579692	185.927336844	229.785765856	223.111511915	141.254551361	224.316472705	241.112401451	231.593863052	227.793003733	225.359373022	177.793559683	220.200313978	238.067021153	163.197552838	141.817360799	219.310176549	245.061390595	153.83459879	244.236788269	147.325451918	156.655101659	217.457149826	179.189236777	214.490202341	247.702928198	164.067015838	195.55380938	208.790122069	224.257410356	114.135917548	202.0589373	141.254905817	188.31055618	251.438022864	217.644057359	216.530035316	216.141030032	203.389974153	180.328580513	190.421018728	212.56621807	150.255546016	243.014095356
189.621232626	183.496290674	285.302015061	176.998433757	152.436716227	213.585806053	175.169126908	155.804043055	199.413258489	185.883775494	163.09333921	209.111097701	204.698529667	169.431842842	177.97279095	166.099391186	216.935678232	201.478670997	158.621797154	145.410048948	185.143922894	180.102037771	201.610392741	174.728763451	173.706657041	191.5357079	161.517810695	187.646400141	185.46991002	182.044750678	151.011456737	204.715129745	199.837109082	171.907590172	170.88288426	152.689113877	173.705426751	174.385189203	222.693173036	170.854247512	179.883793307	164.629746011	179.601746452	218.068694184	147.776127525	172.001767166	206.487284179	192.820940679	216.586659655	123.731437937	184.090207008	143.08794056	173.355622164	167.184333481	175.222892678	186.580273752	180.682362922	179.37117628	173.777345199	138.100936195	207.532858188	164.478488258	203.220224979
216.91045178	193.139103031	176.998433757	285.302015061	232.088123453	240.808704	243.847781935	195.700475227	252.442564399	243.20268987	216.015716724	246.601466466	238.73606613	205.468705216	209.264476781	223.334982119	224.695895379	231.27954408	160.150160856	172.744306933	189.535033054	209.837588967	227.162430967	240.798246903	206.265027032	248.840264819	214.299526534	212.801063682	217.518379323	206.921228362	217.904039409	245.158447333	223.655376045	201.059991325	226.569382239	206.479591995	201.198774774	198.394752483	199.566724817	210.397362941	228.595247202	218.17715661	257.243033229	224.659468909	188.555127703	231.679167051	243.828522726	247.054351746	227.139072248	193.364754776	251.865723912	210.381912313	242.563487787	199.039255481	217.702344159	217.982316284	224.042271987	189.261584434	255.392446982	232.759566872	242.49206902	195.042811724	204.084212834
195.896029155	217.026353997	152.436716227	232.088123453	285.302015061	228.579745665	216.579152846	214.039148998	238.704679714	196.538339457	181.643282607	216.024149002	220.303910995	209.636173626	236.993584461	207.833059145	180.909325967	239.453109313	123.881714665	176.470681796	201.931814716	175.977114368	230.580132402	233.667635516	146.436774069	229.277342308	233.298081915	230.952510348	225.274368044	194.199271311	234.624771772	240.01250649	225.477095419	165.881417898	175.844293996	215.192386174	231.588463801	146.179949516	203.176374332	157.491211365	157.391636556	221.799449795	211.384239364	214.684973199	221.820114054	184.063834482	216.729547798	226.997160492	213.31723584	133.036258177	246.231713235	156.849857202	214.790938143	230.115359019	219.871023592	210.481707346	204.294471387	196.034405042	223.900300749	237.596101838	235.299005214	143.496886267	200.282728338
233.499883294	234.520247096	213.585806053	240.808704	228.579745665	285.302015061	236.796090788	234.472021147	256.371606612	240.12702551	221.758069875	253.545351512	253.91218534	220.99093248	241.610717952	235.083679078	236.229305633	265.168328996	154.623150228	202.753242579	240.348634109	220.831928464	245.859423964	244.609582938	188.027863878	247.149224646	249.484118847	255.809921012	237.779325009	238.583943379	208.718221823	248.680970572	249.533778486	199.950532271	203.749253647	236.979800363	244.486114635	211.310185145	242.496517654	202.426756133	210.260825795	232.790563379	228.676190337	246.71827545	220.158151603	218.64354381	253.595167371	256.583786765	262.707010401	147.176661412	241.601903702	191.32467145	224.93070395	237.759911317	237.087942013	228.962501405	245.654036764	223.10086846	225.787394033	223.598914319	253.677602665	182.049016649	249.338136323
210.733804127	192.168168377	175.169126908	243.847781935	216.579152846	236.796090788	285.302015061	190.421451452	242.148383849	228.594422966	216.490386891	234.895722955	228.23943107	195.401339457	219.241409176	219.204442128	215.820555583	223.939412781	160.808199771	172.084753672	188.371263287	210.057220565	230.947790132	229.688679145	201.370185089	230.200787388	216.488600613	212.738576438	220.467126089	216.689420143	197.588879024	233.74654065	206.46651623	212.271388984	222.918820973	208.038274377	205.485700483	202.053450068	194.184684244	223.671787254	228.075982808	196.315962816	230.350444563	217.61187681	185.70084018	226.860370811	246.769528469	243.0794761	231.479658865	188.559352876	232.98408472	212.191614729	242.058321129	208.40423385	214.790366918	216.600221375	205.924251076	188.179725592	241.077996637	229.847874874	242.392657687	173.26455582	201.13091064
192.410688692	252.046367264	155.804043055	195.700475227	214.039148998	234.472021147	190.421451452	285.302015061	220.247628253	214.581058429	225.220832999	214.680899582	220.926192107	194.280708203	243.653625543	221.781293792	206.005229194	248.085327856	121.228115512	193.555120935	258.384380714	193.114223945	219.063172133	235.876095398	131.961815225	229.618662968	259.7154843	238.920914547	223.36147071	229.86490058	160.221087099	217.066654799	232.434246062	157.562506496	139.74127955	249.351999942	247.186968757	174.275858821	222.06326567	149.198423001	164.405461975	237.246225395	190.606848371	221.112247939	253.67692242	177.719706373	192.77572115	209.721497121	224.312590983	113.169990796	198.032385985	171.14485175	183.975772777	244.404879617	216.429008597	221.790662082	236.049496406	209.894532264	185.186836645	195.390879927	203.767684295	168.067021497	238.789681597
229.19975235	225.941045936	199.413258489	252.442564399	238.704679714	256.371606612	242.148383849	220.247628253	285.302015061	225.44532961	213.499093438	248.678742035	249.973991763	194.766139534	241.927586826	226.572345047	237.532866242	243.308080576	151.000813918	169.917622268	228.640121775	210.970695534	255.643117571	239.009904735	192.433064327	245.078265164	235.876419361	244.056768103	239.734583149	226.346673743	220.950357757	252.670959695	240.148562699	207.779702436	209.110314446	214.005253766	238.057646323	182.719847149	228.814284361	207.149175256	214.15339537	228.329862179	235.916349034	243.323382124	218.755974366	208.289760589	247.29002209	251.581483798	247.256509625	171.661581388	253.200214096	189.204629347	238.962887946	231.796463361	220.645809964	219.477548182	225.807880025	206.089997674	244.572501736	232.178839488	261.505191949	170.466565136	230.569996408
220.908121236	206.703217663	185.883775494	243.20268987	196.538339457	240.12702551	228.594422966	214.581058429	225.44532961	285.302015061	228.095527349	242.148194062	231.599670071	205.838668856	210.530911667	226.262261531	228.193382977	232.992079118	162.758065597	206.267697239	207.038406791	219.600828316	215.311425856	243.391812157	205.485901655	243.827288409	215.633517324	204.36669581	199.51809892	219.614638746	161.138012596	227.181465169	217.444720971	182.76954712	204.27871172	222.525054758	194.873928397	230.752940389	197.78996694	199.138888371	235.620194627	227.499588928	238.555793045	219.769384917	191.137051679	238.595381737	219.327775556	237.250948733	226.234058311	165.917162182	212.934781655	215.044473384	216.425883704	197.868382971	219.745410941	235.55593327	238.328223649	188.115358178	234.680669244	190.923110979	214.092898106	231.030509032	212.933285617
192.620459037	195.822530903	163.09333921	216.015716724	181.643282607	221.758069875	216.490386891	225.220832999	213.499093438	228.095527349	285.302015061	219.937530987	216.315150944	191.037280807	210.023126418	229.063653705	214.166498679	220.961867435	168.363226799	202.970987063	208.134300891	215.01147816	195.681475553	234.6611387	183.422591168	216.520369472	222.001934876	205.183872899	190.756610232	224.186607075	131.056866773	196.254719931	196.528927758	166.773048482	185.339639708	220.562304522	193.002695073	223.322242808	180.617540829	203.02029744	226.821597848	221.400210414	218.631766698	209.197632916	204.691673972	222.79363231	204.64280223	216.833121829	231.847585996	193.962118911	183.438529311	216.36953022	194.387254603	189.492413522	195.321657859	206.019642368	238.1879469	181.392601889	213.243106938	188.994074635	195.52081701	181.675237013	207.335066126
221.48314233	223.000477717	209.111097701	246.601466466	216.024149002	253.545351512	234.895722955	214.680899582	248.678742035	242.148194062	219.937530987	285.302015061	240.051304558	207.684027596	221.760208679	220.033938594	244.420790578	247.774323388	185.263920098	190.41402742	217.061186329	224.680141832	232.856519831	233.797073803	193.113394343	234.845705927	229.698231459	228.49897705	223.905174446	245.757133439	209.124561909	232.224696007	243.698985582	226.824983919	225.74579027	217.967282553	208.007285968	221.210077477	234.968132326	220.284233522	232.898571615	209.925798824	231.137145882	223.846942159	206.891358544	232.489281535	253.139688527	249.945620278	242.271791312	177.850439993	229.537123159	208.406317306	241.59528687	218.399231353	224.851182749	230.332397325	236.564749112	215.505165477	230.886915582	218.85298793	243.543936289	180.338229145	240.857549051
