Tissue	adiposesubcutaneous
N_samples	295
Chr	19
Gene	ENSG00000105372.2
SNP	rs138696824
Gene_list	ENSG00000115268.5	ENSG00000140988.11	ENSG00000171863.8	ENSG00000130255.8	ENSG00000166441.8	ENSG00000144713.8	ENSG00000105640.8	ENSG00000221983.3	ENSG00000134419.11	ENSG00000137154.8	ENSG00000142676.8	ENSG00000198242.9	ENSG00000122026.6	ENSG00000231500.2	ENSG00000124614.9	ENSG00000198755.6	ENSG00000108298.5	ENSG00000168028.9	ENSG00000100316.11	ENSG00000105193.4	ENSG00000145592.9	ENSG00000131469.8	ENSG00000105372.2	ENSG00000142937.7	ENSG00000265681.2	ENSG00000063177.8	ENSG00000142541.12	ENSG00000142534.2	ENSG00000213741.4	ENSG00000162244.6	ENSG00000123349.9	ENSG00000170889.9	ENSG00000143947.8	ENSG00000108107.8	ENSG00000229117.4	ENSG00000083845.4	ENSG00000171858.13	ENSG00000149806.6	ENSG00000137818.7	ENSG00000172809.8	ENSG00000149273.10	ENSG00000186468.8	ENSG00000167526.9	ENSG00000114391.8	ENSG00000071082.6	ENSG00000109475.12	ENSG00000136942.10	ENSG00000197958.8	ENSG00000112306.7	ENSG00000148303.12	ENSG00000104529.13	ENSG00000161016.11	ENSG00000164587.7	ENSG00000182899.10	ENSG00000197756.5
Gene expression stats (Y^T * Y): 
285.302015061	170.673117007	191.531700907	252.946524807	217.050443989	227.970346084	255.145962716	217.47537287	220.154006155	187.489686516	214.360159987	210.666088989	169.235899965	174.119025567	240.592721843	191.511580322	237.310487339	163.667825809	156.604524371	253.023838908	220.948461992	233.025997235	228.490452934	218.963990207	209.827962676	249.748830097	233.12034704	234.53212776	228.005960501	219.180210169	180.866433958	230.41073567	212.113383682	216.200015817	230.791185898	225.032401444	250.573438311	236.786929888	242.909998158	242.801386993	210.579600144	219.6529277	256.294598205	204.604144503	212.153326067	202.305132314	253.658905852	202.641276796	206.782630198	207.494304777	210.411442139	207.13552455	208.642850927	211.574187077	239.041587585
170.673117007	285.302015061	164.294930412	190.15175045	146.562994283	181.13661875	218.791051049	180.10807756	149.141261881	206.719606589	169.298461109	171.025795972	131.286915138	188.01507298	177.822630051	204.108586985	197.887339044	220.789766983	219.770991244	189.146620787	171.683079185	150.449128361	194.124829571	206.199002492	194.530572453	198.790630992	215.989266557	163.122818284	169.126532394	191.21806725	91.9475351559	205.585136195	157.742892457	203.727887628	189.428671969	217.860873401	157.370770622	161.092128609	174.414048216	147.426695188	213.402277284	159.469162378	179.455766697	165.652756917	173.867561842	122.351242876	173.648392079	193.202725554	213.002123734	223.857309172	177.292435991	219.086503518	156.410169961	126.819780864	184.820046277
191.531700907	164.294930412	285.302015061	203.038648392	195.896029155	233.499883294	192.410688692	179.816721803	229.19975235	220.908121236	221.48314233	226.823787108	160.406528457	187.799635053	203.1349386	192.473797298	213.580275304	169.678687097	160.104098619	206.808190302	195.546126306	240.867071422	184.638414465	208.202404445	217.293528004	191.000611368	187.333349404	195.844452334	206.969531299	210.188393155	176.840611812	172.719521438	217.514597297	149.80182547	202.989076188	194.061097008	206.814785272	182.909492219	172.59576102	209.430761122	205.306248619	211.078899021	175.550485734	223.216604338	217.464259594	209.779425053	212.738077618	196.225630301	206.841685821	211.269355978	169.673169097	182.658818574	175.133263186	212.501331038	218.373830402
252.946524807	190.15175045	203.038648392	285.302015061	217.026353997	234.520247096	252.046367264	221.502897413	225.941045936	206.703217663	223.000477717	226.235596151	194.14016619	190.310131801	242.807237724	201.398025629	241.204606689	170.023572606	166.360939439	250.032579692	237.809106619	229.785765856	241.294620303	223.111511915	224.316472705	241.112401451	238.480733105	231.593863052	227.793003733	225.359373022	177.793559683	227.015754195	220.200313978	214.235002822	238.067021153	219.310176549	245.061390595	230.605204547	230.637191178	244.236788269	217.457149826	214.490202341	247.702928198	208.790122069	224.257410356	202.0589373	251.438022864	217.644057359	216.530035316	216.141030032	214.343334491	221.479744742	203.389974153	212.56621807	243.014095356
217.050443989	146.562994283	195.896029155	217.026353997	285.302015061	228.579745665	214.039148998	181.146864421	238.704679714	196.538339457	216.024149002	220.303910995	140.733210988	209.636173626	236.993584461	207.833059145	239.453109313	163.627492716	176.470681796	201.931814716	200.814685928	230.580132402	214.364015855	233.667635516	229.277342308	233.298081915	199.813576441	230.952510348	225.274368044	194.199271311	234.624771772	206.288583082	240.01250649	188.060830373	225.477095419	215.192386174	231.588463801	194.129007109	223.052211199	203.176374332	221.799449795	214.684973199	221.820114054	226.997160492	213.31723584	246.231713235	230.115359019	219.871023592	210.481707346	204.294471387	163.444373265	188.929797214	196.034405042	235.299005214	200.282728338
227.970346084	181.13661875	233.499883294	234.520247096	228.579745665	285.302015061	234.472021147	220.436608964	256.371606612	240.12702551	253.545351512	253.91218534	177.465473439	220.99093248	241.610717952	235.083679078	265.168328996	174.073511032	202.753242579	240.348634109	242.042105064	245.859423964	212.595891845	244.609582938	247.149224646	249.484118847	232.382591739	255.809921012	237.779325009	238.583943379	208.718221823	213.219532181	248.680970572	194.566780682	249.533778486	236.979800363	244.486114635	232.481627982	203.785692273	242.496517654	232.790563379	246.71827545	220.158151603	256.583786765	262.707010401	241.601903702	237.759911317	237.087942013	228.962501405	245.654036764	204.503160383	226.569430872	223.10086846	253.677602665	249.338136323
255.145962716	218.791051049	192.410688692	252.046367264	214.039148998	234.472021147	285.302015061	228.762307675	220.247628253	214.581058429	214.680899582	220.926192107	160.787580977	194.280708203	243.653625543	221.781293792	248.085327856	202.5308957	193.555120935	258.384380714	213.986404639	219.063172133	234.524530512	235.876095398	229.618662968	259.7154843	250.185697702	238.920914547	223.36147071	229.86490058	160.221087099	242.905206895	217.066654799	227.959894122	232.434246062	249.351999942	247.186968757	228.557223407	233.051043474	222.06326567	237.246225395	221.112247939	253.67692242	209.721497121	224.312590983	198.032385985	244.404879617	216.429008597	221.790662082	236.049496406	213.989207302	232.945404742	209.894532264	203.767684295	238.789681597
217.47537287	180.10807756	179.816721803	221.502897413	181.146864421	220.436608964	228.762307675	285.302015061	206.745041629	186.922416587	211.438136133	211.562190013	132.924034985	169.350065844	214.90621853	195.951010266	217.69873306	183.501190397	156.030333001	227.605572688	200.562829041	210.233987566	180.429142357	198.657087156	187.382555904	217.513774207	223.226864572	220.998339258	214.503330516	217.977765431	153.612261957	214.144115008	184.994689982	195.569044443	220.168409373	216.238381072	212.768710178	207.500022606	184.112640713	201.588151235	189.030029213	192.792596765	207.702810521	194.87759374	220.049862392	171.238903589	216.456956721	186.498542532	205.095603472	215.961940041	190.04159815	204.793454686	197.060764058	189.372151137	232.79283373
220.154006155	149.141261881	229.19975235	225.941045936	238.704679714	256.371606612	220.247628253	206.745041629	285.302015061	225.44532961	248.678742035	249.973991763	152.113604798	194.766139534	241.927586826	226.572345047	243.308080576	166.653374656	169.917622268	228.640121775	212.996289479	255.643117571	198.032341122	239.009904735	245.078265164	235.876419361	206.383984272	244.056768103	239.734583149	226.346673743	220.950357757	202.50533529	252.670959695	183.430902779	240.148562699	214.005253766	238.057646323	204.924751851	199.764879348	228.814284361	228.329862179	243.323382124	218.755974366	251.581483798	247.256509625	253.200214096	231.796463361	220.645809964	219.477548182	225.807880025	174.343030904	194.913763043	206.089997674	261.505191949	230.569996408
187.489686516	206.719606589	220.908121236	206.703217663	196.538339457	240.12702551	214.581058429	186.922416587	225.44532961	285.302015061	242.148194062	231.599670071	157.32819831	205.838668856	210.530911667	226.262261531	232.992079118	192.419158028	206.267697239	207.038406791	200.912972004	215.311425856	180.660005293	243.391812157	243.827288409	215.633517324	208.1150648	204.36669581	199.51809892	219.614638746	161.138012596	185.254358613	227.181465169	185.437653746	217.444720971	222.525054758	194.873928397	172.137907395	183.113251588	197.78996694	227.499588928	219.769384917	191.137051679	237.250948733	226.234058311	212.934781655	197.868382971	219.745410941	235.55593327	238.328223649	185.329481262	212.545885323	188.115358178	214.092898106	212.933285617
