Tissue	adiposesubcutaneous
N_samples	295
Chr	12
Gene	ENSG00000196531.6
SNP	rs183202132
Gene_list	ENSG00000171863.8	ENSG00000161970.8	ENSG00000166441.8	ENSG00000144713.8	ENSG00000110700.2	ENSG00000134419.11	ENSG00000137154.8	ENSG00000174748.14	ENSG00000142676.8	ENSG00000198242.9	ENSG00000198755.6	ENSG00000125691.8	ENSG00000108298.5	ENSG00000100129.13	ENSG00000188846.9	ENSG00000131469.8	ENSG00000142937.7	ENSG00000133112.12	ENSG00000265681.2	ENSG00000162244.6	ENSG00000123349.9	ENSG00000143947.8	ENSG00000008988.5	ENSG00000196531.6	ENSG00000174444.10	ENSG00000145741.11	ENSG00000147604.9	ENSG00000138326.14	ENSG00000186468.8	ENSG00000122406.8	ENSG00000156482.6	ENSG00000114391.8	ENSG00000071082.6	ENSG00000104408.5	ENSG00000109475.12	ENSG00000089009.11	ENSG00000118181.6	ENSG00000197958.8	ENSG00000148303.12	ENSG00000145425.5	ENSG00000177954.7	ENSG00000181163.9	ENSG00000204628.7	ENSG00000182899.10
Gene expression stats (Y^T * Y): 
285.302015061	216.91045178	195.896029155	233.499883294	210.733804127	229.19975235	220.908121236	192.620459037	221.48314233	226.823787108	192.473797298	228.845971035	213.580275304	135.304107486	199.107334168	240.867071422	208.202404445	194.742341376	217.293528004	210.188393155	176.840611812	217.514597297	187.029305123	190.991402261	190.612144303	185.57590731	197.309330464	216.248112339	211.078899021	203.29316879	204.794237666	223.216604338	217.464259594	137.575895538	209.779425053	185.571464044	211.534584261	196.225630301	211.269355978	206.756759066	151.735778015	126.930764265	132.481619379	212.501331038
216.91045178	285.302015061	232.088123453	240.808704	243.847781935	252.442564399	243.20268987	216.015716724	246.601466466	238.73606613	223.334982119	224.695895379	231.27954408	160.150160856	209.837588967	227.162430967	240.798246903	206.265027032	248.840264819	206.921228362	217.904039409	245.158447333	201.059991325	226.569382239	198.394752483	210.397362941	228.595247202	257.243033229	224.659468909	231.679167051	243.828522726	247.054351746	227.139072248	193.364754776	251.865723912	210.381912313	242.563487787	217.702344159	224.042271987	255.392446982	232.759566872	140.791388667	154.508168966	242.49206902
195.896029155	232.088123453	285.302015061	228.579745665	216.579152846	238.704679714	196.538339457	181.643282607	216.024149002	220.303910995	207.833059145	180.909325967	239.453109313	123.881714665	175.977114368	230.580132402	233.667635516	146.436774069	229.277342308	194.199271311	234.624771772	240.01250649	165.881417898	175.844293996	146.179949516	157.491211365	157.391636556	211.384239364	214.684973199	184.063834482	216.729547798	226.997160492	213.31723584	133.036258177	246.231713235	156.849857202	214.790938143	219.871023592	204.294471387	223.900300749	237.596101838	78.1194412241	119.467537701	235.299005214
233.499883294	240.808704	228.579745665	285.302015061	236.796090788	256.371606612	240.12702551	221.758069875	253.545351512	253.91218534	235.083679078	236.229305633	265.168328996	154.623150228	220.831928464	245.859423964	244.609582938	188.027863878	247.149224646	238.583943379	208.718221823	248.680970572	199.950532271	203.749253647	211.310185145	202.426756133	210.260825795	228.676190337	246.71827545	218.64354381	253.595167371	256.583786765	262.707010401	147.176661412	241.601903702	191.32467145	224.93070395	237.087942013	245.654036764	225.787394033	223.598914319	127.714139201	176.862249238	253.677602665
210.733804127	243.847781935	216.579152846	236.796090788	285.302015061	242.148383849	228.594422966	216.490386891	234.895722955	228.23943107	219.204442128	215.820555583	223.939412781	160.808199771	210.057220565	230.947790132	229.688679145	201.370185089	230.200787388	216.689420143	197.588879024	233.74654065	212.271388984	222.918820973	202.053450068	223.671787254	228.075982808	230.350444563	217.61187681	226.860370811	246.769528469	243.0794761	231.479658865	188.559352876	232.98408472	212.191614729	242.058321129	214.790366918	205.924251076	241.077996637	229.847874874	141.203583379	147.003615549	242.392657687
229.19975235	252.442564399	238.704679714	256.371606612	242.148383849	285.302015061	225.44532961	213.499093438	248.678742035	249.973991763	226.572345047	237.532866242	243.308080576	151.000813918	210.970695534	255.643117571	239.009904735	192.433064327	245.078265164	226.346673743	220.950357757	252.670959695	207.779702436	209.110314446	182.719847149	207.149175256	214.15339537	235.916349034	243.323382124	208.289760589	247.29002209	251.581483798	247.256509625	171.661581388	253.200214096	189.204629347	238.962887946	220.645809964	225.807880025	244.572501736	232.178839488	110.671254667	158.528114677	261.505191949
220.908121236	243.20268987	196.538339457	240.12702551	228.594422966	225.44532961	285.302015061	228.095527349	242.148194062	231.599670071	226.262261531	228.193382977	232.992079118	162.758065597	219.600828316	215.311425856	243.391812157	205.485901655	243.827288409	219.614638746	161.138012596	227.181465169	182.76954712	204.27871172	230.752940389	199.138888371	235.620194627	238.555793045	219.769384917	238.595381737	219.327775556	237.250948733	226.234058311	165.917162182	212.934781655	215.044473384	216.425883704	219.745410941	238.328223649	234.680669244	190.923110979	159.313020723	174.558077102	214.092898106
192.620459037	216.015716724	181.643282607	221.758069875	216.490386891	213.499093438	228.095527349	285.302015061	219.937530987	216.315150944	229.063653705	214.166498679	220.961867435	168.363226799	215.01147816	195.681475553	234.6611387	183.422591168	216.520369472	224.186607075	131.056866773	196.254719931	166.773048482	185.339639708	223.322242808	203.02029744	226.821597848	218.631766698	209.197632916	222.79363231	204.64280223	216.833121829	231.847585996	193.962118911	183.438529311	216.36953022	194.387254603	195.321657859	238.1879469	213.243106938	188.994074635	174.840424148	208.621438865	195.52081701
221.48314233	246.601466466	216.024149002	253.545351512	234.895722955	248.678742035	242.148194062	219.937530987	285.302015061	240.051304558	220.033938594	244.420790578	247.774323388	185.263920098	224.680141832	232.856519831	233.797073803	193.113394343	234.845705927	245.757133439	209.124561909	232.224696007	226.824983919	225.74579027	221.210077477	220.284233522	232.898571615	231.137145882	223.846942159	232.489281535	253.139688527	249.945620278	242.271791312	177.850439993	229.537123159	208.406317306	241.59528687	224.851182749	236.564749112	230.886915582	218.85298793	127.691285429	191.603816074	243.543936289
226.823787108	238.73606613	220.303910995	253.91218534	228.23943107	249.973991763	231.599670071	216.315150944	240.051304558	285.302015061	225.563643451	242.849616451	249.514199317	165.335756819	225.188664049	240.777188375	237.319745127	194.837857637	235.852728308	227.623866019	182.839067112	241.94020216	191.403912075	198.77870729	202.780938075	203.720177556	220.068956847	231.208954656	240.552486207	217.572547252	235.458868428	233.862642782	248.705284584	166.342198833	224.454842993	191.225074516	220.553150254	211.580060464	233.560763232	228.153559237	207.961325165	126.819340322	168.416050043	234.247802787
