Tissue	wholeblood
N_samples	334
Chr	19
Gene	ENSG00000105193.4
SNP	rs12979605
Gene_list	ENSG00000177600.4	ENSG00000115268.5	ENSG00000140988.11	ENSG00000130255.8	ENSG00000166441.8	ENSG00000144713.8	ENSG00000110700.2	ENSG00000105640.8	ENSG00000137154.8	ENSG00000174748.14	ENSG00000198242.9	ENSG00000231500.2	ENSG00000124614.9	ENSG00000198755.6	ENSG00000108298.5	ENSG00000168028.9	ENSG00000100316.11	ENSG00000105193.4	ENSG00000188846.9	ENSG00000145592.9	ENSG00000131469.8	ENSG00000105372.2	ENSG00000142937.7	ENSG00000105373.14	ENSG00000063177.8	ENSG00000142541.12	ENSG00000142534.2	ENSG00000213741.4	ENSG00000162244.6	ENSG00000170889.9	ENSG00000008988.5	ENSG00000083845.4	ENSG00000171858.13	ENSG00000149806.6	ENSG00000174444.10	ENSG00000137818.7	ENSG00000172809.8	ENSG00000149273.10	ENSG00000156482.6	ENSG00000089157.11	ENSG00000136942.10	ENSG00000197958.8	ENSG00000148303.12	ENSG00000104529.13	ENSG00000161016.11	ENSG00000164587.7	ENSG00000197756.5
Gene expression stats (Y^T * Y): 
324.073016144	242.903834636	248.268559915	222.353624745	119.56578124	186.47627491	104.498623393	238.647725588	90.5182082194	113.010222827	223.032426832	89.154160988	111.242571755	161.12627104	207.962286773	146.341772897	167.802462543	222.376025017	177.229399418	155.523452704	53.9776343044	228.938529682	119.07273735	206.148567361	235.075670558	207.848616065	163.397880011	110.945478632	199.75054659	117.824933513	102.648758486	193.643255276	105.681428451	152.389069927	105.040844634	217.731548907	246.799276958	180.01352521	107.158724542	136.539817482	88.8582082702	174.275499325	206.990240898	166.059416427	220.677601923	161.486016657	227.866859696
242.903834636	324.073016144	217.879025125	229.071699506	145.078269039	163.962271399	109.595954782	255.509096064	81.7734811535	114.318482158	179.33544743	79.3391408877	121.18731646	122.498339139	201.454165659	152.722330898	139.95656592	215.248808709	155.616735542	116.567730981	74.0579074293	220.721801873	113.746246257	182.126442164	253.37372447	181.128895033	187.345134367	98.7561914367	211.600602503	152.104257136	101.975873009	206.300302771	126.485608704	148.355175267	70.6701551667	228.786982411	212.489583553	149.978574057	86.9622123183	136.305183945	119.538281175	183.45862221	168.097207746	150.743307742	198.656313264	146.448671258	194.928871294
248.268559915	217.879025125	324.073016144	214.196583351	159.263949017	193.046944063	156.085071678	250.491354434	121.117437387	181.28355552	235.043729484	137.600213214	131.999912361	215.837890202	251.113647502	203.905547082	221.893230897	244.131464546	195.965668545	133.442547201	97.8054812238	203.774162703	162.056829366	244.759768032	266.266525831	227.836202917	181.891883971	138.216706482	229.74259746	157.085217363	124.188749585	243.715350002	134.179571765	154.47381608	164.138719912	211.917146538	225.38184883	212.107280106	138.248805624	205.193058973	109.623248994	216.847909375	261.168840293	128.557584223	236.972002123	178.873499459	226.773512201
222.353624745	229.071699506	214.196583351	324.073016144	191.929146811	207.950284988	159.422613606	214.616555665	165.983203373	150.652130006	199.056154875	150.187558978	170.450947604	186.447163352	237.188308038	171.215672732	193.123306825	242.251242074	201.539188549	208.791033174	136.92867273	245.761435143	196.150489435	181.024313825	210.392767448	226.128058716	184.26331701	152.037011098	231.29223461	162.397104245	182.790860365	223.710801913	193.992163589	198.654520326	102.885977411	199.52580566	236.654912919	175.222923704	138.752684183	146.329565318	191.384578575	224.038922724	194.677659098	188.049087269	206.129496213	187.220617407	213.436998138
119.56578124	145.078269039	159.263949017	191.929146811	324.073016144	258.401412372	237.237583704	189.434442642	275.421206444	223.865934793	167.133019575	280.87208248	282.384804392	214.16250206	223.294231691	239.695454104	232.196043847	223.692568951	212.265360073	194.440616494	263.596810628	153.693410373	276.298466956	131.158773968	153.924639412	249.622625887	244.97250334	280.59624628	245.556246328	211.569960212	277.518077255	202.732864789	270.964238023	215.288948819	231.192630591	209.527814337	173.034762655	262.216109143	272.381923395	228.844427622	268.09514549	255.613053631	195.960922228	188.237955333	191.897267556	235.320013275	194.497410388
186.47627491	163.962271399	193.046944063	207.950284988	258.401412372	324.073016144	256.087043996	220.418823437	257.191846328	192.83960665	218.547580737	239.793668566	239.445473391	252.11207937	269.832629818	223.919824112	232.777142752	240.435355151	239.401566804	241.004448438	199.600317241	191.051066981	249.399386787	161.849645979	204.322806751	267.160527098	247.927393228	239.645716219	262.805777944	174.272536945	277.832026317	240.352647422	231.298122865	191.821922694	234.690199888	205.614711004	236.828530767	256.111719346	253.322614774	218.137724189	204.793747325	266.996946084	237.844370112	179.627422518	215.086556494	238.889076856	251.992583291
104.498623393	109.595954782	156.085071678	159.422613606	237.237583704	256.087043996	324.073016144	171.557046533	229.003847182	227.057109168	167.630583883	218.713069476	225.617727652	251.432603328	211.140518974	197.123779099	176.88059357	198.384825536	190.432638369	207.184073078	206.688906771	111.382107166	241.139472823	116.610618435	164.231268555	195.985806954	211.250263525	218.808077429	232.936391127	167.982540114	253.766219408	211.456069927	222.680067502	182.453759761	214.828535629	168.759056759	194.896955085	213.069463306	237.13639677	210.408947613	181.272858151	239.810676929	216.048210413	104.83098578	167.733749849	228.812747206	208.915508931
238.647725588	255.509096064	250.491354434	214.616555665	189.434442642	220.418823437	171.557046533	324.073016144	141.760675499	180.334143203	206.128708528	144.968353958	180.225538454	194.570934436	238.051892125	229.69139348	194.336285981	255.071974452	187.750301347	136.389974043	124.429419075	240.86628748	164.023469069	204.28565756	275.466631405	244.27880432	242.545472862	163.271611404	260.184149299	182.865759694	154.131992641	267.766642925	168.546692531	187.536945969	148.544420823	238.750302659	217.46749473	220.037204407	159.293689498	209.53257697	156.763590643	213.463513917	236.742710316	159.384766026	250.855933008	195.186824736	231.682251369
90.5182082194	81.7734811535	121.117437387	165.983203373	275.421206444	257.191846328	229.003847182	141.760675499	324.073016144	221.977394559	133.29015665	285.724221208	280.234172639	224.467365719	202.741293074	225.977472444	241.596779728	203.618130181	194.459754031	214.008724881	271.573964074	119.696296252	298.266951735	107.198405927	99.9274237556	244.284747463	208.566117707	265.895540883	217.254281543	183.193275494	293.524783161	189.840412215	267.274008822	204.904646925	257.190932568	169.948631899	162.090640062	246.414551681	277.248908883	225.121149184	263.957521257	231.149772966	174.484108146	189.533105046	161.96229203	236.15796057	163.736099337
113.010222827	114.318482158	181.28355552	150.652130006	223.865934793	192.83960665	227.057109168	180.334143203	221.977394559	324.073016144	119.159296525	241.559401456	251.940412679	222.498815533	180.009404922	253.666200996	227.174468026	226.425711408	168.325729759	151.78288912	239.38159515	120.179215503	256.138564917	135.464422745	145.257725669	228.374195794	201.578583529	231.956720566	210.378475481	205.371273822	204.412297028	208.615482211	231.865800726	234.497999174	250.174299653	180.97548904	159.870754091	249.376206032	248.727051587	260.067009511	219.203941545	196.621751534	224.997546101	141.095731599	194.513088787	225.522864785	159.145063902
