Tissue	wholeblood
N_samples	334
Chr	2
Gene	ENSG00000136732.10
SNP	rs3811541
Gene_list	ENSG00000103148.11	ENSG00000206177.2	ENSG00000206172.4	ENSG00000086506.2	ENSG00000125818.13	ENSG00000063854.8	ENSG00000167671.7	ENSG00000244734.2	ENSG00000223609.3	ENSG00000060138.8	ENSG00000104903.4	ENSG00000137198.5	ENSG00000170315.9	ENSG00000105701.11	ENSG00000221983.3	ENSG00000158856.13	ENSG00000147454.9	ENSG00000171552.8	ENSG00000234745.5	ENSG00000169877.5	ENSG00000100225.13	ENSG00000107262.12	ENSG00000090013.5	ENSG00000004939.9	ENSG00000013306.11	ENSG00000065978.13	ENSG00000198336.5	ENSG00000162366.3	ENSG00000124098.9	ENSG00000132819.12	ENSG00000087460.19	ENSG00000133742.9	ENSG00000145335.11	ENSG00000180628.10	ENSG00000088992.13	ENSG00000136732.10	ENSG00000133606.6	ENSG00000143416.16	ENSG00000082146.8	ENSG00000159346.8	ENSG00000143774.12
Gene expression stats (Y^T * Y): 
324.073016144	183.072982968	176.832910931	196.732320301	208.88521346	196.652882781	240.825983261	170.098687077	156.439537686	226.203588305	160.796240809	179.745487359	152.839706806	222.665917455	182.771072653	234.35860504	199.519799069	186.80979832	-164.02129111	154.359031074	197.72688248	197.629689066	168.926369718	168.813245578	224.022937551	193.270316522	207.553714321	204.470859307	221.848213553	183.34937111	168.219531235	139.292005301	171.899700359	187.192749027	175.527252578	244.944238171	172.91971089	197.220797375	221.74377403	214.820093822	208.012972867
183.072982968	324.073016144	206.540050925	238.628408825	154.821335543	196.53907451	232.047425025	198.795815421	241.30087513	211.076232609	185.651715507	179.808246656	177.964351036	234.424280308	174.059805361	230.027708728	211.195606394	201.929686549	-183.037363251	242.960805795	199.998053706	190.358238224	228.073189886	202.241761729	237.057683805	145.478796912	204.22898354	187.957001705	228.705252878	211.71095929	138.45892164	210.584661519	189.75414732	163.60269304	163.344315443	238.129964447	189.1632407	207.268791847	198.098884904	185.125894831	228.917642891
176.832910931	206.540050925	324.073016144	202.687969035	216.527835436	215.57096051	225.528051602	216.868625973	190.725224707	222.322853717	183.542170103	204.956295953	201.433771638	237.661558478	168.671807015	230.574762217	174.355846873	229.257693274	-209.637968561	200.804804788	233.926048962	221.658365042	198.850516261	187.475105613	259.198954635	143.796021655	177.317878641	175.826584513	242.270609122	205.317897446	156.741840168	173.31562414	212.754134674	200.992210728	182.154428231	204.099347071	207.995616329	216.28850267	197.51513762	192.207063076	193.581342837
196.732320301	238.628408825	202.687969035	324.073016144	161.764450543	202.686967474	262.03314964	204.733271398	205.878584801	212.118676851	237.451206426	207.941996697	177.255780179	230.629516327	180.477286928	226.542271011	222.950977866	192.560721411	-181.589912533	212.568609424	195.733409727	196.07278122	210.54962231	179.322333289	233.958631249	153.228492086	177.679714049	230.363953828	227.621407076	216.450625469	148.55286903	181.700255817	160.363985449	145.599409903	142.78617651	249.14078737	183.047536424	182.202065483	198.452331199	196.779612717	230.104764813
208.88521346	154.821335543	216.527835436	161.764450543	324.073016144	228.432837672	218.303700314	175.214637077	160.212512384	215.482655164	158.840367855	181.335544346	182.787706341	205.174300336	143.808846824	228.926973133	172.477295132	208.552116305	-181.15019891	167.736820037	206.449973568	224.237230712	203.811816165	201.786547225	245.415686211	193.50319165	193.624904723	174.089774239	220.999539745	194.37040638	159.327757416	146.708043985	200.679230396	206.427163612	198.599389733	205.70319082	199.575838879	216.47202263	218.408571256	206.42563662	165.546727124
196.652882781	196.53907451	215.57096051	202.686967474	228.432837672	324.073016144	246.577737678	222.631642134	197.878032352	238.80026359	184.100625964	229.863511487	190.331658043	208.264760792	122.337736482	238.376007188	205.417915553	222.509920308	-209.704389855	214.229952378	208.193599716	224.393000723	224.558854713	211.544168779	245.055579359	174.73306832	194.770202391	184.817373412	253.220038125	216.196651791	121.53125435	184.459844835	220.979721982	185.086008581	221.519507754	217.733847796	214.46624952	237.076192393	250.40878158	221.200636011	188.805636413
240.825983261	232.047425025	225.528051602	262.03314964	218.303700314	246.577737678	324.073016144	231.483443469	218.269285578	248.384384973	235.62370727	232.073736226	202.253498495	281.896741786	197.980644018	276.76260148	227.005324576	237.904745144	-214.278447968	229.949865602	240.84853077	253.856970874	222.376056906	208.017021024	284.567897289	184.642703003	210.88030256	236.524762346	267.182144552	246.548857354	163.156887739	198.74436352	216.072693745	212.206889683	200.694191994	285.00147338	214.999536973	237.02271965	246.818599483	240.742197693	250.980952865
170.098687077	198.795815421	216.868625973	204.733271398	175.214637077	222.631642134	231.483443469	324.073016144	243.355357325	250.652687724	172.625404616	230.311483258	230.562406818	224.030603483	162.922542174	241.377373637	204.544264713	251.352113469	-230.337321403	247.479312191	233.203668436	225.559228881	207.836600078	196.761060412	247.006238232	177.100517116	196.172017722	173.671828676	260.445328476	208.786553172	163.624885569	220.685524673	260.840971132	198.317588348	183.438340812	222.882314163	229.228241091	244.811515703	256.748905837	250.933084782	192.710219508
156.439537686	241.30087513	190.725224707	205.878584801	160.212512384	197.878032352	218.269285578	243.355357325	324.073016144	236.914511896	191.009849749	237.608618016	248.145484826	198.377078307	120.322676595	253.88952534	180.834309451	259.697781413	-209.745594801	310.409148102	232.000089076	202.056905376	245.696692054	244.254108461	245.231201849	151.997452127	176.792907967	176.73415862	252.045393162	241.698485257	154.615349373	289.607612375	250.138078247	154.929172585	168.148402693	222.249403605	240.11550335	267.227904832	235.116740061	228.378382966	192.678374108
226.203588305	211.076232609	222.322853717	212.118676851	215.482655164	238.80026359	248.384384973	250.652687724	236.914511896	324.073016144	183.746236389	248.131771777	237.493081895	220.131432955	140.374547547	281.446118184	217.331626528	258.872757434	-205.080745958	235.221721365	245.757972818	227.147876456	224.894111498	224.678298263	263.092264761	215.651370473	184.213312595	194.871536454	281.562686283	233.438847897	176.250602814	229.171584962	265.612498496	182.527089291	178.859704036	245.757149983	254.787667711	268.207807142	274.685834813	273.568270604	220.580939387
160.796240809	185.651715507	183.542170103	237.451206426	158.840367855	184.100625964	235.62370727	172.625404616	191.009849749	183.746236389	324.073016144	215.927631516	191.832361955	212.12988125	125.499798628	229.611772191	187.0836608	215.481091131	-169.463860032	191.262831153	201.102115528	204.737788985	193.614325607	195.764121486	223.701409069	108.766052908	151.204855644	254.78134503	213.238657521	224.005537464	144.12037439	175.443108338	164.371763379	145.218037296	165.870910035	227.260937213	198.732196357	172.843504333	201.761687767	180.16248566	167.167067604
