Tissue	wholeblood
N_samples	334
Chr	8
Gene	ENSG00000161016.11
SNP	rs2954654
Gene_list	ENSG00000177600.4	ENSG00000115268.5	ENSG00000140988.11	ENSG00000130255.8	ENSG00000144713.8	ENSG00000105640.8	ENSG00000174748.14	ENSG00000124614.9	ENSG00000198755.6	ENSG00000108298.5	ENSG00000168028.9	ENSG00000100316.11	ENSG00000105193.4	ENSG00000188846.9	ENSG00000105372.2	ENSG00000063177.8	ENSG00000142541.12	ENSG00000142534.2	ENSG00000162244.6	ENSG00000083845.4	ENSG00000149806.6	ENSG00000137818.7	ENSG00000172809.8	ENSG00000149273.10	ENSG00000089157.11	ENSG00000197958.8	ENSG00000148303.12	ENSG00000161016.11	ENSG00000164587.7	ENSG00000204628.7	ENSG00000197756.5
Gene expression stats (Y^T * Y): 
324.073016144	242.903834636	248.268559915	222.353624745	186.47627491	238.647725588	113.010222827	111.242571755	161.12627104	207.962286773	146.341772897	167.802462543	222.376025017	177.229399418	228.938529682	235.075670558	207.848616065	163.397880011	199.75054659	193.643255276	152.389069927	217.731548907	246.799276958	180.01352521	136.539817482	174.275499325	206.990240898	220.677601923	161.486016657	179.944996101	227.866859696
242.903834636	324.073016144	217.879025125	229.071699506	163.962271399	255.509096064	114.318482158	121.18731646	122.498339139	201.454165659	152.722330898	139.95656592	215.248808709	155.616735542	220.721801873	253.37372447	181.128895033	187.345134367	211.600602503	206.300302771	148.355175267	228.786982411	212.489583553	149.978574057	136.305183945	183.45862221	168.097207746	198.656313264	146.448671258	155.861235627	194.928871294
248.268559915	217.879025125	324.073016144	214.196583351	193.046944063	250.491354434	181.28355552	131.999912361	215.837890202	251.113647502	203.905547082	221.893230897	244.131464546	195.965668545	203.774162703	266.266525831	227.836202917	181.891883971	229.74259746	243.715350002	154.47381608	211.917146538	225.38184883	212.107280106	205.193058973	216.847909375	261.168840293	236.972002123	178.873499459	229.106143932	226.773512201
222.353624745	229.071699506	214.196583351	324.073016144	207.950284988	214.616555665	150.652130006	170.450947604	186.447163352	237.188308038	171.215672732	193.123306825	242.251242074	201.539188549	245.761435143	210.392767448	226.128058716	184.26331701	231.29223461	223.710801913	198.654520326	199.52580566	236.654912919	175.222923704	146.329565318	224.038922724	194.677659098	206.129496213	187.220617407	123.105712441	213.436998138
186.47627491	163.962271399	193.046944063	207.950284988	324.073016144	220.418823437	192.83960665	239.445473391	252.11207937	269.832629818	223.919824112	232.777142752	240.435355151	239.401566804	191.051066981	204.322806751	267.160527098	247.927393228	262.805777944	240.352647422	191.821922694	205.614711004	236.828530767	256.111719346	218.137724189	266.996946084	237.844370112	215.086556494	238.889076856	178.679827124	251.992583291
238.647725588	255.509096064	250.491354434	214.616555665	220.418823437	324.073016144	180.334143203	180.225538454	194.570934436	238.051892125	229.69139348	194.336285981	255.071974452	187.750301347	240.86628748	275.466631405	244.27880432	242.545472862	260.184149299	267.766642925	187.536945969	238.750302659	217.46749473	220.037204407	209.53257697	213.463513917	236.742710316	250.855933008	195.186824736	209.019706213	231.682251369
113.010222827	114.318482158	181.28355552	150.652130006	192.83960665	180.334143203	324.073016144	251.940412679	222.498815533	180.009404922	253.666200996	227.174468026	226.425711408	168.325729759	120.179215503	145.257725669	228.374195794	201.578583529	210.378475481	208.615482211	234.497999174	180.97548904	159.870754091	249.376206032	260.067009511	196.621751534	224.997546101	194.513088787	225.522864785	139.563866723	159.145063902
111.242571755	121.18731646	131.999912361	170.450947604	239.445473391	180.225538454	251.940412679	324.073016144	194.016820367	182.518769188	253.275644979	220.723366281	234.562492179	169.048092447	147.109105839	115.61511492	253.781651342	255.782710634	226.109287512	203.262345887	266.293511296	209.930913377	169.247893864	258.161039247	248.598778225	221.521935087	169.559683739	198.04853501	256.690190912	77.2179828642	165.927780103
161.12627104	122.498339139	215.837890202	186.447163352	252.11207937	194.570934436	222.498815533	194.016820367	324.073016144	243.7094106	230.194962145	254.329046015	224.16058471	238.675170272	133.248923202	208.068587876	230.719753304	166.175312538	232.035814963	236.270891964	152.848798605	159.146967255	193.065997381	251.65722265	219.132697209	239.049611992	260.493168762	196.805049235	208.674086889	176.329128244	201.674306346
207.962286773	201.454165659	251.113647502	237.188308038	269.832629818	238.051892125	180.009404922	182.518769188	243.7094106	324.073016144	214.460739021	243.16702883	253.873954384	238.996560922	216.355159563	256.512122263	261.917693157	223.075176486	264.188995344	257.543752721	153.501571774	204.289245647	231.90127937	234.822337167	205.524936606	260.893945807	268.014184782	214.905988317	205.520594257	214.455596439	244.358263667
