Tissue	wholeblood
N_samples	334
Chr	14
Gene	ENSG00000182512.4
SNP	rs179130
Gene_list	ENSG00000099804.4	ENSG00000172270.14	ENSG00000063854.8	ENSG00000167671.7	ENSG00000244734.2	ENSG00000223609.3	ENSG00000060138.8	ENSG00000103342.8	ENSG00000137198.5	ENSG00000170315.9	ENSG00000158856.13	ENSG00000104765.10	ENSG00000171552.8	ENSG00000169877.5	ENSG00000100225.13	ENSG00000107262.12	ENSG00000198876.8	ENSG00000004939.9	ENSG00000108309.8	ENSG00000013306.11	ENSG00000166947.7	ENSG00000124098.9	ENSG00000132819.12	ENSG00000133742.9	ENSG00000145335.11	ENSG00000182512.4	ENSG00000107521.14	ENSG00000214253.4	ENSG00000119950.16	ENSG00000136819.10	ENSG00000172331.7	ENSG00000133606.6	ENSG00000104522.11	ENSG00000181788.3	ENSG00000143416.16	ENSG00000082146.8	ENSG00000159346.8	ENSG00000133069.10	ENSG00000115649.11
Gene expression stats (Y^T * Y): 
324.073016144	230.9437571	232.868225968	234.092425785	205.769719613	191.09069041	198.007971342	229.863853844	219.912351947	172.495072206	228.380408268	176.431871299	228.311150401	207.404345832	208.178206827	231.946117739	204.091710933	202.724617024	180.222254559	247.363085857	205.923670396	235.069490098	226.651766888	182.849500323	220.311080156	212.691923359	166.187331542	208.602709352	172.346793533	217.494589914	191.95242416	208.075683752	198.510883193	156.856050283	237.866471493	205.886472149	206.009346462	160.208741609	187.33455598
230.9437571	324.073016144	185.141526577	206.637307331	183.310569083	236.061998677	206.37116184	194.927111228	216.81208919	204.331259218	242.846960945	194.530131771	243.497454566	240.181490522	215.797069481	181.0167699	164.223214869	241.054931153	173.537214679	243.426815555	190.554614186	230.59749007	243.803350661	231.532499415	224.525608997	211.427956523	126.634844176	159.031597997	133.543706965	168.590224526	200.892910556	218.516691828	142.744373233	141.291521987	245.794231232	195.704228575	184.176015385	209.738587357	146.350351991
232.868225968	185.141526577	324.073016144	246.577737678	222.631642134	197.878032352	238.80026359	216.088766459	229.863511487	190.331658043	238.376007188	170.61248335	222.509920308	214.229952378	208.193599716	224.393000723	210.492997922	211.544168779	180.039976083	245.055579359	203.449905403	253.220038125	216.196651791	184.459844835	220.979721982	212.432095797	159.138422146	216.707165052	176.35315144	198.960290371	183.741577056	214.46624952	177.601259663	138.297352204	237.076192393	250.40878158	221.200636011	131.931266627	160.353002345
234.092425785	206.637307331	246.577737678	324.073016144	231.483443469	218.269285578	248.384384973	212.516886656	232.073736226	202.253498495	276.76260148	183.346405672	237.904745144	229.949865602	240.84853077	253.856970874	193.710459005	208.017021024	215.655484141	284.567897289	173.138746451	267.182144552	246.548857354	198.74436352	216.072693745	202.071407904	161.747245748	220.892248153	172.651894986	195.503808751	153.762312085	214.999536973	168.712341026	155.260744512	237.02271965	246.818599483	240.742197693	148.232405519	156.269362231
205.769719613	183.310569083	222.631642134	231.483443469	324.073016144	243.355357325	250.652687724	217.992090911	230.311483258	230.562406818	241.377373637	219.963675286	251.352113469	247.479312191	233.203668436	225.559228881	217.849843185	196.761060412	177.88898376	247.006238232	182.216426656	260.445328476	208.786553172	220.685524673	260.840971132	207.231431191	155.435939754	192.650628017	186.126960792	222.054725729	200.005266844	229.228241091	189.64597504	148.388534652	244.811515703	256.748905837	250.933084782	145.170481172	162.55973834
191.09069041	236.061998677	197.878032352	218.269285578	243.355357325	324.073016144	236.914511896	203.766268704	237.608618016	248.145484826	253.88952534	213.957663588	259.697781413	310.409148102	232.000089076	202.056905376	187.429153878	244.254108461	180.704219627	245.231201849	210.986683816	252.045393162	241.698485257	289.607612375	250.138078247	225.512417644	129.860658926	185.031202317	140.027957716	182.406975055	208.389272671	240.11550335	162.325499917	136.781979286	267.227904832	235.116740061	228.378382966	197.397910182	132.596874416
198.007971342	206.37116184	238.80026359	248.384384973	250.652687724	236.914511896	324.073016144	229.588468581	248.131771777	237.493081895	281.446118184	211.130722034	258.872757434	235.221721365	245.757972818	227.147876456	208.864862277	224.678298263	180.504115962	263.092264761	184.517681013	281.562686283	233.438847897	229.171584962	265.612498496	222.60479197	158.578312163	196.097605417	204.167378747	215.871339533	189.168761152	254.787667711	175.787235512	164.799717797	268.207807142	274.685834813	273.568270604	145.711937648	159.453468711
229.863853844	194.927111228	216.088766459	212.516886656	217.992090911	203.766268704	229.588468581	324.073016144	238.510158826	207.339168763	245.092130574	201.802043621	263.64656945	210.63991608	236.338227764	231.385762404	248.964322902	227.208281914	199.791626957	244.088139075	229.796410624	255.424529084	233.503924759	195.26736161	252.302122633	247.87874478	187.482716925	193.752448953	203.637372663	207.725681274	239.795323079	242.972425806	193.122211558	198.632560025	247.216329619	256.280235776	227.0411068	164.814376261	195.385181368
219.912351947	216.81208919	229.863511487	232.073736226	230.311483258	237.608618016	248.131771777	238.510158826	324.073016144	226.165667984	261.05480215	219.86001724	272.06667432	237.868341822	224.065066105	218.281429255	247.689642196	225.025696501	217.360779947	247.520793916	238.220465571	246.768568812	251.594350174	226.099350463	241.571440749	288.02104715	196.862569938	226.59543711	196.803889662	215.782813473	229.755630581	258.576248128	193.46071652	229.517578762	260.999189422	250.180776082	243.124504864	202.170562229	207.435379347
172.495072206	204.331259218	190.331658043	202.253498495	230.562406818	248.145484826	237.493081895	207.339168763	226.165667984	324.073016144	236.738913575	186.785953823	246.417518178	242.110219104	218.235680176	191.634686566	196.755801472	202.804416754	178.327592285	229.746144746	175.615980511	236.87952787	206.264723602	213.679170706	233.035586943	200.053350988	148.653320302	162.571139507	141.295786102	177.790964974	176.177839065	225.737696904	147.658568911	126.298583587	236.207032862	227.546329964	216.209711001	141.362917834	159.94684576
