Tissue	wholeblood
N_samples	334
Chr	4
Gene	ENSG00000145335.11
SNP	rs28796128
Gene_list	ENSG00000206172.4	ENSG00000099804.4	ENSG00000172270.14	ENSG00000125818.13	ENSG00000063854.8	ENSG00000167671.7	ENSG00000244734.2	ENSG00000223609.3	ENSG00000213934.5	ENSG00000196565.8	ENSG00000060138.8	ENSG00000103342.8	ENSG00000167815.7	ENSG00000137198.5	ENSG00000170315.9	ENSG00000105701.11	ENSG00000158856.13	ENSG00000104765.10	ENSG00000100325.10	ENSG00000171552.8	ENSG00000234745.5	ENSG00000169877.5	ENSG00000100225.13	ENSG00000107262.12	ENSG00000198876.8	ENSG00000090013.5	ENSG00000004939.9	ENSG00000013306.11	ENSG00000166947.7	ENSG00000087086.9	ENSG00000124098.9	ENSG00000132819.12	ENSG00000133742.9	ENSG00000145335.11	ENSG00000180628.10	ENSG00000182512.4	ENSG00000119950.16	ENSG00000136732.10	ENSG00000136819.10	ENSG00000172331.7	ENSG00000133606.6	ENSG00000104522.11	ENSG00000143416.16	ENSG00000082146.8	ENSG00000159346.8
Gene expression stats (Y^T * Y): 
324.073016144	207.946895877	215.529684765	216.527835436	215.57096051	225.528051602	216.868625973	190.725224707	158.55419554	153.741509177	222.322853717	193.334087419	165.590461479	204.956295953	201.433771638	237.661558478	230.574762217	167.864436399	200.103466184	229.257693274	-209.637968561	200.804804788	233.926048962	221.658365042	177.681303074	198.850516261	187.475105613	259.198954635	167.509408607	-219.924092915	242.270609122	205.317897446	173.31562414	212.754134674	200.992210728	182.020307983	140.891202578	204.099347071	186.141147411	163.640997193	207.995616329	138.854851023	216.28850267	197.51513762	192.207063076
207.946895877	324.073016144	230.9437571	189.902595017	232.868225968	234.092425785	205.769719613	191.09069041	153.4256014	142.10222534	198.007971342	229.863853844	183.15210738	219.912351947	172.495072206	211.429335617	228.380408268	176.431871299	212.768826594	228.311150401	-197.15247041	207.404345832	208.178206827	231.946117739	204.091710933	178.126562132	202.724617024	247.363085857	205.923670396	-188.089249569	235.069490098	226.651766888	182.849500323	220.311080156	185.682972152	212.691923359	172.346793533	179.512138319	217.494589914	191.95242416	208.075683752	198.510883193	237.866471493	205.886472149	206.009346462
215.529684765	230.9437571	324.073016144	176.213838575	185.141526577	206.637307331	183.310569083	236.061998677	144.551986654	134.106534336	206.37116184	194.927111228	233.590715437	216.81208919	204.331259218	210.253395181	242.846960945	194.530131771	162.775986499	243.497454566	-169.255989968	240.181490522	215.797069481	181.0167699	164.223214869	217.24246539	241.054931153	243.426815555	190.554614186	-147.24101094	230.59749007	243.803350661	231.532499415	224.525608997	133.348557228	211.427956523	133.543706965	191.878282823	168.590224526	200.892910556	218.516691828	142.744373233	245.794231232	195.704228575	184.176015385
216.527835436	189.902595017	176.213838575	324.073016144	228.432837672	218.303700314	175.214637077	160.212512384	140.939136198	133.382189733	215.482655164	192.914694017	144.877412686	181.335544346	182.787706341	205.174300336	228.926973133	134.667041612	239.296147439	208.552116305	-181.15019891	167.736820037	206.449973568	224.237230712	176.515324419	203.811816165	201.786547225	245.415686211	180.10772488	-177.739797708	220.999539745	194.37040638	146.708043985	200.679230396	206.427163612	160.130681133	124.128569086	205.70319082	197.94084672	140.769009308	199.575838879	146.65580858	216.47202263	218.408571256	206.42563662
215.57096051	232.868225968	185.141526577	228.432837672	324.073016144	246.577737678	222.631642134	197.878032352	161.120682652	145.471573727	238.80026359	216.088766459	176.39215764	229.863511487	190.331658043	208.264760792	238.376007188	170.61248335	245.20198919	222.509920308	-209.704389855	214.229952378	208.193599716	224.393000723	210.492997922	224.558854713	211.544168779	245.055579359	203.449905403	-208.2171791	253.220038125	216.196651791	184.459844835	220.979721982	185.086008581	212.432095797	176.35315144	217.733847796	198.960290371	183.741577056	214.46624952	177.601259663	237.076192393	250.40878158	221.200636011
225.528051602	234.092425785	206.637307331	218.303700314	246.577737678	324.073016144	231.483443469	218.269285578	164.415020408	145.291931385	248.384384973	212.516886656	157.19962263	232.073736226	202.253498495	281.896741786	276.76260148	183.346405672	215.622315543	237.904745144	-214.278447968	229.949865602	240.84853077	253.856970874	193.710459005	222.376056906	208.017021024	284.567897289	173.138746451	-178.706759361	267.182144552	246.548857354	198.74436352	216.072693745	212.206889683	202.071407904	172.651894986	285.00147338	195.503808751	153.762312085	214.999536973	168.712341026	237.02271965	246.818599483	240.742197693
216.868625973	205.769719613	183.310569083	175.214637077	222.631642134	231.483443469	324.073016144	243.355357325	214.787913278	201.128812771	250.652687724	217.992090911	168.48439325	230.311483258	230.562406818	224.030603483	241.377373637	219.963675286	182.547422773	251.352113469	-230.337321403	247.479312191	233.203668436	225.559228881	217.849843185	207.836600078	196.761060412	247.006238232	182.216426656	-217.942529987	260.445328476	208.786553172	220.685524673	260.840971132	198.317588348	207.231431191	186.126960792	222.882314163	222.054725729	200.005266844	229.228241091	189.64597504	244.811515703	256.748905837	250.933084782
190.725224707	191.09069041	236.061998677	160.212512384	197.878032352	218.269285578	243.355357325	324.073016144	193.117633984	177.99127389	236.914511896	203.766268704	236.767118849	237.608618016	248.145484826	198.377078307	253.88952534	213.957663588	164.423068218	259.697781413	-209.745594801	310.409148102	232.000089076	202.056905376	187.429153878	245.696692054	244.254108461	245.231201849	210.986683816	-174.392105421	252.045393162	241.698485257	289.607612375	250.138078247	154.929172585	225.512417644	140.027957716	222.249403605	182.406975055	208.389272671	240.11550335	162.325499917	267.227904832	235.116740061	228.378382966
158.55419554	153.4256014	144.551986654	140.939136198	161.120682652	164.415020408	214.787913278	193.117633984	324.073016144	291.096401556	183.34333719	169.28391074	139.24153791	155.401945628	170.012376318	167.150695984	184.713681485	165.419681341	148.462229168	200.018516802	-178.387819935	194.308829839	180.01354544	174.813045377	152.453935844	161.070124378	164.04008508	193.792416474	134.71950699	-175.875548057	204.248194374	160.597030207	169.496014898	205.033061671	175.959352882	142.655827825	122.698229357	160.866062377	160.908300815	149.090534826	184.120517972	149.905926403	197.676201368	201.39142278	180.391764673
153.741509177	142.10222534	134.106534336	133.382189733	145.471573727	145.291931385	201.128812771	177.99127389	291.096401556	324.073016144	169.621960211	161.701669068	129.345244455	145.022878157	153.661012719	153.817946419	173.647176087	160.354563609	129.500766739	189.888320921	-173.632482677	173.683029579	168.757514217	167.134632833	144.095680818	144.513747267	151.53143563	180.407797054	126.524375137	-179.79902644	190.604126963	150.775594061	150.626510557	196.113356274	169.824611071	127.523829219	113.451708771	146.750876906	147.50280884	138.719652349	179.168013324	129.400840838	181.441975839	186.864315552	167.541598376
