Tissue	braincortex
N_samples	95
Chr	2
Gene	ENSG00000152082.9
SNP	rs6431132
Gene_list	ENSG00000242173.4	ENSG00000103260.4	ENSG00000167468.12	ENSG00000099624.3	ENSG00000175756.9	ENSG00000115268.5	ENSG00000129968.11	ENSG00000103363.10	ENSG00000130255.8	ENSG00000174886.8	ENSG00000219200.6	ENSG00000183011.9	ENSG00000178531.4	ENSG00000099795.2	ENSG00000105701.11	ENSG00000006015.13	ENSG00000198832.6	ENSG00000221946.3	ENSG00000197982.12	ENSG00000232112.3	ENSG00000170906.11	ENSG00000176340.3	ENSG00000149806.6	ENSG00000175602.2	ENSG00000137818.7	ENSG00000131143.4	ENSG00000167526.9	ENSG00000135940.2	ENSG00000166136.11	ENSG00000111775.2	ENSG00000182196.9	ENSG00000171159.4	ENSG00000152082.9	ENSG00000164405.6	ENSG00000173272.9	ENSG00000182154.7	ENSG00000143774.12	ENSG00000172428.6
Gene expression stats (Y^T * Y): 
87.3684685627	22.1273697784	56.6453119644	52.5803816714	36.326060595	16.8741117338	41.8157697818	31.6634125017	15.2806089611	38.4287700469	43.7565874191	34.5874037913	63.7020430205	42.5513202702	56.7910977431	33.0391647554	30.5877660114	52.0968916017	44.5581262031	10.5299463581	29.0957730482	50.6189401359	14.0239920805	54.7184883934	4.17110730862	40.8471984117	15.9060968039	44.5132818281	48.1121854815	41.8214300501	37.7218517877	58.9672646376	53.9259717058	33.2682315037	32.7022289282	27.3898015171	57.4777186396	13.2050453012
22.1273697784	87.3684685627	46.3485202897	54.1864385337	32.5813456996	50.9760031684	59.3409773069	46.8523268066	49.3609860313	33.4471229404	33.3161918044	40.8441864182	34.322905444	54.7718930192	28.0954045683	44.3552978655	33.4654458718	37.1657045897	51.9668262715	61.5939442226	50.4349394297	56.8525321505	49.9175112119	52.3932500879	53.0766725357	39.4406627626	49.1093691406	59.8049505322	36.4479188044	50.3486660765	35.0913213875	32.7299027494	56.0536490546	49.6928538906	33.4939427807	53.6710291032	44.4376518174	45.3529321075
56.6453119644	46.3485202897	87.3684685627	55.7545906931	55.3249481338	34.4923311817	45.7104177616	54.5371070043	42.4364173073	56.8787223826	56.1103771724	60.0307193253	46.6525295839	67.6138978504	46.7692749438	48.8107399836	47.3285581038	50.4932790155	48.4240363061	43.5938435873	46.215847021	64.9124113731	36.5658541706	55.3629770561	28.624098667	62.1913577606	36.4855218325	62.808713851	59.4308768947	63.7500053275	47.1415875751	56.9239560202	66.0947843312	58.4748044384	45.5067681856	40.4511962893	59.6282388604	45.954022968
52.5803816714	54.1864385337	55.7545906931	87.3684685627	50.5506654864	40.6596758293	62.0451854087	57.8965268778	41.6708956146	53.5572251666	56.2867811463	45.9741504689	54.8640135198	64.7569812141	56.0432210704	57.4369279945	42.4694223297	65.8960555786	47.6049897737	40.9832950006	56.8877803011	63.290963962	36.2404817086	70.6052697272	35.5607889532	44.042371152	34.3769949439	69.2585127219	49.2725578458	55.8184834492	47.6879688195	52.6830102079	68.76116007	48.5051650679	47.3729649237	52.974529473	47.970571589	36.7407003835
36.326060595	32.5813456996	55.3249481338	50.5506654864	87.3684685627	37.0426427809	49.5991726551	40.3977961109	35.747453786	46.7441127077	44.132865702	49.0428139607	34.7244882494	56.8827140542	29.0399043884	52.2906358168	45.7753955715	43.8356169212	48.7167713991	40.9643436923	28.9998299247	50.5713505063	32.7958549891	54.0520737313	30.6688431799	43.1348901979	35.9335773394	58.3459970761	40.300304547	46.2755944136	47.6896173175	36.5489032419	54.4613927802	46.4806541916	43.2786877981	39.20489257	44.7299736459	38.9445088428
16.8741117338	50.9760031684	34.4923311817	40.6596758293	37.0426427809	87.3684685627	45.9053585043	49.0302153589	77.6826602537	42.0453206591	35.8664468587	40.9849865728	16.7811000577	37.8093645192	37.1979010213	36.0022892893	42.3112520361	30.0300990054	42.8418222303	58.7415074508	44.3728780749	41.0834405229	78.1912152615	37.9733505234	79.7312366023	39.4336180645	79.8817020769	52.5705168876	36.4930601162	35.2884297208	51.7880754906	37.8707872273	59.2452118135	32.5456807313	35.6832478262	48.0596565457	46.1806207662	61.6920907475
41.8157697818	59.3409773069	45.7104177616	62.0451854087	49.5991726551	45.9053585043	87.3684685627	41.6976658642	41.5810254959	33.7074308333	34.4406296475	34.0014705772	53.8383316767	48.2085174106	47.5926123083	51.6829193051	36.3560573188	48.2905050599	64.8880797822	45.5298862092	36.3532837449	54.7099835707	33.5670862557	70.112435961	44.8463793798	42.1313300596	44.2015673612	61.1553353277	48.6524928537	54.257063839	51.4590984316	44.5545214723	62.1455409311	42.7158636448	43.3458310475	59.5484993014	58.1353234768	37.6598234255
31.6634125017	46.8523268066	54.5371070043	57.8965268778	40.3977961109	49.0302153589	41.6976658642	87.3684685627	56.6221612628	60.3303714842	49.5187856191	55.1488113444	32.2615894646	63.2687779918	45.1444959495	39.1017823635	35.9433219097	40.9415077847	29.3966064952	49.9052418639	64.4576661042	57.9094082513	54.0771913728	41.5708624788	46.8178992217	50.278713376	39.7311012212	65.4070927609	48.5942999518	50.7785127177	46.037456545	40.6158912102	59.603847018	58.2281681884	44.5076224172	34.9043767381	39.6107422008	45.6758956068
15.2806089611	49.3609860313	42.4364173073	41.6708956146	35.747453786	77.6826602537	41.5810254959	56.6221612628	87.3684685627	41.7586235549	38.3797074345	45.6364183979	21.0580811397	41.089234754	34.985912203	33.6474976676	42.2453077552	35.0118383799	33.2948156792	64.3071325984	51.9103570137	45.483948973	77.5419782574	38.767938758	75.5278681227	49.7726652082	72.7937439047	59.7993169918	43.8010196386	47.372005602	50.4044372275	40.888942922	61.5485626512	43.2655542958	36.8395097902	49.1760122134	45.2422586372	65.4049771125
38.4287700469	33.4471229404	56.8787223826	53.5572251666	46.7441127077	42.0453206591	33.7074308333	60.3303714842	41.7586235549	87.3684685627	62.3199371284	65.6187702735	29.1423534732	69.1080313872	46.7361045561	48.2712577287	50.0973993834	39.5533257657	37.5471675834	34.0291211705	50.8671056516	56.845558998	42.311824518	42.2120518173	33.3269025033	44.7686374642	42.8730647717	56.5284771917	43.0024222829	45.285239873	36.4656796134	45.3920751074	61.6339799744	52.0803022082	42.981141934	30.0752010157	43.8353027967	40.4820350669
43.7565874191	33.3161918044	56.1103771724	56.2867811463	44.132865702	35.8664468587	34.4406296475	49.5187856191	38.3797074345	62.3199371284	87.3684685627	44.9879196997	37.8569222744	58.5309008126	38.0251004576	53.4709419629	56.3085363155	59.5541138177	41.4641284481	42.728523572	49.3702686753	56.6940954382	34.5129505161	49.2244439784	28.6137910002	44.00880984	34.1775022901	59.1980806665	49.8761095546	46.3776463972	29.8731579604	44.8211699419	60.4810267102	48.7405530145	42.6410971741	42.6407466234	45.9958736735	38.4977070439
34.5874037913	40.8441864182	60.0307193253	45.9741504689	49.0428139607	40.9849865728	34.0014705772	55.1488113444	45.6364183979	65.6187702735	44.9879196997	87.3684685627	21.5481616243	63.6035811558	38.901583603	46.3805807355	38.62538672	32.2622507628	42.5823009925	41.5209533132	47.0230921048	52.2967283963	44.8716927675	42.4300866079	34.0097409626	53.5509467318	40.9039409666	59.2780918559	43.8140707171	54.9602333959	38.7228301219	40.7730446907	59.2425603265	58.2344434938	35.2765272906	30.9420201814	33.4410844004	42.8662667942
63.7020430205	34.322905444	46.6525295839	54.8640135198	34.7244882494	16.7811000577	53.8383316767	32.2615894646	21.0580811397	29.1423534732	37.8569222744	21.5481616243	87.3684685627	39.4055656556	48.5347171004	42.6312902579	21.1762622427	58.9762101622	39.0477962216	23.6154827169	34.4538440069	53.9355063503	17.369567027	65.761521899	13.8374868831	33.8351014239	14.2334332929	44.9829583358	38.840301691	38.8068265146	36.3647168636	49.2635462701	53.0295757739	34.417387467	41.4459762748	42.4893308715	59.5251454277	14.6515514899
42.5513202702	54.7718930192	67.6138978504	64.7569812141	56.8827140542	37.8093645192	48.2085174106	63.2687779918	41.089234754	69.1080313872	58.5309008126	63.6035811558	39.4055656556	87.3684685627	47.004177626	60.9073820335	48.4058162667	52.8851217458	46.5646622303	47.3294708628	55.2574211889	66.7795596393	41.6104349345	54.3484745311	31.2285653922	54.650877129	35.9228931097	69.227253122	51.7737328852	62.3605340254	39.1037625533	45.0564686523	66.3113649674	61.2695629712	49.5262445123	44.3523003361	47.8736693893	41.510966672
56.7910977431	28.0954045683	46.7692749438	56.0432210704	29.0399043884	37.1979010213	47.5926123083	45.1444959495	34.985912203	46.7361045561	38.0251004576	38.901583603	48.5347171004	47.004177626	87.3684685627	36.0366338309	27.5300006868	49.8374284469	31.9007327851	16.9664378148	36.9779953999	44.2116157395	29.537580909	44.7681966331	24.0604595982	45.2754161082	33.2321408316	45.6912428394	43.0319290049	40.2537775593	47.039480014	55.4027455478	57.0228177601	26.5625941153	37.1485891105	36.5228413138	44.372205037	29.2006316273
33.0391647554	44.3552978655	48.8107399836	57.4369279945	52.2906358168	36.0022892893	51.6829193051	39.1017823635	33.6474976676	48.2712577287	53.4709419629	46.3805807355	42.6312902579	60.9073820335	36.0366338309	87.3684685627	41.527770574	50.9423440732	49.0504998058	35.6516958026	35.913912087	48.6196596175	32.6965734706	67.9117348173	27.183257864	34.7626346971	38.9974982853	59.5088730878	35.1846181152	39.6745789956	34.5556308332	26.4695268386	57.2376333151	38.6583150851	45.4378103272	61.3583406658	40.3786156607	27.0220687799
