Tissue	braincortex
N_samples	95
Chr	3
Gene	ENSG00000163930.5
SNP	rs13326165
Gene_list	ENSG00000090565.11	ENSG00000099864.13	ENSG00000105963.9	ENSG00000071655.13	ENSG00000067606.11	ENSG00000133243.4	ENSG00000125648.10	ENSG00000236609.3	ENSG00000144711.9	ENSG00000105642.11	ENSG00000108262.11	ENSG00000186575.13	ENSG00000099364.12	ENSG00000130881.9	ENSG00000141150.3	ENSG00000196821.5	ENSG00000101445.5	ENSG00000241360.1	ENSG00000183741.7	ENSG00000130758.3	ENSG00000087152.11	ENSG00000101098.8	ENSG00000117411.12	ENSG00000138944.7	ENSG00000136280.11	ENSG00000125744.7	ENSG00000108819.9	ENSG00000100241.16	ENSG00000163930.5	ENSG00000160469.12	ENSG00000163013.7	ENSG00000154118.8	ENSG00000160408.10	ENSG00000107130.6	ENSG00000188986.4	ENSG00000165802.15
Gene expression stats (Y^T * Y): 
87.3684685627	34.4699953171	38.8779600936	40.9904079016	55.3101906686	34.8602319325	40.2343494265	42.7841525603	53.2355215575	38.887462733	36.7605867967	52.0327048478	53.7457820801	35.9960704132	49.3529566046	48.9428587531	60.4355881563	42.167585761	54.3536412414	52.899406143	43.5608407229	62.7738719412	48.9794193501	51.7768642988	41.2135939766	43.9277501405	53.6502448385	36.7052945988	55.325178509	44.6005812249	65.9597900964	49.0186148692	51.9323065646	46.3050557488	45.2677541498	43.8532192015
34.4699953171	87.3684685627	51.5222256168	57.9583064238	34.5338537589	72.6170437592	58.3594142036	26.1901134402	39.7652788623	52.6759625039	45.2236270557	35.1777501269	36.6445351247	59.8919381466	31.3865441906	28.1796613811	41.5127258651	50.3925306797	49.4445762724	61.837564549	36.9757347276	42.9396919546	42.850428362	37.7457166098	45.0757621121	30.3560954828	53.6674691917	43.5671330217	53.7193417916	55.3540296176	43.7636394355	67.3821476602	60.5965065234	65.0197196361	32.2323601552	65.815424826
38.8779600936	51.5222256168	87.3684685627	60.0691315217	58.2256942217	57.5902538907	44.547747178	33.4321645531	49.2609285848	55.0842861346	40.2670322685	44.0308490914	47.2248013949	56.5782285073	40.9861015957	33.5768196784	48.7517800346	52.8816717768	44.5686961612	52.9588182997	46.7845761608	43.1662272816	43.3780815868	48.4058012645	57.7993795009	43.2479245368	45.536335649	56.8423685747	59.481669426	54.7014736228	46.4980383892	61.3640082684	51.3651373105	48.0686790445	38.146841417	47.2008293486
40.9904079016	57.9583064238	60.0691315217	87.3684685627	47.6807669274	59.7239363914	40.7126829201	52.8717726474	49.4412767207	53.9204001482	50.0896684791	45.6371388224	57.0076916954	66.1319745133	50.3874721117	49.442147146	54.2930483228	52.6196414775	46.6744888928	68.0992627835	51.5324379309	42.3628697756	48.6890269168	39.8043494228	60.6980495597	47.6397660739	52.5311640909	53.7156187496	68.1648195832	52.5088443422	47.9798908095	66.0222732985	49.576593498	50.4887640781	43.3559042822	50.5566145013
55.3101906686	34.5338537589	58.2256942217	47.6807669274	87.3684685627	41.0892770474	39.1816346487	42.3703630434	42.8411447147	45.1817032101	39.3085907519	49.497665913	46.6496760389	35.0815264157	52.22454871	52.5831986986	58.7353542209	56.5117243047	47.4282233699	53.9869613507	50.8551632795	51.4319464061	43.2140514638	44.5254901329	50.8011225343	59.7078378185	40.9399272083	51.0018418487	59.9342191544	48.1113178978	55.5096818419	49.7324954461	49.842776554	41.8754317059	49.1146088684	42.7107515587
34.8602319325	72.6170437592	57.5902538907	59.7239363914	41.0892770474	87.3684685627	51.4255744926	36.8896197368	43.4788418416	56.3280452547	40.6977798264	41.4233558146	45.0601666721	60.6217034951	33.1885704383	31.6194485225	39.3385427147	50.4122556071	43.766750822	61.5982531921	37.9791658272	41.6015575132	36.8218911834	41.3769011853	47.8547078952	28.1012864263	51.1143416441	50.4641636681	54.5780180282	59.1453971909	46.4403976863	68.3029922662	57.087690583	58.9307860103	36.8815934119	56.9009194911
40.2343494265	58.3594142036	44.547747178	40.7126829201	39.1816346487	51.4255744926	87.3684685627	27.770730784	48.3265202181	41.5016811284	41.9190000182	36.4279990299	39.6211714674	42.8538533667	38.730109337	40.2728019272	48.4140886534	59.0000084616	60.5220935301	50.5236510287	43.0189633065	50.6369559312	52.295421197	50.6055621393	44.7826569409	38.1115569703	56.3457414266	34.7797530583	57.8246476291	51.3374537018	53.4049891971	56.6617489406	61.8124294005	71.1712207297	32.3410027503	71.9015056676
42.7841525603	26.1901134402	33.4321645531	52.8717726474	42.3703630434	36.8896197368	27.770730784	87.3684685627	48.418592652	51.2917766258	38.6793538197	44.72492982	44.6488240842	41.7400530792	50.0989513533	48.0384372962	49.3424171366	43.1865023328	30.6612176364	47.887736607	40.4156200054	45.0401993928	32.254922662	38.6733747771	36.3035363468	49.9703987532	34.9001503097	41.0553957988	54.3320677198	37.120874072	58.6559054917	41.9359676281	44.7310641152	32.1528471138	45.5515718987	34.0666793608
53.2355215575	39.7652788623	49.2609285848	49.4412767207	42.8411447147	43.4788418416	48.3265202181	48.418592652	87.3684685627	52.2185065953	51.4898622108	45.24266704	56.1080744302	53.3121477035	50.5217249003	52.3467222465	55.1895733225	40.0332183981	53.3885957263	61.2269453741	49.4862045579	51.5570643252	44.1204392144	58.5826167922	45.4187632513	46.1699777088	59.1404965038	48.9248531152	53.4834169822	51.9912013522	63.8708159954	57.035775142	54.298234915	43.3720544043	46.5063562749	45.732464054
38.887462733	52.6759625039	55.0842861346	53.9204001482	45.1817032101	56.3280452547	41.5016811284	51.2917766258	52.2185065953	87.3684685627	42.8665902832	38.5958875708	44.3720924874	64.2972641134	41.2326844367	36.411569118	49.4582025924	47.2860105951	42.1185193854	57.9991141411	48.3361645592	42.6285254568	39.2160715788	41.4089094114	48.3254773586	44.5499281749	51.6143834587	53.0238663884	52.8386988675	51.8067413268	52.7547973743	65.7325013673	49.6440244548	43.0135708903	30.281869264	50.5683701794
