Tissue	braincortex
N_samples	95
Chr	19
Gene	ENSG00000130255.8
SNP	rs78071140
Gene_list	ENSG00000177600.4	ENSG00000115268.5	ENSG00000140988.11	ENSG00000103363.10	ENSG00000171863.8	ENSG00000130255.8	ENSG00000166441.8	ENSG00000144713.8	ENSG00000105640.8	ENSG00000221983.3	ENSG00000134419.11	ENSG00000137154.8	ENSG00000196683.6	ENSG00000142676.8	ENSG00000198242.9	ENSG00000122026.6	ENSG00000231500.2	ENSG00000124614.9	ENSG00000266964.1	ENSG00000125691.8	ENSG00000108298.5	ENSG00000168028.9	ENSG00000100316.11	ENSG00000105193.4	ENSG00000188846.9	ENSG00000145592.9	ENSG00000131469.8	ENSG00000105372.2	ENSG00000140264.15	ENSG00000142937.7	ENSG00000265681.2	ENSG00000232112.3	ENSG00000063177.8	ENSG00000087086.9	ENSG00000142541.12	ENSG00000142534.2	ENSG00000213741.4	ENSG00000162244.6	ENSG00000123349.9	ENSG00000170889.9	ENSG00000143947.8	ENSG00000108107.8	ENSG00000229117.4	ENSG00000087250.4	ENSG00000125148.6	ENSG00000008988.5	ENSG00000155980.7	ENSG00000168309.12	ENSG00000083845.4	ENSG00000171858.13	ENSG00000133318.9	ENSG00000149806.6	ENSG00000137818.7	ENSG00000172809.8	ENSG00000149273.10	ENSG00000067715.9	ENSG00000138326.14	ENSG00000186468.8	ENSG00000127184.6	ENSG00000167526.9	ENSG00000135940.2	ENSG00000156482.6	ENSG00000114391.8	ENSG00000109475.12	ENSG00000118181.6	ENSG00000136942.10	ENSG00000197958.8	ENSG00000136854.13	ENSG00000152082.9	ENSG00000112306.7	ENSG00000148303.12	ENSG00000104529.13	ENSG00000161016.11	ENSG00000164587.7	ENSG00000182899.10	ENSG00000197756.5	ENSG00000172428.6
Gene expression stats (Y^T * Y): 
87.3684685627	74.5756102197	63.4519321908	48.1372509038	60.5018340054	72.951586699	65.3203929436	66.9378243928	65.7741096674	63.5614836849	59.0309260289	64.4745936653	60.8236211109	66.4048372804	72.9023199376	68.3566724443	62.539265512	62.6010465362	52.6079009228	62.2229346732	72.2880466033	51.001854887	58.3542105122	73.931235652	45.197463721	77.4304615897	64.8840143354	77.4765238949	67.3881445365	61.9781319565	57.4885229647	60.9160009651	62.0791717621	54.4828045204	75.9864731568	69.1764258117	61.1040956821	59.1061509473	56.7868905814	66.0708741567	62.7355098283	70.2738056986	65.6885343476	59.1782214057	47.8635654835	51.3198355076	38.2192241271	52.1535814072	54.5485731772	61.7562482754	-58.4426267228	75.7908058111	79.4921406066	77.5682845955	65.6090450346	-54.8371074089	53.1090173128	62.1311948321	47.3348186835	68.5460376893	48.171431838	64.2059647284	54.6830056461	51.4439421548	55.972251078	67.1423344969	61.8040223799	-54.297113018	47.338245053	60.8175120771	54.0927518667	66.6748486455	71.1367795659	53.7649840818	58.9406939979	60.2051516567	52.6685073311
74.5756102197	87.3684685627	69.013242566	49.0302153589	59.7221535659	77.6826602537	68.0132327634	67.6418498249	77.0320623423	62.6759225194	62.6038201961	65.5989160039	54.1912666054	67.2894954368	69.5795598495	54.9748112962	63.3690913604	72.0856170877	51.0880964405	61.8871808819	71.7301067479	57.3891414642	58.5525591745	78.3175457607	49.625074075	71.0800436395	69.8254640206	79.4919221207	67.7269537508	66.0535627172	61.3822149756	58.7415074508	75.7539255802	62.1117861529	75.5562330658	72.585422821	68.948431364	64.2840929013	60.3268374832	73.0151245346	62.8879044003	78.1114030919	65.6609314477	61.8318365799	50.2904014018	56.6076455405	44.0858795158	54.0780431264	65.4548355812	70.4344516752	-61.6313242054	78.1912152615	79.7312366023	76.3932685713	66.8170057147	-53.556925444	54.3708540527	62.8243907029	43.8917111963	79.8817020769	52.5705168876	64.030383628	59.9784697542	57.1674022548	58.103681294	76.8312728485	59.8112792903	-53.8733938026	59.2452118135	63.9043202473	53.9687732113	61.6294536055	72.9696703511	59.0455535073	62.3953410457	65.7910758893	61.6920907475
63.4519321908	69.013242566	87.3684685627	29.2102391904	57.8759828768	65.9492254729	59.0707872545	61.7190394111	69.0380604781	67.7946134652	59.3353427854	60.122697234	43.4156463011	63.5444235428	59.7934155376	55.1985986679	63.0456460262	65.0654265439	40.6777506077	56.6682579126	65.2017369382	65.1883449335	58.2417751775	71.659161283	49.7224490846	62.2163923699	59.9577829438	74.2150299697	58.4909200087	60.1503379683	58.8086639846	40.3307703613	66.2507031419	58.3646355756	71.346303718	67.0159616102	59.0695422066	60.2042990605	48.6742844701	62.7384553579	55.5850325017	70.1888853214	60.8138860716	49.3899409332	47.4629935422	55.6615235075	41.1519130687	49.0905021955	62.278756425	55.2257193282	-57.16106214	68.1908775702	67.3726459539	64.4586917594	63.3211731228	-50.8895833372	44.4625340917	56.8843019132	31.1818158662	67.5647810206	32.0785639044	56.0728829592	55.7012826829	46.8737908552	48.6106832159	62.6330067173	52.7135197223	-51.209264945	38.7674936083	60.5077965632	61.5576392679	54.1331082551	70.4376147344	52.348843137	50.929816467	53.1541199815	44.773260782
48.1372509038	49.0302153589	29.2102391904	87.3684685627	36.6994545862	56.6221612628	33.7296747211	33.1193876754	41.3817337028	33.9862176056	23.626270398	24.6686271466	39.0156099033	24.8054461192	31.9701601348	36.0146477794	32.4057589109	35.8544003054	36.3489059213	31.8895316732	34.3009216896	23.2347611523	26.1511517948	39.1276090331	25.3300962551	37.4103545223	39.1693652216	41.1965875568	50.9564148708	28.6134896738	25.991129448	49.9052418639	35.4230826746	17.6984545798	40.4657757346	32.771694178	25.7889694465	31.0264283613	33.8243358571	41.0522904464	23.945665945	40.8126512806	37.4564652098	46.9072884663	16.1738860814	15.8979197003	21.6022673398	13.1667522667	36.2458468668	42.6360595168	-34.7640181885	54.0771913728	46.8178992217	41.806877273	25.5892645393	-35.5822619436	24.3122809716	19.7868255236	44.3824192425	39.7311012212	65.4070927609	23.2278681852	30.5300709293	28.8979502737	24.6707219825	43.0240898389	35.4427456533	-34.156720714	59.603847018	17.0944424212	26.9714508822	40.9829372506	48.2130396624	31.0160794966	36.9435463245	25.6394775807	45.6758956068
60.5018340054	59.7221535659	57.8759828768	36.6994545862	87.3684685627	67.574238295	69.1711065608	77.1198223751	63.2364874741	57.8513444488	73.7960302243	72.42184159	56.2798309915	66.3814274746	69.3060770425	45.6444236389	73.983472428	66.5122455666	49.0941762196	73.2205725801	67.7705890437	64.3940480714	65.3927122348	71.1185799417	76.3047132941	69.0698862792	75.6602725688	68.3544958095	57.0769891868	73.6119431404	73.3640631897	57.0325726729	65.7905213657	50.3911158142	66.6666743474	73.5449980003	67.0334053873	64.1883422999	72.3373625588	60.3431005836	69.6570545371	57.1227634702	67.4141659881	50.3391167385	45.3794744429	70.0287372102	65.2698045081	54.089830095	63.3204593475	69.6648140896	-44.2350682902	63.0852322579	63.7626633317	72.6795435057	68.2477815178	-43.6139400445	72.6363858473	66.7109408114	65.0542704574	59.7712312442	35.9401538641	67.3526657213	78.2333346355	71.9446283674	68.2400454212	70.5635779494	63.0229998483	-51.8312947759	35.00100529	60.802255964	66.6521803215	48.8938616494	66.9377533639	58.5414163138	77.5632039495	55.0514541386	55.3847290599
72.951586699	77.6826602537	65.9492254729	56.6221612628	67.574238295	87.3684685627	65.2765216306	68.2959829207	72.6115421162	64.1452570596	61.524766444	61.1209415933	55.7359776089	60.9921061002	68.3944074909	54.0581937201	67.3358467464	70.4447604784	56.287182897	65.332953227	66.4235008141	57.4596322932	60.5514702964	73.7393977834	60.9265817454	69.6981054359	73.3389619738	76.5187213167	64.0012561362	64.7087653121	62.6080795243	64.3071325984	72.1241759006	53.0437121829	71.9484677691	69.7066474171	63.5063671583	63.703560884	60.5363815427	68.9713330019	59.619580668	70.295492761	68.6844184067	66.9868050279	52.5920647757	53.745812487	54.3599245707	54.2675378941	63.087817598	71.6093349577	-59.9969033676	77.5419782574	75.5278681227	76.0698632294	63.9216195868	-55.2297707909	55.6588736224	58.1659696186	57.2480390282	72.7937439047	59.7993169918	58.0819110769	64.2732957779	58.7227590668	57.4581784813	74.8373485753	62.8669385285	-54.9745301521	61.5485626512	55.5847879232	60.013142613	54.6153582018	74.6853312027	60.6103991567	67.6243024682	56.8485970799	65.4049771125
65.3203929436	68.0132327634	59.0707872545	33.7296747211	69.1711065608	65.2765216306	87.3684685627	76.5377775078	68.4759951227	60.2440863396	76.2182204707	78.0619751446	49.5248739656	77.9910848501	73.6587269358	45.8740049115	74.3300516463	74.0354847676	44.137439224	67.0545184619	77.2958807408	63.8507313866	69.0207641024	72.5846710624	61.8880373634	69.2764307483	77.9733774182	72.594403453	58.6176443098	77.9653408979	72.7300575741	55.7691492627	73.9035568878	61.7842193424	71.8693279262	76.4705879884	76.7005065795	67.3839878005	76.2127580604	67.062571194	74.8086680722	70.6568755904	68.1747347545	51.6047290619	44.5203087053	73.0419834905	50.3322416496	57.5761072665	66.5977227457	64.8548415963	-54.408556162	66.3206211531	71.4395867243	72.8758109582	73.0626271699	-46.5942263464	75.3901927704	68.2794026625	51.0971610171	69.2859318387	34.2387064014	79.7635960099	74.5403023025	75.5697164208	75.3766640571	78.7311100273	68.6921453434	-59.037376743	33.1156336805	74.8383327343	64.0158818537	52.3261752792	67.047768858	61.2215100986	74.5614622182	60.2753466113	56.8414764149
66.9378243928	67.6418498249	61.7190394111	33.1193876754	77.1198223751	68.2959829207	76.5377775078	87.3684685627	69.0423369388	67.5072127175	79.2736502133	79.6173294111	59.4126895493	77.4458782105	77.9330138513	53.7504118577	78.2218842084	75.9367297079	47.5458497514	78.3643928995	78.8889925766	71.1991823881	70.7895700886	75.7522049844	72.2239666907	75.5863382922	81.638323348	74.3588766314	57.6948769898	79.8957208726	79.5600976327	57.619642141	74.9169030714	60.5153275842	73.8001591727	80.8360118514	77.7694904812	69.5939254262	79.1469498383	66.1516851382	78.1739602917	71.3218965783	75.8497991381	51.7376327456	43.2623887483	75.6471841036	55.9737267154	60.5860206106	72.6179381562	71.3544650867	-49.3608686383	68.3786764574	69.952641046	78.3715957647	78.6881051515	-49.0617257969	76.4936437406	74.5243127019	59.098699671	68.516336893	32.9955954534	78.919380009	78.9395100058	76.8955803448	73.6140334591	77.1460083485	69.452920227	-57.1688079187	33.6709741819	73.4043880387	73.7043862196	53.9649062571	69.6595630813	68.1529938901	78.6366504742	66.9523374138	59.1187032662
65.7741096674	77.0320623423	69.0380604781	41.3817337028	63.2364874741	72.6115421162	68.4759951227	69.0423369388	87.3684685627	65.3440285548	68.2549860119	67.0950992437	49.8958620513	68.4466631596	67.9555530059	52.3102299557	66.6036315649	73.6019767463	48.0716931614	68.6714207776	68.9043564564	63.4000558782	66.4602137296	77.9485110863	59.0658260406	65.1681617959	70.6823362456	73.5800999556	60.0772960025	69.9766649572	68.4994925082	51.7625770732	76.1981864753	60.9423480945	75.6177694289	73.1394940412	71.0542512653	70.5243705531	58.834285938	69.2315424834	65.7469352341	76.1362017229	70.7429634201	56.4339106677	49.4273527403	64.2030933601	48.5544666433	54.973467214	73.4700839883	70.2206524796	-52.9823800372	74.3880483874	74.1814678888	71.3582975016	69.4304569818	-48.5885783935	61.1447901676	66.147421624	43.6958451209	76.1245307975	37.9944399587	66.608443054	65.1643858417	60.1985944739	59.790181419	73.7654893086	64.0793910907	-48.6510013705	48.7932095696	63.2587612976	63.7132433798	55.5418880132	74.1836283803	58.3972373062	66.3476100365	63.8941481873	59.9734545686
63.5614836849	62.6759225194	67.7946134652	33.9862176056	57.8513444488	64.1452570596	60.2440863396	67.5072127175	65.3440285548	87.3684685627	63.9919290726	61.4279603615	51.512020837	66.9706590161	62.9213083203	51.9095182915	64.1814312806	70.7783348464	29.5216439857	62.8054991017	67.6620886234	65.5471705115	62.3277924952	66.2410518835	55.8046919546	64.5138667914	66.3873505077	64.2089563615	50.2683365915	59.906333232	59.9184435937	41.7700895717	63.2494073743	50.1491018561	65.3615160665	66.9691763593	62.9206773377	62.1250707323	56.0540165291	64.4440526627	64.588487592	68.6202301127	63.600179358	42.6743700873	31.5024798893	60.7576897963	39.7860685888	39.7318278288	69.2734816768	58.1281231424	-39.5895451911	65.8310321023	60.487236546	64.3013889969	67.3113157123	-37.8943261539	52.9445690578	64.2927635924	43.675958115	63.9204582786	35.5859920146	58.5366753962	58.7189794147	54.9111511755	54.5434227631	63.481588493	66.6131399423	-42.5338737933	41.7296015653	65.3892092561	66.1289129484	51.0015006606	68.371744279	57.6622903249	61.1509392946	60.4345387594	48.7479179831
