Tissue	braincortex
N_samples	95
Chr	12
Gene	ENSG00000057294.9
SNP	rs7954027
Gene_list	ENSG00000096696.9	ENSG00000151655.13	ENSG00000173068.13	ENSG00000160111.8	ENSG00000117122.9	ENSG00000105641.3	ENSG00000143867.5	ENSG00000165474.5	ENSG00000099937.6	ENSG00000168079.12	ENSG00000046604.8	ENSG00000057294.9	ENSG00000151388.6	ENSG00000159212.8	ENSG00000079215.9	ENSG00000138061.7	ENSG00000167644.7	ENSG00000052850.5	ENSG00000163817.11	ENSG00000173585.11	ENSG00000186564.5	ENSG00000108821.9	ENSG00000167748.6	ENSG00000168229.3	ENSG00000128052.8	ENSG00000177363.4	ENSG00000197901.7	ENSG00000149452.11	ENSG00000116678.14	ENSG00000108950.7	ENSG00000137868.14	ENSG00000122420.5	ENSG00000103888.11	ENSG00000055732.8	ENSG00000152779.12	ENSG00000183098.6	ENSG00000164692.13	ENSG00000106809.6	ENSG00000127083.7	ENSG00000106823.8	ENSG00000117519.11	ENSG00000162692.6	ENSG00000115616.2	ENSG00000002745.8	ENSG00000121898.8	ENSG00000164707.11	ENSG00000189320.4	ENSG00000146477.4	ENSG00000109472.9	ENSG00000162998.4	ENSG00000116690.7	ENSG00000122176.10	ENSG00000163359.11	ENSG00000115648.9
Gene expression stats (Y^T * Y): 
87.3684685627	58.0143889592	63.517639558	57.4291194594	67.6612466187	72.3571905236	74.0164537235	72.4897288724	73.4372126161	65.507821221	76.5669489666	72.4990586552	59.0697324572	72.1182377823	-50.0662472736	56.431772896	70.7711479178	61.5699651264	73.1256537231	57.5786149564	65.1660982362	57.3199983926	59.8816191043	66.3620954039	64.15579793	63.3348341136	62.1911958986	71.9657242283	57.7105629528	71.2473917131	69.286065229	59.7414521047	54.0682858774	54.8559242824	68.3340283005	56.58532102	58.7999271215	68.7178153226	64.7965854118	71.8235636745	-50.4634212972	61.7984476357	70.8872292482	59.6631483318	56.0732100499	60.7288172673	58.8381102317	58.8470441031	-47.1535939869	63.3120074216	62.8764301725	73.2780358367	64.0272471139	60.6223969763
58.0143889592	87.3684685627	63.5981591711	52.7299028645	63.4482324967	49.8140218786	65.1075695715	50.6151797767	49.9941252434	61.0620994011	56.9450020953	54.3474020395	50.1587539476	60.312085154	-35.6438175804	68.7497990212	59.3025003749	64.1949398907	57.7784186068	38.4876054415	65.2260865638	56.6150331992	42.6882054043	68.547094095	45.7316736101	60.3009147182	54.7349220373	49.1865319136	54.0094597581	63.3286949946	60.4952632452	51.7569137488	53.0571723695	50.4800989864	58.4963496183	54.9909710832	60.936070311	51.1120429655	51.7735593117	64.8482358586	-25.969173946	60.7762468669	52.4760106959	45.3008933146	48.4178234917	41.9171238281	37.7655890313	47.2932080407	-36.3865628378	62.9465966612	53.0781231556	60.476692243	52.3442008524	44.3619365166
63.517639558	63.5981591711	87.3684685627	50.8488550581	57.9019768765	60.4728976824	66.0028891018	57.7860644558	58.3432404547	60.0916500177	65.2402027318	58.4850306707	57.2296697908	65.6043838807	-42.3196829503	58.3800870564	50.4380776358	55.4627198976	66.7356175867	43.5819712656	61.6493431648	52.197447817	48.9522264692	61.0584788613	54.0070976498	61.5924648688	60.312991318	58.2546267635	57.8972381648	60.8547717892	62.9002506563	57.4683375845	56.56393936	47.5628793742	65.5633301358	56.337350615	57.1187434158	58.4926631622	56.1852034345	62.4697616491	-37.0649863707	58.8988807055	64.7005187242	53.5764909942	51.2402818384	51.4885765861	44.1430131632	47.9858657449	-40.1943208374	61.3875715529	56.8278087575	60.0135608673	53.4304718584	47.8407603311
57.4291194594	52.7299028645	50.8488550581	87.3684685627	49.9128754724	53.7638593138	63.544890343	57.890379567	53.4869233008	49.8663165818	60.0932812839	55.3812928775	49.1119360699	53.3596353006	-34.1244699154	49.8357200582	52.4755729605	53.8718929846	56.9995919091	44.211453209	57.5057162043	47.7786466231	42.5090488301	55.5433678037	43.8405860429	56.5310422079	43.3950599854	54.0408120336	45.43347054	54.9078676285	60.0008506946	45.4055415587	42.6575453005	49.6361897255	52.4128649123	49.4386236984	50.5262146491	54.3987760184	50.295773413	56.4535979215	-34.2960261903	50.6428061534	55.1191180572	40.4605144182	62.3980441008	48.4857622789	41.4183907239	43.6545090506	-33.3158236159	52.2903506245	50.0835154731	62.0299595281	50.3520701959	41.0947816437
67.6612466187	63.4482324967	57.9019768765	49.9128754724	87.3684685627	61.9125396374	71.452866625	62.0681835286	62.2385856878	67.0642143582	68.8477367112	63.0174620483	55.575038159	65.0132426035	-38.2488955171	52.017952197	66.7109799687	65.0295780424	65.5480609624	49.0363112145	66.2895301783	61.9319861175	55.4890284567	66.9988784924	54.3888049626	62.6606855882	56.3942823871	60.1514887549	53.2454513505	69.7060185232	68.2625786291	53.0801737942	48.2880834997	51.9612767864	62.8330801037	54.2279967238	57.8861244571	55.7112487519	55.3096916732	64.5418483392	-38.891263698	61.6185080849	66.9197909111	52.8824137371	49.8776125729	49.0406472046	51.6565885086	53.8738788959	-38.8918035572	63.1565741367	55.4912224334	67.7624682451	61.2860507119	59.5860640048
72.3571905236	49.8140218786	60.4728976824	53.7638593138	61.9125396374	87.3684685627	71.8153914375	71.6521870096	86.331812797	55.2752638947	77.3893250199	72.4688434511	63.541471134	72.0021598722	-59.0005485198	51.5525000428	55.4641337095	49.501209919	80.9274028901	55.5271292101	60.9581026826	53.3999414981	52.5670846937	55.9036450274	74.0195888644	61.6295225157	69.9943030027	84.1398853004	45.6054121848	70.1647882563	71.1659322448	73.4089115942	55.065226683	49.8572331833	73.4275630955	50.0093788002	54.4741239226	73.9245059863	64.4561716624	69.9428543634	-59.3418672911	62.4774602734	70.891058934	55.1964360971	52.0751565644	70.7722052105	59.57705547	50.0192432152	-56.7742618858	59.1371215377	64.7160495813	76.8304152572	59.4341408132	59.6484177922
74.0164537235	65.1075695715	66.0028891018	63.544890343	71.452866625	71.8153914375	87.3684685627	72.8157281056	71.7708959247	72.9875622232	75.5295307623	67.7386017022	62.9620326644	70.7998548049	-46.9768483194	57.7669865905	68.0030314954	69.9980385005	74.8788518597	53.1721486598	72.3688815991	62.7558739439	53.6535964135	72.9107308211	64.5724649568	70.1594521982	63.6970765794	69.8782869082	60.4300810961	72.1539770594	75.3302898726	61.2618186351	53.9169045804	57.0980094435	70.4803411104	63.3225235686	62.6278231106	64.9583298815	68.2204403014	74.7516035573	-49.9701698889	68.2754220002	70.2849277887	56.1168722906	60.6708136859	55.6569709521	54.9131061778	55.3882498971	-46.1390809455	66.5765661887	63.6637537681	77.2428444925	63.9782195277	61.0554393142
72.4897288724	50.6151797767	57.7860644558	57.890379567	62.0681835286	71.6521870096	72.8157281056	87.3684685627	72.3042978848	62.7049192639	71.5080060095	65.4409573859	55.0312341595	64.9522343951	-41.0013137802	47.0425365778	61.2285993225	57.3659581802	70.6678464414	49.9960286193	58.7668339627	47.4586593973	53.7258040968	61.9682691368	57.7180816071	60.8143714045	55.1073915668	70.5290001456	51.4458175565	66.1135709363	67.8729219228	57.8272194619	45.8114902003	48.9808168335	59.266078823	53.4631088367	51.5388956976	65.4310735347	56.4477506523	65.1765049507	-51.2335780791	56.1046102545	66.4602646204	55.2046812515	55.5710094685	58.8423320018	49.6615319492	44.146671077	-43.5402522307	56.5249673581	64.596051762	69.7192719224	57.2109253294	51.31482343
73.4372126161	49.9941252434	58.3432404547	53.4869233008	62.2385856878	86.331812797	71.7708959247	72.3042978848	87.3684685627	54.9637113922	77.4863334911	73.9186881217	62.2243596516	71.187013459	-61.259856883	51.0426312901	56.605746933	48.5305868545	80.8479638326	56.5993921727	60.5205781843	54.5586434861	52.7710366569	55.4704609986	74.0289819481	61.3445540193	69.784990169	85.6290935043	45.7094845767	71.9804404891	71.5233437919	73.6982888649	55.937091505	50.1435664993	72.2715930993	50.9748467334	55.778294333	76.1276214609	65.3328710884	70.0117901986	-60.9505881269	64.0847658694	71.0946243751	53.8825104927	52.0384249756	73.5850712469	59.9773857209	49.8626841018	-58.6421415966	59.7604407919	66.1719992385	77.7920989027	60.1368417746	61.1287528217
65.507821221	61.0620994011	60.0916500177	49.8663165818	67.0642143582	55.2752638947	72.9875622232	62.7049192639	54.9637113922	87.3684685627	66.9274681289	56.4586610826	55.7402076287	67.0146552894	-32.5291075149	55.526237177	69.5924534214	71.057677033	58.6371646112	45.1089399356	66.0753873614	56.2129252788	54.0936882426	76.7897708154	50.1041252881	63.5031070693	48.5172535679	52.3350378078	56.0891426136	62.4801770573	67.1757081587	48.6927766833	44.7346504906	56.0709314245	58.0357881299	62.1652575352	56.7057135727	49.9728289526	49.9046902412	61.3598787565	-33.192705862	54.4200603565	63.9511555132	54.1793690283	56.3612172678	38.5046876672	42.8628274814	52.29345471	-35.4588659878	57.5465142856	58.0741741788	63.1486580415	60.1935801004	50.5461395344
