Tissue	braincortex
N_samples	95
Chr	19
Gene	ENSG00000167613.11
SNP	rs2112821
Gene_list	ENSG00000105246.5	ENSG00000112799.4	ENSG00000125730.12	ENSG00000184574.5	ENSG00000111679.12	ENSG00000172243.13	ENSG00000104903.4	ENSG00000130300.4	ENSG00000173372.12	ENSG00000159189.7	ENSG00000077420.11	ENSG00000169403.7	ENSG00000101336.8	ENSG00000162511.7	ENSG00000103490.13	ENSG00000132965.5	ENSG00000204482.6	ENSG00000204472.8	ENSG00000213654.5	ENSG00000011600.7	ENSG00000146192.10	ENSG00000100055.16	ENSG00000171777.11	ENSG00000082074.11	ENSG00000168329.9	ENSG00000161911.7	ENSG00000095970.12	ENSG00000163823.3	ENSG00000160255.12	ENSG00000108798.4	ENSG00000066336.7	ENSG00000104894.7	ENSG00000185811.12	ENSG00000129450.4	ENSG00000110934.6	ENSG00000142512.10	ENSG00000105366.11	ENSG00000254415.3	ENSG00000171051.4	ENSG00000167613.11	ENSG00000239998.1	ENSG00000104974.6	ENSG00000104972.10	ENSG00000186818.8	ENSG00000086730.12	ENSG00000129667.8	ENSG00000165025.10	ENSG00000157303.6	ENSG00000095585.12	ENSG00000166428.8	ENSG00000183160.8	ENSG00000110876.8	ENSG00000198019.8	ENSG00000095303.10	ENSG00000128604.14	ENSG00000170458.9	ENSG00000182578.9	ENSG00000150337.9	ENSG00000186517.9	ENSG00000158869.6	ENSG00000073737.12
Gene expression stats (Y^T * Y): 
87.3684685627	48.4320233878	36.625884631	48.4697685349	48.1895562638	46.3774974392	43.1065554699	37.9515924317	43.689132028	39.7000322903	41.7042492612	47.4580469468	54.3126180669	33.6240389309	38.46017561	36.8840365234	40.7212394619	37.4109227262	44.4715923082	39.6380748709	50.6028090703	46.2286001268	37.2628671013	42.9929234911	45.4079795759	49.2640243028	44.5177397417	35.8009159437	42.4224205584	42.8477250036	44.999425736	34.88871101	37.1445265256	35.2701392229	40.3041142887	55.3395847425	43.76339484	43.3943268397	39.2286235899	56.6964579797	33.9008940485	42.2539074258	47.938105314	48.8447116116	41.4738809286	47.687953296	43.1910225915	43.5281612493	40.8088703169	49.4139645116	50.2661248457	42.1229323744	49.5822381324	42.1738517754	45.9913809142	38.6742849297	44.5991517328	60.1517770541	36.3686327209	39.5216616421	40.9222574603
48.4320233878	87.3684685627	52.3360425344	62.9314126349	54.5608233943	61.1205520313	50.5631510766	38.2874867393	55.3563337454	53.5164312606	63.6438844934	62.6937119522	62.2404841732	59.7718121746	44.82663229	45.5620649807	59.1316580688	60.3195932543	50.8854906464	60.2708917561	66.1755627662	57.6050805511	54.228388318	61.1608364619	69.8937661313	54.1795531237	61.9354492257	53.2661761473	58.1851434433	52.31316198	55.651852745	57.5296796128	63.2388662821	37.8411855181	67.7969621011	59.1731913427	61.2319181241	36.2538661545	40.2277231113	62.9673597587	58.7942289875	54.3267275758	49.5334545691	53.5981058748	58.5742785658	50.8712408352	62.5258764282	64.2220793982	61.4392793011	54.0913312511	60.2943694251	61.9921974906	56.0289208236	41.6921215236	51.5007032712	40.6339201595	66.0068680494	64.5156991488	47.4029696329	47.7488358422	58.2895445031
36.625884631	52.3360425344	87.3684685627	54.1734500341	54.9169987428	37.7738756995	47.5705377645	41.4663880388	74.1514859239	76.008405594	56.2855893237	51.0648212651	47.451689999	53.4904780101	44.6396297811	45.7454393727	51.3161665413	70.0220144732	48.3342472132	67.1930254699	53.588342941	44.6318875611	46.3202703572	35.2713551398	58.5020594059	43.3962297861	53.6768530698	43.2755375168	59.0464779478	46.4956993735	55.5414823927	57.7235772076	46.4043267411	28.1983928826	51.9424494706	52.7115585022	43.5270919563	41.5738256828	28.1338946849	52.4389909884	37.4414378089	44.2197487252	51.2975878766	48.5662960986	46.1131840255	60.7757269084	48.1828913556	48.2820639883	47.2552226641	54.1476789248	46.6934655906	51.6519308843	37.4587478282	36.9253754005	40.9105117905	39.1424958264	63.4934678409	45.4724776255	43.3605144865	56.9623043726	43.1710296887
48.4697685349	62.9314126349	54.1734500341	87.3684685627	58.2276852525	52.8048687798	59.1633298258	53.7356300112	55.4242437524	50.9960365144	70.1322096123	69.3879159047	47.9992991638	55.2106631102	57.8922391244	48.6910041855	56.2820453558	57.2043400467	54.5738443641	59.6793127445	65.0950234524	49.7509811117	59.3513260822	39.4766399349	73.0888221838	56.0015614391	66.5024034154	54.3395062921	58.3753427063	57.8501066268	58.7420693864	63.1830757186	52.7512537912	36.0483856458	64.8958224189	62.339292798	68.9668719515	40.4484364364	25.9497923298	56.8571026496	50.0252282936	50.9968879139	57.7057273702	59.9381103739	56.7378191468	53.2405574521	62.8539467242	65.8548277122	63.4131791624	65.5332737112	70.7515701024	67.5011404108	43.1581892108	54.4264836063	53.679609289	39.4998963686	67.0345881969	50.9152882081	56.7749868653	46.2656056925	56.2945046605
48.1895562638	54.5608233943	54.9169987428	58.2276852525	87.3684685627	48.514099659	53.7455685706	57.2392590797	52.7994922626	46.0205282737	59.6795369353	56.0389003691	61.2724537392	47.6380971007	61.311375638	47.461012273	54.8422811525	53.2398985263	56.8537903425	57.4873463667	55.809432732	55.3234981846	64.7597914496	42.1506391581	56.6764952719	62.0883282886	57.1784330114	45.6523824036	56.6906995344	52.6637545829	68.3270801663	53.6265284405	48.9937836473	44.1178657376	57.9700604485	55.0015146861	51.4935162689	47.2451963002	34.1579279961	62.3177767199	47.3292693236	61.8187675744	56.504829739	61.4412153216	51.2313313049	54.8355968688	54.3207857624	51.1885794119	43.257111421	46.8387846916	55.1229447142	50.1676325085	50.1820946321	52.0846717271	55.6773125823	46.223699896	59.4448173494	54.9660371977	57.9508313503	50.3638779767	47.9294597629
46.3774974392	61.1205520313	37.7738756995	52.8048687798	48.514099659	87.3684685627	42.9841109054	27.8732550163	36.8452880092	36.0825479146	49.4052733036	49.8003306456	40.8771369542	41.1305511947	46.8440318349	34.7034926135	54.3291706996	40.049809684	46.8619670414	48.4784781253	57.1550920557	39.8260101598	42.5115225706	45.9101966331	55.7216952818	55.5203172804	54.5530336412	34.9251497217	40.521017192	37.7628882783	41.5147596347	54.224673094	51.1065935788	21.2626695802	56.2696769613	50.6035019419	61.0750426197	32.1050207834	20.0684517639	55.064363395	47.4139040543	47.4271343993	37.0457099654	48.479579148	42.653536023	38.4666796114	50.1812123718	62.496707343	56.4038049951	49.4477883209	51.1923454431	57.8676471045	38.4540910814	41.3296484064	53.958236266	33.2962378825	56.4708921444	44.8692070321	35.5473321738	34.8384056473	49.7459002137
43.1065554699	50.5631510766	47.5705377645	59.1633298258	53.7455685706	42.9841109054	87.3684685627	45.351020648	49.5372636997	45.4890824726	59.6468015184	57.1538993945	48.2490508752	47.2678431139	54.9688923059	41.488068047	49.6195517465	55.5870701487	48.8057644867	48.6645378421	52.3717424822	48.1964793161	47.7164312641	44.4592767169	61.4483429314	52.8475378693	54.5614102787	55.4076791343	54.6749950111	54.997834281	51.570853447	50.5044014167	48.3069884761	41.7145408633	59.5554023324	52.0882514078	46.3259412666	41.5521180497	18.8924653458	56.3299286524	47.2400992427	58.4458973755	49.9468342123	46.3119802572	51.8915731864	45.7546885953	53.6283988941	60.2308220495	53.6567167026	47.5474146146	48.3113535525	52.6399795642	48.0416747373	49.7899011017	51.818941233	39.4248517737	56.325033678	43.779489288	51.1081074018	48.2068158744	43.5401741731
37.9515924317	38.2874867393	41.4663880388	53.7356300112	57.2392590797	27.8732550163	45.351020648	87.3684685627	42.5437915884	35.2128998868	57.570785873	61.9293469256	39.9867502319	49.7968306933	53.1005461398	51.997040163	40.49942651	41.2396378024	52.6881498291	48.4881715442	44.2859551651	49.514262224	56.0490967382	29.4686118509	51.2173047595	53.7618757728	56.3004161468	45.3612528228	46.4156871983	42.3045023516	56.4131832927	48.4079479964	35.1562318043	33.2852944272	50.288485427	46.4989156043	47.3003092529	41.4931901418	26.5791884551	53.0298047855	44.9408666058	47.9139930473	48.8653336712	57.8051326382	45.1550579422	49.5876076652	54.5849291331	41.2070992359	38.1818962679	49.492401643	60.4086678395	52.3106945781	28.1254555731	58.398110928	49.7636850374	41.5151383447	52.1932165901	37.1478472337	61.4162116432	41.7634090748	45.357893057
43.689132028	55.3563337454	74.1514859239	55.4242437524	52.7994922626	36.8452880092	49.5372636997	42.5437915884	87.3684685627	80.4014349636	61.3285485252	57.4387757175	53.8459836844	64.7627594192	52.2772064291	61.4363739264	48.7955472558	75.846183044	52.043065196	71.9711774602	59.796045945	47.1418508669	46.6526716854	40.9388965979	53.4272056587	43.1592801764	59.1426139057	47.5793057712	65.5386897537	58.2299425794	61.4731452895	63.7219040412	46.8683111883	34.2547219814	51.2937387861	54.2852358018	50.0115769243	46.5712412003	38.6486977547	60.3884747065	43.3044461004	45.8780690564	52.7990294624	55.5226227802	54.3007192057	65.1970927954	54.0255542895	45.8444224775	45.5182154693	48.7410446237	52.5390824252	54.1463777367	36.2318530083	45.1207672083	45.7994618949	54.3405484092	69.0071540192	51.1057346164	47.0503028673	63.1553144073	48.8660291625
39.7000322903	53.5164312606	76.008405594	50.9960365144	46.0205282737	36.0825479146	45.4890824726	35.2128998868	80.4014349636	87.3684685627	54.7201281537	52.7262283222	47.7218545753	59.9142172875	44.8153902211	55.738208955	48.1204141912	71.6503689789	42.4469309403	67.5214122105	52.2591982596	38.3901466873	41.060152413	40.1510053993	49.9478252432	37.8047027601	55.1088237088	42.110355975	63.3701086658	49.6469668863	54.6772980641	54.9353665494	41.2685603329	36.075711259	48.1790818622	53.6259227791	47.1575239894	38.7461495105	37.3258927856	54.1659176407	40.4633790677	42.4043277406	47.5316669455	45.3015873241	50.3688909644	57.2382350241	50.5467292124	40.7029280849	42.592506172	46.301456529	48.1036513424	46.8822920171	34.9217888166	37.616031619	39.4186668094	47.7164150094	61.0334592945	52.2854675276	41.0067453554	64.223449421	40.2893989113
