Tissue	braincortex
N_samples	95
Chr	15
Gene	ENSG00000103888.11
SNP	rs12439898
Gene_list	ENSG00000167244.13	ENSG00000096696.9	ENSG00000151655.13	ENSG00000173068.13	ENSG00000105641.3	ENSG00000143867.5	ENSG00000099937.6	ENSG00000046604.8	ENSG00000057294.9	ENSG00000159212.8	ENSG00000138061.7	ENSG00000163817.11	ENSG00000128052.8	ENSG00000149452.11	ENSG00000108950.7	ENSG00000137868.14	ENSG00000103888.11	ENSG00000152779.12	ENSG00000164692.13	ENSG00000106809.6	ENSG00000106823.8	ENSG00000162692.6	ENSG00000164707.11	ENSG00000112419.10	ENSG00000162998.4	ENSG00000122176.10
Gene expression stats (Y^T * Y): 
87.3684685627	53.1711398734	57.8004325071	59.781089595	53.2623458829	57.6886063181	52.0032305157	57.1291846485	48.4800204299	57.837623706	56.7418151095	56.8413906903	49.0548596225	52.8970312059	58.4099803578	53.4420875033	53.7967379036	63.2228020617	63.979206984	55.0298019971	64.8604720048	56.4661518601	48.7559710045	46.7999661705	68.3027629811	59.5345292418
53.1711398734	87.3684685627	58.0143889592	63.517639558	72.3571905236	74.0164537235	73.4372126161	76.5669489666	72.4990586552	72.1182377823	56.431772896	73.1256537231	64.15579793	71.9657242283	71.2473917131	69.286065229	54.0682858774	68.3340283005	58.7999271215	68.7178153226	71.8235636745	61.7984476357	60.7288172673	51.8396319001	63.3120074216	73.2780358367
57.8004325071	58.0143889592	87.3684685627	63.5981591711	49.8140218786	65.1075695715	49.9941252434	56.9450020953	54.3474020395	60.312085154	68.7497990212	57.7784186068	45.7316736101	49.1865319136	63.3286949946	60.4952632452	53.0571723695	58.4963496183	60.936070311	51.1120429655	64.8482358586	60.7762468669	41.9171238281	47.1925318833	62.9465966612	60.476692243
59.781089595	63.517639558	63.5981591711	87.3684685627	60.4728976824	66.0028891018	58.3432404547	65.2402027318	58.4850306707	65.6043838807	58.3800870564	66.7356175867	54.0070976498	58.2546267635	60.8547717892	62.9002506563	56.56393936	65.5633301358	57.1187434158	58.4926631622	62.4697616491	58.8988807055	51.4885765861	46.598564011	61.3875715529	60.0135608673
53.2623458829	72.3571905236	49.8140218786	60.4728976824	87.3684685627	71.8153914375	86.331812797	77.3893250199	72.4688434511	72.0021598722	51.5525000428	80.9274028901	74.0195888644	84.1398853004	70.1647882563	71.1659322448	55.065226683	73.4275630955	54.4741239226	73.9245059863	69.9428543634	62.4774602734	70.7722052105	54.6163252511	59.1371215377	76.8304152572
57.6886063181	74.0164537235	65.1075695715	66.0028891018	71.8153914375	87.3684685627	71.7708959247	75.5295307623	67.7386017022	70.7998548049	57.7669865905	74.8788518597	64.5724649568	69.8782869082	72.1539770594	75.3302898726	53.9169045804	70.4803411104	62.6278231106	64.9583298815	74.7516035573	68.2754220002	55.6569709521	55.9471055508	66.5765661887	77.2428444925
52.0032305157	73.4372126161	49.9941252434	58.3432404547	86.331812797	71.7708959247	87.3684685627	77.4863334911	73.9186881217	71.187013459	51.0426312901	80.8479638326	74.0289819481	85.6290935043	71.9804404891	71.5233437919	55.937091505	72.2715930993	55.778294333	76.1276214609	70.0117901986	64.0847658694	73.5850712469	55.4296625815	59.7604407919	77.7920989027
57.1291846485	76.5669489666	56.9450020953	65.2402027318	77.3893250199	75.5295307623	77.4863334911	87.3684685627	74.4634340155	76.9806197238	54.3006238004	76.2311776526	67.3160021164	76.3975028304	73.9589357016	75.8359645951	55.2713419734	73.3521460705	61.6491928699	70.8331421889	74.4506718113	66.5469913272	63.3795934204	59.847458167	66.2080840626	77.5200607346
48.4800204299	72.4990586552	54.3474020395	58.4850306707	72.4688434511	67.7386017022	73.9186881217	74.4634340155	87.3684685627	66.7537259352	54.4531058812	70.6588556447	61.4601539939	74.2734582382	71.7817595536	67.1115785602	55.703786482	64.9365061163	55.5207117208	70.1519656883	69.1088235875	61.0961693438	64.9835441777	52.3416231024	59.5620016009	71.1845634339
57.837623706	72.1182377823	60.312085154	65.6043838807	72.0021598722	70.7998548049	71.187013459	76.9806197238	66.7537259352	87.3684685627	58.6969265676	70.3436770322	62.8704920828	69.4319915435	69.1092519417	69.4580104446	53.4945282456	69.8356141769	61.8302762296	65.2099632806	69.306352329	62.5271814979	58.3782312954	58.5738027142	64.2141693574	73.1448507137
56.7418151095	56.431772896	68.7497990212	58.3800870564	51.5525000428	57.7669865905	51.0426312901	54.3006238004	54.4531058812	58.6969265676	87.3684685627	56.1930417547	42.4914976723	51.1452194614	62.6137224589	57.8896226683	54.6044032424	54.2669868454	58.7685789487	53.5314428232	57.5082605884	52.6548542336	46.640449197	42.9407279735	57.883137073	58.8182518535
56.8413906903	73.1256537231	57.7784186068	66.7356175867	80.9274028901	74.8788518597	80.8479638326	76.2311776526	70.6588556447	70.3436770322	56.1930417547	87.3684685627	73.0007460738	81.0104532768	73.642937464	73.519545424	58.917226871	74.3480384205	62.3612792094	77.3203908214	72.4058126005	69.0516953616	72.5484132178	56.2812505569	64.522322228	78.9949646834
49.0548596225	64.15579793	45.7316736101	54.0070976498	74.0195888644	64.5724649568	74.0289819481	67.3160021164	61.4601539939	62.8704920828	42.4914976723	73.0007460738	87.3684685627	73.5054196344	58.9193942075	62.3273377673	55.0348967056	69.575736372	52.8178931046	66.3314395225	65.9495250901	57.8245370856	64.3106886808	52.6483947914	55.7030409749	70.2252190768
