Tissue	braincortex
N_samples	95
Chr	20
Gene	ENSG00000149488.11
SNP	rs6084135
Gene_list	ENSG00000161992.5	ENSG00000149488.11	ENSG00000005001.5	ENSG00000175920.11	ENSG00000078900.10	ENSG00000185652.7	ENSG00000187017.10	ENSG00000157150.4	ENSG00000166828.2	ENSG00000117602.7	ENSG00000079689.9	ENSG00000142765.13	ENSG00000159023.14	ENSG00000177238.9	ENSG00000106341.6	ENSG00000132130.7	ENSG00000149639.10	ENSG00000180660.6	ENSG00000181392.10	ENSG00000112139.10	ENSG00000161647.14	ENSG00000157570.7	ENSG00000189120.3	ENSG00000140795.8	ENSG00000136141.10	ENSG00000169174.9	ENSG00000151812.10	ENSG00000132849.14	ENSG00000196132.7	ENSG00000171219.8	ENSG00000143995.15	ENSG00000165215.5	ENSG00000140506.12	ENSG00000169758.8	ENSG00000080644.11	ENSG00000169330.4	ENSG00000172349.12	ENSG00000185477.4	ENSG00000152208.7	ENSG00000110723.7	ENSG00000110887.3	ENSG00000109943.4	ENSG00000135549.10	ENSG00000204001.5	ENSG00000174827.9	ENSG00000174963.13	ENSG00000086570.8	ENSG00000143365.12	ENSG00000157212.14	ENSG00000164778.4	ENSG00000146910.7	ENSG00000135083.10	ENSG00000243284.1	ENSG00000145863.6	ENSG00000168843.9	ENSG00000162992.3	ENSG00000155760.1	ENSG00000117595.6
Gene expression stats (Y^T * Y): 
87.3684685627	75.4827749745	61.78987047	63.0644391169	69.1739620971	60.0019903062	64.4530892783	66.8892381613	63.9017582671	77.658263816	70.8132361644	82.1142434805	61.777111613	62.403807448	73.0789693066	84.9674830394	67.0674184114	82.0703290034	61.8265605748	64.9285576298	71.2437758737	58.8983753979	64.6721786227	74.7352082974	62.0530198387	80.1094502987	59.9322429466	68.1932381232	62.8984686547	83.2602211103	57.4960691325	66.7325531646	82.1599818407	63.037282489	57.1299466049	67.0766557113	79.5689616266	66.752384409	68.0471058102	75.5902169994	81.5494495446	86.2851105489	78.1251138308	73.8137465509	57.3339804264	74.9101134854	80.300851107	68.9933902073	57.4779404754	83.7971465334	76.5675328305	72.7022929169	62.9491837502	81.8542403623	62.2799896925	71.9048096338	68.0753087265	63.7336849555
75.4827749745	87.3684685627	59.1471474292	57.3633675418	64.6216117576	59.3021079195	53.3108709692	61.4531035017	62.768121247	73.3474258714	62.7082573257	73.0858127618	52.4827470285	61.9320225658	64.7735538874	77.0768146248	65.2312457117	75.6073526669	56.7209978652	55.5093514606	63.2351030664	54.4922383941	59.2632130088	70.0328209042	58.9465291295	69.9118989621	54.7590284226	61.4312933075	56.1135381886	74.2377149451	56.086372857	59.6495201424	74.3550221979	58.9328641884	53.9849247434	56.5313384329	67.6484279897	59.3512991121	68.9952581735	69.7284562404	73.2435137507	76.5889779351	64.1936696133	65.2447678762	54.3197094939	64.4210825318	64.9170096141	63.9889320901	56.4189780819	77.3498815488	70.6657436701	66.1981129984	62.3425792672	69.7743995396	57.2408416183	64.6152755946	65.8276384825	57.9737562319
61.78987047	59.1471474292	87.3684685627	54.9317014332	53.6592850153	45.4229306407	44.8560615477	46.5972200847	53.5899129442	59.251314393	52.4098054013	57.2644602174	46.5204862829	48.2005454848	54.6107951559	61.9074159829	50.8786857626	62.4956975282	54.0202608431	46.9291522225	50.8995981681	41.1641848748	47.7177841064	58.9126765214	39.4796362509	59.9255560533	46.1040209286	46.2753885503	50.1178111945	63.0224855118	52.5186422836	58.7258969098	62.8639291486	52.0667058723	51.5445677716	48.017393092	57.9287825568	55.6094131117	48.4108525713	56.3142041257	62.8528908695	63.3490964171	53.7651209881	56.6286457408	42.4857595386	45.5812255775	52.5277553921	55.8791348988	44.5273842582	63.5806742276	57.1320049624	54.592724136	46.103135648	53.9471672468	50.7147143878	55.6519330259	52.9934377974	46.1174765592
63.0644391169	57.3633675418	54.9317014332	87.3684685627	54.4576312431	42.8642907014	45.4167667388	49.9664467785	52.1680238279	57.4367465426	53.1514783299	62.5182710846	57.2519940222	44.0419858149	56.8882363521	64.3652070747	54.1604325257	63.761851027	49.3367848185	50.5781294108	46.9891107297	41.6336299643	54.4427221005	59.8481938986	40.2065116629	63.6600640304	45.7354975765	54.4387799074	48.0509966395	64.2800288712	41.3906731956	47.6864356531	61.6435053154	49.0286897218	47.631494675	52.9581122229	57.7185248811	55.0590395062	49.7094739539	60.0983992183	60.92966648	63.5700279523	52.8026706884	54.5350392184	54.2177128087	56.7112134362	55.3911828972	55.088962302	49.3095523251	63.4760607711	56.0367589639	54.7552610297	47.6693929458	59.8552212548	46.3175346374	50.3224567347	56.8178840943	53.8144350635
69.1739620971	64.6216117576	53.6592850153	54.4576312431	87.3684685627	54.9799103171	58.7371358348	52.0429608736	55.8479010112	62.4080628657	60.5080696633	69.4454705408	51.939358194	53.7924917236	63.7483082801	70.7329480439	53.8166224577	68.8067266091	58.5526329831	57.5321952069	62.3787542882	51.2327132363	55.9760797681	61.664661384	49.4873274552	68.355718285	54.8854081727	54.5415794382	58.5001510127	70.2825063272	52.4766178765	57.8440718143	67.5159527612	58.5373418175	49.8424750134	57.4335523765	68.0190844114	57.2629725864	66.7961378822	69.6955818898	71.6179123452	70.6148588535	57.4442995679	61.4037483209	48.3978670588	57.6637388201	58.6690707211	65.9698003276	54.0448211851	70.890848828	64.7749600544	59.8175389951	50.6846204032	61.8345247755	60.7555731915	56.839585085	57.6597008818	49.0627567299
60.0019903062	59.3021079195	45.4229306407	42.8642907014	54.9799103171	87.3684685627	47.7389903361	53.5543796435	53.4164440316	55.4726969304	59.1841565289	57.9671231897	42.5930684986	55.7273684899	52.8097394483	63.9395949986	46.2400100266	63.2709453721	49.638433953	40.9168967997	52.7863762756	56.9927920965	49.0463864688	55.939455197	56.198665583	60.8215756023	43.7055496592	56.5348797708	40.2524625143	63.8375498439	39.5876279323	49.346619197	59.0750647558	52.144677776	47.9924357752	48.7959789335	59.1980112232	52.4408064625	48.4868338554	60.5177104904	62.5286252482	62.3507147228	50.0427286413	56.4427395127	48.7023450078	55.2066625723	47.4784694909	56.3279754871	42.5682533429	61.3871186655	58.9711987388	56.3268434625	49.4664139426	51.779199314	50.8814263186	48.1176981745	58.7744719903	58.6370025873
64.4530892783	53.3108709692	44.8560615477	45.4167667388	58.7371358348	47.7389903361	87.3684685627	47.2912688811	44.1966315706	58.5099728809	54.6830135296	63.4585296127	53.3471157366	45.6881292752	61.684051463	66.0726600156	42.2149739355	62.7271917275	52.4283577952	45.5586418506	58.2280344111	44.2691002919	56.930161315	60.3654458039	41.9688562498	66.6122514914	46.8869661645	50.4923968073	51.2386011219	66.1578763421	45.6321127021	49.6939666547	63.6810089428	46.3431166768	41.9050652925	51.2319279083	63.0379191509	54.085804565	54.9216476751	60.7527301784	65.3062941409	63.7949802778	56.7059543948	59.4345605786	35.465954186	48.1979012123	55.2461894095	52.6265615226	45.4408004446	66.8710063915	59.5151976154	56.1754424693	49.2798522214	59.4151005218	48.5036785777	46.073522465	41.9809663665	43.526836909
66.8892381613	61.4531035017	46.5972200847	49.9664467785	52.0429608736	53.5543796435	47.2912688811	87.3684685627	53.8295455066	60.2417119155	60.3329709675	60.5385462846	47.1848547328	47.2991897269	57.4327786231	65.7000623299	44.1568616437	68.8746715539	53.6339865795	51.7117065025	50.6812602109	49.2930637867	55.0295747845	55.2635559574	55.840518958	63.6075651745	49.7530295943	61.0370559234	55.2638178313	64.9236621441	35.7508153465	52.3333819009	64.3685301524	50.7947974884	48.2318332477	57.9259817579	65.2742309181	61.8912049205	55.2202476518	65.905541849	63.1707649989	67.4556184588	59.7153370576	53.3225540045	52.5903373141	63.3859318462	58.9120009715	58.138971887	45.9954845722	64.1722616182	54.1441532587	51.1470280394	50.9888151464	61.3676952747	57.3617629227	52.3656076397	51.1478568104	56.8589115204
63.9017582671	62.768121247	53.5899129442	52.1680238279	55.8479010112	53.4164440316	44.1966315706	53.8295455066	87.3684685627	64.8715316322	57.4405359087	59.880506476	49.791574555	54.5979656464	57.0203132204	65.4741917938	52.7966279057	65.9318067545	53.5618700072	47.7626246	57.2653324891	53.0715110319	53.1811828493	59.0614426639	52.2246203133	64.3055865698	54.9322005553	56.0380875792	49.2243749045	67.2199986052	54.4398711487	50.4502165769	67.786029129	51.2357022131	53.1587847439	53.1069504397	61.1619321541	52.5308054871	55.339572762	62.665546485	67.0548125243	66.2109364665	56.6335897438	54.9878821953	54.5648454711	54.8286713395	55.7577352352	63.1592899422	41.3754891891	64.9378233506	60.6714433486	53.082032867	47.9501207602	60.0179712752	51.096470528	63.0516450346	50.6639607833	47.5822578288
77.658263816	73.3474258714	59.251314393	57.4367465426	62.4080628657	55.4726969304	58.5099728809	60.2417119155	64.8715316322	87.3684685627	66.8853455293	74.2745376282	55.4033839006	60.9278055968	70.8511091781	78.7463405481	63.4528841505	76.674762078	56.3869566241	53.763637076	66.0138297186	56.0404552815	60.0979584898	73.0541088175	62.5416728405	73.8687287633	57.0931779328	64.4172612143	60.1441052497	79.3981588744	54.3618312199	62.90441453	76.7836274061	58.9675540546	60.8105433992	68.2694393972	70.3282309732	63.8795444728	67.1724339147	71.8493735437	76.715153732	78.5245845407	65.70402312	66.5049564942	54.3226722595	62.4976832078	65.8679218184	66.2567725787	55.0384270772	79.9643969877	73.6200571391	66.3828396156	57.4188841917	68.5558372847	60.7722034909	65.438429372	62.1932265202	60.1497402628
