Tissue	braincortex
N_samples	95
Chr	11
Gene	ENSG00000049449.4
SNP	rs2474162
Gene_list	ENSG00000125869.5	ENSG00000136267.9	ENSG00000142634.8	ENSG00000122254.6	ENSG00000182601.6	ENSG00000049449.4	ENSG00000062524.11	ENSG00000170419.6	ENSG00000141668.5	ENSG00000164326.4	ENSG00000107242.13	ENSG00000173542.4	ENSG00000165659.12	ENSG00000176204.9	ENSG00000171724.2	ENSG00000113319.7	ENSG00000165023.5	ENSG00000123901.4	ENSG00000036530.4	ENSG00000136842.9	ENSG00000181656.6	ENSG00000111249.9	ENSG00000196376.6	ENSG00000172673.6	ENSG00000171509.11	ENSG00000170091.6	ENSG00000182329.6
Gene expression stats (Y^T * Y): 
87.3684685627	43.2149182956	-54.0821523338	-67.6743340359	-61.373541489	58.6971051102	49.0325720077	60.2963392342	56.3880568784	62.6520308026	49.0288628736	41.9887030491	-47.7922723216	46.9923625264	-45.5007044088	52.6452854307	-61.8844739693	40.7734467583	42.2622931206	56.1588784537	46.0565435111	65.384729251	-48.059707667	-45.5881268031	-62.9190238163	49.6802547934	41.3186318838
43.2149182956	87.3684685627	-34.0585854373	-40.6012764909	-41.2634579804	56.551231083	45.2372396093	43.4970765659	45.2951465389	35.9844287418	47.4201706025	46.7083976761	-37.0005112949	60.1047819387	-54.0330650691	56.236370296	-37.3647509199	33.139691801	49.0760500484	46.9424274452	57.0651967023	46.5725542484	-51.9765376726	-49.0996642406	-45.7033791654	44.0208935941	55.6699639118
-54.0821523338	-34.0585854373	87.3684685627	67.9613298666	60.499409168	-57.1509735637	-34.744046502	-53.6041524424	-48.3515438757	-49.0889937898	-52.3298056791	-21.4216714919	43.5329665203	-35.7236876642	45.1596191428	-55.9122923828	51.8753548421	-22.6439484296	-41.7614197534	-47.3982459696	-22.8673448436	-58.5194040517	49.967046565	43.8930682736	53.306198924	-58.0225405558	-32.3716257718
-67.6743340359	-40.6012764909	67.9613298666	87.3684685627	71.6516746898	-54.2669172409	-46.9214964905	-64.8217927042	-49.4188646752	-53.0677042983	-59.7293685767	-36.548807456	46.1827126761	-45.3622033721	52.8135508636	-62.8946642905	65.5602618304	-33.27714668	-44.5260940769	-58.9560582725	-34.5604096469	-69.9538445667	63.285432098	57.6201711883	72.0021056138	-53.698652392	-41.5285570819
-61.373541489	-41.2634579804	60.499409168	71.6516746898	87.3684685627	-52.6176671325	-37.4076385217	-53.3053564386	-41.804070306	-49.664282653	-56.5253542611	-34.6456745529	57.012477903	-47.0560190499	47.8332078864	-53.704826142	69.5024567028	-27.5980741996	-39.1721669432	-62.1746448679	-35.4959825687	-61.631462427	64.6044815767	60.5901077152	69.6997905857	-55.7122442506	-37.6923834168
58.6971051102	56.551231083	-57.1509735637	-54.2669172409	-52.6176671325	87.3684685627	57.8260492967	54.411698033	56.8020763779	55.0660366296	54.8443078075	52.4841071304	-57.1718922013	54.0497874661	-56.5196021945	54.3765084316	-52.6843700288	52.7491727707	53.2284104712	56.8001469384	53.4785290801	62.9913403978	-56.7927916459	-55.326672313	-54.639662199	52.5900076983	54.0890186648
49.0325720077	45.2372396093	-34.744046502	-46.9214964905	-37.4076385217	57.8260492967	87.3684685627	41.6368442591	55.7190269025	42.6973076914	38.9397819095	45.1028082021	-28.5365059568	48.0782039641	-48.7754641673	47.1051731087	-42.0591861092	43.0134840101	48.3507517408	46.6622187726	52.1989725828	53.7584697038	-40.7467487997	-42.7442183666	-40.7056647158	36.6602446287	54.8358073369
60.2963392342	43.4970765659	-53.6041524424	-64.8217927042	-53.3053564386	54.411698033	41.6368442591	87.3684685627	54.4318995349	51.6881873792	62.5161252902	32.6246396845	-37.8498927738	41.749988457	-48.7515201678	58.3742970569	-53.2329819598	30.828481802	35.4444346772	52.1076334421	36.3559349823	64.1448246423	-48.3341441799	-47.8254765194	-58.1040500551	43.3521079413	33.9606915593
56.3880568784	45.2951465389	-48.3515438757	-49.4188646752	-41.804070306	56.8020763779	55.7190269025	54.4318995349	87.3684685627	51.8209145129	48.1375875157	38.548591018	-37.6882604928	49.4417668216	-49.9615183241	46.3344718299	-42.4472756606	38.3738947564	38.9822533997	55.224665987	47.9732448606	60.1259793927	-41.912243494	-37.4833398356	-45.4089696394	34.3498253797	40.4787116925
62.6520308026	35.9844287418	-49.0889937898	-53.0677042983	-49.664282653	55.0660366296	42.6973076914	51.6881873792	51.8209145129	87.3684685627	39.1332981463	33.6172230897	-30.9746729569	39.4793407014	-39.9852190109	40.1105962658	-47.7580765487	24.990121832	35.0821699762	52.3417489323	35.400872269	51.9180627978	-39.6245466205	-35.5980916525	-47.6497062976	40.3643597087	20.9197343886
49.0288628736	47.4201706025	-52.3298056791	-59.7293685767	-56.5253542611	54.8443078075	38.9397819095	62.5161252902	48.1375875157	39.1332981463	87.3684685627	32.7337763188	-47.0474949074	43.7282407879	-42.0654248059	59.6234179972	-49.0654350723	45.4637268445	35.1669854306	60.4337339868	34.9204254245	64.7167179205	-59.5915717754	-55.9978506984	-61.1668691186	43.3846895922	42.3393592823
41.9887030491	46.7083976761	-21.4216714919	-36.548807456	-34.6456745529	52.4841071304	45.1028082021	32.6246396845	38.548591018	33.6172230897	32.7337763188	87.3684685627	-35.480017257	33.7013794617	-41.4707613171	37.8941143307	-32.6508465609	39.6046707317	41.8755924307	39.6522763718	52.8994886614	51.4316265182	-32.4946434107	-39.2381324237	-40.1527972466	35.1885075572	39.4941772668
