Tissue	braincortex
N_samples	95
Chr	16
Gene	ENSG00000140968.6
SNP	rs375288
Gene_list	ENSG00000107099.11	ENSG00000112799.4	ENSG00000006747.10	ENSG00000105122.8	ENSG00000042980.8	ENSG00000077420.11	ENSG00000169403.7	ENSG00000162511.7	ENSG00000132965.5	ENSG00000146192.10	ENSG00000100055.16	ENSG00000174130.8	ENSG00000168329.9	ENSG00000161911.7	ENSG00000163823.3	ENSG00000108798.4	ENSG00000066336.7	ENSG00000104894.7	ENSG00000185811.12	ENSG00000110934.6	ENSG00000123338.8	ENSG00000086730.12	ENSG00000140968.6	ENSG00000165025.10	ENSG00000095585.12	ENSG00000180353.6	ENSG00000059377.11	ENSG00000182578.9	ENSG00000135077.4	ENSG00000134516.11	ENSG00000073737.12
Gene expression stats (Y^T * Y): 
87.3684685627	41.0423955895	47.2396154244	40.6701401561	56.0241850167	54.1777216654	43.7879950309	42.210793379	29.8441456193	47.3626940806	46.2891992742	41.9656829076	52.8577818063	43.3723581241	36.233690473	39.3358475432	37.3329492804	57.9382949067	38.7169645922	45.8110519648	54.0356404921	40.3544660234	53.9982453911	50.9476465874	51.5797567722	40.310272325	41.855185205	48.8936928694	48.5066716939	53.7597961089	41.0635854382
41.0423955895	87.3684685627	40.3451753176	59.2518443633	52.5500335957	63.6438844934	62.6937119522	59.7718121746	45.5620649807	66.1755627662	57.6050805511	45.1017325141	69.8937661313	54.1795531237	53.2661761473	52.31316198	55.651852745	57.5296796128	63.2388662821	67.7969621011	49.0655856181	58.5742785658	57.5689691502	62.5258764282	61.4392793011	52.0351836753	54.7756166845	66.0068680494	25.1659053183	46.4485406424	58.2895445031
47.2396154244	40.3451753176	87.3684685627	36.2758637144	47.0380366842	54.6396751537	41.3319198549	50.7434846273	46.6297399962	42.3886403447	49.4967757873	41.3209801887	35.575372458	36.1473550786	51.266570652	56.310953097	52.1182288125	50.8224888046	34.3506305721	38.5155910632	52.1114434803	45.5572297838	60.0430336401	45.0870918039	44.7394733629	53.0883618899	39.9483807331	42.0444161424	62.3239393917	55.6009923423	30.7657920134
40.6701401561	59.2518443633	36.2758637144	87.3684685627	46.9345912789	54.6994767327	56.0290086638	47.9651428641	35.2563104996	61.7475609795	46.3829257339	47.259997239	59.7797436036	55.6396394195	44.324798422	44.7980527645	47.0682545101	56.1941029259	51.3147804606	64.0100234922	44.1563984663	57.7725626939	54.8675138417	58.2012622591	62.9712966816	41.8026916384	53.9462385824	58.4126649442	30.09226609	43.1423231832	52.838288055
56.0241850167	52.5500335957	47.0380366842	46.9345912789	87.3684685627	61.2985592723	50.1234124683	55.0690018756	43.2562874632	64.5090194892	57.1812244684	61.0773027148	55.5303525388	49.177774243	44.5835599659	45.4999816664	45.7277125089	65.891964153	56.2640590966	49.488453726	65.2233954972	51.1267160847	63.4372537915	53.5469118457	59.6514272794	54.6345760165	52.3840875714	68.7940046976	53.0144505246	53.9762786625	56.7969086044
54.1777216654	63.6438844934	54.6396751537	54.6994767327	61.2985592723	87.3684685627	66.4583203392	65.553650375	56.5538500217	72.6414740916	63.9341505614	52.1428682791	72.856208657	61.3198489788	62.3028062256	64.7793546138	71.5523962448	72.3016366496	59.1741126101	68.2751703544	66.0364556703	61.633588554	64.3771485268	69.9627031894	63.9985057377	60.4767285678	58.1175033859	72.5975932907	56.5791439311	57.4919461963	62.860023962
43.7879950309	62.6937119522	41.3319198549	56.0290086638	50.1234124683	66.4583203392	87.3684685627	61.1855905963	63.3215806904	59.3943230624	55.9524611695	43.0532553429	67.9078985005	60.9122974821	54.6753311761	55.4142620104	62.1931777129	61.6858454224	50.4696909406	65.268539986	59.2350043935	63.0684950212	55.730506157	70.4366829235	57.4879128609	54.0417257041	55.3258382507	65.4637653664	41.8268683805	49.1570947479	56.4709570549
42.210793379	59.7718121746	50.7434846273	47.9651428641	55.0690018756	65.553650375	61.1855905963	87.3684685627	64.0711237145	55.9468277392	54.9844998569	39.3132708702	57.4162040861	51.5332798717	55.7238837971	53.6828653489	62.2973179742	65.2222186063	49.6435856698	59.8335874711	48.3259806871	60.1957513764	59.2168263738	62.4600507259	51.5322502179	61.9651291866	50.5295319113	73.6153835112	49.9988403932	45.2930222939	46.0975671238
29.8441456193	45.5620649807	46.6297399962	35.2563104996	43.2562874632	56.5538500217	63.3215806904	64.0711237145	87.3684685627	46.4707186476	53.5711907864	35.0482748368	44.3830841995	49.7300559101	51.477100857	51.6762545074	62.910217941	53.4487049923	43.2195425773	47.6896958685	48.0894610369	58.6438589301	55.4011015852	62.4321438237	40.3980816626	58.0123918722	44.2396678206	57.4931442808	48.6949298437	39.9007550451	41.7177938573
47.3626940806	66.1755627662	42.3886403447	61.7475609795	64.5090194892	72.6414740916	59.3943230624	55.9468277392	46.4707186476	87.3684685627	63.1009044445	56.1360694104	69.6603798846	61.2193587481	56.6791779366	56.1213678317	61.7988998729	65.5456230107	65.9731762095	65.3952033727	59.2918327671	61.1095365362	62.9891491672	60.9468481435	62.9971629482	56.4829392687	52.6842275578	73.9495818406	39.8636934594	48.1481272568	69.2357753581
