Tissue	braincortex
N_samples	95
Chr	13
Gene	ENSG00000183098.6
SNP	rs61962317
Gene_list	ENSG00000096696.9	ENSG00000151655.13	ENSG00000173068.13	ENSG00000117122.9	ENSG00000142494.9	ENSG00000143867.5	ENSG00000165474.5	ENSG00000168079.12	ENSG00000046604.8	ENSG00000057294.9	ENSG00000159212.8	ENSG00000138061.7	ENSG00000052850.5	ENSG00000186564.5	ENSG00000168229.3	ENSG00000177363.4	ENSG00000108950.7	ENSG00000137868.14	ENSG00000122420.5	ENSG00000156218.8	ENSG00000055732.8	ENSG00000176692.4	ENSG00000183098.6	ENSG00000106823.8	ENSG00000154175.12	ENSG00000115616.2	ENSG00000170962.8	ENSG00000121898.8	ENSG00000185585.15	ENSG00000162998.4	ENSG00000135842.12	ENSG00000168542.8	ENSG00000122176.10
Gene expression stats (Y^T * Y): 
87.3684685627	58.0143889592	63.517639558	67.6612466187	58.9259114176	74.0164537235	72.4897288724	65.507821221	76.5669489666	72.4990586552	72.1182377823	56.431772896	61.5699651264	65.1660982362	66.3620954039	63.3348341136	71.2473917131	69.286065229	59.7414521047	52.9051022471	54.8559242824	62.606082417	56.58532102	71.8235636745	50.7650806798	70.8872292482	35.5922247574	56.0732100499	51.2444614635	63.3120074216	56.3218911521	56.8296280955	73.2780358367
58.0143889592	87.3684685627	63.5981591711	63.4482324967	59.9768840304	65.1075695715	50.6151797767	61.0620994011	56.9450020953	54.3474020395	60.312085154	68.7497990212	64.1949398907	65.2260865638	68.547094095	60.3009147182	63.3286949946	60.4952632452	51.7569137488	50.3791898885	50.4800989864	66.327240029	54.9909710832	64.8482358586	49.0830870931	52.4760106959	42.9072084229	48.4178234917	61.7153768141	62.9465966612	65.3213977954	60.8739509409	60.476692243
63.517639558	63.5981591711	87.3684685627	57.9019768765	48.655056557	66.0028891018	57.7860644558	60.0916500177	65.2402027318	58.4850306707	65.6043838807	58.3800870564	55.4627198976	61.6493431648	61.0584788613	61.5924648688	60.8547717892	62.9002506563	57.4683375845	43.5258105677	47.5628793742	58.1091535984	56.337350615	62.4697616491	46.2052693049	64.7005187242	38.2046798897	51.2402818384	55.114054686	61.3875715529	54.3551067335	53.4335811625	60.0135608673
67.6612466187	63.4482324967	57.9019768765	87.3684685627	54.0939404151	71.452866625	62.0681835286	67.0642143582	68.8477367112	63.0174620483	65.0132426035	52.017952197	65.0295780424	66.2895301783	66.9988784924	62.6606855882	69.7060185232	68.2625786291	53.0801737942	55.0914652722	51.9612767864	65.7695246639	54.2279967238	64.5418483392	54.0516666268	66.9197909111	38.7827158338	49.8776125729	55.0813969727	63.1565741367	59.6789574046	63.4081869813	67.7624682451
58.9259114176	59.9768840304	48.655056557	54.0939404151	87.3684685627	60.7505093734	53.6748062154	72.428205372	53.3418938661	51.054650243	54.5885752257	53.2109904973	68.4446623201	57.527660701	68.403728682	53.7586622598	52.4111503219	52.2233820357	38.7144646252	41.6302547448	41.7738310562	70.0848625708	53.8521765858	57.4973796055	45.7468809267	45.9677059048	36.0317477559	46.916522372	51.440756023	54.9704911192	63.0188048	55.8714980787	52.2022950979
74.0164537235	65.1075695715	66.0028891018	71.452866625	60.7505093734	87.3684685627	72.8157281056	72.9875622232	75.5295307623	67.7386017022	70.7998548049	57.7669865905	69.9980385005	72.3688815991	72.9107308211	70.1594521982	72.1539770594	75.3302898726	61.2618186351	53.7377664	57.0980094435	67.6198523426	63.3225235686	74.7516035573	55.4338181032	70.2849277887	35.6799252654	60.6708136859	63.4449949815	66.5765661887	63.5760101534	60.2270105509	77.2428444925
72.4897288724	50.6151797767	57.7860644558	62.0681835286	53.6748062154	72.8157281056	87.3684685627	62.7049192639	71.5080060095	65.4409573859	64.9522343951	47.0425365778	57.3659581802	58.7668339627	61.9682691368	60.8143714045	66.1135709363	67.8729219228	57.8272194619	47.8076152606	48.9808168335	56.4838264179	53.4631088367	65.1765049507	45.2519379709	66.4602646204	23.9484255448	55.5710094685	49.8292706031	56.5249673581	51.7364796856	49.0145827086	69.7192719224
65.507821221	61.0620994011	60.0916500177	67.0642143582	72.428205372	72.9875622232	62.7049192639	87.3684685627	66.9274681289	56.4586610826	67.0146552894	55.526237177	71.057677033	66.0753873614	76.7897708154	63.5031070693	62.4801770573	67.1757081587	48.6927766833	49.2977589197	56.0709314245	71.031586178	62.1652575352	61.3598787565	50.1425851126	63.9511555132	39.9926110771	56.3612172678	57.7331523477	57.5465142856	66.4658305581	65.266308477	63.1486580415
76.5669489666	56.9450020953	65.2402027318	68.8477367112	53.3418938661	75.5295307623	71.5080060095	66.9274681289	87.3684685627	74.4634340155	76.9806197238	54.3006238004	64.222775107	66.9776225462	67.5262346143	69.2993236587	73.9589357016	75.8359645951	66.5738379272	57.8875122787	61.5563030034	61.6741784218	62.5203644767	74.4506718113	55.5214852853	74.9753981723	37.2513664213	62.4910356027	53.4003947337	66.2080840626	56.5062043658	59.6537046242	77.5200607346
72.4990586552	54.3474020395	58.4850306707	63.0174620483	51.054650243	67.7386017022	65.4409573859	56.4586610826	74.4634340155	87.3684685627	66.7537259352	54.4531058812	52.9071511464	59.6535296297	60.4950863394	60.9432357807	71.7817595536	67.1115785602	68.8652790996	50.668391576	55.9518413576	51.8736346261	54.1723117666	69.1088235875	52.0519960322	69.6544986191	36.1904480364	55.1556987265	44.3640823453	59.5620016009	49.1298579752	47.9784451161	71.1845634339
