Tissue	braincortex
N_samples	95
Chr	19
Gene	ENSG00000125648.10
SNP	rs3852877
Gene_list	ENSG00000099864.13	ENSG00000127585.7	ENSG00000078369.13	ENSG00000125648.10	ENSG00000132535.14	ENSG00000184702.13	ENSG00000124507.6	ENSG00000241360.1	ENSG00000183741.7	ENSG00000100167.15	ENSG00000108309.8	ENSG00000108819.9	ENSG00000063180.4	ENSG00000181418.7	ENSG00000163930.5	ENSG00000135439.7	ENSG00000163013.7	ENSG00000154118.8	ENSG00000176871.4	ENSG00000160408.10	ENSG00000107130.6	ENSG00000165802.15	ENSG00000070808.11	ENSG00000171992.8
Gene expression stats (Y^T * Y): 
87.3684685627	62.9248791278	33.8801817786	58.3594142036	55.3868504405	42.8013852345	47.1869167146	50.3925306797	49.4445762724	38.668236198	59.5879578789	53.6674691917	59.6373065738	56.6960031258	53.7193417916	49.8869970498	43.7636394355	67.3821476602	33.1958896372	60.5965065234	65.0197196361	65.815424826	41.3536380803	51.0096683284
62.9248791278	87.3684685627	56.8149615411	66.8414163421	67.7636357465	74.6095404173	67.0752327954	63.9613832907	50.5754643459	41.5599779735	61.3317156287	54.9094976378	68.19131212	72.8314496727	47.2883178184	65.9879811099	42.5312157966	58.8120333812	48.214083871	55.9825070828	73.6896343028	77.2196078947	65.0375325583	58.0690168664
33.8801817786	56.8149615411	87.3684685627	59.9789035411	43.53492099	49.5836755335	52.7292757548	53.1797478681	59.0567337532	53.6281399604	27.2702934917	56.1313116012	36.8250031409	59.1739095254	50.9787314988	48.4411050773	57.0612120201	43.0384296641	60.704665155	57.9225196447	60.539270684	55.7645397236	58.6897016869	53.3654095045
58.3594142036	66.8414163421	59.9789035411	87.3684685627	59.7383028213	56.3877010846	55.2545190766	59.0000084616	60.5220935301	60.4394309944	54.9032974015	56.3457414266	57.1503377725	66.981499505	57.8246476291	56.8564103743	53.4049891971	56.6617489406	55.6325327553	61.8124294005	71.1712207297	71.9015056676	58.9652796108	62.0483289314
55.3868504405	67.7636357465	43.53492099	59.7383028213	87.3684685627	64.7806759728	55.1867804304	38.4075656877	57.2842683504	41.4902483362	54.024372143	62.3685573118	59.266369444	66.5621195319	33.8242652827	61.9015145222	43.6785803477	62.1565152984	39.7314647026	39.1118331522	61.7241830133	61.9412080289	66.8890259113	64.7800256843
42.8013852345	74.6095404173	49.5836755335	56.3877010846	64.7806759728	87.3684685627	72.0391558484	57.9649144025	44.418740858	36.0065894809	57.6498280472	41.8724876749	59.1356461712	68.1201622138	38.1713993528	67.364105757	40.9305739433	48.1486256651	35.730731955	46.5849944883	66.5339916561	68.6967556692	69.2155654847	60.3056599188
47.1869167146	67.0752327954	52.7292757548	55.2545190766	55.1867804304	72.0391558484	87.3684685627	56.2049387188	52.8918108827	33.9396810651	44.9562119578	46.7498336083	45.1681131727	62.6028187254	43.7192967925	63.5318086829	56.7631055486	51.0320237267	31.3317588625	59.9740478488	65.9344035498	59.775071988	56.0600369601	50.204651274
50.3925306797	63.9613832907	53.1797478681	59.0000084616	38.4075656877	57.9649144025	56.2049387188	87.3684685627	48.0825126072	46.4370309129	56.3054286475	44.9884435856	60.0815421686	58.8395384011	68.6373903575	50.6071805925	54.5264350451	52.2835916325	44.2777194857	64.8094428269	64.9254570483	66.3735278444	47.4763699407	50.7094366163
49.4445762724	50.5754643459	59.0567337532	60.5220935301	57.2842683504	44.418740858	52.8918108827	48.0825126072	87.3684685627	46.1934754853	35.4035834335	67.1822606802	41.4974083117	59.8530943294	56.3214097517	55.3816150627	65.1359284926	62.1446385602	52.8404542848	55.675219188	60.1670903371	55.0800193954	51.4327812128	69.7095984724
38.668236198	41.5599779735	53.6281399604	60.4394309944	41.4902483362	36.0065894809	33.9396810651	46.4370309129	46.1934754853	87.3684685627	43.3958991651	46.6468057458	49.778468777	53.8298834924	47.2609864238	38.8760630329	47.2790695251	43.3853914194	41.7501560343	47.1606427317	53.7892264088	46.8506718395	50.8218677583	52.9410340081
59.5879578789	61.3317156287	27.2702934917	54.9032974015	54.024372143	57.6498280472	44.9562119578	56.3054286475	35.4035834335	43.3958991651	87.3684685627	34.5062267758	69.8273935369	52.5195956449	48.8338668572	42.3277929548	23.1499078848	47.9706889514	22.0951919884	41.2872001262	62.0790384631	61.3256263598	56.0597544663	48.5424379442
53.6674691917	54.9094976378	56.1313116012	56.3457414266	62.3685573118	41.8724876749	46.7498336083	44.9884435856	67.1822606802	46.6468057458	34.5062267758	87.3684685627	45.9001518381	59.9133451246	58.4394820281	57.2467906203	64.4886264734	64.5411269341	52.6166527092	55.1335683428	53.203806026	53.2287597373	47.824058859	60.7334828983
59.6373065738	68.19131212	36.8250031409	57.1503377725	59.266369444	59.1356461712	45.1681131727	60.0815421686	41.4974083117	49.778468777	69.8273935369	45.9001518381	87.3684685627	60.4818353908	49.232718148	53.0898880755	29.8399592884	52.3168042773	36.9782206744	48.3014138855	61.1808116284	63.8061958098	50.7534464105	55.4989332844
56.6960031258	72.8314496727	59.1739095254	66.981499505	66.5621195319	68.1201622138	62.6028187254	58.8395384011	59.8530943294	53.8298834924	52.5195956449	59.9133451246	60.4818353908	87.3684685627	51.6459884222	61.5623910953	54.5595005422	61.1050463293	51.9820094812	54.4956290924	70.1352545802	68.0091255095	66.1265586706	64.9964696436
