Tissue	braincortex
N_samples	95
Chr	20
Gene	ENSG00000064787.8
SNP	rs59751043
Gene_list	ENSG00000129250.7	ENSG00000115756.8	ENSG00000151552.7	ENSG00000129538.9	ENSG00000142676.8	ENSG00000204655.7	ENSG00000180354.11	ENSG00000184007.13	ENSG00000175130.6	ENSG00000078804.8	ENSG00000105695.10	ENSG00000108298.5	ENSG00000168314.13	ENSG00000173786.12	ENSG00000092529.18	ENSG00000244274.3	ENSG00000100364.14	ENSG00000047849.17	ENSG00000160307.5	ENSG00000064787.8	ENSG00000108387.10	ENSG00000172508.6	ENSG00000054690.9	ENSG00000021300.9	ENSG00000197971.10	ENSG00000172005.6	ENSG00000080822.12	ENSG00000099194.5	ENSG00000071054.11	ENSG00000109846.3	ENSG00000198121.9	ENSG00000019144.12	ENSG00000187164.13	ENSG00000149557.8	ENSG00000107902.9	ENSG00000167123.14	ENSG00000112306.7	ENSG00000091513.10	ENSG00000104419.10	ENSG00000107331.12	ENSG00000160781.11	ENSG00000132702.8	ENSG00000117266.11
Gene expression stats (Y^T * Y): 
87.3684685627	-51.1087904854	50.7513938761	44.9073068869	44.965778673	51.976310033	70.7780589172	65.5834576102	25.700805719	71.2603569847	43.2954738394	40.8374711322	61.6233619654	41.3345757758	52.6250429805	54.0789765141	48.7496693314	63.4760706636	24.6189334335	67.8994376815	58.6342409347	40.7956701053	43.540087906	41.2516745931	62.6580384036	47.097985508	48.575789077	36.8013488859	70.596956711	41.250343907	64.875755311	49.5580139937	59.330185544	52.5162983455	56.1284463203	48.9020038218	50.1660199587	47.481011365	53.3154014696	50.9526490676	52.405754474	52.3850151642	64.8275449298
-51.1087904854	87.3684685627	-43.5725672273	-49.7497793591	-21.7388428033	-54.844691723	-58.0296699445	-52.4448986492	-19.6029821788	-56.8920593608	-49.6462368238	-15.7501941695	-55.1098856455	-46.035473582	-49.5326019348	-49.1070033473	-40.7938162141	-37.0243582306	-10.902125182	-57.1706993166	-52.0764942246	-42.3536299554	-46.9344788782	-18.1684151751	-56.3077294519	-45.6813121358	-53.8958009829	-31.1503768275	-41.0057616729	-29.5844996693	-45.3794073564	-47.2514236906	-46.1604646625	-41.0293481046	-30.4788511059	-49.0724453366	-30.9696271412	-49.6800307492	-40.7674168541	-47.8315239658	-38.2183455169	-48.8194815312	-54.4719562167
50.7513938761	-43.5725672273	87.3684685627	69.7537682064	33.2922996398	69.5924886168	53.6031197042	46.4717987543	36.8652059952	48.2179164227	66.0761309903	33.356277715	54.4387570189	61.2461124053	65.4770596646	71.9804950415	59.5017016216	30.6075436209	29.1611978434	62.3803019903	58.0483000839	50.9723351868	57.0501465885	49.6144696313	59.8698437077	60.65490166	68.4854542785	40.7700919787	44.4746397451	54.3906342787	32.4609481562	55.4367208932	38.1377396634	64.3741109832	52.0966214886	66.857110771	39.667726162	73.6509593064	58.0429153188	65.3300680746	44.3902188503	59.2062036079	70.5477089619
44.9073068869	-49.7497793591	69.7537682064	87.3684685627	36.9123441797	79.6774105902	56.0121727444	39.9222091061	52.0364978744	58.1747373028	79.2320282363	36.7171299651	64.3214404985	79.5509957073	71.6684126963	79.3322467782	50.196861296	35.4450576242	43.9546305286	66.8210000582	69.6868816906	67.6490461927	72.2400830457	52.8421922076	64.7136035111	76.9102803586	70.0937211513	56.9593966967	36.5915485454	46.9846523109	37.6183901671	70.6287831916	42.7173378274	64.7776420699	59.8367617931	77.4821102545	42.7575386053	81.5162205715	58.23600222	72.6651267165	58.789573042	68.2518856514	59.8006227487
44.965778673	-21.7388428033	33.2922996398	36.9123441797	87.3684685627	35.0451538712	53.2071104133	28.761211037	38.009821336	38.4928820952	19.3386224204	82.217828392	47.0122229846	35.8685200925	23.9669407603	42.2628769255	40.4168772883	52.6368352403	59.9839514695	57.231463339	52.9033385685	15.6636698906	24.642743499	61.8408377745	42.4623944066	44.0834516926	36.8373119185	24.7982551522	22.8550574993	47.1205792114	23.9486861563	33.1340903091	22.7102281675	24.0599606272	46.2277815895	36.6260171696	80.8753048502	34.3695785014	50.3177748031	41.5213461113	53.7913976351	33.1121626983	25.5336560493
51.976310033	-54.844691723	69.5924886168	79.6774105902	35.0451538712	87.3684685627	65.9944536003	55.2896296654	52.098341444	67.9708240418	78.4874257221	34.5065074065	74.2420636182	79.4256928255	78.2749352299	82.0213920832	53.6617123446	42.8924483274	43.3708481811	73.4021959315	75.3718882167	72.4119170731	79.293491775	53.1749503729	71.6738159438	77.3076817642	76.9545876784	58.6594999205	45.9760440022	49.4585953117	45.7498866076	78.4063239528	52.071386164	65.9408552062	62.0555107449	81.616816099	44.3465967022	81.394066937	64.1753129626	77.8087280319	63.1821895565	74.0139762344	63.9919739842
70.7780589172	-58.0296699445	53.6031197042	56.0121727444	53.2071104133	65.9944536003	87.3684685627	70.1207161014	43.0243808281	75.3154155469	53.4281978103	47.8273469645	78.9618939042	58.0711427937	59.6716941397	64.5097996384	53.0881224872	68.6408128114	43.8124647333	78.662953234	73.3271706684	50.8187727613	59.3124509228	53.1959627883	72.1090495406	63.5191798639	69.4398294414	43.5214832386	59.7855150736	50.1300449241	63.6375072266	59.6878860588	64.2136270125	52.7179538187	58.0032158213	61.8585501276	63.8916077545	58.9984499711	65.0021201639	60.6252245849	63.3702638251	62.8387962195	58.0107490401
65.5834576102	-52.4448986492	46.4717987543	39.9222091061	28.761211037	55.2896296654	70.1207161014	87.3684685627	22.9281139072	66.731713384	47.6449671831	22.7096956921	60.4423435628	37.8195570357	58.4397575677	47.9669198912	33.9088189234	51.6391667758	11.3796930277	60.7484148004	50.7003159183	45.925521203	46.1523326031	26.2720960408	59.2887288622	41.1216154033	56.9953735828	32.1936481078	69.1963403691	31.4902631406	68.7046404443	44.7291445158	71.9172522329	56.7575646617	45.4631558277	48.2460989997	40.2022868914	44.6975243302	48.6070292532	42.0408865758	41.6928004972	48.8969006006	55.6257506809
25.700805719	-19.6029821788	36.8652059952	52.0364978744	38.009821336	52.098341444	43.0243808281	22.9281139072	87.3684685627	46.0887574573	45.6943845329	37.9339551337	57.7290662319	63.2233520369	40.9274265999	53.3673232368	25.4953761071	40.8449222945	67.4160819379	53.8394179333	59.0662384858	55.9081701991	48.5805211883	65.8062779918	45.4081645631	64.9137910143	42.1675095886	65.059967605	15.1165997062	39.4258774674	21.2710641101	48.0427123298	17.8782627177	40.8866379607	60.9156287728	53.8724629311	45.0556842168	52.3348523076	38.3673728679	48.5679420778	68.7310713217	37.2836100382	28.9947093771
71.2603569847	-56.8920593608	48.2179164227	58.1747373028	38.4928820952	67.9708240418	75.3154155469	66.731713384	46.0887574573	87.3684685627	62.0156434495	35.8580076472	78.1108357844	60.558333473	69.9222637684	63.9198625417	42.4143448285	66.2926206232	38.5503858054	76.0257754872	72.0700863251	65.2727094081	64.3849035116	46.271812068	72.4670523822	64.0708175958	59.1323882117	51.9528163095	64.9080353711	36.7237726672	69.8672213032	67.1356496197	66.8585821776	58.1682321353	67.6921969094	66.6084367326	47.1157976385	55.9816003151	56.2875452226	61.9010965019	70.8426232922	64.8955063022	61.722227382
