Tissue	braincortex
N_samples	95
Chr	16
Gene	ENSG00000154118.8
SNP	rs57092274
Gene_list	ENSG00000099822.2	ENSG00000099864.13	ENSG00000127585.7	ENSG00000105963.9	ENSG00000107404.13	ENSG00000184545.6	ENSG00000071655.13	ENSG00000129968.11	ENSG00000133243.4	ENSG00000167971.14	ENSG00000167733.9	ENSG00000069424.10	ENSG00000125648.10	ENSG00000132535.14	ENSG00000198816.5	ENSG00000144711.9	ENSG00000011451.13	ENSG00000105642.11	ENSG00000099364.12	ENSG00000130881.9	ENSG00000116544.7	ENSG00000141720.7	ENSG00000101445.5	ENSG00000183741.7	ENSG00000130758.3	ENSG00000100403.10	ENSG00000087152.11	ENSG00000101098.8	ENSG00000136280.11	ENSG00000108819.9	ENSG00000181418.7	ENSG00000100241.16	ENSG00000251322.3	ENSG00000161681.11	ENSG00000163930.5	ENSG00000160469.12	ENSG00000135439.7	ENSG00000174871.6	ENSG00000173020.6	ENSG00000163013.7	ENSG00000122490.14	ENSG00000154118.8	ENSG00000059915.12	ENSG00000107954.6	ENSG00000107130.6	ENSG00000109956.8	ENSG00000165802.15	ENSG00000171992.8	ENSG00000133612.14	ENSG00000061938.12	ENSG00000133069.10
Gene expression stats (Y^T * Y): 
87.3684685627	35.9600412973	22.6098953099	38.553871858	28.853291393	28.5564224534	41.7131816673	32.9944079658	43.8699692887	45.0836514962	22.6362432847	54.4030616511	32.6121981874	32.9354714214	41.9689762321	47.3109754465	33.2972984632	44.3767692523	39.4118603722	37.826661678	23.9023696259	29.8495263577	45.1943810381	37.5820388129	60.4528154028	63.7821202669	37.5209030606	31.4883223099	50.2591959406	35.867077858	24.5309834097	46.2448685667	46.8278392116	33.1384663064	35.5452011132	47.4561374261	36.8774709854	23.9377980629	38.8264474091	40.6530650449	35.9076333073	53.3076515542	26.7353809308	42.1571515623	44.2457243513	22.5763866729	39.4823550084	36.3747412065	36.4772796138	41.6801182591	56.3658479906
35.9600412973	87.3684685627	62.9248791278	51.5222256168	46.0347916158	41.9828928034	57.9583064238	63.0614134939	72.6170437592	48.2760551912	45.5380236049	45.8971886545	58.3594142036	55.3868504405	65.7845733552	39.7652788623	38.1457896705	52.6759625039	36.6445351247	59.8919381466	44.4539322875	35.4741156332	41.5127258651	49.4445762724	61.837564549	37.6501607986	36.9757347276	42.9396919546	45.0757621121	53.6674691917	56.6960031258	43.5671330217	47.2354202525	42.300103305	53.7193417916	55.3540296176	49.8869970498	44.0386530658	45.7726750001	43.7636394355	40.6024615778	67.3821476602	66.2329533119	44.4934336993	65.0197196361	43.1998356058	65.815424826	51.0096683284	61.5047031693	51.4228674976	33.6446588695
22.6098953099	62.9248791278	87.3684685627	43.3905720492	35.1019095931	40.6873645063	39.97923128	45.5865495989	56.7414899983	41.8227154182	47.5038054469	52.9174455224	66.8414163421	67.7636357465	37.5989767368	39.8042838005	33.7954328495	45.8373123362	33.3654313202	49.9417746352	47.6655334032	31.7450169162	30.9440807478	50.5754643459	48.3916998334	28.5874196814	36.1261848319	37.4948492581	41.1078801309	54.9094976378	72.8314496727	33.4294354198	37.6107232875	43.4113064298	47.2883178184	57.9482900945	65.9879811099	44.5110653415	40.1487157967	42.5312157966	41.9537139378	58.8120333812	72.718021977	45.9032159932	73.6896343028	44.6035515327	77.2196078947	58.0690168664	50.3469952551	27.9191298123	16.1371989085
38.553871858	51.5222256168	43.3905720492	87.3684685627	50.1355406486	44.115087335	60.0691315217	49.1849076212	57.5902538907	42.5045791513	43.2649679532	45.3693644004	44.547747178	36.6933585091	42.0550448093	49.2609285848	36.3692041083	55.0842861346	47.2248013949	56.5782285073	36.8421918689	37.8908127821	48.7517800346	44.5686961612	52.9588182997	36.4742140678	46.7845761608	43.1662272816	57.7993795009	45.536335649	48.4460158908	56.8423685747	33.1990271192	31.1650185949	59.481669426	54.7014736228	45.5534753776	52.9034167431	46.8061913135	46.4980383892	56.7793532248	61.3640082684	38.5689920623	47.3670100948	48.0686790445	49.0671867315	47.2008293486	41.7883561013	45.1149741258	40.6804193003	37.8878618914
28.853291393	46.0347916158	35.1019095931	50.1355406486	87.3684685627	49.2893309381	58.0711823857	37.1745028398	41.069077087	48.2725586851	28.7901129861	32.1987082237	25.9031287463	34.4343109384	48.0116560432	42.3416829488	41.0249458749	47.7180318314	53.1199200274	55.4691835767	45.8133926204	41.5931095202	48.4749336934	41.9792446012	56.8905958223	42.2513678245	46.0344390678	41.6994578925	35.8140423852	51.6163468793	37.1862189893	57.9542969699	53.938797393	41.7837411455	47.2702785945	36.6944964532	30.5125489515	31.48131526	52.8182646492	45.4772673209	33.6346380215	55.2526568301	32.9237988764	37.0060005346	35.8114668161	49.3018516203	31.3824313111	44.8596552653	46.2597202117	47.3926079033	46.0317627497
28.5564224534	41.9828928034	40.6873645063	44.115087335	49.2893309381	87.3684685627	49.1619084101	36.1310821705	44.9510537772	39.8141584897	36.7904839315	33.8344476859	42.6129743923	49.415742085	30.5522516096	47.404061024	54.0089239729	46.8592474956	57.8879672089	52.5759206929	61.5046836623	50.037018972	50.1372917054	56.2783692265	52.0827291113	34.7622152551	41.3173229006	58.4429753559	39.7092095751	61.9895557264	41.922356473	44.3505390555	49.9279228131	39.9135401382	51.8341687476	45.0219413269	44.6529643578	47.2107871898	57.9676824276	57.6180840388	45.9128871348	57.9749523836	28.0335106348	54.8736555299	42.1912781061	42.2603030198	39.3580059972	50.5328408925	38.6765912002	32.3779503559	36.3350250678
41.7131816673	57.9583064238	39.97923128	60.0691315217	58.0711823857	49.1619084101	87.3684685627	55.6758279188	59.7239363914	47.2218402383	43.4333310212	30.5577621116	40.7126829201	31.7902291514	62.4741531834	49.4412767207	43.0575438218	53.9204001482	57.0076916954	66.1319745133	40.4360194653	39.8564754107	54.2930483228	46.6744888928	68.0992627835	47.150506935	51.5324379309	42.3628697756	60.6980495597	52.5311640909	40.5160059096	53.7156187496	42.0570030414	31.106005929	68.1648195832	52.5088443422	35.7931036912	44.9306150546	54.8876711206	47.9798908095	45.5279208581	66.0222732985	34.3730273486	41.4003984136	50.4887640781	47.362286319	50.5566145013	45.7005359409	44.8705780162	58.48025637	54.8674687296
32.9944079658	63.0614134939	45.5865495989	49.1849076212	37.1745028398	36.1310821705	55.6758279188	87.3684685627	67.4283783582	48.3082300855	62.2379507762	26.5409530397	29.8456167562	33.1579071135	63.6178710751	29.0506156504	32.0236413858	51.3677273895	27.8404388852	62.3643763165	28.3070887987	13.810449496	13.7147412309	24.4587746024	46.5928340587	18.6805570953	23.0822188561	12.0932589853	43.7018981918	34.241072719	30.137148508	37.1859525171	28.7632665854	33.447226206	34.703036032	56.7522650149	36.3133472414	34.4068063141	38.426799678	16.8903397093	32.6563361579	57.315810883	55.3510695317	35.7669495469	38.4848456475	23.9874425385	46.4917426914	21.5891874577	38.4677942947	56.5225922549	31.8250267687
43.8699692887	72.6170437592	56.7414899983	57.5902538907	41.069077087	44.9510537772	59.7239363914	67.4283783582	87.3684685627	52.3712840067	52.5523438154	48.5953903452	51.4255744926	48.0103266838	63.0808702868	43.4788418416	47.2037587371	56.3280452547	45.0601666721	60.6217034951	37.0268714075	36.8200587409	39.3385427147	43.766750822	61.5982531921	38.583595893	37.9791658272	41.6015575132	47.8547078952	51.1143416441	48.6032545814	50.4641636681	47.5829670364	39.1792288231	54.5780180282	59.1453971909	50.563464674	39.8257765754	58.0483363704	46.4403976863	48.810065995	68.3029922662	61.5172879431	53.4350548026	58.9307860103	37.0069908525	56.9009194911	39.4841988996	56.1573562102	56.1018140157	36.3994361132
45.0836514962	48.2760551912	41.8227154182	42.5045791513	48.2725586851	39.8141584897	47.2218402383	48.3082300855	52.3712840067	87.3684685627	40.290015611	37.936925942	37.980798885	37.9916095647	46.0947622687	50.696384016	47.5892527836	53.2668230368	39.4178023908	54.9213077825	36.6299836641	36.015991281	32.7008922304	36.0656007731	54.0659226736	40.0910378825	37.519608997	31.9360582848	38.8358471856	44.2068337472	32.4247539054	45.8934010326	42.7157343914	51.5846044368	33.4728589887	50.0511970609	46.4635119589	25.9860598345	46.4215473317	43.5574894457	38.8258300624	57.0839758635	39.9647775503	39.7287532805	38.9298569645	35.8443910979	45.3844706919	33.8069981476	39.3669787407	49.2192482131	35.5815108913
22.6362432847	45.5380236049	47.5038054469	43.2649679532	28.7901129861	36.7904839315	43.4333310212	62.2379507762	52.5523438154	40.290015611	87.3684685627	27.2296632312	32.265976826	36.5814291755	39.7966380788	27.4600064132	29.0871434133	53.2785950123	24.2606337466	46.3604242846	34.6548279553	22.6676033124	15.619497323	30.7125815613	34.7085313173	13.2396073173	40.471565199	22.6450627762	45.4924239344	36.8419974689	38.2662224246	30.8268824999	22.8610684874	29.6076641707	33.6920030307	55.7147108539	34.9401780717	41.9025382192	31.0742697894	22.8726267082	34.3474916782	55.4205352525	51.8618220327	31.0852710567	36.8571218746	28.9233472686	47.721386108	25.0577715392	31.8705735916	37.4735177802	21.4812719554
54.4030616511	45.8971886545	52.9174455224	45.3693644004	32.1987082237	33.8344476859	30.5577621116	26.5409530397	48.5953903452	37.936925942	27.2296632312	87.3684685627	48.1000271751	50.8610488242	24.6924451055	42.998348054	42.2605100637	40.8952325883	39.0554654999	35.9730135551	41.6604153452	46.959953544	46.697722629	49.4989957233	51.1899006837	47.1383994912	36.5224626499	45.2064015683	41.4575512013	42.1723421444	52.9612604511	48.6415597765	51.2732843895	36.5819157391	43.0748463808	51.3453315707	56.2038976207	24.4315328965	47.9195027784	52.0390957354	50.0301457095	56.8793793897	53.0974100493	52.6875131813	65.6126363785	39.5779398694	53.0911953039	50.86753544	50.4275945887	28.6780932309	28.6106259811
