Tissue	adiposesubcutaneous
N_samples	295
Chr	12
Gene	ENSG00000229117.4
SNP	rs10128924
Gene_list	ENSG00000115268.5	ENSG00000130255.8	ENSG00000144713.8	ENSG00000105640.8	ENSG00000134419.11	ENSG00000142676.8	ENSG00000198242.9	ENSG00000124614.9	ENSG00000198755.6	ENSG00000108298.5	ENSG00000105193.4	ENSG00000145592.9	ENSG00000131469.8	ENSG00000142937.7	ENSG00000265681.2	ENSG00000063177.8	ENSG00000142541.12	ENSG00000142534.2	ENSG00000213741.4	ENSG00000143947.8	ENSG00000229117.4	ENSG00000083845.4	ENSG00000171858.13	ENSG00000149806.6	ENSG00000172809.8	ENSG00000186468.8	ENSG00000156482.6	ENSG00000114391.8	ENSG00000071082.6	ENSG00000197958.8	ENSG00000112306.7	ENSG00000148303.12	ENSG00000182899.10	ENSG00000197756.5
Gene expression stats (Y^T * Y): 
285.302015061	252.946524807	227.970346084	255.145962716	220.154006155	214.360159987	210.666088989	240.592721843	191.511580322	237.310487339	253.023838908	220.948461992	233.025997235	218.963990207	209.827962676	249.748830097	233.12034704	234.53212776	228.005960501	212.113383682	230.791185898	225.032401444	250.573438311	236.786929888	242.801386993	219.6529277	190.448562241	204.604144503	212.153326067	202.641276796	206.782630198	207.494304777	211.574187077	239.041587585
252.946524807	285.302015061	234.520247096	252.046367264	225.941045936	223.000477717	226.235596151	242.807237724	201.398025629	241.204606689	250.032579692	237.809106619	229.785765856	223.111511915	224.316472705	241.112401451	238.480733105	231.593863052	227.793003733	220.200313978	238.067021153	219.310176549	245.061390595	230.605204547	244.236788269	214.490202341	195.55380938	208.790122069	224.257410356	217.644057359	216.530035316	216.141030032	212.56621807	243.014095356
227.970346084	234.520247096	285.302015061	234.472021147	256.371606612	253.545351512	253.91218534	241.610717952	235.083679078	265.168328996	240.348634109	242.042105064	245.859423964	244.609582938	247.149224646	249.484118847	232.382591739	255.809921012	237.779325009	248.680970572	249.533778486	236.979800363	244.486114635	232.481627982	242.496517654	246.71827545	253.595167371	256.583786765	262.707010401	237.087942013	228.962501405	245.654036764	253.677602665	249.338136323
255.145962716	252.046367264	234.472021147	285.302015061	220.247628253	214.680899582	220.926192107	243.653625543	221.781293792	248.085327856	258.384380714	213.986404639	219.063172133	235.876095398	229.618662968	259.7154843	250.185697702	238.920914547	223.36147071	217.066654799	232.434246062	249.351999942	247.186968757	228.557223407	222.06326567	221.112247939	192.77572115	209.721497121	224.312590983	216.429008597	221.790662082	236.049496406	203.767684295	238.789681597
220.154006155	225.941045936	256.371606612	220.247628253	285.302015061	248.678742035	249.973991763	241.927586826	226.572345047	243.308080576	228.640121775	212.996289479	255.643117571	239.009904735	245.078265164	235.876419361	206.383984272	244.056768103	239.734583149	252.670959695	240.148562699	214.005253766	238.057646323	204.924751851	228.814284361	243.323382124	247.29002209	251.581483798	247.256509625	220.645809964	219.477548182	225.807880025	261.505191949	230.569996408
214.360159987	223.000477717	253.545351512	214.680899582	248.678742035	285.302015061	240.051304558	221.760208679	220.033938594	247.774323388	217.061186329	227.032096452	232.856519831	233.797073803	234.845705927	229.698231459	212.027737655	228.49897705	223.905174446	232.224696007	243.698985582	217.967282553	208.007285968	203.529757147	234.968132326	223.846942159	253.139688527	249.945620278	242.271791312	224.851182749	230.332397325	236.564749112	243.543936289	240.857549051
210.666088989	226.235596151	253.91218534	220.926192107	249.973991763	240.051304558	285.302015061	231.824882627	225.563643451	249.514199317	236.290945253	219.695884946	240.777188375	237.319745127	235.852728308	222.739517053	219.37289678	235.936975871	215.170212653	241.94020216	237.734306925	216.385187107	228.047033632	211.58330944	225.838957606	240.552486207	235.458868428	233.862642782	248.705284584	211.580060464	223.814315461	233.560763232	234.247802787	243.240107734
240.592721843	242.807237724	241.610717952	243.653625543	241.927586826	221.760208679	231.824882627	285.302015061	222.458208373	250.906862328	239.234931882	218.856158009	246.665950448	236.885872331	238.194032662	248.141230371	228.770098522	246.043268719	241.477432372	241.894730385	237.201625182	240.287089534	254.003382447	223.983455873	223.270384836	238.002899283	214.429019044	227.02751013	237.81685981	215.44975747	232.61104901	229.464914644	233.060801371	230.150793495
191.511580322	201.398025629	235.083679078	221.781293792	226.572345047	220.033938594	225.563643451	222.458208373	285.302015061	237.466405094	211.276652472	198.692783569	202.100997121	250.74951572	239.009862045	236.014346006	218.225213056	221.970400538	212.250962841	232.230163974	234.050669533	236.706937544	201.955071661	199.316160547	184.684256403	226.371977829	214.742594921	239.694458387	231.210552893	226.89769631	223.335603073	242.596565287	222.108717686	209.905171723
237.310487339	241.204606689	265.168328996	248.085327856	243.308080576	247.774323388	249.514199317	250.906862328	237.466405094	285.302015061	245.10635622	247.633665041	236.910398619	249.665486647	249.942220103	259.843896271	249.399086149	254.50511195	237.029725001	249.511217661	254.076184937	250.570237694	246.003578538	238.706789248	239.639057952	245.449329368	236.497981581	243.648273926	251.89169785	240.937612814	241.422280233	251.85951245	240.555429966	245.955913597
253.023838908	250.032579692	240.348634109	258.384380714	228.640121775	217.061186329	236.290945253	239.234931882	211.276652472	245.10635622	285.302015061	221.242425197	232.539875958	223.496610874	216.869640858	246.097951959	249.645996964	241.106180498	218.494165144	215.972083944	236.114078526	226.803222411	252.775769351	246.233393743	241.610312218	235.970946882	199.642146913	210.261199861	230.053254859	202.84368474	208.384336063	231.344114171	211.010854711	254.71264343
220.948461992	237.809106619	242.042105064	213.986404639	212.996289479	227.032096452	219.695884946	218.856158009	198.692783569	247.633665041	221.242425197	285.302015061	211.146652056	207.279509455	223.822570429	214.777143835	238.34311597	223.54102447	224.751840873	225.657622352	251.037563842	204.642661763	219.376915489	234.053389566	249.663107654	228.262811738	210.449457626	204.850720917	225.660719857	222.684493532	221.282026427	214.230076454	210.769493047	242.441535501
233.025997235	229.785765856	245.859423964	219.063172133	255.643117571	232.856519831	240.777188375	246.665950448	202.100997121	236.910398619	232.539875958	211.146652056	285.302015061	226.151205746	228.23366539	228.865908152	204.519416193	234.212201288	248.349332503	235.849887306	230.887237022	217.826103708	242.733638321	209.22191941	230.579007363	232.013045176	227.473975978	234.462778912	239.97386575	210.252322606	226.672028991	214.43840183	246.702911454	232.997440702
218.963990207	223.111511915	244.609582938	235.876095398	239.009904735	233.797073803	237.319745127	236.885872331	250.74951572	249.665486647	223.496610874	207.279509455	226.151205746	285.302015061	250.644444566	247.741846811	222.460119882	238.92166552	221.117020215	243.8270745	234.773867325	237.943546516	220.132826614	198.603607836	201.412730596	230.043856617	214.177620051	249.84202041	239.284641741	233.024959045	233.436928122	245.440747101	233.344521228	215.699164369
209.827962676	224.316472705	247.149224646	229.618662968	245.078265164	234.845705927	235.852728308	238.194032662	239.009862045	249.942220103	216.869640858	223.822570429	228.23366539	250.644444566	285.302015061	238.474640748	222.521489457	223.930680446	228.598134951	256.462901202	236.890532558	228.225569979	221.396898905	196.974417107	218.138892114	243.163455978	227.377936325	243.022151191	235.629620031	232.631855328	236.531380611	236.091990818	240.17813189	218.72713084
249.748830097	241.112401451	249.484118847	259.7154843	235.876419361	229.698231459	222.739517053	248.141230371	236.014346006	259.843896271	246.097951959	214.777143835	228.865908152	247.741846811	238.474640748	285.302015061	240.708107787	253.064235044	236.995063738	231.680500724	240.336769777	252.142297623	250.674856936	237.367143987	225.189179693	228.5818612	219.684248563	238.325941395	237.762361729	231.408207481	218.759585673	237.301648968	237.776513323	232.034473351
