Tissue	braincerebellum
N_samples	102
Chr	4
Gene	ENSG00000145284.7
SNP	rs6848340
Gene_list	ENSG00000068078.13	ENSG00000110651.7	ENSG00000137285.9	ENSG00000074800.9	ENSG00000105088.4	ENSG00000157150.4	ENSG00000008394.8	ENSG00000167191.7	ENSG00000093010.7	ENSG00000172458.4	ENSG00000165795.16	ENSG00000171885.9	ENSG00000183963.14	ENSG00000134769.17	ENSG00000085063.10	ENSG00000110436.7	ENSG00000153902.9	ENSG00000266964.1	ENSG00000079215.9	ENSG00000102760.12	ENSG00000250722.1	ENSG00000100979.10	ENSG00000139644.8	ENSG00000100427.11	ENSG00000104112.4	ENSG00000167614.9	ENSG00000108387.10	ENSG00000162407.8	ENSG00000168309.12	ENSG00000165443.7	ENSG00000179604.8	ENSG00000119139.12	ENSG00000080493.9	ENSG00000144040.8	ENSG00000165092.8	ENSG00000140391.10	ENSG00000137509.6	ENSG00000145284.7	ENSG00000075142.9	ENSG00000152583.8	ENSG00000148672.7	ENSG00000105854.8	ENSG00000170989.8	ENSG00000164929.12	ENSG00000110887.3	ENSG00000168710.13	ENSG00000111275.8	ENSG00000155368.12	ENSG00000106278.7	ENSG00000152661.7	ENSG00000166033.7	ENSG00000136802.7	ENSG00000105894.7	ENSG00000113140.6	ENSG00000155511.13	ENSG00000125462.12	ENSG00000018625.10	ENSG00000112531.12	ENSG00000109472.9	ENSG00000135821.12	ENSG00000159176.9	ENSG00000170075.8	ENSG00000135919.8	ENSG00000132329.6
Gene expression stats (Y^T * Y): 
94.2403082206	60.9114001304	56.8353473115	61.7371799998	57.3176249505	62.38755501	47.9137672558	54.0055860978	49.4636739724	67.1522932421	63.7931265035	38.8361903114	60.5789287239	52.0552636142	40.2277896321	35.7775369636	64.6681950874	61.9687186993	61.0878455451	60.150621343	46.1570732142	52.5853188612	58.2318756381	71.3733752982	55.5323880789	70.2846698784	50.8831254511	52.0883654692	59.5940524197	33.1453486042	71.2345497796	66.2910078535	46.6795030063	52.7728178242	55.0087616706	30.4244293555	54.6909630835	65.5454206187	53.0965661743	58.6420060582	61.4106442611	65.3833489253	62.6329583804	49.415387902	69.4952296102	59.6595730571	69.4705206509	49.2237480058	55.6931914207	70.4648689356	69.9080898438	78.0354283406	44.6852401067	61.6089714774	62.4398561319	67.4515320634	66.4596031286	40.2180668594	52.3567929103	50.7717937788	58.627614149	55.6271660052	61.8214122826	65.598086047
60.9114001304	94.2403082206	72.8598688167	77.9614429474	46.4390072429	60.2621919356	63.959647368	59.915585284	54.1661083946	64.9123339676	70.3874486109	42.3179016268	53.6897444513	62.0296070389	57.7590212635	22.1846525325	57.1102179975	76.4719779249	53.9885548942	62.3505549587	54.5979144184	62.3257660466	64.5153956663	73.5992915648	50.18052097	77.6539256516	53.8802031542	36.5363116609	68.2612848578	17.4737211624	57.9554979312	42.3729230376	28.5004453683	32.9533652342	50.9855004072	32.4373843955	42.2556305477	58.7503720861	49.2114501346	67.2030675433	54.5108388577	66.5246784916	45.139120107	58.3526150523	62.5196127184	65.8341368601	76.9324368202	66.6393546299	39.9227340442	65.5849432592	71.8210603511	63.27594347	47.8080122012	64.7713928943	56.4432874369	64.2027473594	77.0871700921	38.2855025012	33.9730680721	66.3670245748	69.7582068422	30.4021542942	61.5305895117	60.4252874258
56.8353473115	72.8598688167	94.2403082206	75.9514356206	48.1276433607	61.9570660325	60.677432155	45.3041674312	49.5340713914	51.7778551521	69.1870790837	40.7790205364	49.2477820902	66.662696759	55.0936500656	26.3488459039	68.9091651966	69.6325222087	60.5556455404	44.9262549755	38.3211164998	62.2410202216	53.8256502181	66.7431720773	45.7056177304	75.8300044813	47.4338629008	48.941207945	63.2944847294	29.8827337552	55.7484078468	44.2767491167	38.2399257405	47.8136430986	53.37384603	36.0252356473	43.8219503472	58.5325949025	45.1900770122	58.5348467298	42.6174644335	56.1542243123	41.9505627403	62.2076563495	56.1884232803	71.9899946816	64.511907587	68.6432729914	57.0999598246	46.7077123564	62.1319112902	60.6691470066	52.6332103212	60.6767110049	60.4052668051	66.1035798484	70.4229127115	31.8131947921	31.006819786	74.8138288365	56.4120372553	45.9144849029	67.5310549855	53.2844206565
61.7371799998	77.9614429474	75.9514356206	94.2403082206	50.9494692305	56.9407942862	65.8398100344	51.572266923	43.1314384206	58.7424654166	63.5873155304	54.354285849	52.0725462083	66.8970438347	54.526332256	34.9787975156	58.5214423343	70.2516501637	54.0963937633	55.4035056105	42.9888091524	57.9387753903	56.8791403052	66.788705173	49.3189761443	69.2362008291	49.0073246824	47.9126963829	64.0779470159	38.575863722	58.9484265596	44.3718806659	38.2179545222	48.0457056459	51.550003182	40.3859620548	41.9850187184	64.7720397684	50.0194647961	68.5318890966	59.0178237593	61.1336604167	48.7143040959	60.4414365827	68.484197823	68.8679660307	74.6647232641	69.9422250765	51.9799068072	64.1148177861	67.5552338311	57.0847479775	48.2205976463	58.3901825543	58.529764909	62.3790810695	71.6737288571	39.0507620785	41.5870990253	71.8043062908	65.2294289503	42.7979094481	69.1296748251	62.2217062708
57.3176249505	46.4390072429	48.1276433607	50.9494692305	94.2403082206	55.6518907362	41.6215027485	39.0544363495	37.5987186629	41.2098009143	44.3580222657	47.6093908976	43.6107285013	39.2304754009	46.3361578931	49.5899738874	43.9120156382	46.1528667594	54.0270277062	44.453634497	24.9348058439	42.8387096054	47.9303081566	58.1561241159	43.7651565018	52.4384534471	43.4102443594	54.2345911849	38.0769137445	44.9758661687	50.3364357797	37.5857870398	54.8521233072	54.4683193276	45.205805322	40.9726145444	50.511570858	66.4090193681	40.5993752676	46.0397222246	48.3146551755	52.3304259353	59.7756091876	47.8153923966	57.4260537005	40.3109146464	51.4467837462	43.78478586	56.7077448461	46.60134457	60.9352359451	56.4834368696	48.6589162346	46.1823221007	52.9681877814	51.6077402387	52.3216455782	41.1154793585	47.0191944003	54.4892165487	45.1804666748	51.5540271585	56.6850100404	49.8655456557
62.38755501	60.2621919356	61.9570660325	56.9407942862	55.6518907362	94.2403082206	53.37346869	50.9174929117	62.6655863928	63.8698747126	77.3905606232	27.0903835682	65.4237243737	57.379765311	63.7760437225	37.7949861697	65.0129259666	66.1216393958	77.9801030334	69.9877060688	57.0185311945	62.8024920369	66.845956869	73.8750763819	67.0935101005	68.5563123422	66.9055605176	58.5254821552	70.1720765022	40.9115080983	72.4258566028	51.0037042747	56.6110337539	48.821154865	71.6706184101	46.3802781629	58.5713025032	72.2338002236	51.9401547052	58.1080626266	42.9046300439	73.0663857035	51.0816193306	66.4575675137	63.4212840485	64.7511947	56.4478672427	51.9347657472	62.5658027571	59.744345436	75.8582664202	74.3954163669	62.8641258916	69.2345569555	77.9697476629	68.6247894461	68.0013520889	38.174361087	50.9926279014	53.4420608699	60.4450830423	55.9290815391	70.0316252694	67.5991627523
47.9137672558	63.959647368	60.677432155	65.8398100344	41.6215027485	53.37346869	94.2403082206	53.1896990756	44.6111885115	61.8028566108	63.9744189475	56.4540946394	46.3574710795	74.2006957104	59.1141867163	39.452996959	54.5836717812	64.8041627553	50.1651460118	59.033834253	42.4244027966	50.2650849373	56.2612944391	58.6090943945	53.0892520345	57.12439698	38.4733683591	37.6984219648	57.8755469012	31.3197772117	48.7276870789	40.3585400207	34.1052496466	36.58469774	54.4054620286	49.3027038292	37.7571585948	61.6386175967	51.0033636386	62.3137996999	49.2285747769	65.109673668	42.9858631834	68.9064372346	47.8788917452	68.5787063705	66.5322938479	73.0715430726	46.1808316497	59.2352254262	61.7639790311	47.6174602901	42.5300976735	60.3206456592	52.5341360478	57.8214133958	61.418796127	38.2151071487	49.0175187184	58.2427262726	52.7853800917	26.2397796447	67.1836745849	52.4535941789
54.0055860978	59.915585284	45.3041674312	51.572266923	39.0544363495	50.9174929117	53.1896990756	94.2403082206	46.7411714106	72.9283528818	71.614163919	32.0928495427	49.5564138778	62.759671826	60.9260394376	17.8730509701	49.5734643684	64.3268343321	65.2819756549	55.3782723898	73.6998672688	49.5979804198	59.026962611	70.6003542638	60.0177583235	62.0703713715	64.5440752967	40.1096132992	64.6993823361	28.0036168322	59.8218934317	56.3053144507	27.0588634085	40.820040534	68.829603252	36.0353936966	50.9078656317	61.8849633534	33.9179011382	52.5340389424	44.1925161668	70.1676057038	30.1663871378	60.5748235871	54.6753552073	54.1888952224	56.0042312624	57.0612939317	47.9958069357	62.8600243955	64.2092532863	52.296692538	59.4579902342	61.3635812707	58.9631522768	61.4744175054	56.1973848006	48.5133895974	40.3879688448	39.4055103084	73.8629121188	41.2540562763	60.3864885553	59.7342146563
49.4636739724	54.1661083946	49.5340713914	43.1314384206	37.5987186629	62.6655863928	44.6111885115	46.7411714106	94.2403082206	60.7672514734	62.6155159543	20.8370361409	51.1346046948	47.65087652	52.7035785768	29.5685643221	52.7073100098	58.0486661373	56.4509796925	46.8453142616	50.3149179587	54.3856708066	59.2235469669	67.8167100433	52.6068118023	57.0973568432	53.9383166195	43.1031464432	55.2683498275	18.5720984959	57.8627134723	44.8292060585	32.0167798212	30.9032893943	54.4950852403	34.4914235821	48.7815760727	58.9172746133	37.9313377355	44.2215059701	30.0035691898	64.0256363622	47.8068824793	53.1288147837	39.2256134299	44.4189720587	42.8683489072	45.0212929466	49.1315202017	42.8630742194	54.1285416746	56.4703813472	50.0879914866	59.5894495688	55.3832564213	46.3212823209	47.2575832317	44.4936850412	49.1417012074	41.3152326978	48.57791402	42.3436594568	54.5611783811	54.4641881058
67.1522932421	64.9123339676	51.7778551521	58.7424654166	41.2098009143	63.8698747126	61.8028566108	72.9283528818	60.7672514734	94.2403082206	73.6875954173	37.3900964802	56.1435680775	60.8336440948	53.1075357525	27.1625100011	54.5691525456	72.8056378778	63.3031147108	65.0868860992	65.6393632822	51.670380074	58.9384028447	72.9813597732	59.6063349988	67.5919623248	63.8029310736	45.5036207938	67.1007009894	26.269908506	69.2461595437	67.4017131062	30.8861806084	42.6365249487	66.0778289017	34.9534409867	59.1988481845	63.7786953824	44.6335994021	59.1141033568	55.1661538255	73.0678764035	46.9883911673	60.4278917499	58.6248433915	62.3500877221	63.7401342767	56.9127270396	47.8732783017	75.2360184916	69.9104134971	66.123459617	51.7662186925	67.1335758475	62.6001288111	66.9460756003	60.1278807368	42.1302029423	49.5824943292	42.3414095622	65.1588255868	38.2048589402	63.7561860765	68.1052516602
