Tissue	braincerebellum
N_samples	102
Chr	7
Gene	ENSG00000105854.8
SNP	rs11768074
Gene_list	ENSG00000068078.13	ENSG00000110651.7	ENSG00000074800.9	ENSG00000129353.10	ENSG00000157150.4	ENSG00000008394.8	ENSG00000167191.7	ENSG00000093010.7	ENSG00000172458.4	ENSG00000165795.16	ENSG00000120885.15	ENSG00000183963.14	ENSG00000134769.17	ENSG00000085063.10	ENSG00000153902.9	ENSG00000266964.1	ENSG00000079215.9	ENSG00000131771.9	ENSG00000102760.12	ENSG00000250722.1	ENSG00000100979.10	ENSG00000160307.5	ENSG00000139644.8	ENSG00000100427.11	ENSG00000104112.4	ENSG00000167614.9	ENSG00000135404.7	ENSG00000108387.10	ENSG00000162407.8	ENSG00000168309.12	ENSG00000213398.3	ENSG00000179604.8	ENSG00000119139.12	ENSG00000165092.8	ENSG00000122378.9	ENSG00000137509.6	ENSG00000145284.7	ENSG00000152583.8	ENSG00000100605.12	ENSG00000105854.8	ENSG00000170989.8	ENSG00000164929.12	ENSG00000110887.3	ENSG00000168710.13	ENSG00000111275.8	ENSG00000155368.12	ENSG00000106278.7	ENSG00000152661.7	ENSG00000066468.16	ENSG00000166033.7	ENSG00000136802.7	ENSG00000105894.7	ENSG00000113140.6	ENSG00000155511.13	ENSG00000125462.12	ENSG00000018625.10	ENSG00000109472.9	ENSG00000159176.9	ENSG00000135919.8	ENSG00000132329.6
Gene expression stats (Y^T * Y): 
94.2403082206	60.9114001304	61.7371799998	61.9221610585	62.38755501	47.9137672558	54.0055860978	49.4636739724	67.1522932421	63.7931265035	48.1132844097	60.5789287239	52.0552636142	40.2277896321	64.6681950874	61.9687186993	61.0878455451	64.628758148	60.150621343	46.1570732142	52.5853188612	41.000118962	58.2318756381	71.3733752982	55.5323880789	70.2846698784	35.7986612999	50.8831254511	52.0883654692	59.5940524197	67.4820514313	71.2345497796	66.2910078535	55.0087616706	48.6609336012	54.6909630835	65.5454206187	58.6420060582	59.2457506864	65.3833489253	62.6329583804	49.415387902	69.4952296102	59.6595730571	69.4705206509	49.2237480058	55.6931914207	70.4648689356	49.4826768275	69.9080898438	78.0354283406	44.6852401067	61.6089714774	62.4398561319	67.4515320634	66.4596031286	52.3567929103	58.627614149	61.8214122826	65.598086047
60.9114001304	94.2403082206	77.9614429474	59.5929907166	60.2621919356	63.959647368	59.915585284	54.1661083946	64.9123339676	70.3874486109	68.7025592267	53.6897444513	62.0296070389	57.7590212635	57.1102179975	76.4719779249	53.9885548942	75.6382375167	62.3505549587	54.5979144184	62.3257660466	48.5683827629	64.5153956663	73.5992915648	50.18052097	77.6539256516	68.5839858309	53.8802031542	36.5363116609	68.2612848578	53.0895735434	57.9554979312	42.3729230376	50.9855004072	46.5851668363	42.2556305477	58.7503720861	67.2030675433	47.1782940446	66.5246784916	45.139120107	58.3526150523	62.5196127184	65.8341368601	76.9324368202	66.6393546299	39.9227340442	65.5849432592	43.9769762415	71.8210603511	63.27594347	47.8080122012	64.7713928943	56.4432874369	64.2027473594	77.0871700921	33.9730680721	69.7582068422	61.5305895117	60.4252874258
61.7371799998	77.9614429474	94.2403082206	46.7346535814	56.9407942862	65.8398100344	51.572266923	43.1314384206	58.7424654166	63.5873155304	62.7269493107	52.0725462083	66.8970438347	54.526332256	58.5214423343	70.2516501637	54.0963937633	66.4421437825	55.4035056105	42.9888091524	57.9387753903	43.9676327068	56.8791403052	66.788705173	49.3189761443	69.2362008291	63.7852272821	49.0073246824	47.9126963829	64.0779470159	51.5000004138	58.9484265596	44.3718806659	51.550003182	39.0158360188	41.9850187184	64.7720397684	68.5318890966	45.35254064	61.1336604167	48.7143040959	60.4414365827	68.484197823	68.8679660307	74.6647232641	69.9422250765	51.9799068072	64.1148177861	36.1224095674	67.5552338311	57.0847479775	48.2205976463	58.3901825543	58.529764909	62.3790810695	71.6737288571	41.5870990253	65.2294289503	69.1296748251	62.2217062708
61.9221610585	59.5929907166	46.7346535814	94.2403082206	57.813103228	41.9122019591	47.3803293168	57.8775852281	66.659898895	64.3415203884	40.1300486961	50.0477739378	44.8832444576	36.8145995522	53.0699380803	56.2483337314	52.0925027459	58.2653955309	45.8837014623	51.3116819922	47.6966603739	46.972802118	56.4165156509	62.4545539837	43.1269326438	64.6850763474	31.0770864266	50.0735830494	29.1655609843	60.1210867167	56.2955235967	54.3861237087	49.4107118449	50.6772410657	50.4741525312	48.4385353556	44.6974314304	44.4080098912	43.9264214515	58.2100130589	38.6106691711	46.504308348	45.9834158776	54.7678407513	52.1682241949	45.2264721137	34.3745655352	54.7737798254	42.0189088784	54.5976678335	60.5436361387	36.7991278561	52.7652805413	55.5377238212	58.3309775823	56.7644859047	31.738122431	51.0590961202	47.461085366	47.1512533645
62.38755501	60.2621919356	56.9407942862	57.813103228	94.2403082206	53.37346869	50.9174929117	62.6655863928	63.8698747126	77.3905606232	49.2343476555	65.4237243737	57.379765311	63.7760437225	65.0129259666	66.1216393958	77.9801030334	64.2895916184	69.9877060688	57.0185311945	62.8024920369	65.05242747	66.845956869	73.8750763819	67.0935101005	68.5563123422	51.6618731735	66.9055605176	58.5254821552	70.1720765022	59.8202010098	72.4258566028	51.0037042747	71.6706184101	52.2126410036	58.5713025032	72.2338002236	58.1080626266	58.3471731319	73.0663857035	51.0816193306	66.4575675137	63.4212840485	64.7511947	56.4478672427	51.9347657472	62.5658027571	59.744345436	56.062735085	75.8582664202	74.3954163669	62.8641258916	69.2345569555	77.9697476629	68.6247894461	68.0013520889	50.9926279014	60.4450830423	70.0316252694	67.5991627523
47.9137672558	63.959647368	65.8398100344	41.9122019591	53.37346869	94.2403082206	53.1896990756	44.6111885115	61.8028566108	63.9744189475	61.6756177525	46.3574710795	74.2006957104	59.1141867163	54.5836717812	64.8041627553	50.1651460118	57.6445220922	59.033834253	42.4244027966	50.2650849373	37.9087777123	56.2612944391	58.6090943945	53.0892520345	57.12439698	65.1910608761	38.4733683591	37.6984219648	57.8755469012	35.4677485052	48.7276870789	40.3585400207	54.4054620286	44.583468425	37.7571585948	61.6386175967	62.3137996999	38.5477767375	65.109673668	42.9858631834	68.9064372346	47.8788917452	68.5787063705	66.5322938479	73.0715430726	46.1808316497	59.2352254262	31.9995158637	61.7639790311	47.6174602901	42.5300976735	60.3206456592	52.5341360478	57.8214133958	61.418796127	49.0175187184	52.7853800917	67.1836745849	52.4535941789
54.0055860978	59.915585284	51.572266923	47.3803293168	50.9174929117	53.1896990756	94.2403082206	46.7411714106	72.9283528818	71.614163919	39.7521290026	49.5564138778	62.759671826	60.9260394376	49.5734643684	64.3268343321	65.2819756549	61.4385259531	55.3782723898	73.6998672688	49.5979804198	60.7031651965	59.026962611	70.6003542638	60.0177583235	62.0703713715	45.837630516	64.5440752967	40.1096132992	64.6993823361	59.4889166869	59.8218934317	56.3053144507	68.829603252	37.7914352106	50.9078656317	61.8849633534	52.5340389424	44.815606058	70.1676057038	30.1663871378	60.5748235871	54.6753552073	54.1888952224	56.0042312624	57.0612939317	47.9958069357	62.8600243955	61.7766436892	64.2092532863	52.296692538	59.4579902342	61.3635812707	58.9631522768	61.4744175054	56.1973848006	40.3879688448	73.8629121188	60.3864885553	59.7342146563
49.4636739724	54.1661083946	43.1314384206	57.8775852281	62.6655863928	44.6111885115	46.7411714106	94.2403082206	60.7672514734	62.6155159543	45.2152384317	51.1346046948	47.65087652	52.7035785768	52.7073100098	58.0486661373	56.4509796925	41.4405652811	46.8453142616	50.3149179587	54.3856708066	56.5720859543	59.2235469669	67.8167100433	52.6068118023	57.0973568432	44.282205167	53.9383166195	43.1031464432	55.2683498275	48.7859077332	57.8627134723	44.8292060585	54.4950852403	49.7085841247	48.7815760727	58.9172746133	44.2215059701	59.9624918524	64.0256363622	47.8068824793	53.1288147837	39.2256134299	44.4189720587	42.8683489072	45.0212929466	49.1315202017	42.8630742194	56.5618173277	54.1285416746	56.4703813472	50.0879914866	59.5894495688	55.3832564213	46.3212823209	47.2575832317	49.1417012074	48.57791402	54.5611783811	54.4641881058
67.1522932421	64.9123339676	58.7424654166	66.659898895	63.8698747126	61.8028566108	72.9283528818	60.7672514734	94.2403082206	73.6875954173	47.3158126279	56.1435680775	60.8336440948	53.1075357525	54.5691525456	72.8056378778	63.3031147108	66.3672227547	65.0868860992	65.6393632822	51.670380074	57.4031584717	58.9384028447	72.9813597732	59.6063349988	67.5919623248	42.7984651009	63.8029310736	45.5036207938	67.1007009894	62.8933078153	69.2461595437	67.4017131062	66.0778289017	55.209060327	59.1988481845	63.7786953824	59.1141033568	55.4322866392	73.0678764035	46.9883911673	60.4278917499	58.6248433915	62.3500877221	63.7401342767	56.9127270396	47.8732783017	75.2360184916	53.7712941282	69.9104134971	66.123459617	51.7662186925	67.1335758475	62.6001288111	66.9460756003	60.1278807368	49.5824943292	65.1588255868	63.7561860765	68.1052516602
63.7931265035	70.3874486109	63.5873155304	64.3415203884	77.3905606232	63.9744189475	71.614163919	62.6155159543	73.6875954173	94.2403082206	62.8283483503	65.7209374995	73.2524928675	69.6166642553	65.6508010857	72.1878893311	81.2555754285	71.9316908735	69.2579173761	70.699139101	66.9918891689	67.8368886856	70.2200680639	79.4408776463	69.8865304314	77.0951579576	58.4183971919	64.1046847223	53.5359976744	81.8858843222	61.2906604842	69.0856283249	58.994865362	78.5760592272	50.877559734	60.5371549411	71.2882555805	70.4736676637	52.8074231198	80.6322509388	46.1948000502	70.0779481287	59.7643583922	77.6297174976	66.5379430675	65.3768467122	59.7412599688	66.8107290626	62.2427297229	75.2162424179	69.7372137145	63.8114397765	78.6158538412	77.8213856841	74.2213584174	77.0682444322	50.3568660159	74.0355751374	72.2332842633	61.6618854504
