Tissue	braincerebellum
N_samples	102
Chr	8
Gene	ENSG00000136960.8
SNP	rs10111513
Gene_list	ENSG00000141934.5	ENSG00000171840.7	ENSG00000129757.8	ENSG00000177105.9	ENSG00000166394.10	ENSG00000109099.9	ENSG00000117115.8	ENSG00000151552.7	ENSG00000129538.9	ENSG00000150867.9	ENSG00000166091.15	ENSG00000158865.8	ENSG00000204655.7	ENSG00000126860.7	ENSG00000184007.13	ENSG00000105695.10	ENSG00000012124.10	ENSG00000011426.6	ENSG00000128283.6	ENSG00000100146.12	ENSG00000167641.6	ENSG00000100242.11	ENSG00000146122.12	ENSG00000173786.12	ENSG00000049089.9	ENSG00000092529.18	ENSG00000079435.5	ENSG00000179178.6	ENSG00000066322.8	ENSG00000086205.12	ENSG00000167755.9	ENSG00000186417.9	ENSG00000134851.8	ENSG00000065361.10	ENSG00000102934.5	ENSG00000124920.9	ENSG00000176485.6	ENSG00000126803.8	ENSG00000172508.6	ENSG00000150656.10	ENSG00000141540.6	ENSG00000114993.11	ENSG00000103089.4	ENSG00000166348.13	ENSG00000141524.11	ENSG00000204278.8	ENSG00000164176.8	ENSG00000073417.10	ENSG00000104267.5	ENSG00000118785.9	ENSG00000187764.7	ENSG00000172005.6	ENSG00000197430.6	ENSG00000080822.12	ENSG00000203485.8	ENSG00000070214.11	ENSG00000134243.7	ENSG00000198121.9	ENSG00000174607.6	ENSG00000136867.6	ENSG00000187164.13	ENSG00000136960.8	ENSG00000170775.2	ENSG00000167123.14	ENSG00000091513.10	ENSG00000104419.10	ENSG00000148826.6	ENSG00000169554.12	ENSG00000132702.8	ENSG00000136541.10	ENSG00000164124.6	ENSG00000176381.4	ENSG00000013297.6	ENSG00000114757.14	ENSG00000117266.11	ENSG00000196187.7	ENSG00000116574.4	ENSG00000115468.7
Gene expression stats (Y^T * Y): 
94.2403082206	53.0726633439	60.2434591648	64.3665990693	59.3925962174	53.9572023316	51.736155422	54.3767329456	55.4755111592	70.9301229856	62.3093990544	65.0034032939	61.1276275031	66.4177486246	47.205445126	67.1733700042	70.3107618031	63.323575696	70.6664726521	66.7786384317	56.5448658677	47.3090548203	59.1923382672	55.2496315508	65.1433818459	62.5775978116	59.7691578316	60.9082387763	61.2684138098	64.0632038462	69.8007800308	60.7719485135	53.557129706	72.4101617115	66.965607889	68.9722648492	60.8814876558	73.2631154052	62.8937526086	60.7289849367	70.0117434064	61.706308418	72.9285975637	46.986588519	52.7921472725	61.5327317869	60.5690493535	65.5145781822	56.4325064103	52.002437689	56.9026925523	59.2279892034	65.6594336396	51.9959142788	64.133774969	62.7931592387	53.9205082335	53.3270529822	66.9938793829	63.7706465621	51.2781393249	66.1582620017	64.9452738644	45.0348283743	58.3967813093	52.7554534453	66.4737270953	52.6444625743	57.624123917	60.3312258583	64.7533934337	58.3495064749	59.1536683585	57.9790338938	57.2236493026	56.3736512512	53.2203811243	65.1641949845
53.0726633439	94.2403082206	48.6566327319	54.9067376167	57.6228283818	37.9540431517	45.9081397467	35.573371302	34.0670083924	51.9121368388	49.3812647969	34.3137563827	42.7581759019	56.2695060468	26.2831087508	52.9307840754	52.5104095553	51.9679054321	49.4644463137	54.6529796649	42.5644918444	30.0297865466	43.3901054134	41.9429341451	45.3026722057	44.843403592	49.4910058947	65.8503183506	48.3908379448	62.5377803245	54.547757263	56.4065421214	47.3008623415	57.209514707	47.4373114195	50.4795919714	38.2837464659	61.5875457261	44.3751464034	44.9637088358	55.9753458281	35.0708104127	59.4434148699	35.1903878099	36.0854829098	52.506232624	52.0238868011	59.2849074201	40.1464295986	39.4761826569	38.9512073827	44.1859587452	56.9138194656	37.2558605989	36.7415537578	48.5092033195	38.9096869181	31.1622513664	59.2509845756	55.6705703282	35.0138618603	58.956043262	64.0457688857	26.7007337935	45.6075284464	32.9744369905	43.5889319565	37.5053416198	35.6660059676	43.7566612152	57.7818935146	64.7302256535	43.3396292605	57.0550120457	28.3745142646	36.7492922624	43.7226679355	36.9556441191
60.2434591648	48.6566327319	94.2403082206	60.7290779799	63.4686126644	43.4078841093	56.2492742779	55.3254926086	50.4300731683	59.6157481733	44.9688219057	69.5375503603	58.5387902386	60.2677329174	46.601702145	64.421608433	56.8462306985	62.2376738881	68.0249958139	64.2806074848	60.8284971461	37.9090451911	52.4907642385	54.6148684277	65.2086333285	56.9064389855	60.2427689854	64.0629648561	58.6850067306	57.0712370837	72.4160379401	57.7363736372	38.2590799655	63.9567301293	58.9540169842	62.7402803532	55.6041725488	69.0006026191	65.2277809826	58.0388727613	53.109821389	51.086912602	71.4522149906	46.1521852513	54.3611149038	57.1776732717	54.5532969235	57.3090510557	42.3064356244	50.2128367239	56.1058630865	45.3062452262	50.5730504336	46.1483952179	61.8735647349	63.078465501	41.3753245871	50.2297487182	64.099177456	51.0061831892	45.3313219953	58.7010969352	60.5281163246	37.8277556019	61.596817432	54.2895046216	70.5145930808	58.8069843051	49.2428096597	59.4517772125	54.6331438209	62.9660455048	58.389892045	54.0565394101	55.6913992632	54.1886316783	51.8800891859	54.9621773356
64.3665990693	54.9067376167	60.7290779799	94.2403082206	63.1080261505	51.5889427079	60.5237146141	54.1209280362	50.6887799273	67.7313388845	63.3375645573	57.2323008154	61.5361004707	66.3497904607	51.1443270232	69.8713635977	68.1599797576	64.1214262254	71.9536296567	70.9885157678	64.716865849	46.8286010204	57.4513972262	56.5303776104	65.8644275564	59.1008678878	58.0647805398	66.5183294744	72.6911568041	73.1194408801	71.1654264868	66.1467526642	56.9455958542	70.978177969	68.6306842336	71.2006163813	58.6100922448	72.1123816698	65.3598190371	55.1132105092	68.7006338087	61.0826373349	74.3589036065	44.9900802013	58.1994084944	66.8263567695	48.5460480246	68.0368181404	40.2217021625	52.8319904132	57.765287341	61.5946898958	66.3680690862	44.4684178527	65.4424522389	65.0629397521	45.3794075653	52.1927182644	54.6643205212	62.3408234636	50.6377052524	61.2596627709	61.6978847029	47.9509651814	58.8878163454	54.1394063968	71.6664080792	52.8463818856	65.1069647882	58.7777707938	62.585818575	62.529988601	58.6330147277	41.1320176757	51.3133518145	52.6804301536	61.3313966526	60.0100085321
59.3925962174	57.6228283818	63.4686126644	63.1080261505	94.2403082206	44.9787459379	52.4503104697	46.4183541511	47.3514579159	51.59027401	51.9497341719	49.3423955078	53.8369747541	55.0208055673	37.7468115533	58.6020679008	56.7081982269	48.2133608781	57.1410241098	65.0882096549	57.6318583703	32.7001985109	46.7245056057	49.0807133181	61.4638041321	54.5734618001	48.7663932615	64.3448426735	52.6289934693	63.2336239196	63.4784013422	56.6657105495	43.5895676171	59.1297011744	58.308805382	58.9991594293	51.5029329897	65.4576507583	58.085357859	49.4167745842	57.6405005736	42.807454676	61.235963048	31.5759058709	42.9638753573	55.6426818793	52.1818673354	59.1619521607	43.0537240138	39.9384433775	51.3531753295	47.9932559136	60.8504118038	41.1804996982	51.0734844455	57.0432942628	27.7201458761	39.2113862693	57.9484446603	56.1770057851	37.565464601	58.1725101287	58.8014307008	39.3079955831	53.7180451687	38.5672432319	59.507327391	50.665016981	42.9064824187	51.0289704023	52.7384420231	62.2549020186	47.8745133639	53.1631434317	39.968386471	44.7533532908	43.8644311516	38.8042870076
53.9572023316	37.9540431517	43.4078841093	51.5889427079	44.9787459379	94.2403082206	36.7145726202	50.27165307	67.1043722274	60.4974546404	67.1989649106	42.0309879667	62.7624304927	62.2175689089	43.5615782985	69.1632610251	52.3760149146	54.0883002796	56.2804355035	52.9002377797	54.6388641861	57.4222846905	49.2703246083	66.8312371627	47.1282884626	59.6745020296	41.0478692346	47.29070314	56.7193414708	49.0003860839	62.3908446952	43.1360434447	40.0080240949	56.8686516322	63.952368025	63.3286525441	67.2969315166	64.5746816826	60.5155445069	59.5380049829	66.5607913304	47.8292867706	59.6805519159	42.9077279595	36.3703191753	49.7537360163	58.9942623785	45.2515592231	59.6529685667	64.3403233726	40.6221352356	74.0434235047	60.9096223144	63.1945731083	45.9451458697	65.4487491749	47.2069682482	46.6100907087	50.7136996071	59.7206420431	40.032215099	65.0850904122	61.2589674606	55.9658839089	63.0619321623	64.9063076134	48.4642434014	36.6981281009	54.7491686707	54.9288975418	62.1441611297	37.4100060721	75.2623293419	34.125709138	43.2474701817	56.1942823624	44.699323048	56.4438267897
51.736155422	45.9081397467	56.2492742779	60.5237146141	52.4503104697	36.7145726202	94.2403082206	49.3203632604	40.9100878176	57.3249983861	53.7745250601	61.3552124949	53.4975344781	61.362991466	53.5428380949	58.9691004582	54.2487356896	66.9258677547	56.3026886621	59.8453184621	55.4739030472	29.4047477053	63.9682467341	54.2708331674	69.7667131573	53.8597689338	59.6970030426	51.2930888548	60.148383385	64.2050151868	64.9709637039	64.3427291379	44.2551874134	59.6514539501	59.7563807106	58.0784404204	49.1162604774	65.7513682792	62.5376846778	47.6576702176	56.0886196842	53.7385717697	66.3893571136	54.1151201263	48.0916186771	53.102257546	47.0415749807	50.0543086653	37.6002540748	45.0138342242	61.2371627497	50.3462437419	48.5819300875	47.0921260073	50.9839509277	60.9539156623	44.9276048789	45.7799185783	57.5613489616	49.8116741174	48.9273683617	58.0928657316	49.4724773885	40.368386117	57.2276226222	42.9462033528	60.9706098591	48.3093432612	50.9955344035	60.4729898153	60.6761409824	54.5782663257	47.4450666131	39.7120329481	50.5195168782	51.703643505	54.6914591264	54.8442721896
54.3767329456	35.573371302	55.3254926086	54.1209280362	46.4183541511	50.27165307	49.3203632604	94.2403082206	73.6629837188	67.2534810642	48.529274163	65.190469492	79.5674897877	57.8954324024	69.5754063209	74.8107753902	56.6625741582	64.0476313156	67.9480164025	59.1148265353	76.1525137117	46.3782070403	57.4722020897	68.618209178	64.6616250429	74.66177451	53.1569846762	41.2813106283	62.0620569577	43.9931511053	73.8494473818	35.7757278213	51.006751794	53.5261951133	71.6494195536	74.6269404791	66.9728927672	65.5289840261	74.8297501428	76.0874661373	62.0310720284	48.9998218087	62.8174486179	42.9849511608	62.2117389442	53.3405437724	55.9884835085	43.1914486604	51.2330575696	70.7413295389	61.4819103347	63.5383879207	57.8266517536	62.3681648668	66.6565739358	62.9868620271	40.0339372873	62.2525847542	52.3871156795	46.9278904042	65.4755422962	68.9841659443	53.2333689194	72.8236272411	80.4058607485	66.8575936128	69.72092695	54.454493125	52.9772936777	74.8639775275	58.9237681887	41.2579260459	68.4967895408	39.1399183846	78.4473298269	70.0798631391	57.6269703735	63.7886313094
55.4755111592	34.0670083924	50.4300731683	50.6887799273	47.3514579159	67.1043722274	40.9100878176	73.6629837188	94.2403082206	61.5903387265	54.5876576674	51.4009544737	80.5624392932	57.2095046242	61.3613882865	76.8575916548	52.2007798195	55.3057156414	60.2404026091	57.491421784	75.697316458	41.4863304083	52.0294188245	81.3794825178	55.9938645111	74.6773574364	42.4446029873	43.3518347082	64.3902549748	42.0598426247	67.0685434877	33.693208672	39.7653486328	52.0859183416	75.3878939594	71.2704250739	73.3283693731	64.1948730388	75.9508564583	67.5977618985	61.2894520401	44.481331753	57.2268100001	45.5082795974	50.9106638503	47.7710223301	57.7154976941	39.7948241575	53.3604297506	65.6757192632	52.4726541465	69.8840001788	62.3970411077	67.2202319571	67.1932336774	59.4389691317	40.3766328998	58.5963845352	47.8115944283	46.4489166141	53.1633189552	66.7636921388	53.220003808	72.524202992	78.4416718185	74.3614382026	58.5110917888	45.1732465059	58.1104237659	68.5780778488	57.9073549777	33.9993594754	79.2913183063	31.5304491585	69.387878013	70.7045881172	47.2030811797	65.334147378
70.9301229856	51.9121368388	59.6157481733	67.7313388845	51.59027401	60.4974546404	57.3249983861	67.2534810642	61.5903387265	94.2403082206	67.9824881346	69.1668372141	78.7200967962	79.4576895276	66.6182841683	79.6133485528	77.1601817536	77.2776033238	76.7647096286	75.9952655738	69.4743088245	55.996725372	68.8773862902	67.3267788934	70.6237143196	70.9075626129	68.2817663012	59.7657842745	73.5240274468	65.9487857355	80.2445600963	63.1456841181	63.0915318728	77.985123682	76.6682446771	83.3041149778	72.5175512885	79.9911092469	75.0330181594	73.062952935	78.9608706572	69.914043397	81.9226697187	57.1621838085	65.2099876361	73.6030920227	66.5012423288	62.2040606432	54.9452402029	68.8167192039	60.9934120344	72.6907904945	75.1865234589	70.1237795227	68.766157887	78.6385755893	59.5047688842	67.0017471364	69.6031639525	66.1373945206	67.4204298617	80.056531026	69.8058500081	59.577883189	74.9748400395	68.516888996	79.1010135736	63.1940171745	71.1026415646	79.5893838672	76.2177814882	63.1929204206	68.7121819883	52.792502894	66.6647390336	68.3442743021	70.1527161617	70.9821373218
