Tissue	braincerebellum
N_samples	102
Chr	6
Gene	ENSG00000096696.9
SNP	rs150367865
Gene_list	ENSG00000088882.7	ENSG00000096696.9	ENSG00000172296.8	ENSG00000173068.13	ENSG00000143867.5	ENSG00000165474.5	ENSG00000099937.6	ENSG00000168079.12	ENSG00000046604.8	ENSG00000006075.11	ENSG00000129277.9	ENSG00000197262.8	ENSG00000159212.8	ENSG00000163817.11	ENSG00000112175.6	ENSG00000128052.8	ENSG00000197901.7	ENSG00000108950.7	ENSG00000187720.10	ENSG00000104313.13	ENSG00000102554.9	ENSG00000137868.14	ENSG00000127083.7	ENSG00000152580.8	ENSG00000164303.6	ENSG00000116690.7	ENSG00000122176.10	ENSG00000082482.9
Gene expression stats (Y^T * Y): 
94.2403082206	60.3362880665	40.8161738102	57.4724305405	53.6132472133	51.8005519971	41.9565021831	51.9187983036	47.5326585107	44.6492768465	50.8723729923	50.7507197944	67.8555477271	57.3404640786	71.3315993563	60.1840981895	55.4200168831	55.9073389587	60.9523252047	64.6867058849	51.4579112902	56.4967785641	65.8781673797	51.951876368	53.849656957	25.8554681259	49.8621377665	50.6722081352
60.3362880665	94.2403082206	58.2625833733	60.5739958679	63.8355283257	78.6835256404	77.0618656877	67.22456196	59.7612408201	69.5448681791	63.7926332969	67.8971945845	64.6215494618	73.902948892	72.7098925792	69.662107069	73.8065685159	67.7693368379	68.3116958978	63.8143381638	70.3846712649	60.1638760575	73.8429041617	57.1235505407	60.0255758531	57.6466327917	70.2516629495	60.7047168399
40.8161738102	58.2625833733	94.2403082206	56.538201225	49.3396886793	49.5589383486	39.4151873678	71.5631597832	47.981937281	49.3153187864	52.0899852346	48.3750491645	53.0909183371	55.1744989072	59.738574477	50.5408520698	57.8388359545	41.7295944291	61.9875026118	52.1058016756	62.9380581967	49.0617121197	54.2855178599	48.0002361273	54.7612040911	21.776540611	38.888601494	49.6172158549
57.4724305405	60.5739958679	56.538201225	94.2403082206	56.9738657333	48.8441838724	37.9164037162	59.1000192341	57.3957804443	44.9805642727	53.3726354741	57.5027115796	69.1506424907	60.9615057346	68.5032403847	61.8816172249	60.4258148296	53.199887897	61.7237867668	60.6439390816	60.6750919304	57.3421245516	62.5191563076	59.2494818087	56.2709836686	23.1429103381	48.6222699729	55.0319991267
53.6132472133	63.8355283257	49.3396886793	56.9738657333	94.2403082206	51.7600311676	47.200327289	70.8051594246	54.4917683165	47.2421841585	53.961135145	61.274475432	65.5692277622	74.4529365947	70.552826103	64.6178303944	71.8621588114	69.5920303225	62.6641501719	64.9766277676	64.2423114782	71.8951654237	62.6358488148	47.5460072867	62.8424353014	34.892145475	71.0332603837	52.3195808744
51.8005519971	78.6835256404	49.5589383486	48.8441838724	51.7600311676	94.2403082206	71.6521175204	56.3716681269	53.3453872251	65.0349189948	56.9185705438	59.3350713325	53.9459122326	65.7828666862	64.4785399624	55.6795323922	66.3656726435	61.1690067455	55.0220381502	60.5235471055	53.6266293165	51.5262105648	64.729508687	43.07301785	52.9377095294	58.5249543836	57.7606873517	55.9292201538
41.9565021831	77.0618656877	39.4151873678	37.9164037162	47.200327289	71.6521175204	94.2403082206	46.972020169	30.8451498081	58.6073127289	45.0901850867	44.3234016352	47.9281083853	67.4790828517	46.7888575249	49.8892087454	66.8153614284	65.8282660806	54.2082091188	41.3320055692	42.1644052582	49.6303486702	56.9164998488	35.5578197131	43.858038189	74.4557306514	71.5074328729	48.1872056231
51.9187983036	67.22456196	71.5631597832	59.1000192341	70.8051594246	56.3716681269	46.972020169	94.2403082206	53.2069801862	50.9330301801	56.9247336152	56.3393630099	60.1497548829	61.9564337143	70.85441468	62.1700468826	69.4708111037	54.5274149459	67.5747587714	63.3241134342	68.1679730244	57.9632477819	63.3663408931	50.9651528282	72.0305365786	32.3641957492	59.900611919	55.6271444686
47.5326585107	59.7612408201	47.981937281	57.3957804443	54.4917683165	53.3453872251	30.8451498081	53.2069801862	94.2403082206	51.5939282942	56.2665720695	64.2595066708	53.6111819417	52.5522188026	66.1986704583	60.6080607983	52.2359944047	43.5272946604	54.895844329	60.675401542	67.7946949447	50.3823218126	53.5526985501	52.3209679207	49.5996573137	21.7486200952	35.3334440395	45.146562671
44.6492768465	69.5448681791	49.3153187864	44.9805642727	47.2421841585	65.0349189948	58.6073127289	50.9330301801	51.5939282942	94.2403082206	83.0398637512	73.1558558862	54.4653370216	53.3705081924	65.0407932355	54.0632849027	58.1480543572	43.8569192819	48.8098891909	55.3222936253	53.8561561648	36.3913453545	60.3779469396	43.0625713599	48.7175706319	51.68666037	44.2319883776	43.3792478992
50.8723729923	63.7926332969	52.0899852346	53.3726354741	53.961135145	56.9185705438	45.0901850867	56.9247336152	56.2665720695	83.0398637512	94.2403082206	71.5032579573	62.081825366	55.190997369	72.7797482524	55.984056476	59.5563599781	46.9721836211	52.7818521403	63.1368872928	60.7658200212	43.2674101939	63.5811879319	50.2367774385	54.5338804895	35.848154295	43.5537655002	48.5788874735
50.7507197944	67.8971945845	48.3750491645	57.5027115796	61.274475432	59.3350713325	44.3234016352	56.3393630099	64.2595066708	73.1558558862	71.5032579573	94.2403082206	60.5550973572	60.9686091174	74.0373516174	67.101922412	62.7695159835	48.8326745812	54.5702404972	63.8063619948	62.2652179691	50.3419685412	66.3495253206	56.0555968844	54.9420825792	34.5638706944	46.3124265818	46.7602941625
