Tissue	braincerebellum
N_samples	102
Chr	2
Gene	ENSG00000071082.6
SNP	rs7572457
Gene_list	ENSG00000171863.8	ENSG00000161970.8	ENSG00000144713.8	ENSG00000221983.3	ENSG00000134419.11	ENSG00000137154.8	ENSG00000142676.8	ENSG00000198242.9	ENSG00000124614.9	ENSG00000198755.6	ENSG00000125691.8	ENSG00000108298.5	ENSG00000168028.9	ENSG00000188846.9	ENSG00000131469.8	ENSG00000142937.7	ENSG00000265681.2	ENSG00000142534.2	ENSG00000213741.4	ENSG00000162244.6	ENSG00000008988.5	ENSG00000083845.4	ENSG00000174444.10	ENSG00000145741.11	ENSG00000147604.9	ENSG00000149273.10	ENSG00000138326.14	ENSG00000186468.8	ENSG00000156482.6	ENSG00000114391.8	ENSG00000071082.6	ENSG00000104408.5	ENSG00000109475.12	ENSG00000089009.11	ENSG00000089157.11	ENSG00000112306.7	ENSG00000148303.12	ENSG00000164587.7	ENSG00000177954.7	ENSG00000163479.9	ENSG00000204628.7	ENSG00000182899.10	ENSG00000197756.5
Gene expression stats (Y^T * Y): 
94.2403082206	58.3249085565	62.7282262286	50.6683062575	58.4326207038	66.0685364891	63.6396343096	61.3154949615	58.3349999389	43.5630942238	63.0992727862	55.5440882893	51.9092818364	50.6968658349	63.6834532554	64.7596788939	60.2032224215	46.1969901528	53.6704644439	57.8261608071	45.7343466088	54.2054122759	51.5420408144	58.1317871391	50.6309268772	57.942154285	60.6027424045	45.0993755091	61.3078798008	69.4696630195	57.9617558156	49.6105451069	63.9365705406	52.4621151945	45.0670012409	54.0061228364	56.143081314	42.9369343783	45.2489217851	47.6808497855	43.0748532431	63.9866670002	48.2568908432
58.3249085565	94.2403082206	65.2961791419	55.1860894242	70.0718241881	75.6052756659	74.3379502181	60.6551833484	60.2048985054	61.3119724384	69.1211112586	56.6262251583	61.6357813825	52.34564416	62.3310180189	66.0990464146	68.0525187825	43.9245608135	68.6205284039	49.1323504463	67.04029954	53.5431487807	74.8452981403	58.160038551	83.9701972262	55.5268113591	79.1370532457	57.906190791	76.3875539485	70.9161542305	67.8898886824	75.2077311373	76.6215832808	83.0210404748	54.6907086886	75.9616187106	64.1301005824	43.6014276106	66.2708620235	53.7151711672	57.788466935	69.7717047953	48.9055934769
62.7282262286	65.2961791419	94.2403082206	67.0072202205	70.2278300548	74.1726515565	78.9270026063	72.2955554793	63.9804038643	53.8860301157	78.4960528268	78.7923069281	58.9933115636	66.9196570468	63.8568080107	69.6528482174	71.1256835184	70.0672718459	69.0807584651	71.146924941	63.6935875205	73.4855275609	55.0740576882	59.9669566725	61.2077999292	74.3007646809	72.2319424416	59.4795644684	78.7625365793	72.11074972	76.7112418911	56.7846036839	70.7920221123	63.7614571413	62.5142855658	65.4997336701	73.0675364533	62.2516975695	62.807901759	52.3410127026	66.1195150852	72.2757704229	74.468149228
50.6683062575	55.1860894242	67.0072202205	94.2403082206	61.2166094346	60.836219775	58.9356723831	58.4178601397	65.4355964083	58.4750517175	57.327636375	70.2033684996	63.8181534715	41.9115370466	54.9858602975	56.4730820679	51.8444992124	63.9127741181	61.9753446194	60.7791294721	54.6017952289	64.9546275069	53.8797894353	47.5843817465	45.4475710426	60.1135373007	48.5478456163	52.1299493697	57.6470757112	55.6854317229	63.0619999779	43.3466276177	50.3843579625	51.9029122771	64.3734170766	62.9340790879	67.1755802854	51.8674247252	55.134933733	58.1604727302	61.5400411245	51.0167305984	60.2399325298
58.4326207038	70.0718241881	70.2278300548	61.2166094346	94.2403082206	71.9336847886	73.9083350966	51.5885650152	71.8947639947	57.8027201449	65.5828205551	66.4828579669	63.4060276424	49.6223814676	72.7580847079	74.8710725843	68.0087351162	59.7241976245	82.0105632926	64.9129539257	73.642384158	63.6274160736	62.7167943073	64.0657394547	66.136657105	61.4981909762	71.0975223273	58.4267713324	73.7279862868	76.4351544566	66.030679572	61.1887755287	75.9454532563	72.0445738806	68.4256971059	77.297380331	56.5790694485	52.9023869149	78.1765182171	42.393476974	57.1237520113	80.1626543333	54.7633017155
66.0685364891	75.6052756659	74.1726515565	60.836219775	71.9336847886	94.2403082206	78.6635347061	69.3574028338	62.5912212298	62.4175726283	73.9204911113	68.0691636001	67.5609269079	64.8113316829	68.9785624987	75.7122949142	77.188610949	47.9074615535	68.4547161912	64.582466224	68.7515122066	64.8228291826	68.0596189104	68.744354011	70.1758437319	63.4470160569	77.5129982807	56.7793787668	80.5580153912	80.4837582224	66.8704741929	66.7253623988	76.272949169	71.8562563055	66.6120163997	71.434865752	67.3511635182	55.2393695709	66.654487177	51.9633968882	57.1657860461	75.655540319	51.2807003431
63.6396343096	74.3379502181	78.9270026063	58.9356723831	73.9083350966	78.6635347061	94.2403082206	69.4669060954	65.6846437768	59.3464209484	79.8093134433	74.1046086807	68.0665164755	68.5501520644	60.6368797787	77.6631731016	81.4831880224	60.7761234938	73.4721612712	70.0569372457	70.6154986686	71.5467617274	65.9351280218	64.0703260439	72.561696895	75.0639158822	71.4684570376	65.8187367858	83.0103968414	78.8999683836	70.4864048062	69.0919426971	72.6723922406	70.908239515	61.9075614637	74.4555530589	72.0897295367	63.5274489181	67.3530021749	53.5649803358	66.1457392846	72.1651790452	71.0624824129
61.3154949615	60.6551833484	72.2955554793	58.4178601397	51.5885650152	69.3574028338	69.4669060954	94.2403082206	52.5508775843	52.0113515296	74.1528574106	65.0392150501	52.0090372373	61.5146441147	50.8814647108	55.9050300937	63.6246916409	53.5792057138	50.7490622218	53.7775528359	51.3080494454	49.3943216291	49.6740147014	52.9590033707	60.3435900098	63.7834240144	66.7274528509	62.5813381919	70.0664048833	57.846781916	63.8964769381	53.7571110132	54.4913599896	50.7557565019	44.5837963226	55.3090932365	62.3277011457	45.8980333245	48.0534561542	40.9280160488	45.3836798857	58.3746035845	64.5728057986
58.3349999389	60.2048985054	63.9804038643	65.4355964083	71.8947639947	62.5912212298	65.6846437768	52.5508775843	94.2403082206	57.7848729207	63.0335466615	61.4360675456	60.8510722519	40.0656561136	73.9310282317	69.4092756057	59.4771976652	54.9248575539	75.7742833832	60.1920960919	53.881813358	65.3413530918	58.0976019847	54.2500595912	53.3231145702	67.1118450266	54.3854647312	60.8368188613	60.5108426683	62.2125948185	61.7083687404	45.076614416	58.9623764907	55.763387779	61.1415966146	75.6354102016	60.0135705781	50.887243515	57.6472060862	43.883594191	49.7170403251	66.3333728353	64.9762616208
43.5630942238	61.3119724384	53.8860301157	58.4750517175	57.8027201449	62.4175726283	59.3464209484	52.0113515296	57.7848729207	94.2403082206	50.0182377901	55.638283499	63.642476534	46.0804845138	46.1928301954	56.7909910477	57.6405436206	48.2388753324	64.0452993369	48.9939685458	55.3602170266	60.0084433732	68.7782484278	59.0143564865	62.1151387869	45.3506519488	55.1395614875	45.4164631373	57.8867512141	59.4968057633	57.8273175482	51.2593807354	47.4408965316	63.9974547376	68.5311796009	64.8787135237	60.39830647	43.9533230764	61.4703202565	50.7209100265	49.0708987549	51.4520268047	40.9562100182
