Tissue	braincerebellum
N_samples	102
Chr	12
Gene	ENSG00000151136.10
SNP	rs12822690
Gene_list	ENSG00000125895.5	ENSG00000158292.6	ENSG00000071282.7	ENSG00000137203.6	ENSG00000204624.6	ENSG00000273079.1	ENSG00000162494.5	ENSG00000162981.12	ENSG00000110786.13	ENSG00000185052.7	ENSG00000070886.6	ENSG00000229164.5	ENSG00000136750.7	ENSG00000158089.10	ENSG00000013016.10	ENSG00000134775.11	ENSG00000163873.5	ENSG00000105738.6	ENSG00000138944.7	ENSG00000101670.7	ENSG00000105464.3	ENSG00000102935.7	ENSG00000008196.8	ENSG00000169213.6	ENSG00000163932.9	ENSG00000157404.11	ENSG00000180828.1	ENSG00000171617.9	ENSG00000080644.11	ENSG00000152784.11	ENSG00000172159.11	ENSG00000120833.9	ENSG00000138136.5	ENSG00000156395.8	ENSG00000151136.10	ENSG00000041515.11	ENSG00000178403.3	ENSG00000138835.18	ENSG00000143061.13	ENSG00000089250.14	ENSG00000152894.10	ENSG00000188916.4	ENSG00000176769.9	ENSG00000158258.11	ENSG00000109452.8	ENSG00000114805.12	ENSG00000183853.13	ENSG00000170214.3	ENSG00000248485.1	ENSG00000087116.9	ENSG00000196482.12	ENSG00000143507.13
Gene expression stats (Y^T * Y): 
94.2403082206	37.2514398811	56.7945445039	52.1939423944	48.5940542061	40.9008092523	56.9614468228	40.5518751839	58.9139873466	57.2994507799	36.8098199726	51.4685792582	52.5839194308	54.6400779593	42.9471616851	51.0165202693	45.1586193894	42.4242568922	56.6189669805	57.3714574857	38.8416564718	42.1445939834	58.9934460126	50.7399734157	61.1196990542	45.577236249	47.8751505875	37.8092874605	50.8286510892	57.032250444	37.961250723	45.0919552618	41.9323177209	60.1539677285	60.6555884824	50.9840539846	49.6896812789	26.4347737626	29.7520878113	52.1874964116	41.5638637844	31.3812472048	42.9722700515	36.7967827625	42.7976893443	42.7191691425	32.6090378574	53.3585757243	48.561671108	42.0305158877	37.4819842267	55.862433787
37.2514398811	94.2403082206	55.136530579	44.7409276143	47.0111525661	53.4203908162	62.0213583382	51.1327074362	53.7049501161	49.9097363116	51.4576435181	38.7828699556	39.8597049937	53.2878038888	43.8120018904	47.317865766	58.9002752999	43.6297431831	62.9634623455	53.510994017	59.5226400284	54.4794402742	52.6305654866	56.4762403225	49.8865147599	38.2694450946	42.5649961773	38.6575142522	33.4369615219	49.5511215945	40.2527317696	43.1841452946	47.906688766	53.6942469406	62.0965945508	50.7079369831	53.3337233704	41.0662669734	48.085469566	59.8341967738	40.9026048867	45.9501853597	38.4695592587	39.2993778348	46.6856570444	28.8244443343	38.6979417055	56.8685770459	44.320296558	52.7872617343	38.4332782819	34.949477958
56.7945445039	55.136530579	94.2403082206	51.6681033335	60.6279067331	64.2423687575	64.1305170722	57.9692765237	68.7854936499	69.5494363611	48.4286260111	56.498161124	60.7273834657	65.4420909212	58.5089978652	50.1006893157	63.2384160894	45.6236917048	65.1769431275	61.3791778415	56.8933548781	39.8895559608	73.658069602	71.59075118	57.3188963697	58.3970632756	61.2238956738	40.2003485563	43.9452458795	60.1524123523	43.6405369072	48.5897892703	63.4151980983	64.6881103781	66.6244097356	58.4984311026	63.5312503585	43.1620965029	34.7713278235	68.0211979626	56.5402155709	46.7688271737	42.1754413541	47.9599275907	61.6916526261	53.4357871609	47.4798826107	56.6530910835	63.8177355085	56.5851494297	48.7361842231	43.0293686146
52.1939423944	44.7409276143	51.6681033335	94.2403082206	58.0719316966	63.8054572682	68.1749872262	52.9823516552	57.1585943056	57.9906606377	39.8568983917	52.4376368722	55.5726826154	62.2543522421	48.7712041138	56.9194522373	63.7463651849	51.9335217502	63.1779962505	68.6436798786	61.6034837837	46.8120565663	73.5927032564	56.4463749688	62.6165169659	55.1796403437	49.3664004173	65.9611460255	53.7763040404	69.7920631889	40.9966640613	52.693730141	53.9027571688	62.4430175563	68.717043098	60.0549029305	57.2148488336	33.3091082996	42.9997352259	56.1153798091	50.2332573991	56.6803313788	54.7868249945	51.1784288035	57.2496866902	58.4562583172	40.9651633536	55.8811857685	48.1207037405	48.2982882745	55.245756174	66.0082596682
48.5940542061	47.0111525661	60.6279067331	58.0719316966	94.2403082206	55.3173215393	63.8955217901	52.5168809151	54.8179007241	56.4137104585	47.6359238082	42.1817477907	51.3005393788	54.3182154393	52.1344026241	52.4356850028	66.2981935007	47.2681973873	63.4915181606	62.4873663816	60.45734198	48.9883979454	66.8124788333	59.8118478281	58.7333172334	47.6240234473	45.4727176288	55.5055760821	46.8258297313	61.9309347979	43.6946939769	45.7229181353	52.5499421397	55.1976551979	67.4162762407	55.1260147883	60.7376187831	44.3849235151	49.6888879783	61.8720804701	53.7191271027	41.2666186417	43.0819319068	56.4837215616	55.0523432197	50.9374461389	49.3968158421	42.5685654837	51.0992203923	58.6257524825	41.7318629995	39.3960586767
40.9008092523	53.4203908162	64.2423687575	63.8054572682	55.3173215393	94.2403082206	67.3066332786	58.6967529721	64.5101222128	65.880272734	51.2908374188	43.3213435952	60.3723543905	57.8267360997	53.8077803151	49.0715632903	71.9272240992	58.457854275	66.5260504473	74.3909688926	71.777163496	38.286123605	71.6869916371	75.3195159589	62.4787567655	59.163266638	49.1936753656	62.6114569944	51.8496002786	68.4722226437	57.6464471139	53.2511255669	63.7963749067	69.5153373891	72.2150020965	66.3945002659	65.495399344	46.1261911708	54.8687130075	72.5402681256	64.858379818	61.4693734303	51.9073580117	68.7843089837	73.5530525707	61.0531626357	55.9476427717	59.2191849472	53.9207211442	58.8477040706	68.6691402713	53.481617156
56.9614468228	62.0213583382	64.1305170722	68.1749872262	63.8955217901	67.3066332786	94.2403082206	62.958443478	73.0819516041	74.1601730039	59.0846458901	60.0425485802	60.826783448	70.662300516	61.9409204795	63.2940802585	77.5229876352	56.8822187361	78.6586487071	77.3971264383	61.2712967037	61.0841433003	75.5012153214	65.8244124618	74.5875072085	62.4227491173	61.9921427641	63.758810938	59.1001310441	70.6505667618	54.4199952526	60.5351352179	59.8501498385	74.9254629412	82.6758329796	70.3588655711	65.0830731319	55.9419314819	45.5021937625	67.2442068428	57.1360351553	52.3535137153	60.5797852187	51.5631749641	59.9408494005	50.9803065934	55.3646705409	61.2169136035	66.9815010677	69.0873348776	55.8092460006	63.7480368826
40.5518751839	51.1327074362	57.9692765237	52.9823516552	52.5168809151	58.6967529721	62.958443478	94.2403082206	51.2225974729	66.0280682202	46.3002934328	49.7621393891	56.7684019507	54.2737273172	51.4332432026	57.9600234179	62.2298794684	50.2646709237	58.3482525549	64.2255892213	54.6565263284	43.3350065334	68.6221646424	52.4777951011	57.579206484	60.5749426511	52.7738379645	60.8477563069	52.6935957001	53.1078241357	49.2548011858	43.1788149464	54.4821061958	59.6855230931	68.8212092063	61.583737186	58.881918238	51.2389852045	49.1395965712	63.3640834941	59.4286560217	47.304145028	51.1132064512	53.9446994693	54.4375307496	55.1309142756	50.8214556486	45.1917203136	54.6753061332	62.5305974457	53.509704116	41.6889728773
58.9139873466	53.7049501161	68.7854936499	57.1585943056	54.8179007241	64.5101222128	73.0819516041	51.2225974729	94.2403082206	69.1912488868	53.8302458734	55.2084215607	60.2435161195	56.9254780676	53.9023451373	53.1258043131	64.6831357933	48.8350449464	68.9740018443	65.2910933509	58.6315484716	51.0234342993	73.3377610612	68.9243939351	67.969000387	53.3439450102	54.3583264633	47.5534157657	44.9458150389	61.2444112345	54.3161012999	44.6204536505	50.8343024379	64.720375593	67.3704182712	62.4565067588	62.8520562994	50.6785405196	34.7120291083	65.3203052149	48.4050691242	47.4181850138	48.940062252	47.7844216436	61.4696869714	44.03912469	46.9430279939	62.9419039192	63.1961123536	57.7205533237	48.7684851748	58.4322217827
57.2994507799	49.9097363116	69.5494363611	57.9906606377	56.4137104585	65.880272734	74.1601730039	66.0280682202	69.1912488868	94.2403082206	46.1376416392	66.7908084936	72.0141534012	66.8338940401	78.2587855078	54.6147391875	71.5461339	58.5759713502	72.2415128294	69.8113752686	60.0959937219	48.4333110633	74.4502206509	67.6961509359	78.0985102131	80.8577524529	80.8837706527	59.465947288	61.0501613211	65.6745514525	53.9809584367	44.274976726	55.3838453413	65.6751785408	76.9144695176	58.1520737288	61.4536927316	48.1498129215	42.1403933073	68.3186687764	52.7632647539	49.7537379662	55.2485113013	55.227569981	63.7516884243	58.2670258815	47.7090396625	58.3589453689	82.3886330302	62.6550985791	63.1689380778	56.4928563772
