Tissue	braincerebellum
N_samples	102
Chr	17
Gene	ENSG00000074370.13
SNP	rs2567874
Gene_list	ENSG00000066230.6	ENSG00000127588.4	ENSG00000220008.2	ENSG00000005001.5	ENSG00000074370.13	ENSG00000168824.10	ENSG00000183018.4	ENSG00000150995.13	ENSG00000116237.11	ENSG00000178397.8	ENSG00000187017.10	ENSG00000215045.4	ENSG00000173482.12	ENSG00000174788.5	ENSG00000188803.10	ENSG00000101624.6	ENSG00000105143.8	ENSG00000072954.2	ENSG00000105642.11	ENSG00000051128.14	ENSG00000187664.8	ENSG00000175445.10	ENSG00000101463.5	ENSG00000109107.9	ENSG00000188322.4	ENSG00000253304.1	ENSG00000100285.9	ENSG00000171189.12	ENSG00000175938.6	ENSG00000106341.6	ENSG00000128245.10	ENSG00000133424.16	ENSG00000221946.3	ENSG00000132821.7	ENSG00000100362.8	ENSG00000161381.9	ENSG00000214694.6	ENSG00000187595.10	ENSG00000137880.4	ENSG00000183036.6	ENSG00000137166.10	ENSG00000137825.6	ENSG00000160190.9	ENSG00000124155.12	ENSG00000149091.11	ENSG00000136167.9	ENSG00000100422.9	ENSG00000269113.3	ENSG00000006283.13	ENSG00000007402.7	ENSG00000126583.6	ENSG00000154978.8	ENSG00000087258.9	ENSG00000178538.5	ENSG00000174871.6	ENSG00000173898.7	ENSG00000168748.9	ENSG00000150361.7	ENSG00000156113.16	ENSG00000173267.9	ENSG00000003249.9	ENSG00000104327.3	ENSG00000152208.7	ENSG00000112218.7	ENSG00000110675.8	ENSG00000139438.5	ENSG00000144136.6	ENSG00000119411.10	ENSG00000138741.6	ENSG00000053108.12	ENSG00000109956.8	ENSG00000068383.14	ENSG00000016402.8	ENSG00000146005.3	ENSG00000236279.2	ENSG00000175040.4	ENSG00000178172.2	ENSG00000070808.11	ENSG00000135824.8	ENSG00000174567.7	ENSG00000187957.7
Gene expression stats (Y^T * Y): 
94.2403082206	46.0873896614	56.9621012684	50.3155051129	61.4555994804	43.9773052547	41.9314780042	52.2617019912	42.5527822938	44.4220782679	47.0985640604	59.9498639097	49.5626310016	38.119952448	45.4822446684	54.2033842524	53.0201039079	49.4927027553	54.6563372518	21.1993986954	61.464953254	38.6029197385	38.3732600854	44.3349465521	31.1530193186	62.4346256877	30.8745630308	64.192051123	45.791788125	55.4212724138	40.4954606746	65.3620211264	51.0179157091	28.4037724134	34.3061077155	55.2135374779	38.1788745827	54.6127569615	39.8326803775	45.9697384095	59.7277514459	61.31168082	53.7129553639	54.3447898421	29.1145785051	52.484377499	41.1108839232	60.4094834484	62.3135305411	39.2365381085	48.1890330498	38.5561071912	42.6958844977	53.7381351065	30.5441420191	37.8061775665	53.1732665083	70.4242039051	39.6803630694	32.1357774358	43.7644052677	49.0144927137	49.1216292293	65.1727312725	38.2998617127	53.3475009276	55.2793722972	53.753064097	66.5323748389	64.4191600729	37.9605207487	47.5544651522	60.6698588908	34.1470560263	45.9571141315	58.1215833375	58.7605083707	49.6137667719	61.0622834657	45.8024279238	23.4947188758
46.0873896614	94.2403082206	51.7040028849	45.9943760737	78.011340496	73.5639790659	53.4745424291	75.846511877	60.6360771372	54.039892347	61.6310641072	46.5809434506	66.0051746718	67.6753411729	67.6317233755	45.2526830599	78.537727855	53.9965051987	54.5180133256	52.5074372606	65.2561481224	63.3670813653	51.2092858056	74.2764483495	55.9506632634	62.6450851638	60.6011295454	57.1703391932	46.5343477517	71.9680617588	61.034397229	66.4644233794	55.1806916401	49.5931360262	70.1103409903	63.7201784597	64.4118445384	72.8791023171	48.6981442221	66.761616727	57.4763745471	61.2818522935	49.6451512983	53.5401060383	60.807735496	51.957712348	68.3522241414	39.4568648026	78.1105122274	43.4017973919	73.9222955668	40.4233047589	56.4331679206	73.3382608187	57.9213527569	53.1405934672	44.9588120295	48.1813208527	64.2886053764	69.5599224562	60.5953700494	74.9951868922	46.2737637107	45.0197756689	68.3148398331	59.6473963138	57.2212617161	57.2949467116	56.2357220176	54.8497789206	62.17490337	79.1942677335	59.4455893963	63.4109343809	71.7412610384	72.9940523088	52.7548608057	57.3033070358	47.180841338	55.1021908411	61.0802868129
56.9621012684	51.7040028849	94.2403082206	41.2328589494	57.8642278892	38.5639862163	35.4940434215	49.3947195043	41.580862422	38.3191254196	45.6158322484	61.6921362459	53.0376236724	39.094826456	51.3208633583	42.2989506459	51.5563083754	41.7570562672	63.191491898	34.7838753165	57.0404858054	40.8379582266	45.9594000896	42.7527019849	50.1083442984	51.6492667724	31.6522094643	47.4699969334	62.5600993101	45.7871128749	39.650361501	54.0000457044	40.976653655	39.818109767	43.5681314198	54.6421189572	52.6213215246	55.5381802633	44.0212567217	49.4668412754	51.3824040071	56.1283180723	44.495788285	43.2828595879	39.2259058344	36.770147811	38.7957684252	46.4527230771	58.696168725	52.3408432727	49.8978600858	39.7541733265	48.4649941745	47.6964213716	38.4049280308	38.6576850791	40.2865939094	44.5571474317	46.8045321854	47.0091206293	49.6170952301	46.7698054048	50.4230157623	49.3906089537	41.3731590144	55.0348437287	39.3853636655	47.761616954	50.4849769925	44.6621834632	42.9704568314	45.8880336073	44.0744648309	39.3440664409	39.8399791248	59.968876491	52.0753858217	42.3098311048	38.5382496014	47.3257919792	36.7672075769
50.3155051129	45.9943760737	41.2328589494	94.2403082206	61.3472681246	31.3098356964	48.1517186144	44.3385435344	45.9227142148	40.6776334777	50.4421116123	50.3450361193	52.3614806083	52.7685798825	48.8401650211	49.537355656	49.8179326583	40.7163755854	57.2891313434	32.3115757082	57.7829080847	43.5316204047	45.7041867513	44.5516664191	51.5673086201	63.4671005874	22.6352460991	56.647345526	49.0566148671	42.5641872496	38.5658639495	57.1288574008	53.8442626363	39.0012007828	42.6880172459	48.3308849487	50.3039742118	58.8050936806	45.6267314632	48.774752508	43.1021567253	65.2434496908	46.344865295	47.1524248082	40.9744446577	37.9919194031	32.5252959376	47.7187861716	58.5259778731	45.094451708	45.3177771966	46.5640471387	36.968431261	46.6670795839	38.6325783114	47.1225925879	53.28119881	42.9306093163	42.5029997818	40.2592911122	56.4954283151	43.1839686988	50.6657880927	45.9319051433	35.0030741148	58.3392905232	54.2949210346	52.7044502467	50.6208863021	49.3401884191	46.8841476274	47.6759670633	51.2927788176	35.6095495287	43.7516860614	59.6879753439	60.1200868379	46.0534508322	43.1244630745	60.3747231426	27.0790871943
61.4555994804	78.011340496	57.8642278892	61.3472681246	94.2403082206	73.2768935337	68.59019185	85.6749719688	72.3636135438	60.2171225748	65.5046896711	58.514972331	80.7577479277	74.3911581098	69.6228095049	59.5139601016	86.086761835	64.3911666919	64.3242113006	65.6129436546	82.0369796181	71.9172587306	64.8808612714	81.5983481112	61.8321378887	76.2897921471	64.0526387272	70.4973205143	59.6170194034	80.7958900862	71.4389872307	82.6849857575	68.2460318565	59.1428112135	75.7368897724	74.682402665	73.4392367287	82.5910938251	58.3539346871	79.1274207927	67.1948474829	75.2983510321	58.7202514818	67.0782803434	69.0928406292	64.1689348615	71.9420301607	58.753360259	90.4409757163	56.8426841359	83.6083993639	58.5528052532	56.8874782045	83.7390313433	62.3683712456	68.0263477923	61.7976535458	58.9929096433	67.1872576666	70.1955025323	67.3176410047	82.2069699233	65.1491785093	59.3413736959	71.2267968759	70.8390045172	73.1868637061	69.4542679256	66.6315174282	67.3502506084	71.0959067861	76.7165529694	63.8459376599	66.6978636476	79.7893431481	83.8286658766	66.8451404998	68.9395970136	58.8170325368	67.5144668138	69.009772851
43.9773052547	73.5639790659	38.5639862163	31.3098356964	73.2768935337	94.2403082206	46.6450606706	76.7356880003	55.9378580414	50.6702813684	50.208536881	33.3025109724	59.7118500726	58.4462589049	57.568441767	45.476589139	75.0404016821	51.7290824555	38.5720141514	58.2659316453	62.3643300186	68.9906901493	42.2503455107	73.3658203759	47.6855223972	58.1774951655	72.3897526497	55.6449111077	36.9231287404	76.6995729888	68.1297236373	68.9552226631	52.2872209699	46.7026940278	70.3031297477	59.0416034209	57.0945254061	63.8142589006	44.2704488593	69.3504927453	53.8005770996	54.03224836	43.9278317844	53.2942389723	52.4410076354	54.7307259943	73.6120761313	39.7790388592	72.4244600297	38.6249731017	76.3017924869	40.2751277499	55.9796792833	76.8332563179	50.9373087201	44.455746493	42.9918689676	44.3900246019	56.6498355355	63.9545276273	44.6297722967	77.0679448827	44.7330046698	37.8101313185	77.4769422508	50.0449787387	61.8227479923	55.0814940104	47.651002119	52.946213728	52.4248220979	72.2564176355	48.6567364181	60.6059197996	72.5852949442	66.7179261846	47.441300768	54.5161729578	49.6799297242	45.9223154719	65.2502219523
41.9314780042	53.4745424291	35.4940434215	48.1517186144	68.59019185	46.6450606706	94.2403082206	59.8061306801	57.3799572926	54.2739788587	54.8303046254	44.0673523712	57.9299098643	55.6367315463	48.8350677785	42.4495504233	57.0100089184	48.7755108621	57.5853830652	51.7931650024	64.2725854011	52.1258565887	55.8679569224	53.1475751567	49.6645877123	52.9711134169	51.2965606617	46.9714571721	48.3774716429	53.7880488113	45.3876535684	58.8845469845	48.4476691376	45.8602581454	53.995307167	62.2683568484	61.8906802084	67.4998484414	45.8607962247	52.5986299273	56.6804701053	58.8824324267	50.7666226689	46.8801353276	57.6616444925	43.2838167541	60.4015763165	45.0498331499	67.0713280164	37.3035265421	60.3423116665	42.0574958041	30.4721880926	55.9259579884	57.5851748229	56.7782560412	51.2975097491	35.8620085208	60.5808062681	45.1835420448	46.6206160884	54.9996868673	46.5630216223	44.0869476151	54.8477855838	69.5133119851	54.9056332795	60.373231242	51.4463388729	49.3893319223	66.8483958624	59.2914671606	44.0418642321	40.0872980118	65.819233529	71.7617243097	40.4434257381	61.4887629549	41.1429520747	53.7276465259	46.9331164495
52.2617019912	75.846511877	49.3947195043	44.3385435344	85.6749719688	76.7356880003	59.8061306801	94.2403082206	67.9849026966	52.1758826641	56.4047178794	46.9194319312	76.5626963438	63.285823639	65.7403291242	51.0743291841	83.1036716139	59.3939527959	48.3949380981	62.1814463065	74.5066780965	71.6759384178	55.4138991482	81.5457522547	53.6855594513	69.3745584364	69.0019438505	62.9971137384	47.5888159559	81.2523645054	78.7233260239	76.5301812481	60.0513448067	50.1474444231	70.6790367577	69.0155179653	66.9075765713	72.048029985	50.9575409971	79.5562058133	59.5441764945	62.0128295546	50.452633998	58.1632996691	63.2047049031	64.2962683529	71.0209170281	47.2499825618	84.3275480585	49.5857958408	80.4088955502	55.6722793888	60.0039531944	84.8613842085	57.4356436598	57.0587009377	50.9151101305	54.6186150413	60.5591878794	66.4556601446	56.0891606451	88.7490802331	59.2140408363	52.6231064926	73.7254611346	59.7639110239	68.4774589152	57.6410569609	59.4374602455	60.3898306515	68.8197648989	74.2827076677	56.8235755126	70.9907932813	74.8576297338	73.8708946721	57.3026686385	58.8684806756	53.1202830885	54.966700273	76.0706502332
42.5527822938	60.6360771372	41.580862422	45.9227142148	72.3636135438	55.9378580414	57.3799572926	67.9849026966	94.2403082206	60.2944971189	57.606125184	49.2753754185	68.4398759093	53.0433888829	61.3708465017	62.0297335427	62.3814459085	57.3103156384	47.5412604298	51.4786268269	74.2974339877	58.3167703827	59.0104517482	59.1604030146	50.2918379853	60.8162957543	60.9851036789	64.1473217557	48.988753051	67.631199279	54.7465520964	71.6062836418	49.0454386739	48.2894452297	56.8039003062	64.7599701068	67.3467497226	69.5000676925	48.9797420941	56.1561107902	57.9265921884	65.7929623258	54.5722161041	50.2303196983	55.7525324305	51.9798111836	62.8083774227	57.1496622727	77.011677603	43.337878997	66.1079207089	56.8121741987	30.7914451158	73.450016575	52.5056067626	58.1297646181	50.0004934284	51.9838122831	68.5438378291	57.0709853648	53.5470191217	66.4479220028	58.1678862237	58.1703068464	53.2248526857	61.0419090936	64.2334875774	74.3270901001	57.6925723401	57.3405429946	53.1240986724	65.5607504844	63.6482091411	48.7212903042	61.8304460295	75.4621856072	54.5645689928	61.9094158653	58.726359943	59.4083029725	49.6243192559
44.4220782679	54.039892347	38.3191254196	40.6776334777	60.2171225748	50.6702813684	54.2739788587	52.1758826641	60.2944971189	94.2403082206	42.3986895499	40.4570329057	51.0844692622	46.1948712385	50.4397013801	54.8960438737	49.768361773	53.2174821829	49.6186335943	35.4079358161	54.9620964967	51.3844646766	40.6350459803	45.7376269423	39.818963467	56.7574007316	42.9694633714	59.3494151121	47.2262103535	56.1194671684	43.4497101072	58.601808995	37.6002270588	41.7588886671	42.7424686796	51.3134243672	43.8158707963	56.9606887188	38.6395712202	40.6992615428	55.9486029205	57.729975377	43.2698420001	51.3437767552	39.721645975	53.1418347121	52.5536625063	41.0561869867	61.1189782895	30.1526632793	53.9350537576	41.0451092862	26.6210882278	60.5942036732	45.4547224685	39.9263029799	53.3428792392	47.5542993342	58.4087168365	36.2075463652	52.9157351029	53.1626854056	44.8634990991	49.6941641881	47.1902177455	54.1793464649	62.9623873743	58.1116201401	52.8605739567	52.5765789506	39.6661617106	49.8523606505	64.4143948724	38.1102956401	56.3726914176	63.0321227175	53.5542019944	55.7898738329	51.6187132905	53.1728451419	33.0913829116
