Tissue	braincerebellum
N_samples	102
Chr	9
Gene	ENSG00000070214.11
SNP	rs7853151
Gene_list	ENSG00000141934.5	ENSG00000129757.8	ENSG00000177105.9	ENSG00000166394.10	ENSG00000180739.12	ENSG00000109099.9	ENSG00000117115.8	ENSG00000151552.7	ENSG00000129538.9	ENSG00000084453.12	ENSG00000150867.9	ENSG00000166091.15	ENSG00000158865.8	ENSG00000204655.7	ENSG00000126860.7	ENSG00000184007.13	ENSG00000105695.10	ENSG00000012124.10	ENSG00000011426.6	ENSG00000128283.6	ENSG00000100146.12	ENSG00000167641.6	ENSG00000100242.11	ENSG00000146122.12	ENSG00000173786.12	ENSG00000049089.9	ENSG00000092529.18	ENSG00000079435.5	ENSG00000179178.6	ENSG00000066322.8	ENSG00000086205.12	ENSG00000167755.9	ENSG00000186417.9	ENSG00000064787.8	ENSG00000065361.10	ENSG00000102934.5	ENSG00000124920.9	ENSG00000176485.6	ENSG00000126803.8	ENSG00000172508.6	ENSG00000124374.8	ENSG00000150656.10	ENSG00000141540.6	ENSG00000114993.11	ENSG00000197971.10	ENSG00000103089.4	ENSG00000166348.13	ENSG00000141524.11	ENSG00000204278.8	ENSG00000164176.8	ENSG00000073417.10	ENSG00000104267.5	ENSG00000118785.9	ENSG00000187764.7	ENSG00000172005.6	ENSG00000197430.6	ENSG00000080822.12	ENSG00000071054.11	ENSG00000203485.8	ENSG00000070214.11	ENSG00000134243.7	ENSG00000198121.9	ENSG00000174607.6	ENSG00000136867.6	ENSG00000187164.13	ENSG00000136960.8	ENSG00000170775.2	ENSG00000107902.9	ENSG00000091513.10	ENSG00000104419.10	ENSG00000148826.6	ENSG00000169554.12	ENSG00000132702.8	ENSG00000136541.10	ENSG00000078269.9	ENSG00000164124.6	ENSG00000176381.4	ENSG00000013297.6	ENSG00000117266.11	ENSG00000196187.7	ENSG00000116574.4	ENSG00000115468.7
Gene expression stats (Y^T * Y): 
94.2403082206	60.2434591648	64.3665990693	59.3925962174	59.2950175907	53.9572023316	51.736155422	54.3767329456	55.4755111592	47.3164196226	70.9301229856	62.3093990544	65.0034032939	61.1276275031	66.4177486246	47.205445126	67.1733700042	70.3107618031	63.323575696	70.6664726521	66.7786384317	56.5448658677	47.3090548203	59.1923382672	55.2496315508	65.1433818459	62.5775978116	59.7691578316	60.9082387763	61.2684138098	64.0632038462	69.8007800308	60.7719485135	44.293481134	72.4101617115	66.965607889	68.9722648492	60.8814876558	73.2631154052	62.8937526086	49.4219978986	60.7289849367	70.0117434064	61.706308418	44.4867366825	72.9285975637	46.986588519	52.7921472725	61.5327317869	60.5690493535	65.5145781822	56.4325064103	52.002437689	56.9026925523	59.2279892034	65.6594336396	51.9959142788	43.5112938136	64.133774969	62.7931592387	53.9205082335	53.3270529822	66.9938793829	63.7706465621	51.2781393249	66.1582620017	64.9452738644	44.9808048817	58.3967813093	52.7554534453	66.4737270953	52.6444625743	57.624123917	60.3312258583	55.7894776236	64.7533934337	58.3495064749	59.1536683585	57.2236493026	56.3736512512	53.2203811243	65.1641949845
60.2434591648	94.2403082206	60.7290779799	63.4686126644	71.9354196593	43.4078841093	56.2492742779	55.3254926086	50.4300731683	48.7927967224	59.6157481733	44.9688219057	69.5375503603	58.5387902386	60.2677329174	46.601702145	64.421608433	56.8462306985	62.2376738881	68.0249958139	64.2806074848	60.8284971461	37.9090451911	52.4907642385	54.6148684277	65.2086333285	56.9064389855	60.2427689854	64.0629648561	58.6850067306	57.0712370837	72.4160379401	57.7363736372	41.124826222	63.9567301293	58.9540169842	62.7402803532	55.6041725488	69.0006026191	65.2277809826	51.2082706785	58.0388727613	53.109821389	51.086912602	42.4864041708	71.4522149906	46.1521852513	54.3611149038	57.1776732717	54.5532969235	57.3090510557	42.3064356244	50.2128367239	56.1058630865	45.3062452262	50.5730504336	46.1483952179	37.4986961572	61.8735647349	63.078465501	41.3753245871	50.2297487182	64.099177456	51.0061831892	45.3313219953	58.7010969352	60.5281163246	49.6936628881	61.596817432	54.2895046216	70.5145930808	58.8069843051	49.2428096597	59.4517772125	66.8576669686	54.6331438209	62.9660455048	58.389892045	55.6913992632	54.1886316783	51.8800891859	54.9621773356
64.3665990693	60.7290779799	94.2403082206	63.1080261505	60.4683244775	51.5889427079	60.5237146141	54.1209280362	50.6887799273	43.0974339554	67.7313388845	63.3375645573	57.2323008154	61.5361004707	66.3497904607	51.1443270232	69.8713635977	68.1599797576	64.1214262254	71.9536296567	70.9885157678	64.716865849	46.8286010204	57.4513972262	56.5303776104	65.8644275564	59.1008678878	58.0647805398	66.5183294744	72.6911568041	73.1194408801	71.1654264868	66.1467526642	44.9104728053	70.978177969	68.6306842336	71.2006163813	58.6100922448	72.1123816698	65.3598190371	54.7041332178	55.1132105092	68.7006338087	61.0826373349	45.5563123893	74.3589036065	44.9900802013	58.1994084944	66.8263567695	48.5460480246	68.0368181404	40.2217021625	52.8319904132	57.765287341	61.5946898958	66.3680690862	44.4684178527	35.7290191202	65.4424522389	65.0629397521	45.3794075653	52.1927182644	54.6643205212	62.3408234636	50.6377052524	61.2596627709	61.6978847029	44.0750740575	58.8878163454	54.1394063968	71.6664080792	52.8463818856	65.1069647882	58.7777707938	56.2034752283	62.585818575	62.529988601	58.6330147277	51.3133518145	52.6804301536	61.3313966526	60.0100085321
59.3925962174	63.4686126644	63.1080261505	94.2403082206	59.8024129157	44.9787459379	52.4503104697	46.4183541511	47.3514579159	44.4923899094	51.59027401	51.9497341719	49.3423955078	53.8369747541	55.0208055673	37.7468115533	58.6020679008	56.7081982269	48.2133608781	57.1410241098	65.0882096549	57.6318583703	32.7001985109	46.7245056057	49.0807133181	61.4638041321	54.5734618001	48.7663932615	64.3448426735	52.6289934693	63.2336239196	63.4784013422	56.6657105495	32.5460926201	59.1297011744	58.308805382	58.9991594293	51.5029329897	65.4576507583	58.085357859	34.6688020901	49.4167745842	57.6405005736	42.807454676	32.1647162942	61.235963048	31.5759058709	42.9638753573	55.6426818793	52.1818673354	59.1619521607	43.0537240138	39.9384433775	51.3531753295	47.9932559136	60.8504118038	41.1804996982	37.0587733911	51.0734844455	57.0432942628	27.7201458761	39.2113862693	57.9484446603	56.1770057851	37.565464601	58.1725101287	58.8014307008	39.1496472998	53.7180451687	38.5672432319	59.507327391	50.665016981	42.9064824187	51.0289704023	59.3838267978	52.7384420231	62.2549020186	47.8745133639	39.968386471	44.7533532908	43.8644311516	38.8042870076
59.2950175907	71.9354196593	60.4683244775	59.8024129157	94.2403082206	32.3981985236	56.6130378985	45.9435294146	33.80311882	56.4559356428	60.8250733921	47.7614245108	64.1657658154	46.2824575755	58.4778017227	44.7331591878	55.2142631208	65.400656472	60.5398850619	66.7368153339	67.2939058848	53.424054006	29.3633930156	55.3037827321	43.5103771366	62.3115840802	51.3944196649	58.904559372	69.0503338408	48.2238199616	65.9243030705	61.8144172331	64.2892811538	39.9419063555	66.1919904858	50.9399968554	54.8844808352	46.7385105416	66.4073928681	57.0413713676	44.2845260633	44.8063683607	53.9350598399	48.7622608643	41.1440343621	71.1226671631	47.8839942148	49.0465601417	61.6619878544	46.8855932203	62.8265997657	25.0587677238	34.9898213862	56.0714005421	46.1618142875	56.3892413685	44.0473772804	45.740422977	54.855699681	62.5335439354	45.7911959261	46.7330902245	63.4813345812	54.213283789	48.9226484347	52.9422347456	57.8364857098	42.4508431114	52.1589761217	42.1189607762	65.3484562128	57.4001755613	46.3043363035	53.8089640965	79.489675636	50.7546784749	72.8418686398	38.0941986685	46.1610237571	41.596928057	49.0708258179	45.5152057069
53.9572023316	43.4078841093	51.5889427079	44.9787459379	32.3981985236	94.2403082206	36.7145726202	50.27165307	67.1043722274	38.7765283505	60.4974546404	67.1989649106	42.0309879667	62.7624304927	62.2175689089	43.5615782985	69.1632610251	52.3760149146	54.0883002796	56.2804355035	52.9002377797	54.6388641861	57.4222846905	49.2703246083	66.8312371627	47.1282884626	59.6745020296	41.0478692346	47.29070314	56.7193414708	49.0003860839	62.3908446952	43.1360434447	42.2709958805	56.8686516322	63.952368025	63.3286525441	67.2969315166	64.5746816826	60.5155445069	41.6651499332	59.5380049829	66.5607913304	47.8292867706	43.7350771213	59.6805519159	42.9077279595	36.3703191753	49.7537360163	58.9942623785	45.2515592231	59.6529685667	64.3403233726	40.6221352356	74.0434235047	60.9096223144	63.1945731083	41.8087876106	45.9451458697	65.4487491749	47.2069682482	46.6100907087	50.7136996071	59.7206420431	40.032215099	65.0850904122	61.2589674606	55.6238154917	63.0619321623	64.9063076134	48.4642434014	36.6981281009	54.7491686707	54.9288975418	33.6484521468	62.1441611297	37.4100060721	75.2623293419	43.2474701817	56.1942823624	44.699323048	56.4438267897
51.736155422	56.2492742779	60.5237146141	52.4503104697	56.6130378985	36.7145726202	94.2403082206	49.3203632604	40.9100878176	40.977569011	57.3249983861	53.7745250601	61.3552124949	53.4975344781	61.362991466	53.5428380949	58.9691004582	54.2487356896	66.9258677547	56.3026886621	59.8453184621	55.4739030472	29.4047477053	63.9682467341	54.2708331674	69.7667131573	53.8597689338	59.6970030426	51.2930888548	60.148383385	64.2050151868	64.9709637039	64.3427291379	40.7555651083	59.6514539501	59.7563807106	58.0784404204	49.1162604774	65.7513682792	62.5376846778	52.2515293883	47.6576702176	56.0886196842	53.7385717697	44.8582552574	66.3893571136	54.1151201263	48.0916186771	53.102257546	47.0415749807	50.0543086653	37.6002540748	45.0138342242	61.2371627497	50.3462437419	48.5819300875	47.0921260073	38.2036108221	50.9839509277	60.9539156623	44.9276048789	45.7799185783	57.5613489616	49.8116741174	48.9273683617	58.0928657316	49.4724773885	48.4595312085	57.2276226222	42.9462033528	60.9706098591	48.3093432612	50.9955344035	60.4729898153	56.0789825377	60.6761409824	54.5782663257	47.4450666131	50.5195168782	51.703643505	54.6914591264	54.8442721896
54.3767329456	55.3254926086	54.1209280362	46.4183541511	45.9435294146	50.27165307	49.3203632604	94.2403082206	73.6629837188	33.6101976835	67.2534810642	48.529274163	65.190469492	79.5674897877	57.8954324024	69.5754063209	74.8107753902	56.6625741582	64.0476313156	67.9480164025	59.1148265353	76.1525137117	46.3782070403	57.4722020897	68.618209178	64.6616250429	74.66177451	53.1569846762	41.2813106283	62.0620569577	43.9931511053	73.8494473818	35.7757278213	63.3628138635	53.5261951133	71.6494195536	74.6269404791	66.9728927672	65.5289840261	74.8297501428	49.8260369268	76.0874661373	62.0310720284	48.9998218087	64.3531971395	62.8174486179	42.9849511608	62.2117389442	53.3405437724	55.9884835085	43.1914486604	51.2330575696	70.7413295389	61.4819103347	63.5383879207	57.8266517536	62.3681648668	51.6686910586	66.6565739358	62.9868620271	40.0339372873	62.2525847542	52.3871156795	46.9278904042	65.4755422962	68.9841659443	53.2333689194	64.6647915322	80.4058607485	66.8575936128	69.72092695	54.454493125	52.9772936777	74.8639775275	49.2021478934	58.9237681887	41.2579260459	68.4967895408	78.4473298269	70.0798631391	57.6269703735	63.7886313094
55.4755111592	50.4300731683	50.6887799273	47.3514579159	33.80311882	67.1043722274	40.9100878176	73.6629837188	94.2403082206	35.9268429185	61.5903387265	54.5876576674	51.4009544737	80.5624392932	57.2095046242	61.3613882865	76.8575916548	52.2007798195	55.3057156414	60.2404026091	57.491421784	75.697316458	41.4863304083	52.0294188245	81.3794825178	55.9938645111	74.6773574364	42.4446029873	43.3518347082	64.3902549748	42.0598426247	67.0685434877	33.693208672	61.5697273272	52.0859183416	75.3878939594	71.2704250739	73.3283693731	64.1948730388	75.9508564583	41.0088775718	67.5977618985	61.2894520401	44.481331753	61.877903752	57.2268100001	45.5082795974	50.9106638503	47.7710223301	57.7154976941	39.7948241575	53.3604297506	65.6757192632	52.4726541465	69.8840001788	62.3970411077	67.2202319571	45.8812592976	67.1932336774	59.4389691317	40.3766328998	58.5963845352	47.8115944283	46.4489166141	53.1633189552	66.7636921388	53.220003808	65.2017657324	78.4416718185	74.3614382026	58.5110917888	45.1732465059	58.1104237659	68.5780778488	31.6552861472	57.9073549777	33.9993594754	79.2913183063	69.387878013	70.7045881172	47.2030811797	65.334147378
47.3164196226	48.7927967224	43.0974339554	44.4923899094	56.4559356428	38.7765283505	40.977569011	33.6101976835	35.9268429185	94.2403082206	49.6756451809	48.7426438358	49.9395859252	40.4702195199	51.7897752484	44.612210237	42.5641026959	51.3949740679	48.831565581	49.0298433892	48.137359089	45.5559124202	23.1689168199	60.7463117593	40.7159355403	53.9363451006	42.8036099026	42.6169422248	49.9379521647	38.012853857	52.3705818403	44.2181708982	51.6131304656	44.1942202681	55.4486712164	43.9678446822	40.8775374366	43.0188881834	52.2129832927	47.750965605	48.2747797374	28.6693841188	42.6804804465	39.664130852	43.8583611545	53.1130818574	36.9006476612	36.0590832718	47.0344104562	43.9855976977	50.063510577	24.2362797924	22.5410602899	46.3483191055	46.4713108575	56.9206048439	44.9650078854	53.3045366616	51.2587324152	57.276986297	48.1918869698	56.3796959191	49.6441748055	40.3032889386	50.0726534858	44.223790911	43.5585488821	44.0108016625	40.5209604014	40.724577197	50.6718196016	58.1711489073	35.4021215203	52.654709882	54.5282999452	42.2223258169	48.5954866385	37.7917138873	37.2807196973	37.5388678136	35.8257148764	47.1152140155
