Tissue	skinsunexposedlowerleg
N_samples	299
Chr	6
Gene	ENSG00000244355.3
SNP	rs2178899
Gene_list	ENSG00000205867.2	ENSG00000196224.7	ENSG00000185940.9	ENSG00000111291.4	ENSG00000002549.8	ENSG00000244355.3	ENSG00000204897.6	ENSG00000171446.6	ENSG00000173908.8	ENSG00000196859.3	ENSG00000212899.1	ENSG00000212900.1	ENSG00000221852.4	ENSG00000221880.2	ENSG00000188581.8	ENSG00000212725.3	ENSG00000214518.3	ENSG00000240871.3	ENSG00000204873.3	ENSG00000186860.3	ENSG00000131738.5	ENSG00000131737.5	ENSG00000094796.4	ENSG00000108759.3	ENSG00000197079.4	ENSG00000170442.7	ENSG00000205426.6	ENSG00000170523.3	ENSG00000161850.2	ENSG00000170454.5	ENSG00000139648.6	ENSG00000170484.5	ENSG00000244411.2	ENSG00000241233.1	ENSG00000205186.2	ENSG00000185674.5	ENSG00000159450.8	ENSG00000203783.4	ENSG00000188015.5	ENSG00000203697.7
Gene expression stats (Y^T * Y): 
289.277195889	284.886843846	281.043827452	201.686244894	130.974549985	207.625682566	123.6941668	156.06305887	212.812645254	258.033063792	134.590757785	129.316947987	179.45106105	145.583911243	169.517946382	136.473404213	163.370353463	174.037667007	176.324018804	244.606596254	168.695199199	188.329937762	135.490794144	209.683263168	153.371737826	122.886951167	126.956506083	188.969575151	234.538320232	119.527787661	137.672538257	199.148468345	285.306784543	286.107789682	182.084841027	234.810171621	192.134173803	173.765749615	148.085530245	166.118255089
284.886843846	289.277195889	278.030782808	194.088227045	130.640237323	200.674821535	126.412936198	155.907151387	222.336568892	262.675063622	132.643479953	127.300535688	173.496885136	141.815502663	164.042695972	134.202033551	158.575214945	167.66052093	169.001664825	241.964649697	163.508746166	178.897019295	139.690348578	215.440573657	148.461566276	122.54690852	125.675017972	181.978637145	242.255293064	119.226069371	139.253337801	213.103746163	280.702318668	282.370825717	189.767786512	247.924665761	197.415677942	169.280988755	143.084492947	168.729405743
281.043827452	278.030782808	289.277195889	180.249021117	116.558767844	188.930745087	100.220742327	134.223509268	205.662858632	259.845011672	111.034524598	106.540707987	157.053452104	122.731214302	147.321939135	114.016996436	141.387705505	152.223000195	154.237392281	225.598652509	146.378466761	167.970646793	116.716091266	196.4332554	133.898398665	100.518993835	104.453359182	169.10674476	224.384008634	99.833440463	115.062194707	193.159117578	285.478821032	283.39145244	166.756532479	231.334241761	175.459951528	150.842631465	121.463113849	166.87098145
201.686244894	194.088227045	180.249021117	289.277195889	169.730400782	271.375931158	206.966616559	234.806718426	175.37465996	199.491027566	238.128884589	233.030962784	272.396573992	251.210800822	270.984893252	239.288943249	265.957486426	269.574575986	269.88696171	265.4581552	274.202894674	277.769341027	195.39987435	200.883237342	244.799313279	227.979007119	232.642717214	283.935467642	186.541317022	187.826231752	218.131133277	147.045845426	190.786473432	190.991713588	155.516725905	159.133641466	200.811647996	259.238888071	226.697679621	162.372280036
130.974549985	130.640237323	116.558767844	169.730400782	289.277195889	178.254804517	132.526144248	157.781956514	149.362182361	141.278267381	122.311980637	116.362530348	143.203938024	127.876316515	144.272026722	120.314062636	139.238143667	142.088352763	142.763636767	169.551202877	149.272338184	154.498377251	121.581233223	168.926845006	155.966492561	117.528365113	121.603866753	166.252616157	160.81536425	134.726030437	148.04311385	140.649161286	121.313418766	122.894874651	138.841678283	138.732543964	155.089228336	167.800886347	129.497465025	120.513164387
207.625682566	200.674821535	188.930745087	271.375931158	178.254804517	289.277195889	210.261093649	243.150733666	211.84183696	204.04634203	214.248647664	207.445927274	245.537787891	223.89517454	244.621586176	212.963793521	242.504018522	242.676943234	242.863146628	267.41277385	249.175615778	253.258942125	188.685879092	241.653415431	255.836822442	205.693680712	211.75278358	269.913791887	223.300479541	191.029338002	226.700759273	177.092915014	197.329822116	199.376850707	181.201937985	180.522400451	227.55461391	264.030332447	224.470666431	180.670722613
123.6941668	126.412936198	100.220742327	206.966616559	132.526144248	210.261093649	289.277195889	275.98469689	199.77989712	114.475840675	232.015433756	226.399118241	210.011590357	226.068574029	218.816274207	226.313954376	223.154912633	207.485434219	205.106188043	198.719115364	224.313380543	193.181553671	201.603100784	196.470187486	251.654711315	232.471838073	233.082078206	215.924463779	169.25669731	182.879993757	283.582879353	174.30882729	108.596930262	112.046441258	196.916869753	137.653829991	235.254997569	253.168634003	231.949653013	153.744065436
156.06305887	155.907151387	134.223509268	234.806718426	157.781956514	243.150733666	275.98469689	289.277195889	214.332318695	145.148266598	229.527570089	222.605262604	228.975192349	229.364744402	234.102626853	224.445721603	235.874997129	227.273568041	225.648953238	229.165451408	237.658106899	221.385377938	199.793499265	222.231760227	269.024090185	225.367758149	226.283865195	238.755862604	193.115500992	200.41138354	284.439758256	186.60815304	142.050251158	145.561682949	201.07407213	156.21626678	250.04294438	272.645900498	237.302922206	175.323104734
212.812645254	222.336568892	205.662858632	175.37465996	149.362182361	211.84183696	199.77989712	214.332318695	289.277195889	209.025646615	134.34218869	126.917829798	146.775795948	134.114796133	146.503312006	128.767534921	147.010533818	142.852100484	141.285464279	216.974223011	152.686138628	146.240527686	149.8178189	258.103583314	202.473899035	131.138302787	134.140808223	173.886972191	267.297854939	150.334162064	209.646525282	263.166862874	204.210350203	206.927497212	247.495254065	249.192206343	264.768675571	206.41022823	159.848347379	184.797904742
258.033063792	262.675063622	259.845011672	199.491027566	141.278267381	204.04634203	114.475840675	145.148266598	209.025646615	289.277195889	131.520294673	125.8684098	174.630658192	143.288866815	165.603334333	133.620769514	159.495973958	168.248023903	168.948782298	231.657600265	168.373158108	185.502822519	137.116761027	201.837347048	141.48054671	122.755279303	126.638385787	189.518803549	229.145337009	113.148499095	129.593991828	205.177309083	257.289846726	254.736411552	169.546644145	240.232748061	182.806052327	161.05332617	126.136297555	175.525676916
