Tissue	skinsunexposedlowerleg
N_samples	299
Chr	8
Gene	ENSG00000104408.5
SNP	rs117609857
Gene_list	ENSG00000171863.8	ENSG00000116251.5	ENSG00000161970.8	ENSG00000110700.2	ENSG00000137154.8	ENSG00000174748.14	ENSG00000125691.8	ENSG00000188846.9	ENSG00000142937.7	ENSG00000133112.12	ENSG00000265681.2	ENSG00000143947.8	ENSG00000196531.6	ENSG00000147604.9	ENSG00000156508.13	ENSG00000188243.8	ENSG00000138326.14	ENSG00000122406.8	ENSG00000114391.8	ENSG00000071082.6	ENSG00000104408.5	ENSG00000109475.12	ENSG00000089009.11	ENSG00000147677.6	ENSG00000118181.6	ENSG00000145425.5	ENSG00000182899.10	ENSG00000114942.9
Gene expression stats (Y^T * Y): 
289.277195889	200.837831729	226.46168582	219.307258872	259.122419716	196.691918529	220.581924991	178.642085691	257.532017985	200.690402803	239.231629507	244.980025654	149.369653714	193.88108807	174.952751081	190.386678864	237.456489833	237.77936106	233.795122469	250.929432156	186.503545593	234.818299813	212.931148514	153.370248177	210.212817742	247.06439184	247.501093963	245.594067374
200.837831729	289.277195889	178.808130884	139.741805491	201.266478318	137.3202878	210.500291182	153.358022527	210.45440103	190.921976234	206.224826406	226.267910867	184.790510641	174.050406383	132.281588052	165.947107017	202.148533541	203.730162567	174.594711229	210.562180438	190.768057052	194.664357624	146.426859364	157.964381884	161.773973211	178.855627818	190.985931244	201.595917984
226.46168582	178.808130884	289.277195889	188.050550016	239.400105488	146.020831556	247.104425798	162.06099917	242.885198172	250.115136875	265.375070365	236.917136438	194.227628568	200.160020498	156.757368517	179.379979467	258.385069001	253.800588143	214.335852917	233.722716201	199.509218835	254.729660507	241.508288448	131.558060081	258.590423952	249.405150871	236.337057853	227.20522301
219.307258872	139.741805491	188.050550016	289.277195889	214.916850182	223.940900592	180.652559171	195.6581676	210.103967017	165.636369951	181.554329506	208.500301795	145.168157597	209.165992291	163.062661772	173.13596061	184.30676627	193.769590457	222.139715177	199.221446154	181.551455529	189.1524633	200.794381267	138.481499762	204.741751951	212.664116728	225.188743486	182.214165794
259.122419716	201.266478318	239.400105488	214.916850182	289.277195889	191.149793544	232.376607721	197.304403418	264.657386873	211.762239031	247.566987314	250.305500576	157.04685734	225.797435614	191.903777095	187.974226101	252.53157645	250.521091	234.283012714	253.845914417	194.451093347	243.443334806	229.21815903	143.956969949	225.133623106	264.427062736	246.179193869	249.187769368
196.691918529	137.3202878	146.020831556	223.940900592	191.149793544	289.277195889	168.763015821	197.084447292	190.567530013	135.443456104	152.524287788	165.484746818	108.58255169	190.604727107	182.474801437	177.941128291	144.760301158	160.327009446	185.782665415	188.570922569	205.090820319	138.89890253	178.483173996	182.585894396	157.435837593	174.698319311	182.579294613	157.678160615
220.581924991	210.500291182	247.104425798	180.652559171	232.376607721	168.763015821	289.277195889	188.515339471	240.947566027	224.251628594	257.140606597	234.7579197	168.828002033	200.818614957	137.114658596	191.668380888	230.795818985	219.228213788	216.014710452	239.247565426	199.517629099	225.670032357	217.278696929	144.664439766	245.381973335	216.958684012	225.367476742	206.641321746
178.642085691	153.358022527	162.06099917	195.6581676	197.304403418	197.084447292	188.515339471	289.277195889	180.438683044	132.576092335	174.729121983	183.456970204	133.136061057	223.413523326	160.051198538	147.032648608	158.966749963	173.922842274	205.970320792	178.201429972	176.202025862	150.171170218	186.670057267	153.108043808	184.102245411	165.589786759	189.349153351	162.719949158
257.532017985	210.45440103	242.885198172	210.103967017	264.657386873	190.567530013	240.947566027	180.438683044	289.277195889	210.554158343	253.059885679	250.553577999	153.479165624	193.032938494	159.175615152	186.528500222	253.967129558	245.582841785	237.39965871	264.491286758	202.569256364	255.790458624	212.828716923	143.17898327	232.255173931	256.730187331	254.675726988	232.067523078
200.690402803	190.921976234	250.115136875	165.636369951	211.762239031	135.443456104	224.251628594	132.576092335	210.554158343	289.277195889	236.495122003	222.116365114	193.370030933	188.944640937	186.800758071	168.664341218	237.935745215	248.386227721	186.40334817	218.3247961	200.161204687	228.267985846	210.742616831	135.585907273	223.626545488	235.246854686	213.32227371	224.331331943
239.231629507	206.224826406	265.375070365	181.554329506	247.566987314	152.524287788	257.140606597	174.729121983	253.059885679	236.495122003	289.277195889	256.667857846	169.49184767	203.297226008	159.240206535	183.257527524	250.827592035	252.675902849	229.044624803	245.710771099	194.203579064	254.062620502	227.904491133	136.215268236	246.804659451	242.528375771	242.720737451	230.85491216
244.980025654	226.267910867	236.917136438	208.500301795	250.305500576	165.484746818	234.7579197	183.456970204	250.553577999	222.116365114	256.667857846	289.277195889	166.522161174	213.526330452	165.311877969	182.603013092	240.620173152	246.110369495	240.668800097	239.021825193	194.312590092	244.063099889	207.202860057	133.663829603	229.317099925	238.872736535	242.594755818	239.30210563
149.369653714	184.790510641	194.227628568	145.168157597	157.04685734	108.58255169	168.828002033	133.136061057	153.479165624	193.370030933	169.49184767	166.522161174	289.277195889	188.591785077	115.72373338	123.046292943	169.415216966	188.728770237	138.382902227	131.772318466	186.645186262	162.304369691	181.200000444	146.384472553	194.266249175	161.651591944	154.258666674	149.602710214
193.88108807	174.050406383	200.160020498	209.165992291	225.797435614	190.604727107	200.818614957	223.413523326	193.032938494	188.944640937	203.297226008	213.526330452	188.591785077	289.277195889	205.712999902	160.471570505	207.252383476	221.368065776	201.963142746	189.194343139	210.556160539	183.952102329	219.401648445	140.950502664	201.739775477	216.137467859	194.412432239	201.774641207
174.952751081	132.281588052	156.757368517	163.062661772	191.903777095	182.474801437	137.114658596	160.051198538	159.175615152	186.800758071	159.240206535	165.311877969	115.72373338	205.712999902	289.277195889	129.667023162	174.493939832	207.049542444	156.094806174	180.489046553	194.295110323	145.122773121	189.269721267	144.753716641	125.549374019	199.872760139	156.01957538	197.784114195
