Tissue	muscleskeletal
N_samples	358
Chr	2
Gene	ENSG00000171863.8
SNP	rs62106034
Gene_list	ENSG00000115268.5	ENSG00000171863.8	ENSG00000130255.8	ENSG00000161970.8	ENSG00000166441.8	ENSG00000144713.8	ENSG00000110700.2	ENSG00000105640.8	ENSG00000134419.11	ENSG00000137154.8	ENSG00000142676.8	ENSG00000198242.9	ENSG00000122026.6	ENSG00000231500.2	ENSG00000124614.9	ENSG00000198755.6	ENSG00000125691.8	ENSG00000108298.5	ENSG00000168028.9	ENSG00000105193.4	ENSG00000188846.9	ENSG00000145592.9	ENSG00000131469.8	ENSG00000105372.2	ENSG00000142937.7	ENSG00000265681.2	ENSG00000063177.8	ENSG00000142541.12	ENSG00000142534.2	ENSG00000213741.4	ENSG00000162244.6	ENSG00000123349.9	ENSG00000143947.8	ENSG00000108107.8	ENSG00000229117.4	ENSG00000008988.5	ENSG00000083845.4	ENSG00000171858.13	ENSG00000137818.7	ENSG00000172809.8	ENSG00000149273.10	ENSG00000186468.8	ENSG00000122406.8	ENSG00000156482.6	ENSG00000114391.8	ENSG00000109475.12	ENSG00000089009.11	ENSG00000118181.6	ENSG00000136942.10	ENSG00000112306.7	ENSG00000148303.12	ENSG00000161016.11	ENSG00000145425.5	ENSG00000177954.7	ENSG00000182899.10	ENSG00000114942.9	ENSG00000197756.5
Gene expression stats (Y^T * Y): 
347.94485817	216.971877545	277.249540748	167.491740918	227.922221568	237.873590083	190.394454271	293.604512724	213.169915234	190.353289622	171.607928154	221.730630372	228.3697307	189.205282786	261.733258453	198.772084132	218.880047309	256.865947795	187.196237135	260.61823165	208.260616382	255.808410342	251.02636749	277.821073004	190.624429179	187.224693854	268.06220072	283.452798219	255.934016139	203.366772613	278.726321366	163.231466969	203.170467686	274.386890048	246.918453665	197.058253875	263.860447415	277.35817242	283.299555236	279.260156789	231.388600285	223.098084129	112.061910783	205.971141821	204.670144993	193.386899816	150.70881834	168.555289486	271.451733955	226.653368978	242.877853505	267.336001033	169.913665424	174.976304472	184.224842449	148.271727355	278.475691328
216.971877545	347.94485817	234.049480277	227.41304566	284.034937293	217.123948083	237.386237672	232.363799038	266.578325547	268.434166103	251.388170507	229.705922923	217.663286639	226.84168907	260.202106238	220.670262958	246.005273076	236.879162971	230.027352254	209.995055849	232.818427671	234.24409296	273.055374216	244.184261459	219.775549463	281.970566739	229.688250753	220.031851476	227.04734419	223.684337804	231.217737156	231.51056678	246.015639065	220.516111736	242.678621907	234.441243347	256.11092863	220.659117249	210.556684271	217.100881813	256.574762407	215.886822308	227.528885059	226.59958505	258.569614608	253.456092429	218.616917939	221.826093649	245.307015143	268.900924323	263.713693007	233.072937182	258.370425639	214.309688708	268.137252255	215.906048422	220.605253121
277.249540748	234.049480277	347.94485817	218.152127282	229.329014457	261.2257079	194.294934021	251.017376997	206.483459914	228.399007597	208.303988851	245.566302217	236.214248425	229.802136859	242.554692267	226.356828769	263.903200086	253.001026894	138.15389719	253.386032036	211.910494973	291.493271635	261.920786811	277.454082123	241.459089573	204.643914662	222.479961814	256.142570924	254.85698051	201.869798957	259.307063481	181.029129326	223.263293423	236.969557578	260.224505093	165.593281878	248.640085828	272.174430958	261.375564276	291.771855477	209.05606305	214.223085854	141.602513814	199.940825689	229.952438361	238.218115921	113.551258334	179.851909959	278.429928217	241.594523937	237.879652372	264.946207248	200.918545191	154.14323317	239.596619747	144.868692365	278.011666908
167.491740918	227.41304566	218.152127282	347.94485817	241.326626601	294.383832355	251.381514406	178.001262586	208.6502218	280.46041628	246.913479669	249.991418202	144.749020726	262.587016688	242.039114379	253.562141903	272.881252606	255.64151324	135.56292603	205.541483749	221.893994384	233.906719442	276.168645158	190.800467607	282.402476997	250.057829548	193.400338421	179.58632094	216.74778828	184.645583708	227.372919352	219.048398128	244.911471264	168.345949073	252.403015066	176.32884406	208.446226299	246.724455281	180.411956241	235.969952794	206.188518395	240.494259096	208.190768208	242.412400567	278.787969485	304.286045384	214.134958682	253.687778016	264.160062147	249.861381562	234.040983613	185.796187485	278.543299278	267.302604887	263.190914466	137.487387414	226.281149221
227.922221568	284.034937293	229.329014457	241.326626601	347.94485817	235.283563761	272.623976808	246.405274667	272.022805919	267.087146123	257.432392559	258.010232181	180.499575153	241.764132755	267.774680938	247.268930473	258.125678181	264.807984464	238.309818081	217.741889915	243.428971854	230.915104569	279.986726	229.173542422	248.332966421	255.216929486	247.624407811	233.216893558	246.641470816	258.127336215	251.084910546	254.827192495	254.459607267	240.0144708	262.488512008	272.321006648	272.343063406	235.070674601	233.394853145	221.885957203	236.1630639	232.786884271	220.532984528	263.867354739	269.269795588	277.875862933	224.975156739	267.376433477	277.051580018	292.317732553	262.706826713	231.017200389	264.853150252	258.317818079	274.206227757	213.428613059	237.505152134
237.873590083	217.123948083	261.2257079	294.383832355	235.283563761	347.94485817	266.785186417	227.850710637	240.945426803	249.456828721	209.187877785	268.687188908	198.589069446	276.818273027	260.725154855	264.331010788	290.898353371	298.837301091	141.935033046	264.563602847	254.264802022	285.391743802	297.280260501	234.704036348	264.528760296	201.283250859	217.363868591	252.42139412	278.173408554	223.049026985	286.531509632	214.358508876	222.700379247	203.360126555	288.851364246	189.069996495	241.041354255	307.179645417	235.206480306	299.272880655	216.888227573	272.853557036	174.14962829	277.934678093	272.195793034	281.039823017	178.490576927	243.207457544	290.853468144	252.962996924	256.487500045	236.231510211	245.921869391	246.646892535	241.688982177	155.5311625	293.283372865
190.394454271	237.386237672	194.294934021	251.381514406	272.623976808	266.785186417	347.94485817	225.088864668	286.028693973	242.27375967	217.838023285	267.375523466	153.291179711	258.825927692	264.643172019	267.446763567	267.458260351	257.273141066	190.975766191	219.570661965	253.684878996	216.831358694	288.267288982	176.724159989	231.586661822	216.039095064	211.349032298	214.922333044	258.135672365	264.037472772	257.996260855	255.578326122	247.046089053	196.712427034	276.293636334	263.581312118	252.608048968	263.003720369	192.485735868	227.667440748	201.406475007	261.020654902	212.639810515	306.219259202	283.000810504	281.377083489	247.418673511	293.929157955	257.294997297	273.116056636	238.730064732	200.537957194	279.321225703	296.861606557	259.661903185	207.398134718	240.189381092
293.604512724	232.363799038	251.017376997	178.001262586	246.405274667	227.850710637	225.088864668	347.94485817	229.249678769	241.253417361	217.250498691	247.616978756	225.275254759	210.580479639	271.260566029	244.081011211	227.222016542	282.376967028	235.397127702	269.450048322	231.509836248	249.108772502	249.451152857	285.791564307	227.688028268	233.923395698	284.6559096	300.895093044	277.201617748	218.068054277	278.804621583	171.74138535	242.909562093	296.988148975	269.486151661	225.316059375	304.292375695	262.738909732	281.66606845	257.170779607	234.164497202	240.880308482	162.38795911	227.55567143	233.463216289	203.330488857	192.491406323	196.681238541	283.278304306	274.388245816	283.19021002	286.524103191	194.288783278	209.784977274	204.746174277	212.072053247	269.545731781
213.169915234	266.578325547	206.483459914	208.6502218	272.022805919	240.945426803	286.028693973	229.249678769	347.94485817	236.135836286	212.119738758	259.094594481	201.21108895	218.933309558	253.622409078	253.681542406	258.605355118	239.761292812	197.988554671	216.948101356	245.361590657	227.18462685	281.369646579	203.192893144	201.881537756	228.461091001	233.643571056	232.485490205	265.286831401	255.165981445	253.809568552	242.975992162	238.451061772	219.235353529	262.277084595	266.798557919	245.804293898	243.530419676	208.771641991	231.109839922	243.339040459	251.820278606	202.915930275	282.091281564	271.715689824	252.709205115	219.166644812	254.9419367	240.440228289	271.811757612	254.690610944	215.699583081	264.588062615	244.124607681	265.862436144	226.111008892	247.53370999
190.353289622	268.434166103	228.399007597	280.46041628	267.087146123	249.456828721	242.27375967	241.253417361	236.135836286	347.94485817	285.883838368	258.350553043	184.984493988	247.322053068	249.622837297	275.429009906	267.033190122	268.073711803	210.035396094	218.736481566	243.231287698	240.568557008	256.853990448	239.436923518	286.452364656	294.121507862	245.920024628	233.877810524	243.538701969	184.263245252	234.711559869	220.367180248	267.19990223	233.786842825	266.47003008	226.219743151	263.10000198	225.135812246	220.607335986	224.275924277	238.392835125	247.992258686	230.966511624	231.464206866	284.595485546	286.444641224	229.172229609	254.944937309	271.531138929	289.749740324	281.935483653	241.79460236	268.014205423	252.129881693	283.918357127	196.825704604	232.683435396
