Tissue	muscleskeletal
N_samples	358
Chr	19
Gene	ENSG00000083845.4
SNP	rs56069262
Gene_list	ENSG00000177600.4	ENSG00000115268.5	ENSG00000140988.11	ENSG00000171863.8	ENSG00000130255.8	ENSG00000166441.8	ENSG00000144713.8	ENSG00000110700.2	ENSG00000105640.8	ENSG00000221983.3	ENSG00000134419.11	ENSG00000137154.8	ENSG00000174748.14	ENSG00000142676.8	ENSG00000198242.9	ENSG00000122026.6	ENSG00000231500.2	ENSG00000124614.9	ENSG00000198755.6	ENSG00000125691.8	ENSG00000108298.5	ENSG00000168028.9	ENSG00000105193.4	ENSG00000188846.9	ENSG00000145592.9	ENSG00000131469.8	ENSG00000105372.2	ENSG00000142937.7	ENSG00000265681.2	ENSG00000063177.8	ENSG00000142541.12	ENSG00000142534.2	ENSG00000213741.4	ENSG00000162244.6	ENSG00000135390.13	ENSG00000170889.9	ENSG00000143947.8	ENSG00000108107.8	ENSG00000229117.4	ENSG00000008988.5	ENSG00000083845.4	ENSG00000171858.13	ENSG00000149806.6	ENSG00000174444.10	ENSG00000137818.7	ENSG00000172809.8	ENSG00000147604.9	ENSG00000149273.10	ENSG00000186468.8	ENSG00000167526.9	ENSG00000156482.6	ENSG00000114391.8	ENSG00000071082.6	ENSG00000109475.12	ENSG00000118181.6	ENSG00000089157.11	ENSG00000136942.10	ENSG00000112306.7	ENSG00000148303.12	ENSG00000104529.13	ENSG00000161016.11	ENSG00000164587.7	ENSG00000145425.5	ENSG00000177954.7	ENSG00000204628.7	ENSG00000182899.10	ENSG00000114942.9	ENSG00000197756.5
Gene expression stats (Y^T * Y): 
347.94485817	242.771989422	234.530697804	166.775434287	263.945528806	179.778693455	246.708684167	149.493319158	225.883462094	226.150925455	143.596593762	189.457450489	156.868454003	157.419004145	195.840776543	244.567052104	191.562617808	205.67459708	191.554486573	221.048480592	257.061839103	138.746960378	241.3645526	181.597136893	282.715092913	209.929509648	261.511534748	206.788940154	153.504948796	193.206771191	256.800796319	209.077006804	183.583993587	219.885290522	114.240107465	223.314797553	174.61511771	210.962303189	239.257574716	108.950191369	215.124707365	252.751167048	236.561344949	159.835590318	257.099889954	282.319638996	166.765195376	169.116667278	222.267003766	228.505245043	174.664458251	168.705645512	206.445416329	174.500433189	136.430183464	167.23576449	233.923296819	204.098298641	204.922314312	146.178578977	223.213646243	210.45600543	119.571226828	114.944394987	169.526300841	156.99517876	135.579082017	251.009917785
242.771989422	347.94485817	237.714604933	216.971877545	277.249540748	227.922221568	237.873590083	190.394454271	293.604512724	252.164898581	213.169915234	190.353289622	167.950797841	171.607928154	221.730630372	228.3697307	189.205282786	261.733258453	198.772084132	218.880047309	256.865947795	187.196237135	260.61823165	208.260616382	255.808410342	251.02636749	277.821073004	190.624429179	187.224693854	268.06220072	283.452798219	255.934016139	203.366772613	278.726321366	187.719916772	258.980921159	203.170467686	274.386890048	246.918453665	197.058253875	263.860447415	277.35817242	283.686173539	144.064060621	283.299555236	279.260156789	146.962328691	231.388600285	223.098084129	292.356211602	205.971141821	204.670144993	196.846217912	193.386899816	168.555289486	138.162441738	271.451733955	226.653368978	242.877853505	239.570351715	267.336001033	239.10408465	169.913665424	174.976304472	214.913382972	184.224842449	148.271727355	278.475691328
234.530697804	237.714604933	347.94485817	195.961086082	216.96215334	208.499705512	218.145840434	180.440555409	278.220843658	204.015896642	168.666418072	225.899750996	207.364371524	199.477611601	210.381501684	190.897837313	208.462039814	230.034280978	220.617298854	185.222860119	252.841249331	234.14946852	228.100195854	209.346533596	216.739983458	204.704745618	262.928681748	234.66733693	219.362665784	248.360983212	267.571020454	224.712811383	161.160693904	240.699415902	151.673714611	224.242722858	201.222185141	261.596881128	228.861812309	171.513679892	264.255520917	226.161862639	226.08320784	210.471248013	221.719356296	223.197776441	193.994009358	214.066245036	210.384596538	255.932609952	179.261550099	195.802337032	193.51722593	170.624857	147.448426494	236.135625325	241.711336754	247.171684449	273.376969211	199.691861621	262.293265812	200.9997454	169.944615977	184.580946347	237.562052676	155.85514225	176.457838022	220.987359065
166.775434287	216.971877545	195.961086082	347.94485817	234.049480277	284.034937293	217.123948083	237.386237672	232.363799038	180.375198324	266.578325547	268.434166103	172.471610303	251.388170507	229.705922923	217.663286639	226.84168907	260.202106238	220.670262958	246.005273076	236.879162971	230.027352254	209.995055849	232.818427671	234.24409296	273.055374216	244.184261459	219.775549463	281.970566739	229.688250753	220.031851476	227.04734419	223.684337804	231.217737156	158.402691053	193.407551862	246.015639065	220.516111736	242.678621907	234.441243347	256.11092863	220.659117249	206.139464585	170.351552862	210.556684271	217.100881813	204.15161771	256.574762407	215.886822308	208.188126946	226.59958505	258.569614608	206.81495842	253.456092429	221.826093649	151.990991081	245.307015143	268.900924323	263.713693007	177.075413836	233.072937182	197.74288778	258.370425639	214.309688708	185.097847117	268.137252255	215.906048422	220.605253121
263.945528806	277.249540748	216.96215334	234.049480277	347.94485817	229.329014457	261.2257079	194.294934021	251.017376997	241.878562811	206.483459914	228.399007597	189.267840333	208.303988851	245.566302217	236.214248425	229.802136859	242.554692267	226.356828769	263.903200086	253.001026894	138.15389719	253.386032036	211.910494973	291.493271635	261.920786811	277.454082123	241.459089573	204.643914662	222.479961814	256.142570924	254.85698051	201.869798957	259.307063481	156.195054228	229.727448907	223.263293423	236.969557578	260.224505093	165.593281878	248.640085828	272.174430958	258.343732023	124.051529493	261.375564276	291.771855477	185.268134328	209.05606305	214.223085854	260.147910766	199.940825689	229.952438361	259.252332189	238.218115921	179.851909959	112.725524672	278.429928217	241.594523937	237.879652372	177.785799998	264.946207248	222.430418947	200.918545191	154.14323317	186.803886648	239.596619747	144.868692365	278.011666908
179.778693455	227.922221568	208.499705512	284.034937293	229.329014457	347.94485817	235.283563761	272.623976808	246.405274667	200.492816316	272.022805919	267.087146123	184.654864215	257.432392559	258.010232181	180.499575153	241.764132755	267.774680938	247.268930473	258.125678181	264.807984464	238.309818081	217.741889915	243.428971854	230.915104569	279.986726	229.173542422	248.332966421	255.216929486	247.624407811	233.216893558	246.641470816	258.127336215	251.084910546	188.015786891	230.310946281	254.459607267	240.0144708	262.488512008	272.321006648	272.343063406	235.070674601	206.243025088	197.857236105	233.394853145	221.885957203	223.142522581	236.1630639	232.786884271	224.665559271	263.867354739	269.269795588	224.800460354	277.875862933	267.376433477	174.0103194	277.051580018	292.317732553	262.706826713	167.263419316	231.017200389	220.240717778	264.853150252	258.317818079	190.468053235	274.206227757	213.428613059	237.505152134
246.708684167	237.873590083	218.145840434	217.123948083	261.2257079	235.283563761	347.94485817	266.785186417	227.850710637	263.274990368	240.945426803	249.456828721	223.517742054	209.187877785	268.687188908	198.589069446	276.818273027	260.725154855	264.331010788	290.898353371	298.837301091	141.935033046	264.563602847	254.264802022	285.391743802	297.280260501	234.704036348	264.528760296	201.283250859	217.363868591	252.42139412	278.173408554	223.049026985	286.531509632	161.344412653	222.114273074	222.700379247	203.360126555	288.851364246	189.069996495	241.041354255	307.179645417	229.1794936	211.802948229	235.206480306	299.272880655	271.840152025	216.888227573	272.853557036	251.241513269	277.934678093	272.195793034	311.031455925	281.039823017	243.207457544	171.090887015	290.853468144	252.962996924	256.487500045	129.873016946	236.231510211	224.905690539	245.921869391	246.646892535	243.931635848	241.688982177	155.5311625	293.283372865
149.493319158	190.394454271	180.440555409	237.386237672	194.294934021	272.623976808	266.785186417	347.94485817	225.088864668	219.153239215	286.028693973	242.27375967	216.939937469	217.838023285	267.375523466	153.291179711	258.825927692	264.643172019	267.446763567	267.458260351	257.273141066	190.975766191	219.570661965	253.684878996	216.831358694	288.267288982	176.724159989	231.586661822	216.039095064	211.349032298	214.922333044	258.135672365	264.037472772	257.996260855	193.764933822	210.881598876	247.046089053	196.712427034	276.293636334	263.581312118	252.608048968	263.003720369	197.716656223	245.519274297	192.485735868	227.667440748	269.854058123	201.406475007	261.020654902	190.247185437	306.219259202	283.000810504	249.217619524	281.377083489	293.929157955	168.86275834	257.294997297	273.116056636	238.730064732	142.049555189	200.537957194	227.587420451	279.321225703	296.861606557	221.023328984	259.661903185	207.398134718	240.189381092
225.883462094	293.604512724	278.220843658	232.363799038	251.017376997	246.405274667	227.850710637	225.088864668	347.94485817	251.018565384	229.249678769	241.253417361	197.545192801	217.250498691	247.616978756	225.275254759	210.580479639	271.260566029	244.081011211	227.222016542	282.376967028	235.397127702	269.450048322	231.509836248	249.108772502	249.451152857	285.791564307	227.688028268	233.923395698	284.6559096	300.895093044	277.201617748	218.068054277	278.804621583	205.88951815	278.901970338	242.909562093	296.988148975	269.486151661	225.316059375	304.292375695	262.738909732	283.902279291	212.375152984	281.66606845	257.170779607	186.396589076	234.164497202	240.880308482	287.39750238	227.55567143	233.463216289	204.84739786	203.330488857	196.681238541	197.310128347	283.278304306	274.388245816	283.19021002	257.321657072	286.524103191	252.704159408	194.288783278	209.784977274	232.1051888	204.746174277	212.072053247	269.545731781
226.150925455	252.164898581	204.015896642	180.375198324	241.878562811	200.492816316	263.274990368	219.153239215	251.018565384	347.94485817	208.940638094	195.422966753	174.0527587	191.650298681	249.536833054	196.169702501	205.27832031	245.372993875	231.233547812	259.259564813	276.657600217	122.441226475	257.35932651	236.336414091	268.41702677	240.661080923	222.086348299	176.276497762	150.447209967	219.26466799	257.894337934	281.241154444	230.521846611	271.022336801	204.631822757	238.405238912	185.141178732	219.655729042	270.055432752	193.738772775	262.007196221	273.522487038	254.023889682	180.688370432	244.80012867	281.318022774	204.770136087	183.1961789	251.162327645	237.663276454	246.04220178	225.443822196	229.423149207	204.315480627	201.679474594	116.964450968	251.619509327	230.008609157	233.175435493	194.219464483	233.747452959	242.40928329	159.8430521	204.923052255	217.401994576	200.05824386	152.773244589	296.32511978
