Tissue	muscleskeletal
N_samples	358
Chr	19
Gene	ENSG00000115268.5
SNP	rs141234529
Gene_list	ENSG00000177600.4	ENSG00000115268.5	ENSG00000140988.11	ENSG00000171863.8	ENSG00000130255.8	ENSG00000166441.8	ENSG00000144713.8	ENSG00000105640.8	ENSG00000221983.3	ENSG00000134419.11	ENSG00000198242.9	ENSG00000122026.6	ENSG00000124614.9	ENSG00000125691.8	ENSG00000108298.5	ENSG00000105193.4	ENSG00000145592.9	ENSG00000131469.8	ENSG00000105372.2	ENSG00000063177.8	ENSG00000142541.12	ENSG00000142534.2	ENSG00000162244.6	ENSG00000170889.9	ENSG00000108107.8	ENSG00000229117.4	ENSG00000083845.4	ENSG00000171858.13	ENSG00000149806.6	ENSG00000137818.7	ENSG00000172809.8	ENSG00000149273.10	ENSG00000186468.8	ENSG00000167526.9	ENSG00000136942.10	ENSG00000112306.7	ENSG00000148303.12	ENSG00000104529.13	ENSG00000161016.11	ENSG00000164587.7	ENSG00000204628.7	ENSG00000197756.5
Gene expression stats (Y^T * Y): 
347.94485817	242.771989422	234.530697804	166.775434287	263.945528806	179.778693455	246.708684167	225.883462094	226.150925455	143.596593762	195.840776543	244.567052104	205.67459708	221.048480592	257.061839103	241.3645526	282.715092913	209.929509648	261.511534748	193.206771191	256.800796319	209.077006804	219.885290522	223.314797553	210.962303189	239.257574716	215.124707365	252.751167048	236.561344949	257.099889954	282.319638996	169.116667278	222.267003766	228.505245043	233.923296819	204.098298641	204.922314312	146.178578977	223.213646243	210.45600543	169.526300841	251.009917785
242.771989422	347.94485817	237.714604933	216.971877545	277.249540748	227.922221568	237.873590083	293.604512724	252.164898581	213.169915234	221.730630372	228.3697307	261.733258453	218.880047309	256.865947795	260.61823165	255.808410342	251.02636749	277.821073004	268.06220072	283.452798219	255.934016139	278.726321366	258.980921159	274.386890048	246.918453665	263.860447415	277.35817242	283.686173539	283.299555236	279.260156789	231.388600285	223.098084129	292.356211602	271.451733955	226.653368978	242.877853505	239.570351715	267.336001033	239.10408465	214.913382972	278.475691328
234.530697804	237.714604933	347.94485817	195.961086082	216.96215334	208.499705512	218.145840434	278.220843658	204.015896642	168.666418072	210.381501684	190.897837313	230.034280978	185.222860119	252.841249331	228.100195854	216.739983458	204.704745618	262.928681748	248.360983212	267.571020454	224.712811383	240.699415902	224.242722858	261.596881128	228.861812309	264.255520917	226.161862639	226.08320784	221.719356296	223.197776441	214.066245036	210.384596538	255.932609952	241.711336754	247.171684449	273.376969211	199.691861621	262.293265812	200.9997454	237.562052676	220.987359065
166.775434287	216.971877545	195.961086082	347.94485817	234.049480277	284.034937293	217.123948083	232.363799038	180.375198324	266.578325547	229.705922923	217.663286639	260.202106238	246.005273076	236.879162971	209.995055849	234.24409296	273.055374216	244.184261459	229.688250753	220.031851476	227.04734419	231.217737156	193.407551862	220.516111736	242.678621907	256.11092863	220.659117249	206.139464585	210.556684271	217.100881813	256.574762407	215.886822308	208.188126946	245.307015143	268.900924323	263.713693007	177.075413836	233.072937182	197.74288778	185.097847117	220.605253121
263.945528806	277.249540748	216.96215334	234.049480277	347.94485817	229.329014457	261.2257079	251.017376997	241.878562811	206.483459914	245.566302217	236.214248425	242.554692267	263.903200086	253.001026894	253.386032036	291.493271635	261.920786811	277.454082123	222.479961814	256.142570924	254.85698051	259.307063481	229.727448907	236.969557578	260.224505093	248.640085828	272.174430958	258.343732023	261.375564276	291.771855477	209.05606305	214.223085854	260.147910766	278.429928217	241.594523937	237.879652372	177.785799998	264.946207248	222.430418947	186.803886648	278.011666908
179.778693455	227.922221568	208.499705512	284.034937293	229.329014457	347.94485817	235.283563761	246.405274667	200.492816316	272.022805919	258.010232181	180.499575153	267.774680938	258.125678181	264.807984464	217.741889915	230.915104569	279.986726	229.173542422	247.624407811	233.216893558	246.641470816	251.084910546	230.310946281	240.0144708	262.488512008	272.343063406	235.070674601	206.243025088	233.394853145	221.885957203	236.1630639	232.786884271	224.665559271	277.051580018	292.317732553	262.706826713	167.263419316	231.017200389	220.240717778	190.468053235	237.505152134
246.708684167	237.873590083	218.145840434	217.123948083	261.2257079	235.283563761	347.94485817	227.850710637	263.274990368	240.945426803	268.687188908	198.589069446	260.725154855	290.898353371	298.837301091	264.563602847	285.391743802	297.280260501	234.704036348	217.363868591	252.42139412	278.173408554	286.531509632	222.114273074	203.360126555	288.851364246	241.041354255	307.179645417	229.1794936	235.206480306	299.272880655	216.888227573	272.853557036	251.241513269	290.853468144	252.962996924	256.487500045	129.873016946	236.231510211	224.905690539	243.931635848	293.283372865
225.883462094	293.604512724	278.220843658	232.363799038	251.017376997	246.405274667	227.850710637	347.94485817	251.018565384	229.249678769	247.616978756	225.275254759	271.260566029	227.222016542	282.376967028	269.450048322	249.108772502	249.451152857	285.791564307	284.6559096	300.895093044	277.201617748	278.804621583	278.901970338	296.988148975	269.486151661	304.292375695	262.738909732	283.902279291	281.66606845	257.170779607	234.164497202	240.880308482	287.39750238	283.278304306	274.388245816	283.19021002	257.321657072	286.524103191	252.704159408	232.1051888	269.545731781
226.150925455	252.164898581	204.015896642	180.375198324	241.878562811	200.492816316	263.274990368	251.018565384	347.94485817	208.940638094	249.536833054	196.169702501	245.372993875	259.259564813	276.657600217	257.35932651	268.41702677	240.661080923	222.086348299	219.26466799	257.894337934	281.241154444	271.022336801	238.405238912	219.655729042	270.055432752	262.007196221	273.522487038	254.023889682	244.80012867	281.318022774	183.1961789	251.162327645	237.663276454	251.619509327	230.008609157	233.175435493	194.219464483	233.747452959	242.40928329	217.401994576	296.32511978
143.596593762	213.169915234	168.666418072	266.578325547	206.483459914	272.022805919	240.945426803	229.249678769	208.940638094	347.94485817	259.094594481	201.21108895	253.622409078	258.605355118	239.761292812	216.948101356	227.18462685	281.369646579	203.192893144	233.643571056	232.485490205	265.286831401	253.809568552	220.326210985	219.235353529	262.277084595	245.804293898	243.530419676	219.97306197	208.771641991	231.109839922	243.339040459	251.820278606	209.724276886	240.440228289	271.811757612	254.690610944	201.559413923	215.699583081	223.528220989	205.227156969	247.53370999
