Tissue	muscleskeletal
N_samples	358
Chr	16
Gene	ENSG00000167526.9
SNP	rs2019604
Gene_list	ENSG00000177600.4	ENSG00000115268.5	ENSG00000140988.11	ENSG00000130255.8	ENSG00000166441.8	ENSG00000144713.8	ENSG00000105640.8	ENSG00000221983.3	ENSG00000134419.11	ENSG00000137154.8	ENSG00000198242.9	ENSG00000124614.9	ENSG00000198755.6	ENSG00000125691.8	ENSG00000108298.5	ENSG00000105193.4	ENSG00000145592.9	ENSG00000131469.8	ENSG00000105372.2	ENSG00000142937.7	ENSG00000265681.2	ENSG00000063177.8	ENSG00000142541.12	ENSG00000142534.2	ENSG00000162244.6	ENSG00000170889.9	ENSG00000143947.8	ENSG00000108107.8	ENSG00000229117.4	ENSG00000083845.4	ENSG00000171858.13	ENSG00000149806.6	ENSG00000137818.7	ENSG00000172809.8	ENSG00000149273.10	ENSG00000186468.8	ENSG00000167526.9	ENSG00000114391.8	ENSG00000071082.6	ENSG00000109475.12	ENSG00000136942.10	ENSG00000197958.8	ENSG00000112306.7	ENSG00000148303.12	ENSG00000104529.13	ENSG00000161016.11	ENSG00000164587.7	ENSG00000204628.7	ENSG00000197756.5
Gene expression stats (Y^T * Y): 
347.94485817	242.771989422	234.530697804	263.945528806	179.778693455	246.708684167	225.883462094	226.150925455	143.596593762	189.457450489	195.840776543	205.67459708	191.554486573	221.048480592	257.061839103	241.3645526	282.715092913	209.929509648	261.511534748	206.788940154	153.504948796	193.206771191	256.800796319	209.077006804	219.885290522	223.314797553	174.61511771	210.962303189	239.257574716	215.124707365	252.751167048	236.561344949	257.099889954	282.319638996	169.116667278	222.267003766	228.505245043	168.705645512	206.445416329	174.500433189	233.923296819	222.772082411	204.098298641	204.922314312	146.178578977	223.213646243	210.45600543	169.526300841	251.009917785
242.771989422	347.94485817	237.714604933	277.249540748	227.922221568	237.873590083	293.604512724	252.164898581	213.169915234	190.353289622	221.730630372	261.733258453	198.772084132	218.880047309	256.865947795	260.61823165	255.808410342	251.02636749	277.821073004	190.624429179	187.224693854	268.06220072	283.452798219	255.934016139	278.726321366	258.980921159	203.170467686	274.386890048	246.918453665	263.860447415	277.35817242	283.686173539	283.299555236	279.260156789	231.388600285	223.098084129	292.356211602	204.670144993	196.846217912	193.386899816	271.451733955	156.862263554	226.653368978	242.877853505	239.570351715	267.336001033	239.10408465	214.913382972	278.475691328
234.530697804	237.714604933	347.94485817	216.96215334	208.499705512	218.145840434	278.220843658	204.015896642	168.666418072	225.899750996	210.381501684	230.034280978	220.617298854	185.222860119	252.841249331	228.100195854	216.739983458	204.704745618	262.928681748	234.66733693	219.362665784	248.360983212	267.571020454	224.712811383	240.699415902	224.242722858	201.222185141	261.596881128	228.861812309	264.255520917	226.161862639	226.08320784	221.719356296	223.197776441	214.066245036	210.384596538	255.932609952	195.802337032	193.51722593	170.624857	241.711336754	203.452981893	247.171684449	273.376969211	199.691861621	262.293265812	200.9997454	237.562052676	220.987359065
263.945528806	277.249540748	216.96215334	347.94485817	229.329014457	261.2257079	251.017376997	241.878562811	206.483459914	228.399007597	245.566302217	242.554692267	226.356828769	263.903200086	253.001026894	253.386032036	291.493271635	261.920786811	277.454082123	241.459089573	204.643914662	222.479961814	256.142570924	254.85698051	259.307063481	229.727448907	223.263293423	236.969557578	260.224505093	248.640085828	272.174430958	258.343732023	261.375564276	291.771855477	209.05606305	214.223085854	260.147910766	229.952438361	259.252332189	238.218115921	278.429928217	202.97917905	241.594523937	237.879652372	177.785799998	264.946207248	222.430418947	186.803886648	278.011666908
179.778693455	227.922221568	208.499705512	229.329014457	347.94485817	235.283563761	246.405274667	200.492816316	272.022805919	267.087146123	258.010232181	267.774680938	247.268930473	258.125678181	264.807984464	217.741889915	230.915104569	279.986726	229.173542422	248.332966421	255.216929486	247.624407811	233.216893558	246.641470816	251.084910546	230.310946281	254.459607267	240.0144708	262.488512008	272.343063406	235.070674601	206.243025088	233.394853145	221.885957203	236.1630639	232.786884271	224.665559271	269.269795588	224.800460354	277.875862933	277.051580018	202.223245437	292.317732553	262.706826713	167.263419316	231.017200389	220.240717778	190.468053235	237.505152134
246.708684167	237.873590083	218.145840434	261.2257079	235.283563761	347.94485817	227.850710637	263.274990368	240.945426803	249.456828721	268.687188908	260.725154855	264.331010788	290.898353371	298.837301091	264.563602847	285.391743802	297.280260501	234.704036348	264.528760296	201.283250859	217.363868591	252.42139412	278.173408554	286.531509632	222.114273074	222.700379247	203.360126555	288.851364246	241.041354255	307.179645417	229.1794936	235.206480306	299.272880655	216.888227573	272.853557036	251.241513269	272.195793034	311.031455925	281.039823017	290.853468144	264.23289009	252.962996924	256.487500045	129.873016946	236.231510211	224.905690539	243.931635848	293.283372865
225.883462094	293.604512724	278.220843658	251.017376997	246.405274667	227.850710637	347.94485817	251.018565384	229.249678769	241.253417361	247.616978756	271.260566029	244.081011211	227.222016542	282.376967028	269.450048322	249.108772502	249.451152857	285.791564307	227.688028268	233.923395698	284.6559096	300.895093044	277.201617748	278.804621583	278.901970338	242.909562093	296.988148975	269.486151661	304.292375695	262.738909732	283.902279291	281.66606845	257.170779607	234.164497202	240.880308482	287.39750238	233.463216289	204.84739786	203.330488857	283.278304306	183.932839455	274.388245816	283.19021002	257.321657072	286.524103191	252.704159408	232.1051888	269.545731781
226.150925455	252.164898581	204.015896642	241.878562811	200.492816316	263.274990368	251.018565384	347.94485817	208.940638094	195.422966753	249.536833054	245.372993875	231.233547812	259.259564813	276.657600217	257.35932651	268.41702677	240.661080923	222.086348299	176.276497762	150.447209967	219.26466799	257.894337934	281.241154444	271.022336801	238.405238912	185.141178732	219.655729042	270.055432752	262.007196221	273.522487038	254.023889682	244.80012867	281.318022774	183.1961789	251.162327645	237.663276454	225.443822196	229.423149207	204.315480627	251.619509327	173.922897468	230.008609157	233.175435493	194.219464483	233.747452959	242.40928329	217.401994576	296.32511978
143.596593762	213.169915234	168.666418072	206.483459914	272.022805919	240.945426803	229.249678769	208.940638094	347.94485817	236.135836286	259.094594481	253.622409078	253.681542406	258.605355118	239.761292812	216.948101356	227.18462685	281.369646579	203.192893144	201.881537756	228.461091001	233.643571056	232.485490205	265.286831401	253.809568552	220.326210985	238.451061772	219.235353529	262.277084595	245.804293898	243.530419676	219.97306197	208.771641991	231.109839922	243.339040459	251.820278606	209.724276886	271.715689824	218.542079918	252.709205115	240.440228289	157.150550356	271.811757612	254.690610944	201.559413923	215.699583081	223.528220989	205.227156969	247.53370999
189.457450489	190.353289622	225.899750996	228.399007597	267.087146123	249.456828721	241.253417361	195.422966753	236.135836286	347.94485817	258.350553043	249.622837297	275.429009906	267.033190122	268.073711803	218.736481566	240.568557008	256.853990448	239.436923518	286.452364656	294.121507862	245.920024628	233.877810524	243.538701969	234.711559869	222.582021408	267.19990223	233.786842825	266.47003008	263.10000198	225.135812246	187.951160338	220.607335986	224.275924277	238.392835125	247.992258686	232.919287376	284.595485546	258.708341458	286.444641224	271.531138929	242.868038451	289.749740324	281.935483653	161.837879505	241.79460236	200.89784695	202.157697055	232.683435396
195.840776543	221.730630372	210.381501684	245.566302217	258.010232181	268.687188908	247.616978756	249.536833054	259.094594481	258.350553043	347.94485817	241.921942075	256.378150827	291.354194704	281.04373342	233.769083685	265.002352296	273.310002019	225.610143521	241.638114435	230.333898724	234.800207672	261.270610883	282.382872194	270.510673043	211.458276522	281.306425296	227.376568908	287.808398209	251.396376405	249.805208027	239.082660956	253.780567956	259.402237117	216.844360645	271.84477191	224.822411044	275.010756128	270.644553227	262.998113036	258.974517266	212.952685454	282.997005492	270.673728906	191.53252724	241.101388966	223.443452873	218.437319327	278.54314147
205.67459708	261.733258453	230.034280978	242.554692267	267.774680938	260.725154855	271.260566029	245.372993875	253.622409078	249.622837297	241.921942075	347.94485817	245.129541391	250.30261833	259.962927568	251.56718965	245.033069834	304.722898776	256.82405667	237.316701483	248.014379006	268.868447728	250.119833539	253.670946617	272.579753671	242.00368799	246.197023923	244.17492829	272.825041054	287.762391576	288.101532235	256.579034646	253.580813601	255.860675499	267.82226935	258.427901209	257.088961816	256.022264629	232.907063849	248.593106286	270.514688496	179.90949279	275.540945318	269.168873652	196.426403498	243.584870688	244.102823853	219.37555255	259.295584136
191.554486573	198.772084132	220.617298854	226.356828769	247.268930473	264.331010788	244.081011211	231.233547812	253.681542406	275.429009906	256.378150827	245.129541391	347.94485817	277.741854989	273.591374389	239.259124082	240.900469038	247.958689707	221.056428736	272.471248613	239.397944047	235.023457208	236.483076515	266.598250932	253.807738229	247.450339809	240.932447162	229.94374976	278.251002472	263.1695639	246.493455541	209.314883291	214.395409257	243.089932948	208.098042711	260.102549945	238.654473116	284.742525699	255.672301187	265.076232456	271.899787231	249.462548982	280.375891576	263.506568457	157.270545463	231.661175851	214.629899313	217.180479906	253.276269239
221.048480592	218.880047309	185.222860119	263.903200086	258.125678181	290.898353371	227.222016542	259.259564813	258.605355118	267.033190122	291.354194704	250.30261833	277.741854989	347.94485817	284.844147861	246.257835454	287.401722099	286.179216279	224.416807279	256.335871814	224.894011861	223.66053045	233.875546686	286.12024437	264.394215461	229.121583851	245.045139028	215.165149575	291.671058716	248.640745276	270.406700922	224.26166893	233.689416631	279.964594932	206.965130558	267.628414404	228.333922681	287.263665358	290.485792021	288.752428686	283.244746403	231.896875165	281.80464924	250.020998388	136.274040024	232.564662001	225.267168662	206.254250257	283.836684922
257.061839103	256.865947795	252.841249331	253.001026894	264.807984464	298.837301091	282.376967028	276.657600217	239.761292812	268.073711803	281.04373342	259.962927568	273.591374389	284.844147861	347.94485817	275.259596901	288.485992468	276.08027004	268.064926295	259.463211078	225.67967082	258.324548897	293.16798207	293.094746835	294.591668779	265.77236334	250.174025158	247.33593649	302.069417661	285.187121197	285.244261895	262.712008983	273.56457461	286.186654705	226.171289302	289.657151179	270.212683678	275.641300746	271.120081909	265.083387422	301.173474594	260.520698421	279.24494781	287.056499167	188.556821694	261.634603562	247.502101501	250.90786507	292.666606883
241.3645526	260.61823165	228.100195854	253.386032036	217.741889915	264.563602847	269.450048322	257.35932651	216.948101356	218.736481566	233.769083685	251.56718965	239.259124082	246.257835454	275.259596901	347.94485817	272.724918181	253.451512889	265.832498517	211.52687829	199.49263454	234.344518818	274.979940226	266.00453283	263.21184522	256.822096107	203.584261594	247.268890629	266.689788042	262.757864692	283.072900048	263.336251228	245.493369599	274.646374257	211.907023929	258.552881524	252.169466995	230.188557355	236.016182632	212.386718492	266.209350165	197.214238459	246.698185658	247.91471049	200.248306016	258.508497213	231.972238684	205.956185061	276.298401547
282.715092913	255.808410342	216.739983458	291.493271635	230.915104569	285.391743802	249.108772502	268.41702677	227.18462685	240.568557008	265.002352296	245.033069834	240.900469038	287.401722099	288.485992468	272.724918181	347.94485817	268.159294886	269.243972726	223.894037005	208.908862834	219.08958784	280.723732114	271.365174647	269.408090073	237.878487975	223.145909155	234.310884033	291.471701789	257.93590654	278.326361763	260.142317612	271.326273557	313.119858117	202.613799128	262.821831969	244.519871667	230.764794799	269.109158754	237.205084768	270.473458766	222.764523948	262.572268507	253.534818419	187.479126812	255.406016677	246.881699097	202.923398961	305.354852717
209.929509648	251.02636749	204.704745618	261.920786811	279.986726	297.280260501	249.451152857	240.661080923	281.369646579	256.853990448	273.310002019	304.722898776	247.958689707	286.179216279	276.08027004	253.451512889	268.159294886	347.94485817	245.974727132	249.642336279	241.069200124	245.931104239	247.175365959	269.98462676	280.436383802	228.755383006	262.376531443	221.018289823	287.296789106	264.799449952	305.011135689	250.68367465	256.292127491	283.072124249	256.029516983	271.927970767	252.03536565	278.401789194	274.880213079	290.002679048	289.598947279	210.770669854	274.59608343	265.717766917	166.660680678	237.676733282	237.162367396	217.461031882	275.680523509
