Tissue	muscleskeletal
N_samples	358
Chr	19
Gene	ENSG00000105372.2
SNP	rs116682533
Gene_list	ENSG00000177600.4	ENSG00000115268.5	ENSG00000140988.11	ENSG00000171863.8	ENSG00000130255.8	ENSG00000166441.8	ENSG00000144713.8	ENSG00000105640.8	ENSG00000221983.3	ENSG00000137154.8	ENSG00000198242.9	ENSG00000122026.6	ENSG00000231500.2	ENSG00000124614.9	ENSG00000198755.6	ENSG00000125691.8	ENSG00000108298.5	ENSG00000168028.9	ENSG00000105193.4	ENSG00000145592.9	ENSG00000131469.8	ENSG00000105372.2	ENSG00000142937.7	ENSG00000265681.2	ENSG00000063177.8	ENSG00000142541.12	ENSG00000142534.2	ENSG00000162244.6	ENSG00000170889.9	ENSG00000143947.8	ENSG00000108107.8	ENSG00000229117.4	ENSG00000083845.4	ENSG00000171858.13	ENSG00000149806.6	ENSG00000137818.7	ENSG00000172809.8	ENSG00000149273.10	ENSG00000186468.8	ENSG00000182774.6	ENSG00000167526.9	ENSG00000114391.8	ENSG00000071082.6	ENSG00000136942.10	ENSG00000112306.7	ENSG00000148303.12	ENSG00000104529.13	ENSG00000161016.11	ENSG00000164587.7	ENSG00000197756.5
Gene expression stats (Y^T * Y): 
347.94485817	242.771989422	234.530697804	166.775434287	263.945528806	179.778693455	246.708684167	225.883462094	226.150925455	189.457450489	195.840776543	244.567052104	191.562617808	205.67459708	191.554486573	221.048480592	257.061839103	138.746960378	241.3645526	282.715092913	209.929509648	261.511534748	206.788940154	153.504948796	193.206771191	256.800796319	209.077006804	219.885290522	223.314797553	174.61511771	210.962303189	239.257574716	215.124707365	252.751167048	236.561344949	257.099889954	282.319638996	169.116667278	222.267003766	220.731415534	228.505245043	168.705645512	206.445416329	233.923296819	204.098298641	204.922314312	146.178578977	223.213646243	210.45600543	251.009917785
242.771989422	347.94485817	237.714604933	216.971877545	277.249540748	227.922221568	237.873590083	293.604512724	252.164898581	190.353289622	221.730630372	228.3697307	189.205282786	261.733258453	198.772084132	218.880047309	256.865947795	187.196237135	260.61823165	255.808410342	251.02636749	277.821073004	190.624429179	187.224693854	268.06220072	283.452798219	255.934016139	278.726321366	258.980921159	203.170467686	274.386890048	246.918453665	263.860447415	277.35817242	283.686173539	283.299555236	279.260156789	231.388600285	223.098084129	174.621152067	292.356211602	204.670144993	196.846217912	271.451733955	226.653368978	242.877853505	239.570351715	267.336001033	239.10408465	278.475691328
234.530697804	237.714604933	347.94485817	195.961086082	216.96215334	208.499705512	218.145840434	278.220843658	204.015896642	225.899750996	210.381501684	190.897837313	208.462039814	230.034280978	220.617298854	185.222860119	252.841249331	234.14946852	228.100195854	216.739983458	204.704745618	262.928681748	234.66733693	219.362665784	248.360983212	267.571020454	224.712811383	240.699415902	224.242722858	201.222185141	261.596881128	228.861812309	264.255520917	226.161862639	226.08320784	221.719356296	223.197776441	214.066245036	210.384596538	149.150013349	255.932609952	195.802337032	193.51722593	241.711336754	247.171684449	273.376969211	199.691861621	262.293265812	200.9997454	220.987359065
166.775434287	216.971877545	195.961086082	347.94485817	234.049480277	284.034937293	217.123948083	232.363799038	180.375198324	268.434166103	229.705922923	217.663286639	226.84168907	260.202106238	220.670262958	246.005273076	236.879162971	230.027352254	209.995055849	234.24409296	273.055374216	244.184261459	219.775549463	281.970566739	229.688250753	220.031851476	227.04734419	231.217737156	193.407551862	246.015639065	220.516111736	242.678621907	256.11092863	220.659117249	206.139464585	210.556684271	217.100881813	256.574762407	215.886822308	190.040731934	208.188126946	258.569614608	206.81495842	245.307015143	268.900924323	263.713693007	177.075413836	233.072937182	197.74288778	220.605253121
263.945528806	277.249540748	216.96215334	234.049480277	347.94485817	229.329014457	261.2257079	251.017376997	241.878562811	228.399007597	245.566302217	236.214248425	229.802136859	242.554692267	226.356828769	263.903200086	253.001026894	138.15389719	253.386032036	291.493271635	261.920786811	277.454082123	241.459089573	204.643914662	222.479961814	256.142570924	254.85698051	259.307063481	229.727448907	223.263293423	236.969557578	260.224505093	248.640085828	272.174430958	258.343732023	261.375564276	291.771855477	209.05606305	214.223085854	223.17868445	260.147910766	229.952438361	259.252332189	278.429928217	241.594523937	237.879652372	177.785799998	264.946207248	222.430418947	278.011666908
179.778693455	227.922221568	208.499705512	284.034937293	229.329014457	347.94485817	235.283563761	246.405274667	200.492816316	267.087146123	258.010232181	180.499575153	241.764132755	267.774680938	247.268930473	258.125678181	264.807984464	238.309818081	217.741889915	230.915104569	279.986726	229.173542422	248.332966421	255.216929486	247.624407811	233.216893558	246.641470816	251.084910546	230.310946281	254.459607267	240.0144708	262.488512008	272.343063406	235.070674601	206.243025088	233.394853145	221.885957203	236.1630639	232.786884271	186.054239854	224.665559271	269.269795588	224.800460354	277.051580018	292.317732553	262.706826713	167.263419316	231.017200389	220.240717778	237.505152134
246.708684167	237.873590083	218.145840434	217.123948083	261.2257079	235.283563761	347.94485817	227.850710637	263.274990368	249.456828721	268.687188908	198.589069446	276.818273027	260.725154855	264.331010788	290.898353371	298.837301091	141.935033046	264.563602847	285.391743802	297.280260501	234.704036348	264.528760296	201.283250859	217.363868591	252.42139412	278.173408554	286.531509632	222.114273074	222.700379247	203.360126555	288.851364246	241.041354255	307.179645417	229.1794936	235.206480306	299.272880655	216.888227573	272.853557036	192.949883914	251.241513269	272.195793034	311.031455925	290.853468144	252.962996924	256.487500045	129.873016946	236.231510211	224.905690539	293.283372865
225.883462094	293.604512724	278.220843658	232.363799038	251.017376997	246.405274667	227.850710637	347.94485817	251.018565384	241.253417361	247.616978756	225.275254759	210.580479639	271.260566029	244.081011211	227.222016542	282.376967028	235.397127702	269.450048322	249.108772502	249.451152857	285.791564307	227.688028268	233.923395698	284.6559096	300.895093044	277.201617748	278.804621583	278.901970338	242.909562093	296.988148975	269.486151661	304.292375695	262.738909732	283.902279291	281.66606845	257.170779607	234.164497202	240.880308482	171.267316757	287.39750238	233.463216289	204.84739786	283.278304306	274.388245816	283.19021002	257.321657072	286.524103191	252.704159408	269.545731781
226.150925455	252.164898581	204.015896642	180.375198324	241.878562811	200.492816316	263.274990368	251.018565384	347.94485817	195.422966753	249.536833054	196.169702501	205.27832031	245.372993875	231.233547812	259.259564813	276.657600217	122.441226475	257.35932651	268.41702677	240.661080923	222.086348299	176.276497762	150.447209967	219.26466799	257.894337934	281.241154444	271.022336801	238.405238912	185.141178732	219.655729042	270.055432752	262.007196221	273.522487038	254.023889682	244.80012867	281.318022774	183.1961789	251.162327645	155.232006278	237.663276454	225.443822196	229.423149207	251.619509327	230.008609157	233.175435493	194.219464483	233.747452959	242.40928329	296.32511978
189.457450489	190.353289622	225.899750996	268.434166103	228.399007597	267.087146123	249.456828721	241.253417361	195.422966753	347.94485817	258.350553043	184.984493988	247.322053068	249.622837297	275.429009906	267.033190122	268.073711803	210.035396094	218.736481566	240.568557008	256.853990448	239.436923518	286.452364656	294.121507862	245.920024628	233.877810524	243.538701969	234.711559869	222.582021408	267.19990223	233.786842825	266.47003008	263.10000198	225.135812246	187.951160338	220.607335986	224.275924277	238.392835125	247.992258686	173.430661769	232.919287376	284.595485546	258.708341458	271.531138929	289.749740324	281.935483653	161.837879505	241.79460236	200.89784695	232.683435396
