Tissue	braincaudatebasalganglia
N_samples	98
Chr	10
Gene	ENSG00000170759.10
SNP	rs17488859
Gene_list	ENSG00000060237.12	ENSG00000125817.7	ENSG00000101265.11	ENSG00000170759.10	ENSG00000109790.12	ENSG00000064042.13	ENSG00000114853.9	ENSG00000154945.6	ENSG00000197045.8	ENSG00000101190.8	ENSG00000135720.8	ENSG00000124374.8	ENSG00000033327.8	ENSG00000165424.6	ENSG00000107829.9	ENSG00000179295.11	ENSG00000164096.10	ENSG00000179195.11	ENSG00000064393.11	ENSG00000182700.3	ENSG00000169554.12	ENSG00000146063.14	ENSG00000151414.10
Gene expression stats (Y^T * Y): 
90.3124531138	42.2419124211	56.7335617985	62.5551347349	50.0753635594	47.7706615917	46.1564652825	70.8662969888	42.9302945232	37.7275167569	67.9256173203	60.6257647007	54.3081409374	62.5995174934	44.3860148519	56.4160454936	44.8292635917	52.4808607467	71.6335389212	33.1843024529	71.1066104819	27.6467680687	50.2639071739
42.2419124211	90.3124531138	41.843675026	61.3792523287	43.0815604869	38.3771973372	66.8584868124	60.1818664626	48.4914773222	50.506432145	58.2249745396	64.277496955	56.3808629527	51.9448353029	71.2966501875	53.3255734533	53.1419749484	50.3792909101	62.0388968748	53.9024923391	50.8217259833	68.8646356545	45.7172944944
56.7335617985	41.843675026	90.3124531138	58.0264009479	36.317021304	50.1475728967	39.6003143926	60.6006160805	49.4529492006	25.1592561467	48.9813132593	47.2168955847	40.7066285009	55.4871707866	39.2041730093	41.0491584326	54.0338417804	47.6397870336	44.0315914714	38.3836916988	62.5594018062	22.8402762905	44.511591871
62.5551347349	61.3792523287	58.0264009479	90.3124531138	57.0635547715	58.2371864403	54.7299880974	69.3643087724	56.6917268744	56.2082511295	60.4458029741	72.180427564	59.8225113667	62.941363154	65.695925456	56.2517957298	62.9985367884	54.6106228097	63.7702261889	56.1126806277	66.4628820172	58.909492462	66.414930234
50.0753635594	43.0815604869	36.317021304	57.0635547715	90.3124531138	49.2048578357	47.4536337878	59.7251067638	44.1499887929	46.0712570207	48.596672524	36.9005739226	38.0455736784	41.1275061858	41.0916347394	54.1543177633	38.8311303904	54.5974100702	43.2308557819	35.7289299747	49.4299739955	34.8400612414	61.730690111
47.7706615917	38.3771973372	50.1475728967	58.2371864403	49.2048578357	90.3124531138	42.6367433762	49.1606296244	42.9943681386	34.4824174486	40.1056996962	44.8122257438	39.8120450417	44.0775181008	35.068919607	47.2322340708	34.3893457767	44.7298023093	42.4682866888	43.2913937336	54.8028520379	32.5989465129	49.2835429448
46.1564652825	66.8584868124	39.6003143926	54.7299880974	47.4536337878	42.6367433762	90.3124531138	57.8180696523	51.9067424327	40.4169244811	51.7415831214	49.7037628641	51.6594734526	61.7737690314	58.1062410832	44.2289308032	47.8970046639	43.9941688551	57.0908541924	55.5555748056	49.6076477229	49.6467904954	48.4009288964
70.8662969888	60.1818664626	60.6006160805	69.3643087724	59.7251067638	49.1606296244	57.8180696523	90.3124531138	50.0183717862	41.1031878416	73.7908703985	63.5660461755	49.4917689209	60.5589642261	60.3652946917	58.3532572272	55.5156353899	61.6690795932	72.9140672033	44.2986747494	68.8429608647	39.0031119418	53.5744662234
42.9302945232	48.4914773222	49.4529492006	56.6917268744	44.1499887929	42.9943681386	51.9067424327	50.0183717862	90.3124531138	47.5556226435	40.6026179816	50.3204202798	47.9445390163	53.7832527123	45.9238208098	46.1843428459	44.8610403313	45.4606867461	43.9574977324	53.7915791533	37.5555798462	42.486645722	62.3550370717
37.7275167569	50.506432145	25.1592561467	56.2082511295	46.0712570207	34.4824174486	40.4169244811	41.1031878416	47.5556226435	90.3124531138	41.6211877887	54.773402083	55.0349845997	38.7233171912	50.9985746085	44.3597858196	36.7664375715	47.4902089204	44.5481293734	49.9341026259	39.0467937444	51.9024691274	59.6996100108
67.9256173203	58.2249745396	48.9813132593	60.4458029741	48.596672524	40.1056996962	51.7415831214	73.7908703985	40.6026179816	41.6211877887	90.3124531138	62.0333477004	50.9390476532	60.7048376339	52.9581161815	54.3296058635	48.9376700313	52.4376465791	78.3291406593	41.4974442118	69.4580792535	39.8122321329	47.9889214142
60.6257647007	64.277496955	47.2168955847	72.180427564	36.9005739226	44.8122257438	49.7037628641	63.5660461755	50.3204202798	54.773402083	62.0333477004	90.3124531138	68.9059337728	60.5106117623	70.0898269989	50.6973543528	60.476427627	52.8212610734	74.3901936133	55.9468804169	64.4909305915	62.8042456197	55.1031886951
54.3081409374	56.3808629527	40.7066285009	59.8225113667	38.0455736784	39.8120450417	51.6594734526	49.4917689209	47.9445390163	55.0349845997	50.9390476532	68.9059337728	90.3124531138	55.4570172924	59.6336708198	53.3066463881	50.9770621837	54.388867929	60.5324287457	48.2982220694	54.2238823993	56.5770039955	55.4744018699
62.5995174934	51.9448353029	55.4871707866	62.941363154	41.1275061858	44.0775181008	61.7737690314	60.5589642261	53.7832527123	38.7233171912	60.7048376339	60.5106117623	55.4570172924	90.3124531138	50.164734534	44.0115295381	50.397992495	41.4114135878	64.5053986823	57.429451834	65.7030907185	35.9582134055	56.3608458409
44.3860148519	71.2966501875	39.2041730093	65.695925456	41.0916347394	35.068919607	58.1062410832	60.3652946917	45.9238208098	50.9985746085	52.9581161815	70.0898269989	59.6336708198	50.164734534	90.3124531138	42.7163093548	56.7988297845	50.6559184703	59.370758696	51.4048210145	45.8901971204	66.1802011839	47.7982309954
