Tissue	braincaudatebasalganglia
N_samples	98
Chr	1
Gene	ENSG00000142676.8
SNP	rs2813875
Gene_list	ENSG00000177600.4	ENSG00000115268.5	ENSG00000140988.11	ENSG00000171863.8	ENSG00000130255.8	ENSG00000116251.5	ENSG00000161970.8	ENSG00000166441.8	ENSG00000144713.8	ENSG00000110700.2	ENSG00000105640.8	ENSG00000221983.3	ENSG00000134419.11	ENSG00000137154.8	ENSG00000196683.6	ENSG00000174748.14	ENSG00000142676.8	ENSG00000198242.9	ENSG00000204387.8	ENSG00000231500.2	ENSG00000124614.9	ENSG00000198755.6	ENSG00000100302.6	ENSG00000125691.8	ENSG00000108298.5	ENSG00000168028.9	ENSG00000163682.11	ENSG00000100316.11	ENSG00000105193.4	ENSG00000188846.9	ENSG00000145592.9	ENSG00000131469.8	ENSG00000105372.2	ENSG00000058404.15	ENSG00000142937.7	ENSG00000265681.2	ENSG00000232112.3	ENSG00000063177.8	ENSG00000142541.12	ENSG00000142534.2	ENSG00000213741.4	ENSG00000165502.6	ENSG00000162244.6	ENSG00000123349.9	ENSG00000170889.9	ENSG00000123360.7	ENSG00000143947.8	ENSG00000108107.8	ENSG00000087258.9	ENSG00000229117.4	ENSG00000092841.14	ENSG00000008988.5	ENSG00000196531.6	ENSG00000103034.10	ENSG00000083845.4	ENSG00000171858.13	ENSG00000149806.6	ENSG00000174444.10	ENSG00000137818.7	ENSG00000172809.8	ENSG00000145741.11	ENSG00000147604.9	ENSG00000149273.10	ENSG00000138326.14	ENSG00000186468.8	ENSG00000184779.8	ENSG00000167526.9	ENSG00000122406.8	ENSG00000156482.6	ENSG00000114391.8	ENSG00000109475.12	ENSG00000089009.11	ENSG00000118181.6	ENSG00000089157.11	ENSG00000136942.10	ENSG00000197958.8	ENSG00000112306.7	ENSG00000148303.12	ENSG00000104529.13	ENSG00000161016.11	ENSG00000164587.7	ENSG00000145425.5	ENSG00000204628.7	ENSG00000182899.10	ENSG00000114942.9
Gene expression stats (Y^T * Y): 
90.3124531138	69.2145527655	66.4542625355	57.1032882759	71.0033440142	43.004106857	34.582036491	55.1496074335	55.9905931183	40.6623125959	64.8481868833	69.2162830541	43.3098454627	55.4173473923	61.1549022362	19.9237585134	62.9680267736	65.9947945924	38.004794146	56.4741117011	65.5622290389	43.3837454646	-30.4818977672	54.3829665643	67.6462247424	55.7621076601	37.2711716656	52.2137539014	70.6515976768	48.1020149665	65.7223764157	57.9445366377	73.8393425415	-29.6649457066	61.079098184	50.3503126614	46.3311787123	60.9621880326	74.3588586995	62.3023211086	49.7613965028	48.4826787272	57.3382644555	49.3268310061	71.2711990978	-40.0867988867	48.9202026515	64.7723992382	-29.1807305711	55.8109462988	56.0126797687	44.5841022155	31.503082249	-42.231236869	58.5308172646	67.7598746969	76.095963998	42.7547018645	72.1129981474	69.5740060309	28.7393700502	31.2635763138	66.088997909	39.7125364633	47.4807241067	33.8635474302	63.267907559	42.3502089655	49.7478145636	47.4551667149	48.1281116065	30.5963358273	43.104973345	42.6639599236	59.713196427	49.3825601881	54.5288726953	56.0024843732	65.8553390819	68.9303711009	64.5709207312	34.9663943297	44.2109129316	46.2328755919	38.4005071396
69.2145527655	90.3124531138	69.5973184951	67.465740874	84.2028340905	31.2350247879	42.1064060653	72.6676614083	67.153414422	50.7113786653	80.9880974837	72.7622356226	59.1544743865	64.9725021491	52.6171828225	37.0611106322	69.4672264471	70.3776162527	42.6139458308	64.2767525759	77.9046251226	56.9404024603	-41.7273253578	57.1929395938	76.289020687	63.6623211177	47.1555821165	57.9750667579	78.4263322339	51.4919682151	66.1736345053	71.6075512516	79.8046202606	-41.5792880143	72.8518192337	62.2787281836	59.1926167419	82.7435947166	75.6429663273	70.1473033079	61.1278800327	35.8807766706	76.7502821896	62.8512721789	77.5592712228	-51.2892837816	54.8046106979	80.3358117406	-44.3672308335	63.3504197243	56.3929614953	53.9338062328	42.2320048817	-47.0146126508	77.7599970314	73.0764133772	77.1582633692	38.7273365244	78.9776450736	76.8838440445	37.8419420882	33.7892043433	72.6528799452	53.9276482653	56.3977430781	40.7329865775	82.3120084437	44.1137414173	58.6947914073	62.2505188456	60.2417637273	43.855517795	60.568498701	56.041693642	83.0835677378	63.9185778799	65.1232454675	61.8360618995	59.5209826429	75.122100124	69.2317819787	46.5020671613	49.3773841855	57.1835251763	37.5424536833
66.4542625355	69.5973184951	90.3124531138	56.2261786208	70.8416910057	28.5811991241	33.2005431186	57.4007020542	56.4428281448	35.1771434142	72.8782635391	62.3439502406	49.3427815059	56.4581296661	48.1148398612	34.8111667886	61.7908650619	56.7750132483	24.961041088	60.3338802627	66.5067990369	51.0369512652	-32.1406791299	57.599107305	66.4112048683	55.8459878633	30.0367341603	53.9531445157	76.4245632581	52.3220748395	59.0072106402	57.7274537994	75.8126827914	-30.6398968037	63.4289127214	61.5183173872	46.4741288921	68.629058165	78.8633144639	60.8860552329	45.361956064	28.8863165955	67.1955730294	46.7757070742	63.5580941445	-39.5430333141	38.7461507181	70.69820445	-36.83872957	61.4878426653	62.5884622031	44.8291835388	31.2472869963	-38.4304930651	67.8468583825	52.8824074654	68.2896702392	40.6256431193	69.6691188003	59.4751539561	29.8081053573	29.200440271	66.8884723806	46.260962363	39.5951285422	32.2535943754	66.9406545372	44.215103532	47.8589884293	48.7705042587	43.0894282467	35.0936830243	44.713025872	66.1710928004	64.546461594	56.3509081249	52.2692451244	66.3803965765	57.5492649227	75.0127988487	63.2099652215	36.8821800236	57.4837596131	44.0881173466	30.8891526499
57.1032882759	67.465740874	56.2261786208	90.3124531138	67.7383664686	52.0341659215	68.089001811	73.5113885457	77.8265031002	67.6512250613	64.4570384174	70.6947230134	75.6300045414	77.3672611287	54.268593691	51.8008374626	77.5230680143	74.927933358	44.1080636177	71.4818685573	70.2950924935	66.9783693998	-55.6091758513	76.5452944971	79.6602030184	54.4516208274	49.4105891442	64.4354762174	69.3549197297	70.149791979	71.3923109745	76.8737743771	68.1831481195	-57.2725562387	79.9914496715	71.2367664837	61.8370661812	66.4876332515	69.0187923887	73.6582906251	67.7454064005	56.3593705058	72.469669643	74.5158906011	66.895838478	-56.2294931538	71.3700478525	66.1133351939	-47.8963048459	67.4967884519	51.8165395169	71.665438707	72.310459627	-50.7877127554	67.8158749784	66.229689937	57.4883158029	62.6884489112	58.6272018747	73.725123581	60.7487499831	62.9330261923	70.2600961702	75.4782810465	68.8809382619	49.0756805789	63.7527817872	71.7376711825	72.9422468154	75.589374184	74.0611105864	70.24420657	73.4960263354	57.781648185	74.5514174212	70.7068300469	69.8942851267	69.6451020088	47.7634297123	68.6982362916	63.5363920299	68.9095470655	54.1562837464	77.4974861628	57.2997066555
71.0033440142	84.2028340905	70.8416910057	67.7383664686	90.3124531138	39.4907225405	44.085968577	73.0491969511	68.6457471571	50.2651004794	78.715126136	73.4419844718	60.1515574885	66.2030493327	58.0017881487	38.2605960751	71.0274179139	71.5061825537	41.652216168	68.9306766843	80.249801713	61.1356115559	-45.8257870294	62.6150979528	75.860443048	66.9514366537	47.0660742745	61.7053629665	76.3988428103	55.2503987332	69.1142912416	74.0392538742	80.2559928162	-42.6400352508	73.4177007763	64.9360575272	60.977659152	81.2836523734	77.2301135823	70.9091843481	63.2357227301	40.752655462	74.1551634351	64.6609065096	78.3232476248	-51.5571187244	57.0851273466	79.483652574	-46.6143191113	69.7320491346	61.4761898337	55.2874630111	42.7569165936	-43.7699210009	76.9159414147	73.3467121894	78.723518115	40.4158918088	79.1116553139	78.5829769061	37.424262479	36.8330434581	71.9825927202	56.5073357088	56.7046997146	38.5509427645	78.0244178005	49.4561300667	60.2172440967	62.8689667662	61.2136990398	44.0083155778	59.651392313	60.6421187582	82.0980973652	65.7948034034	68.3166926582	65.4550115597	59.1097083804	79.625955839	71.696081956	49.4086648146	50.628683446	59.5566964265	41.3698382626
43.004106857	31.2350247879	28.5811991241	52.0341659215	39.4907225405	90.3124531138	64.5726627731	43.7965083107	57.9612850502	55.9743519021	42.5439135516	53.4083128816	50.7663082791	52.8245889665	55.7817474999	49.8644571865	60.2150676375	61.6659680684	39.2368535596	56.1377274768	49.4887317968	56.4451126751	-45.1076806919	61.3523551506	50.7537980873	40.1176772185	46.3243250973	53.7507757058	41.725176321	48.1815067141	55.5139072812	52.5403551281	38.3262821433	-41.1815367524	52.1007975119	51.1633260739	28.2438263424	27.3038881283	44.43327576	52.3934490147	55.4095289051	60.7295816313	36.2864319549	49.9575232992	40.1531886935	-36.0366727297	66.1977092258	36.6080226802	-34.7091619257	57.509458787	31.8217674087	50.0101768433	54.7262911027	-27.1883537088	44.1887523847	48.2190804406	38.6750698053	56.6965042465	30.0508419441	51.4446902846	49.6714619818	66.427405336	44.2836302061	53.3336166301	57.0042478016	26.2998883763	30.7618841366	61.0787642905	62.5786454651	49.5772613379	44.9672768641	56.5931552155	44.3177408297	33.8378323738	35.5372381933	40.1370785612	59.0092398345	54.5413005161	35.0054801639	41.5887466654	44.6225757871	61.5927171075	36.9206142305	52.3693311784	64.4319679204
34.582036491	42.1064060653	33.2005431186	68.089001811	44.085968577	64.5726627731	90.3124531138	63.3804796912	72.3988881463	77.4843433098	50.3070981507	61.9228946389	72.2896542718	67.7315460681	49.8541980499	64.0549064383	73.8315870141	64.7254392441	47.8183940074	61.335941488	58.9876243411	72.787992844	-56.5519327927	72.3873111122	64.5913375586	46.4809909045	55.8433693179	58.3550444273	46.5129783527	60.6261169297	59.722545222	71.3823481008	40.6275999613	-55.6660697627	71.828548565	67.1507431792	41.0479062523	43.3311541564	47.2064008627	63.5979713101	73.2554244829	58.5603475814	52.414950743	71.7382430763	44.3537312677	-44.2254095243	80.3099091134	43.8859340725	-52.9969021311	63.5430625344	32.9855672243	70.0156496294	79.6168226155	-42.67467745	55.119431899	54.3586827809	36.2197784565	67.3737343201	28.7763739039	57.655401763	66.8659453007	81.4294721946	48.8405799322	76.3053089825	66.3514863376	52.9856382719	39.7967257755	75.0927731187	79.9770530733	73.2355011652	71.233677626	79.9428481908	71.3742964679	44.5234810545	55.3438528904	59.9469807276	70.1953854894	59.6142525826	26.7954596502	45.4965477325	49.0638143841	80.8568641792	45.5655782061	73.8089581556	72.7227820703
55.1496074335	72.6676614083	57.4007020542	73.5113885457	73.0491969511	43.7965083107	63.3804796912	90.3124531138	75.397510316	64.1628642315	72.5866566727	68.9489540022	71.6721733149	74.8543555521	52.7208152039	48.2074573971	77.4437694416	70.3958348699	53.1502273331	71.9578711083	78.6329411832	68.9119466493	-58.4727065344	71.0426839153	78.1403867145	60.7648413642	50.8678247416	69.4099593654	67.0105441807	65.4723958621	66.1517854547	79.2805227261	66.6362062252	-58.1756231916	81.0397468328	73.8831708264	59.573664958	74.647924804	68.9842902191	73.407322505	69.7109065646	49.9117028919	74.322163056	80.0050420897	69.1016190005	-53.7817767073	69.4279396405	70.8471023576	-57.7745200311	68.5867717789	51.0860703772	68.3351299	66.337065152	-42.1496999939	72.0665276879	65.2668367347	62.6913135445	53.6527562955	64.0410068845	70.9600476752	54.5542425941	55.726754937	67.9792222267	74.7755071131	62.6751688459	49.9484997373	70.1143403652	68.4254347531	72.8722445892	75.4691961758	76.9526723637	62.1030932722	76.8179112119	62.7404653902	79.6789902915	73.6288315606	72.9783626751	68.3052632974	49.4240848911	68.8235397442	66.9445645312	67.0788735241	51.6560294438	73.5745549325	56.9174967141
55.9905931183	67.153414422	56.4428281448	77.8265031002	68.6457471571	57.9612850502	72.3988881463	75.397510316	90.3124531138	71.1358249136	68.3494531229	79.5601756377	75.9577013569	76.1410653256	64.0798557264	59.1073132911	79.8876561653	78.4244087106	46.1884652749	72.0323147569	76.0790792721	78.8209617832	-62.5037037999	76.3142160062	81.7720581001	64.0002055782	53.380221996	72.9308201711	68.4150466963	71.9991119888	75.4957245719	78.7216881398	66.6526180137	-59.1889728663	79.4763569094	75.7236566995	56.5236524876	70.6279267601	71.9759785852	81.4424262917	74.0040106846	55.1322771321	74.4898105264	78.7778755588	67.0142964621	-55.7371097346	78.0732502415	69.5853166916	-55.9596680798	72.1670020987	49.4905334216	74.4160030533	70.2241013942	-47.7246424065	75.0463667245	71.4893861754	62.7741671111	73.5098047337	53.4826398513	75.6112397313	55.5399534858	69.0486765628	71.570471421	76.1893584412	72.0899054626	55.9831973265	63.4335324062	71.9857304497	77.9852961739	79.7272373054	75.047240014	75.4684137417	73.6032960531	59.05787255	73.474002783	69.8352007132	75.5123669398	73.6532617848	46.5725621724	72.1384593996	70.0182188849	71.3151213557	59.7286236264	77.9614694374	58.2592610235
40.6623125959	50.7113786653	35.1771434142	67.6512250613	50.2651004794	55.9743519021	77.4843433098	64.1628642315	71.1358249136	90.3124531138	54.7115130252	63.2836385922	81.1459159734	67.6207045752	42.2506278555	66.5869940631	74.3406874816	68.2997492083	46.0494988773	59.9518896901	65.9417676345	68.5726843202	-58.2497393046	68.9194685758	66.1420808998	48.0076792209	50.0517109377	51.69220585	56.0595923288	52.9272803397	62.3524521053	74.7952404521	50.4608679668	-57.4334328838	70.0377794635	63.8605245929	39.9046480422	53.0510874374	46.2936513658	68.4482403703	78.7070940911	47.4907338782	61.3377780648	64.108935781	55.9628674581	-56.3456805489	78.0128778894	51.2562284927	-56.6396906551	61.3756499311	40.8027567334	73.5982727592	67.5553184105	-56.136522716	60.8907333612	59.8622102705	41.5424327855	57.6407400234	38.6048126072	62.806817579	67.2806574197	72.4644593016	57.8409777727	70.4374828189	73.493352698	55.5539970219	47.0659447548	67.6460673033	82.4239067898	69.6374811112	67.6589801868	70.6991460712	72.8824809112	52.2848094065	61.0085050951	60.5119432188	73.4974522526	53.9475707085	35.6507440924	49.9109510945	53.7357074174	77.8201719681	52.2291871114	71.7296479635	61.212011184
