Tissue	skinnotsunexposedsuprapubic
N_samples	196
Chr	20
Gene	ENSG00000101439.4
SNP	rs4072312
Gene_list	ENSG00000197766.3	ENSG00000132386.6	ENSG00000110651.7	ENSG00000125730.12	ENSG00000182326.10	ENSG00000159403.11	ENSG00000111341.5	ENSG00000026025.9	ENSG00000129538.9	ENSG00000101439.4	ENSG00000120885.15	ENSG00000064205.6	ENSG00000106624.4	ENSG00000163815.5	ENSG00000077942.13	ENSG00000142173.10	ENSG00000087086.9	ENSG00000167779.3	ENSG00000087245.8	ENSG00000135404.7	ENSG00000149131.11	ENSG00000167996.11	ENSG00000197746.9	ENSG00000035862.8	ENSG00000140545.10	ENSG00000011465.12	ENSG00000148180.12	ENSG00000143387.8	ENSG00000197956.5	ENSG00000196154.7
Gene expression stats (Y^T * Y): 
187.052919224	142.494079264	103.01315424	144.787551031	145.327959395	148.325580509	144.60174091	130.204338561	100.625130445	153.077514128	121.272438759	143.44776951	133.232128207	129.299752874	160.927545685	143.10244764	128.081905192	134.530471015	117.428921717	125.15134784	153.723721296	111.075733286	130.152706888	132.210704759	121.263580598	159.52177802	157.112503808	120.839506079	115.006350241	81.0716296425
142.494079264	187.052919224	76.0493925676	141.716364638	154.515549156	158.618966782	122.751674928	128.109854903	114.364586207	139.80712902	109.334426216	153.402436187	134.084884012	81.2896780688	153.201315637	122.969909635	150.986998272	107.024664932	141.202689289	125.685432896	161.96331035	141.399928566	114.153149672	137.593265372	124.192275016	152.917210678	121.858704229	146.496504918	109.759064402	74.231003777
103.01315424	76.0493925676	187.052919224	91.7211265644	98.3375303726	105.495567528	86.4476895135	99.581242483	71.1853357019	116.362276039	120.664796477	78.0844776341	102.343973629	114.595414892	103.190407691	124.653524571	85.5105939809	48.6840445	89.1809003109	117.612996486	102.983865952	65.5439080899	137.988765023	107.479994236	52.7842523182	91.773184645	95.8848251224	82.1379995058	106.449909363	92.6579121828
144.787551031	141.716364638	91.7211265644	187.052919224	159.191980877	154.605905108	112.944569153	99.2149855219	85.322024809	121.322355567	116.606769325	124.655601569	124.070309574	109.808649307	137.559970617	131.391473753	111.746599868	99.7149742288	107.225413939	123.847618829	142.076903015	102.142165652	114.556088327	108.048859866	95.8901275626	140.915275609	117.316817088	111.076005513	101.878279183	69.2588798894
145.327959395	154.515549156	98.3375303726	159.191980877	187.052919224	176.132354964	121.003941305	118.135522729	112.845219828	130.862038132	117.958196106	134.881622399	142.726132267	102.203641449	148.644831304	145.035208241	129.145644084	94.5271018709	124.836266924	136.362121017	160.251267509	115.251856007	130.989643623	130.057721501	118.888026552	156.709566934	116.77634286	132.227028511	113.90206849	81.6634539456
148.325580509	158.618966782	105.495567528	154.605905108	176.132354964	187.052919224	121.508257288	120.820659274	111.272738511	139.324894361	126.371171188	132.438898096	142.59529607	97.622655851	153.3237119	143.566454617	134.173199979	97.0488553295	125.524026028	145.020346175	168.104185131	124.21423324	134.216596249	127.227330143	120.87206719	154.299022603	123.638527648	128.210583921	120.242991518	81.6580604423
144.60174091	122.751674928	86.4476895135	112.944569153	121.003941305	121.508257288	187.052919224	123.891647145	88.472558898	133.19385187	125.280583784	119.531798647	117.704745475	113.683274184	122.232693384	122.368497859	120.184845944	130.112952795	105.830246556	131.112300877	133.821353818	111.407544114	107.017411195	119.681305694	121.220655967	141.034709374	153.965939918	107.80267834	142.01651004	89.0212093269
130.204338561	128.109854903	99.581242483	99.2149855219	118.135522729	120.820659274	123.891647145	187.052919224	111.635125703	136.437415424	123.922557077	119.217191103	119.099980251	78.2337217529	142.980194498	121.541530407	148.01680036	93.1516389719	139.406381788	127.509897329	152.126618087	133.654220661	120.934650786	158.331912937	111.738660228	144.019974638	133.061792031	141.130602154	124.275757218	90.4247857544
100.625130445	114.364586207	71.1853357019	85.322024809	112.845219828	111.272738511	88.472558898	111.635125703	187.052919224	122.950631688	90.7761680031	113.386697847	115.330891533	62.9201260874	114.277757647	89.4474368053	139.564857289	65.7429033102	126.870835463	105.819640276	120.655413067	106.314863338	98.9080675967	126.496668794	89.0149022741	109.476714095	87.8744514177	135.310698808	102.467797307	116.253929156
153.077514128	139.80712902	116.362276039	121.322355567	130.862038132	139.324894361	133.19385187	136.437415424	122.950631688	187.052919224	124.731003054	146.225385591	134.607341336	116.428408004	154.096690579	136.917625504	140.194229834	115.411206197	133.161667711	126.63873957	147.810525352	115.822187783	129.774069532	144.763472463	116.919096857	139.407609966	145.054702161	135.886949959	123.336447204	116.467348917
121.272438759	109.334426216	120.664796477	116.606769325	117.958196106	126.371171188	125.280583784	123.922557077	90.7761680031	124.731003054	187.052919224	82.8591094671	106.548289484	95.4995993598	117.900371892	112.415995592	124.795082091	74.3130938736	101.58011876	134.677652913	134.418469564	108.902087824	109.810740351	121.325132675	75.8452082966	119.626812003	125.360183937	105.332598877	127.924387111	94.6179488996
143.44776951	153.402436187	78.0844776341	124.655601569	134.881622399	132.438898096	119.531798647	119.217191103	113.386697847	146.225385591	82.8591094671	187.052919224	134.364843165	111.628930432	154.836473178	126.392662703	125.537275953	127.40165913	138.163274467	101.375707523	140.431185704	109.14363472	118.809556763	140.563191374	122.404427582	148.945468237	121.963290474	143.0795685	94.063475813	91.206678922
