Tissue	skinnotsunexposedsuprapubic
N_samples	196
Chr	8
Gene	ENSG00000147604.9
SNP	rs2383900
Gene_list	ENSG00000171863.8	ENSG00000116251.5	ENSG00000161970.8	ENSG00000144713.8	ENSG00000110700.2	ENSG00000134419.11	ENSG00000137154.8	ENSG00000174748.14	ENSG00000142676.8	ENSG00000198242.9	ENSG00000149100.8	ENSG00000198755.6	ENSG00000125691.8	ENSG00000108298.5	ENSG00000188846.9	ENSG00000145592.9	ENSG00000131469.8	ENSG00000142937.7	ENSG00000133112.12	ENSG00000265681.2	ENSG00000123349.9	ENSG00000143947.8	ENSG00000008988.5	ENSG00000196531.6	ENSG00000174444.10	ENSG00000172809.8	ENSG00000145741.11	ENSG00000147604.9	ENSG00000156508.13	ENSG00000188243.8	ENSG00000138326.14	ENSG00000186468.8	ENSG00000122406.8	ENSG00000156482.6	ENSG00000114391.8	ENSG00000071082.6	ENSG00000104408.5	ENSG00000109475.12	ENSG00000089009.11	ENSG00000147677.6	ENSG00000118181.6	ENSG00000197958.8	ENSG00000112306.7	ENSG00000145425.5	ENSG00000182899.10	ENSG00000114942.9
Gene expression stats (Y^T * Y): 
187.052919224	143.359055128	164.256653706	103.743030533	136.091426258	156.431881867	163.73296304	128.500770507	156.254797063	100.748716447	101.274733179	98.0699295221	159.415575539	128.915894743	122.158413629	149.633531254	138.152964566	165.138842208	136.114055233	163.550580649	135.080932138	156.699304329	146.605482402	118.379158263	126.940760028	136.388560535	71.9223993709	148.036027456	107.300154625	132.870400977	154.098147409	121.747007819	157.413017953	131.515189475	148.916143342	159.02652664	131.15620417	157.880057284	135.276970852	112.214091318	147.412533215	102.969100622	134.084752627	161.441713485	162.723631213	155.60442685
143.359055128	187.052919224	149.97116391	85.704119637	104.883888509	115.93545769	151.199339011	105.49593888	126.993597232	105.251664698	114.92638392	73.7211002002	153.332856226	112.600048259	118.351046512	141.698715871	102.548706318	144.03890752	146.756785385	145.075426626	100.262562296	149.595628342	117.079175518	152.12936552	120.385569453	126.152273407	81.6471832118	149.554736989	111.788762347	116.657090734	150.978651818	123.737579198	154.861163833	118.598752625	127.006302818	149.824572912	145.863346102	146.885100539	108.524751083	112.479519219	131.222134084	88.1417287182	108.779917583	142.613650176	143.998253755	149.677885469
164.256653706	149.97116391	187.052919224	73.4552918636	115.372627234	138.799807986	169.563888921	112.419357769	148.880653266	84.2501645802	102.904045816	66.7553877018	172.198516487	104.184541192	120.435998245	139.715398093	110.086758234	175.38808572	155.410952581	178.3945324	135.099677481	155.508202604	145.565435306	129.539822843	105.873445869	124.887547387	52.1096097854	149.948892681	104.9868589	126.947334554	175.878146851	113.324167802	173.86905995	106.054843251	147.812357135	168.103406935	148.703468492	175.142861107	125.863195852	104.777680492	160.465499154	77.9143070371	112.748150431	170.586051355	164.106979715	152.646178753
103.743030533	85.704119637	73.4552918636	187.052919224	141.683559438	142.436461228	95.49582362	133.253644014	126.384943653	159.98386582	64.8679593144	159.5257818	106.547808969	167.615093205	144.39748852	122.502575853	150.219202946	85.8992608992	44.5577274057	78.623755183	103.296404499	102.3847583	125.113527373	81.8408257822	141.277479805	151.658635754	105.743072483	116.164621973	42.7870743127	95.8965968284	49.4605841894	145.657451427	57.6436196193	157.949809673	123.843033618	86.8150254434	55.0375450496	63.4663098476	96.6640271809	95.553723029	101.133739848	142.284830038	146.713242521	67.9878372549	101.316026275	70.0126866959
136.091426258	104.883888509	115.372627234	141.683559438	187.052919224	159.95128726	126.050226706	143.701274731	137.897439206	131.771222024	89.2567685921	130.926776847	125.948509501	141.192964659	138.969446962	117.985925041	157.787628801	121.710577481	96.2884416027	115.5382927	124.986845118	131.971423618	149.389268124	104.211679733	125.699917714	139.411123428	110.403074268	140.057945959	78.9167183218	129.356089704	98.9251900372	144.182743851	106.31892173	155.312724343	142.645418293	120.931363915	101.403751343	112.69737979	112.125600173	97.9078454356	134.186218368	113.193595541	145.948828184	119.350600472	141.711915534	108.627505428
156.431881867	115.93545769	138.799807986	142.436461228	159.95128726	187.052919224	145.308502852	146.493339094	161.843420729	132.481182573	81.1687011278	139.280721209	151.34187479	149.456978455	145.78738196	138.658655895	161.640847687	145.143563405	103.490769543	141.031365003	147.93366072	145.750137314	164.512495306	103.940408388	129.403963944	151.706963022	97.6007972639	146.456572496	79.939744301	138.601617435	122.16487428	143.112918399	120.901169965	156.660577504	159.443211306	142.074925223	103.71252752	131.383854026	119.247088444	99.6399470756	149.94010999	122.253589708	149.869501831	137.466322672	159.655184863	117.807916194
163.73296304	151.199339011	169.563888921	95.49582362	126.050226706	145.308502852	187.052919224	123.322772825	160.625257721	99.4210716186	101.069203827	90.9939905014	164.037771244	124.015572604	128.907573886	149.646376027	130.672278082	173.588072451	144.746852445	163.795141149	128.738339466	154.384740743	147.824500065	129.059947476	128.598623725	135.400012616	73.4384640186	156.638984015	110.972427128	123.374300471	162.86693772	122.116052382	161.899957781	126.709219166	147.980206873	162.301539322	136.696461762	162.466477056	120.099053014	105.086802198	151.031146923	97.1923589692	136.066120338	173.770981524	160.830657559	161.502299187
128.500770507	105.49593888	112.419357769	133.253644014	143.701274731	146.493339094	123.322772825	187.052919224	134.784991276	124.516859507	94.9252251515	134.220004814	130.919382494	136.430758982	144.630089757	106.89679918	130.512957942	122.858985655	105.863355894	115.987407068	100.13772096	112.970844198	132.721426845	90.4471165794	131.694875749	136.399510418	103.447396891	138.16248857	114.445305448	114.871584701	98.2485336825	129.59232176	108.940567066	149.557366005	137.574965023	134.680279363	119.105966241	100.899270942	122.284343668	126.312912626	118.531671371	115.411084992	119.940275796	116.083049158	130.847689799	104.144012144
156.254797063	126.993597232	148.880653266	126.384943653	137.897439206	161.843420729	160.625257721	134.784991276	187.052919224	112.780126015	90.2102847603	127.65381577	154.260056496	153.018317465	141.607716901	145.980558962	147.310284703	153.974090865	119.527596336	148.738957914	152.348634089	149.72955546	164.141281544	107.666300844	140.925161133	151.884188116	93.3381592187	154.693301559	101.953973504	123.565422666	132.480757946	132.646566325	139.53719599	152.903818189	157.577944654	147.894447052	110.040514905	145.355785541	128.108330451	109.412422624	145.524850923	124.584592907	140.86258746	151.297373945	163.744806513	134.539069971
100.748716447	105.251664698	84.2501645802	159.98386582	131.771222024	132.481182573	99.4210716186	124.516859507	112.780126015	187.052919224	76.6681539669	139.807416009	119.417761319	152.104929438	143.239186131	122.030684863	135.861150584	88.235275327	63.0953513068	84.2391986621	91.7278970635	117.384973912	115.422725373	100.021099851	130.093223276	150.803272733	109.373105624	121.13338497	41.7951883012	107.073345598	64.1163722153	159.348022539	67.9524349168	140.651907291	124.04284591	86.2558595926	68.6581612162	65.3968927469	85.6557381021	90.635879254	111.813962895	124.249195928	145.531129539	70.9768011626	93.0385771287	77.248573401
