Tissue	skinnotsunexposedsuprapubic
N_samples	196
Chr	11
Gene	ENSG00000149485.12
SNP	rs2277284
Gene_list	ENSG00000198736.7	ENSG00000214456.4	ENSG00000139182.9	ENSG00000179593.11	ENSG00000176194.13	ENSG00000188984.7	ENSG00000101474.7	ENSG00000109084.9	ENSG00000064763.6	ENSG00000214491.4	ENSG00000204310.6	ENSG00000131069.15	ENSG00000197982.12	ENSG00000142046.10	ENSG00000160216.14	ENSG00000167315.13	ENSG00000105552.10	ENSG00000012660.9	ENSG00000168306.8	ENSG00000149485.12	ENSG00000213462.4	ENSG00000069482.6	ENSG00000184227.3	ENSG00000117054.9	ENSG00000151365.2	ENSG00000119915.4	ENSG00000116882.10	ENSG00000095321.12	ENSG00000163344.5	ENSG00000120437.7	ENSG00000162877.8	ENSG00000138413.9
Gene expression stats (Y^T * Y): 
187.052919224	98.8326467204	99.534695621	66.4260189583	89.1761929335	99.046523702	90.2312719854	66.5427519837	109.723484925	115.948972149	100.775690968	53.7310121061	85.7018922466	74.7936139403	88.9048516967	100.715521683	97.06455413	97.6468765003	77.5800039318	113.030872972	95.6664369148	79.8966931534	95.3733354031	95.1410155646	86.7497190602	92.3310689411	86.9809550577	94.4122553958	94.5659687218	78.887058586	84.3529986426	94.2874633781
98.8326467204	187.052919224	126.921782156	68.522254739	86.0674103204	101.39810146	99.0502237545	91.6359854027	132.98250178	116.498296221	132.854528786	81.0470719184	115.571144244	86.0469937464	114.06232695	106.863629109	117.181604803	109.576427267	130.306072628	141.759968259	109.305473366	65.5252079653	105.331942591	128.484737766	93.1748306814	84.0033574182	137.340178902	90.5263719326	109.635608817	86.9780577139	73.9720451939	124.049269026
99.534695621	126.921782156	187.052919224	108.924298692	117.988712562	105.902382035	118.116947183	94.0984220557	119.008313699	123.250557494	120.648048325	87.0470919632	97.8466833036	115.387333216	110.146932742	111.272003462	120.411777611	127.942734121	91.9434935372	149.722804019	98.5943286875	103.415371254	102.013119245	119.351195971	127.484363833	119.82445395	114.622006274	113.394762257	121.864100077	100.019770865	111.542909137	113.334021385
66.4260189583	68.522254739	108.924298692	187.052919224	134.484997333	55.1387838275	140.155907331	65.8701257041	72.8609223765	90.26569736	79.4112797543	100.576054438	91.3382053298	145.636198968	79.5872102741	90.2008959094	73.1515522093	115.590190445	75.6681132363	123.450477115	48.2764347779	152.653078267	52.2611612651	88.027131126	147.47032756	150.542545371	79.1395497598	125.739665913	101.51557903	88.9478369081	153.422713667	74.0859793372
89.1761929335	86.0674103204	117.988712562	134.484997333	187.052919224	65.0246191986	142.532273604	54.6589934686	76.2702862693	99.8467963093	76.4302959796	95.2921929571	83.7485524765	131.445564095	72.225343719	114.156920433	91.6213071466	123.155155942	63.5985886743	127.395557982	56.6972354837	137.580907639	66.5452043043	93.6703642319	145.656046094	142.132426595	70.131300072	125.934117818	102.220487413	84.3984618603	143.257512165	95.2174185632
99.046523702	101.39810146	105.902382035	55.1387838275	65.0246191986	187.052919224	53.3483872778	106.803634608	151.747426563	156.715985732	126.655345176	49.3212289618	98.2131046182	61.2249669321	127.151731831	90.832223223	120.745587183	83.6710184155	77.588504245	116.194231763	116.11439534	75.8532174157	136.889374708	134.955357061	64.8084350918	93.5566724899	102.74588342	96.3009793165	85.8656842408	99.7142653604	76.2863090426	100.215535617
90.2312719854	99.0502237545	118.116947183	140.155907331	142.532273604	53.3483872778	187.052919224	75.9083566762	91.2646374428	94.3188298919	94.8935013021	100.037357215	92.4472900782	138.632400959	91.9656501944	110.516060884	83.008418897	140.09627002	85.4315157374	139.751864906	60.3159735572	134.633940684	59.6141291076	90.3947910926	158.012869152	140.635892058	90.2278914533	125.072274785	114.917847574	84.3421044859	142.430126011	103.977432917
66.5427519837	91.6359854027	94.0984220557	65.8701257041	54.6589934686	106.803634608	75.9083566762	187.052919224	138.116919538	104.700713285	108.11681567	85.6388292685	85.7943801356	60.5580899631	130.054815966	81.7871598174	92.7163515383	86.6971475036	94.221401649	121.761382809	107.205624686	69.3723063675	105.520931143	119.130368702	75.8173103231	86.3957273506	112.883602221	83.1492341742	92.817115442	121.266020683	82.3513428197	97.6142441318
109.723484925	132.98250178	119.008313699	72.8609223765	76.2702862693	151.747426563	91.2646374428	138.116919538	187.052919224	147.744241566	143.105678304	73.1455853825	114.684401747	82.6466860913	146.367486395	103.484754381	122.219507123	109.496053127	113.545595167	148.934259086	133.378973948	84.3822076433	134.401176815	146.906997343	91.0560809137	101.792331747	134.422704317	108.196073091	113.080718458	120.952413296	92.2124006215	129.024141156
115.948972149	116.498296221	123.250557494	90.26569736	99.8467963093	156.715985732	94.3188298919	104.700713285	147.744241566	187.052919224	133.677960241	82.1687746473	115.439606985	98.1058385312	121.465978557	112.129040844	125.566827369	116.1450062	87.3239419095	142.339375252	111.614889549	109.598383517	144.677787797	140.689833184	99.4023581328	119.473547705	106.439376015	128.964059588	108.823218925	121.35798843	105.771897017	118.269602174
100.775690968	132.854528786	120.648048325	79.4112797543	76.4302959796	126.655345176	94.8935013021	108.11681567	143.105678304	133.677960241	187.052919224	70.0838399036	126.386131005	82.5646873376	128.85449099	102.344181371	128.322896313	107.313645244	113.247394829	135.906166904	106.334972579	82.4379140009	120.669169998	128.112020593	86.0537532504	97.282842538	127.44608779	102.075127884	117.827893274	101.603301889	92.1598247781	124.832156079
